,rocks,on,top,of,a,fault,that,are,cut,are,always,older,or,younger,than,the,fault,itself,?
if,0.12306330353021622,0.24549968540668488,0.24618546664714813,0.2557544410228729,0.41272827982902527,0.2040300965309143,0.5634250640869141,0.32547882199287415,0.2140454798936844,0.32547882199287415,0.5478711128234863,0.1552969515323639,0.508355975151062,0.13320735096931458,0.387159138917923,0.33724796772003174,0.2040300965309143,0.3277962803840637,0.4441644251346588
a,0.2111329436302185,0.3848365545272827,0.2422690987586975,0.5052502155303955,1.0,0.20718993246555328,0.47537946701049805,0.265255331993103,0.2642877995967865,0.265255331993103,0.35987672209739685,0.19492490589618683,0.48853766918182373,0.17135030031204224,0.3126874566078186,0.5829201340675354,0.20718993246555328,0.4065200984477997,0.23916715383529663
fault,0.3826194107532501,0.2299683690071106,0.04841805249452591,0.18183428049087524,0.20718993246555328,1.0,0.3191380500793457,0.17996442317962646,0.2554089426994324,0.17996442317962646,0.15667478740215302,0.19825749099254608,0.15710939466953278,0.18530389666557312,0.1325051635503769,0.2534576952457428,1.0,0.15394291281700134,0.1623915582895279
is,0.23288390040397644,0.3635730445384979,0.17102722823619843,0.4854315221309662,0.658733606338501,0.22032389044761658,0.3995479643344879,0.5330929756164551,0.16317076981067657,0.5330929756164551,0.3208111822605133,0.19513072073459625,0.41870999336242676,0.1445060670375824,0.2839990258216858,0.5823672413825989,0.22032389044761658,0.3638126254081726,0.22961433231830597
found,0.33259448409080505,0.2337699830532074,0.16634538769721985,0.2982911467552185,0.2869448959827423,0.25951021909713745,0.29063743352890015,0.2740558087825775,0.17397652566432953,0.2740558087825775,0.23485520482063293,0.16500303149223328,0.22172152996063232,0.10564430803060532,0.21039707958698273,0.3452354073524475,0.25951021909713745,0.15800994634628296,0.16790300607681274
that,0.2636556923389435,0.42569106817245483,0.2259238362312317,0.41498205065727234,0.47537946701049805,0.3191380500793457,1.0,0.45265161991119385,0.28329476714134216,0.45265161991119385,0.5147446393966675,0.30689194798469543,0.4729836881160736,0.23157529532909393,0.4891277849674225,0.5473989248275757,0.3191380500793457,0.45691362023353577,0.32716336846351624
penetrates,0.3386765420436859,0.24026979506015778,0.2175559550523758,0.3026425838470459,0.2739983797073364,0.1885470598936081,0.26057037711143494,0.23370516300201416,0.2933911979198456,0.23370516300201416,0.23840074241161346,0.19209012389183044,0.32527005672454834,0.1213497444987297,0.3104032874107361,0.3089224100112915,0.1885470598936081,0.2257862538099289,0.11410051584243774
some,0.30953168869018555,0.31474894285202026,0.20524850487709045,0.4300730526447296,0.34539633989334106,0.20217199623584747,0.6049469113349915,0.6331475377082825,0.277167946100235,0.6331475377082825,0.4448261559009552,0.30005139112472534,0.5009974837303162,0.1614908128976822,0.46446433663368225,0.4566698372364044,0.20217199623584747,0.32260608673095703,0.2562315762042999
formations,0.5366939306259155,0.23404379189014435,0.1457091122865677,0.2921679615974426,0.2534730136394501,0.28325313329696655,0.2890501916408539,0.3421277403831482,0.1482122391462326,0.3421277403831482,0.21255479753017426,0.19617481529712677,0.2958323061466217,0.12633584439754486,0.24463580548763275,0.3201930522918701,0.28325313329696655,0.2608304023742676,0.11879130452871323
but,0.24002744257450104,0.3584071099758148,0.18106018006801605,0.39942997694015503,0.44750767946243286,0.28094178438186646,0.7244205474853516,0.47990062832832336,0.3054731786251068,0.47990062832832336,0.5173929333686829,0.2858395576477051,0.4733969271183014,0.22630417346954346,0.5279248356819153,0.4859698414802551,0.28094178438186646,0.3443661034107208,0.27921953797340393
not,0.2078518122434616,0.3516409695148468,0.2002299576997757,0.3307090103626251,0.3791346549987793,0.2346569299697876,0.6600887179374695,0.46186959743499756,0.2627222239971161,0.46186959743499756,0.5312743782997131,0.23303107917308807,0.5119067430496216,0.12290078401565552,0.3858577013015747,0.4310511648654938,0.2346569299697876,0.3859366476535797,0.41942933201789856
those,0.3123821020126343,0.3098534643650055,0.21393772959709167,0.37935635447502136,0.24251152575016022,0.24284425377845764,0.5085503458976746,0.6012985706329346,0.20839823782444,0.6012985706329346,0.3056618869304657,0.32404613494873047,0.46711811423301697,0.2540268898010254,0.42803171277046204,0.42861196398735046,0.24284425377845764,0.3057546019554138,0.3328189253807068
on,0.2381529062986374,0.9999999403953552,0.30151405930519104,0.3966929316520691,0.3848365545272827,0.2299683690071106,0.42569106817245483,0.268924742937088,0.22312447428703308,0.268924742937088,0.27142107486724854,0.17449870705604553,0.2897229492664337,0.08506304025650024,0.2864885926246643,0.5107308030128479,0.2299683690071106,0.2864828109741211,0.2714994251728058
top,0.16140633821487427,0.30151405930519104,1.0000001192092896,0.20362378656864166,0.2422690987586975,0.04841805249452591,0.2259238362312317,0.1942039579153061,0.1726968139410019,0.1942039579153061,0.23355646431446075,0.14773263037204742,0.24791064858436584,0.11643285304307938,0.20067130029201508,0.31754136085510254,0.04841805249452591,0.19378621876239777,0.17265194654464722
of,0.2664484679698944,0.3966929316520691,0.20362378656864166,1.0,0.5052502155303955,0.18183428049087524,0.41498205065727234,0.39081433415412903,0.26061776280403137,0.39081433415412903,0.25258868932724,0.23717735707759857,0.3792596757411957,0.23100069165229797,0.33036211133003235,0.733189046382904,0.18183428049087524,0.3157202899456024,0.1826142966747284
it,0.25571897625923157,0.4529881477355957,0.23778030276298523,0.38761502504348755,0.5452592968940735,0.30805280804634094,0.5921133160591125,0.3617996573448181,0.20810401439666748,0.3617996573448181,0.3592405617237091,0.1975802779197693,0.36389440298080444,0.15885229408740997,0.3603973984718323,0.6251175999641418,0.30805280804634094,0.5190377831459045,0.25732165575027466
",",0.30537211894989014,0.49057599902153015,0.2270241379737854,0.4946078956127167,0.427140474319458,0.2584017217159271,0.4137537479400635,0.4062570035457611,0.23439376056194305,0.4062570035457611,0.2518956959247589,0.2598324418067932,0.3769497275352478,0.24365073442459106,0.3371901512145996,0.4933079481124878,0.2584017217159271,0.2783147692680359,0.31091248989105225
then,0.18642613291740417,0.30262795090675354,0.24646645784378052,0.2937326431274414,0.3970017731189728,0.20591700077056885,0.455153226852417,0.23076686263084412,0.323426753282547,0.23076686263084412,0.3797410726547241,0.17247430980205536,0.3243606984615326,0.14003990590572357,0.24344494938850403,0.4297412931919098,0.20591700077056885,0.36490121483802795,0.2884598970413208
the,0.24413059651851654,0.5107308030128479,0.31754136085510254,0.733189046382904,0.5829201340675354,0.2534576952457428,0.5473989248275757,0.40399202704429626,0.29221418499946594,0.40399202704429626,0.31570959091186523,0.21663418412208557,0.4174870550632477,0.19571860134601593,0.3227543234825134,1.0,0.2534576952457428,0.45971640944480896,0.22068053483963013
formations,0.5366939306259155,0.23404379189014435,0.1457091122865677,0.2921679615974426,0.2534730136394501,0.28325313329696655,0.2890501916408539,0.3421277403831482,0.1482122391462326,0.3421277403831482,0.21255479753017426,0.19617481529712677,0.2958323061466217,0.12633584439754486,0.24463580548763275,0.3201930522918701,0.28325313329696655,0.2608304023742676,0.11879130452871323
that,0.2636556923389435,0.42569106817245483,0.2259238362312317,0.41498205065727234,0.47537946701049805,0.3191380500793457,1.0,0.45265161991119385,0.28329476714134216,0.45265161991119385,0.5147446393966675,0.30689194798469543,0.4729836881160736,0.23157529532909393,0.4891277849674225,0.5473989248275757,0.3191380500793457,0.45691362023353577,0.32716336846351624
were,0.29110634326934814,0.2774328887462616,0.17585322260856628,0.34038281440734863,0.17203083634376526,0.1521243005990982,0.35517072677612305,0.6489362716674805,0.24844026565551758,0.6489362716674805,0.225338414311409,0.2536395192146301,0.3389680087566376,0.20683246850967407,0.2885614037513733,0.3906462490558624,0.1521243005990982,0.12565374374389648,0.17890112102031708
cut,0.20006367564201355,0.22312447428703308,0.1726968139410019,0.26061776280403137,0.2642877995967865,0.2554089426994324,0.28329476714134216,0.2171708643436432,0.9999998807907104,0.2171708643436432,0.23432782292366028,0.12609869241714478,0.28960758447647095,0.14701372385025024,0.2008989006280899,0.29221418499946594,0.2554089426994324,0.220765620470047,0.1403924524784088
are,0.33511796593666077,0.268924742937088,0.1942039579153061,0.39081433415412903,0.265255331993103,0.17996442317962646,0.45265161991119385,1.0,0.2171708643436432,1.0,0.3535380959510803,0.2168419063091278,0.5374364256858826,0.1360478401184082,0.39206281304359436,0.40399202704429626,0.17996442317962646,0.23437081277370453,0.24591213464736938
older,0.27690139412879944,0.17449870705604553,0.14773263037204742,0.23717735707759857,0.19492490589618683,0.19825749099254608,0.30689194798469543,0.2168419063091278,0.12609869241714478,0.2168419063091278,0.25283610820770264,0.9999998807907104,0.18737566471099854,0.6406369209289551,0.35258033871650696,0.21663418412208557,0.19825749099254608,0.10534223914146423,0.1524270623922348
than,0.2361476570367813,0.2864885926246643,0.20067130029201508,0.33036211133003235,0.3126874566078186,0.1325051635503769,0.4891277849674225,0.39206281304359436,0.2008989006280899,0.39206281304359436,0.3271460235118866,0.35258033871650696,0.5002588033676147,0.29155412316322327,1.0,0.3227543234825134,0.1325051635503769,0.2803569436073303,0.24917294085025787
the,0.24413059651851654,0.5107308030128479,0.31754136085510254,0.733189046382904,0.5829201340675354,0.2534576952457428,0.5473989248275757,0.40399202704429626,0.29221418499946594,0.40399202704429626,0.31570959091186523,0.21663418412208557,0.4174870550632477,0.19571860134601593,0.3227543234825134,1.0,0.2534576952457428,0.45971640944480896,0.22068053483963013
fault,0.3826194107532501,0.2299683690071106,0.04841805249452591,0.18183428049087524,0.20718993246555328,1.0,0.3191380500793457,0.17996442317962646,0.2554089426994324,0.17996442317962646,0.15667478740215302,0.19825749099254608,0.15710939466953278,0.18530389666557312,0.1325051635503769,0.2534576952457428,1.0,0.15394291281700134,0.1623915582895279
",",0.30537211894989014,0.49057599902153015,0.2270241379737854,0.4946078956127167,0.427140474319458,0.2584017217159271,0.4137537479400635,0.4062570035457611,0.23439376056194305,0.4062570035457611,0.2518956959247589,0.2598324418067932,0.3769497275352478,0.24365073442459106,0.3371901512145996,0.4933079481124878,0.2584017217159271,0.2783147692680359,0.31091248989105225
and,0.29739323258399963,0.4077630043029785,0.281191349029541,0.5116966962814331,0.3739250600337982,0.23141981661319733,0.4731321930885315,0.48576638102531433,0.2832682728767395,0.48576638102531433,0.331595778465271,0.3224782347679138,0.4713204801082611,0.2894951105117798,0.39361441135406494,0.5171257257461548,0.23141981661319733,0.2663651406764984,0.20544172823429108
the,0.24413059651851654,0.5107308030128479,0.31754136085510254,0.733189046382904,0.5829201340675354,0.2534576952457428,0.5473989248275757,0.40399202704429626,0.29221418499946594,0.40399202704429626,0.31570959091186523,0.21663418412208557,0.4174870550632477,0.19571860134601593,0.3227543234825134,1.0,0.2534576952457428,0.45971640944480896,0.22068053483963013
ones,0.2992713153362274,0.312541127204895,0.2154790610074997,0.23451396822929382,0.22843194007873535,0.19058501720428467,0.4177267253398895,0.557454526424408,0.20811998844146729,0.557454526424408,0.4127892851829529,0.2945486009120941,0.3994254469871521,0.20635631680488586,0.47409626841545105,0.333568274974823,0.19058501720428467,0.19301548600196838,0.28155767917633057
that,0.2636556923389435,0.42569106817245483,0.2259238362312317,0.41498205065727234,0.47537946701049805,0.3191380500793457,1.0,0.45265161991119385,0.28329476714134216,0.45265161991119385,0.5147446393966675,0.30689194798469543,0.4729836881160736,0.23157529532909393,0.4891277849674225,0.5473989248275757,0.3191380500793457,0.45691362023353577,0.32716336846351624
are,0.33511796593666077,0.268924742937088,0.1942039579153061,0.39081433415412903,0.265255331993103,0.17996442317962646,0.45265161991119385,1.0,0.2171708643436432,1.0,0.3535380959510803,0.2168419063091278,0.5374364256858826,0.1360478401184082,0.39206281304359436,0.40399202704429626,0.17996442317962646,0.23437081277370453,0.24591213464736938
not,0.2078518122434616,0.3516409695148468,0.2002299576997757,0.3307090103626251,0.3791346549987793,0.2346569299697876,0.6600887179374695,0.46186959743499756,0.2627222239971161,0.46186959743499756,0.5312743782997131,0.23303107917308807,0.5119067430496216,0.12290078401565552,0.3858577013015747,0.4310511648654938,0.2346569299697876,0.3859366476535797,0.41942933201789856
cut,0.20006367564201355,0.22312447428703308,0.1726968139410019,0.26061776280403137,0.2642877995967865,0.2554089426994324,0.28329476714134216,0.2171708643436432,0.9999998807907104,0.2171708643436432,0.23432782292366028,0.12609869241714478,0.28960758447647095,0.14701372385025024,0.2008989006280899,0.29221418499946594,0.2554089426994324,0.220765620470047,0.1403924524784088
must,0.18584714829921722,0.17571617662906647,0.19399359822273254,0.24322323501110077,0.3016769587993622,0.12722532451152802,0.42000943422317505,0.3923934996128082,0.160549595952034,0.3923934996128082,0.45746564865112305,0.1610686480998993,0.43512776494026184,0.14517994225025177,0.2465018779039383,0.2713140547275543,0.12722532451152802,0.2540338933467865,0.23707495629787445
be,0.2445140779018402,0.37900757789611816,0.1727854162454605,0.33904364705085754,0.39883795380592346,0.18428079783916473,0.6036020517349243,0.5556803941726685,0.3182462155818939,0.5556803941726685,0.4642440974712372,0.22685489058494568,0.5260903835296631,0.156501904129982,0.46516597270965576,0.4248143136501312,0.18428079783916473,0.34821414947509766,0.3324260413646698
younger,0.24828751385211945,0.08506304025650024,0.11643285304307938,0.23100069165229797,0.17135030031204224,0.18530389666557312,0.23157529532909393,0.1360478401184082,0.14701372385025024,0.1360478401184082,0.15579582750797272,0.6406369209289551,0.1400587260723114,0.9999999403953552,0.29155412316322327,0.19571860134601593,0.18530389666557312,0.04488079622387886,0.12709127366542816
than,0.2361476570367813,0.2864885926246643,0.20067130029201508,0.33036211133003235,0.3126874566078186,0.1325051635503769,0.4891277849674225,0.39206281304359436,0.2008989006280899,0.39206281304359436,0.3271460235118866,0.35258033871650696,0.5002588033676147,0.29155412316322327,1.0,0.3227543234825134,0.1325051635503769,0.2803569436073303,0.24917294085025787
the,0.24413059651851654,0.5107308030128479,0.31754136085510254,0.733189046382904,0.5829201340675354,0.2534576952457428,0.5473989248275757,0.40399202704429626,0.29221418499946594,0.40399202704429626,0.31570959091186523,0.21663418412208557,0.4174870550632477,0.19571860134601593,0.3227543234825134,1.0,0.2534576952457428,0.45971640944480896,0.22068053483963013
fault,0.3826194107532501,0.2299683690071106,0.04841805249452591,0.18183428049087524,0.20718993246555328,1.0,0.3191380500793457,0.17996442317962646,0.2554089426994324,0.17996442317962646,0.15667478740215302,0.19825749099254608,0.15710939466953278,0.18530389666557312,0.1325051635503769,0.2534576952457428,1.0,0.15394291281700134,0.1623915582895279
.,0.26481303572654724,0.49257001280784607,0.3064132034778595,0.5352458953857422,0.50484299659729,0.21987590193748474,0.4460422694683075,0.3452940285205841,0.2298540472984314,0.3452940285205841,0.3116702139377594,0.27821221947669983,0.36683785915374756,0.20630936324596405,0.3594527542591095,0.5934505462646484,0.21987590193748474,0.28960058093070984,0.4130953550338745
