,what,does,the,fogg,museum,of,art,cover,?
museum,0.1771627515554428,0.1064787358045578,0.24861779808998108,0.23933714628219604,1.0000001192092896,0.23314370214939117,0.5128974318504333,0.09088976681232452,0.14128351211547852
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.28797781467437744,0.20741747319698334,0.4946078956127167,0.2700960636138916,0.24982257187366486,0.31091248989105225
formerly,0.1585959643125534,0.13822227716445923,0.2854805290699005,0.1184939295053482,0.1849140077829361,0.27187931537628174,0.08707619458436966,0.13302932679653168,0.0843876302242279
the,0.42745697498321533,0.35928019881248474,1.0,0.25130191445350647,0.24861779808998108,0.733189046382904,0.20297785103321075,0.26727065443992615,0.22068053483963013
germanic,0.23222655057907104,0.17838801443576813,0.3006645441055298,0.1610669046640396,0.08902151882648468,0.27129584550857544,0.19414445757865906,0.1491929441690445,0.18380945920944214
museum,0.1771627515554428,0.1064787358045578,0.24861779808998108,0.23933714628219604,1.0000001192092896,0.23314370214939117,0.5128974318504333,0.09088976681232452,0.14128351211547852
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.28797781467437744,0.20741747319698334,0.4946078956127167,0.2700960636138916,0.24982257187366486,0.31091248989105225
covers,0.19826510548591614,0.2591313123703003,0.326327383518219,0.128156378865242,0.15068089962005615,0.3789252042770386,0.23541423678398132,0.681187629699707,0.1432708352804184
central,0.17723965644836426,0.17120608687400818,0.3417201042175293,0.11920806020498276,0.151901975274086,0.3415789008140564,0.1781499981880188,0.12097934633493423,0.14787602424621582
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.26995739340782166,0.21554097533226013,0.5116966962814331,0.2631918787956238,0.27793973684310913,0.20544172823429108
northern,0.19332477450370789,0.11593209207057953,0.3422943353652954,0.19088630378246307,0.143607497215271,0.32586339116096497,0.16409514844417572,0.16760534048080444,0.13149388134479523
european,0.15324164927005768,0.11488570272922516,0.3423081040382385,0.16609889268875122,0.07021971046924591,0.2507138252258301,0.1533617526292801,0.13190105557441711,0.14560863375663757
art,0.19292277097702026,0.2125045508146286,0.20297785103321075,0.17507588863372803,0.5128974318504333,0.22648051381111145,1.0,0.2190026342868805,0.138971745967865
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.28797781467437744,0.20741747319698334,0.4946078956127167,0.2700960636138916,0.24982257187366486,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.26995739340782166,0.21554097533226013,0.5116966962814331,0.2631918787956238,0.27793973684310913,0.20544172823429108
the,0.42745697498321533,0.35928019881248474,1.0,0.25130191445350647,0.24861779808998108,0.733189046382904,0.20297785103321075,0.26727065443992615,0.22068053483963013
fogg,0.14717280864715576,0.08892584592103958,0.25130191445350647,1.0000001192092896,0.23933714628219604,0.21997806429862976,0.17507588863372803,0.22018668055534363,0.08356784284114838
museum,0.1771627515554428,0.1064787358045578,0.24861779808998108,0.23933714628219604,1.0000001192092896,0.23314370214939117,0.5128974318504333,0.09088976681232452,0.14128351211547852
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.21997806429862976,0.23314370214939117,1.0,0.22648051381111145,0.26416900753974915,0.1826142966747284
art,0.19292277097702026,0.2125045508146286,0.20297785103321075,0.17507588863372803,0.5128974318504333,0.22648051381111145,1.0,0.2190026342868805,0.138971745967865
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.28797781467437744,0.20741747319698334,0.4946078956127167,0.2700960636138916,0.24982257187366486,0.31091248989105225
covers,0.19826510548591614,0.2591313123703003,0.326327383518219,0.128156378865242,0.15068089962005615,0.3789252042770386,0.23541423678398132,0.681187629699707,0.1432708352804184
western,0.2454150915145874,0.12355383485555649,0.37920868396759033,0.18426966667175293,0.1567070484161377,0.32974064350128174,0.26755860447883606,0.13764582574367523,0.17439141869544983
art,0.19292277097702026,0.2125045508146286,0.20297785103321075,0.17507588863372803,0.5128974318504333,0.22648051381111145,1.0,0.2190026342868805,0.138971745967865
from,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.23863443732261658,0.20791949331760406,0.4249346852302551,0.2182932198047638,0.19020850956439972,0.19969791173934937
the,0.42745697498321533,0.35928019881248474,1.0,0.25130191445350647,0.24861779808998108,0.733189046382904,0.20297785103321075,0.26727065443992615,0.22068053483963013
middle,0.18312302231788635,0.16685135662555695,0.3405749201774597,0.21143290400505066,0.07178838551044464,0.2799445688724518,0.11133845895528793,0.19395917654037476,0.13139553368091583
ages,0.2546566128730774,0.1360509693622589,0.28271523118019104,0.1867542862892151,0.1360076516866684,0.27638155221939087,0.1760069578886032,0.18739332258701324,0.16701677441596985
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.23367275297641754,0.1640389859676361,0.41548454761505127,0.22068513929843903,0.2887181341648102,0.29463258385658264
the,0.42745697498321533,0.35928019881248474,1.0,0.25130191445350647,0.24861779808998108,0.733189046382904,0.20297785103321075,0.26727065443992615,0.22068053483963013
present,0.30940163135528564,0.19336256384849548,0.2829846143722534,0.06804333627223969,0.1676148623228073,0.3116828501224518,0.11940343677997589,0.10144269466400146,0.21759982407093048
emphasizing,0.318984717130661,0.27231350541114807,0.30845096707344055,0.026178060099482536,0.09839851409196854,0.3356854021549225,0.25711140036582947,0.2780458629131317,0.22612088918685913
italian,0.15137425065040588,0.09054139256477356,0.19855095446109772,0.1606435775756836,0.07830674201250076,0.20819662511348724,0.15582555532455444,0.10759587585926056,0.1156633123755455
early,0.2454567849636078,0.14057663083076477,0.34442198276519775,0.22990909218788147,0.23575761914253235,0.30937549471855164,0.21003977954387665,0.1533728837966919,0.15272949635982513
renaissance,0.22905825078487396,0.0835907980799675,0.2050212025642395,0.19546473026275635,0.2021889090538025,0.21895526349544525,0.37710267305374146,0.16875571012496948,0.12260647863149643
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.28797781467437744,0.20741747319698334,0.4946078956127167,0.2700960636138916,0.24982257187366486,0.31091248989105225
british,0.19255435466766357,0.10894544422626495,0.28973397612571716,0.18005715310573578,0.1519032120704651,0.23701532185077667,0.1394215226173401,0.17881035804748535,0.09711728990077972
pre-raphaelite,0.24852606654167175,0.20411962270736694,0.30396032333374023,0.2107834368944168,0.2553894519805908,0.2732082009315491,0.3649488389492035,0.21589809656143188,0.19495414197444916
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.28797781467437744,0.20741747319698334,0.4946078956127167,0.2700960636138916,0.24982257187366486,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.26995739340782166,0.21554097533226013,0.5116966962814331,0.2631918787956238,0.27793973684310913,0.20544172823429108
19th-century,0.22180381417274475,0.09623894840478897,0.33067989349365234,0.22115537524223328,0.1985020935535431,0.2698702812194824,0.17334714531898499,0.11805877834558487,0.09364749491214752
french,0.17393042147159576,0.09901018440723419,0.2555147111415863,0.1753537952899933,0.0783531442284584,0.19450366497039795,0.14656955003738403,0.15223544836044312,0.1386883556842804
art,0.19292277097702026,0.2125045508146286,0.20297785103321075,0.17507588863372803,0.5128974318504333,0.22648051381111145,1.0,0.2190026342868805,0.138971745967865
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.2751442790031433,0.19497929513454437,0.5352458953857422,0.21795564889907837,0.22325164079666138,0.4130953550338745
