,who,receives,higher,salaries,at,private,schools,that,charge,higher,tuition,?
including,0.2835840582847595,0.1896987110376358,0.19751153886318207,0.2171000838279724,0.2641666531562805,0.15517660975456238,0.28791218996047974,0.31577053666114807,0.14543895423412323,0.19751153886318207,0.23548202216625214,0.1633303165435791
a,0.36608949303627014,0.2784430980682373,0.2608921229839325,0.19989018142223358,0.3095070421695709,0.20346391201019287,0.2118925303220749,0.47537946701049805,0.2415132075548172,0.2608921229839325,0.27240288257598877,0.23916715383529663
low,0.16145439445972443,0.22017215192317963,0.4696159362792969,0.16153615713119507,0.27526479959487915,0.16192907094955444,0.16106003522872925,0.2722960412502289,0.1913502812385559,0.4696159362792969,0.23264700174331665,0.10658930987119675
student,0.34103330969810486,0.2398340404033661,0.20743219554424286,0.19846494495868683,0.2458948791027069,0.3240567743778229,0.41530340909957886,0.24464628100395203,0.27885201573371887,0.20743219554424286,0.46946144104003906,0.13282090425491333
to,0.42656609416007996,0.24525433778762817,0.3279348313808441,0.3040089011192322,0.36524343490600586,0.18892748653888702,0.2362271547317505,0.5436353087425232,0.22747951745986938,0.3279348313808441,0.28630971908569336,0.29463258385658264
teacher,0.35707929730415344,0.10913228988647461,0.16805647313594818,0.21185614168643951,0.1889720857143402,0.22162912786006927,0.40885695815086365,0.1985531747341156,0.19693757593631744,0.16805647313594818,0.35175254940986633,0.1797819435596466
ratio,0.08635509014129639,0.18066279590129852,0.3571420907974243,0.1680905818939209,0.19806694984436035,0.11981445550918579,0.13805252313613892,0.22278380393981934,0.23243319988250732,0.3571420907974243,0.2607685327529907,0.13298895955085754
",",0.3365725874900818,0.27294233441352844,0.251458078622818,0.2153448611497879,0.38314947485923767,0.1899166703224182,0.2760516405105591,0.4137537479400635,0.19992214441299438,0.251458078622818,0.2515327036380768,0.31091248989105225
small,0.23894593119621277,0.1863221824169159,0.2666751742362976,0.18183860182762146,0.23262587189674377,0.21875159442424774,0.20612652599811554,0.351526141166687,0.22180907428264618,0.2666751742362976,0.1557021290063858,0.13914890587329865
class,0.17484316229820251,0.05312996357679367,0.18047048151493073,0.10971320420503616,0.14940649271011353,0.30408456921577454,0.23085367679595947,0.23035554587841034,0.13690440356731415,0.18047048151493073,0.1665668487548828,0.12778934836387634
sizes,0.13053582608699799,0.1721777468919754,0.21940463781356812,0.3271114230155945,0.139018252491951,0.13862307369709015,0.23195534944534302,0.29224827885627747,0.1553834229707718,0.21940463781356812,0.21494396030902863,0.19520455598831177
and,0.41279885172843933,0.2535165548324585,0.3147866129875183,0.22138139605522156,0.3571503460407257,0.2557651102542877,0.29319998621940613,0.4731321930885315,0.238192617893219,0.3147866129875183,0.28055885434150696,0.20544172823429108
services,0.24612601101398468,0.19715815782546997,0.20103521645069122,0.3805014193058014,0.2512115240097046,0.311462938785553,0.3272954225540161,0.2574901282787323,0.3099096417427063,0.20103521645069122,0.3824051022529602,0.1328447163105011
",",0.3365725874900818,0.27294233441352844,0.251458078622818,0.2153448611497879,0.38314947485923767,0.1899166703224182,0.2760516405105591,0.4137537479400635,0.19992214441299438,0.251458078622818,0.2515327036380768,0.31091248989105225
such,0.2594927251338959,0.1513049602508545,0.2757691740989685,0.2181359827518463,0.15276408195495605,0.20891956984996796,0.21323329210281372,0.4479874074459076,0.18481698632240295,0.2757691740989685,0.2610858082771301,0.17851735651493073
as,0.3923053741455078,0.20445746183395386,0.2691084146499634,0.2457430362701416,0.28092536330223083,0.22101859748363495,0.21233005821704865,0.4735107421875,0.20160435140132904,0.2691084146499634,0.2680615782737732,0.27043893933296204
libraries,0.20726363360881805,0.14693491160869598,0.13848493993282318,0.3833909034729004,0.211340069770813,0.3285027742385864,0.48543423414230347,0.2301679253578186,0.12622450292110443,0.13848493993282318,0.40871769189834595,0.20525334775447845
",",0.3365725874900818,0.27294233441352844,0.251458078622818,0.2153448611497879,0.38314947485923767,0.1899166703224182,0.2760516405105591,0.4137537479400635,0.19992214441299438,0.251458078622818,0.2515327036380768,0.31091248989105225
science,0.19709691405296326,0.16528864204883575,0.1773216426372528,0.1452643722295761,0.16367051005363464,0.2201831042766571,0.25368887186050415,0.2881232798099518,0.16213646531105042,0.1773216426372528,0.29750674962997437,0.17974960803985596
laboratories,0.15572859346866608,0.1584267020225525,0.23951295018196106,0.29001671075820923,0.23815055191516876,0.19858326017856598,0.2649247944355011,0.22404935956001282,0.25628378987312317,0.23951295018196106,0.33601114153862,0.10633955150842667
and,0.41279885172843933,0.2535165548324585,0.3147866129875183,0.22138139605522156,0.3571503460407257,0.2557651102542877,0.29319998621940613,0.4731321930885315,0.238192617893219,0.3147866129875183,0.28055885434150696,0.20544172823429108
computers,0.24158135056495667,0.20592224597930908,0.20809976756572723,0.2750464975833893,0.21436138451099396,0.240160271525383,0.2190786451101303,0.31649017333984375,0.18671229481697083,0.20809976756572723,0.2928892970085144,0.22440722584724426
.,0.3541337847709656,0.2328810840845108,0.2524722218513489,0.27470654249191284,0.4549728035926819,0.2534593939781189,0.2752705216407776,0.4460422694683075,0.21931332349777222,0.2524722218513489,0.2443438172340393,0.4130953550338745
