,what,was,the,protest,in,antigone,about,?
antigone,0.07031235098838806,0.20026780664920807,0.20033924281597137,0.18535438179969788,0.17945496737957,1.0,0.10415168851613998,0.10473794490098953
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2963520884513855,0.5201468467712402,0.209270179271698,0.3877100944519043,0.31091248989105225
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.29343265295028687,1.0,0.17945496737957,0.39797019958496094,0.20430970191955566
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.20171445608139038,0.4840516746044159,0.15784083306789398,0.4059852957725525,0.25814583897590637
antigone,0.07031235098838806,0.20026780664920807,0.20033924281597137,0.18535438179969788,0.17945496737957,1.0,0.10415168851613998,0.10473794490098953
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2963520884513855,0.5201468467712402,0.209270179271698,0.3877100944519043,0.31091248989105225
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.22410526871681213,0.4129433035850525,0.20232835412025452,0.35568177700042725,0.2673267424106598
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24564224481582642,0.5696388483047485,0.2282322198152542,0.40939709544181824,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.25126034021377563,0.6662389636039734,0.20033924281597137,0.37995871901512146,0.22068053483963013
daughters,0.1333482563495636,0.19965700805187225,0.14048056304454803,0.15981899201869965,0.15512987971305847,0.2919502258300781,0.2196737676858902,0.13857798278331757
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24564224481582642,0.5696388483047485,0.2282322198152542,0.40939709544181824,0.1826142966747284
former,0.13598288595676422,0.2544213533401489,0.2251449078321457,0.17089751362800598,0.2668642997741699,0.13478094339370728,0.05226917564868927,0.10570605844259262
king,0.18449601531028748,0.27377256751060486,0.25887003540992737,0.23747560381889343,0.2044914960861206,0.32412102818489075,0.17590904235839844,0.19130074977874756
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24564224481582642,0.5696388483047485,0.2282322198152542,0.40939709544181824,0.1826142966747284
thebes,0.18729595839977264,0.24601739645004272,0.3074202537536621,0.14850139617919922,0.14054594933986664,0.46927374601364136,0.17129015922546387,0.12076496332883835
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2963520884513855,0.5201468467712402,0.209270179271698,0.3877100944519043,0.31091248989105225
oedipus,0.27295321226119995,0.21518371999263763,0.23250001668930054,0.1667562872171402,0.16694779694080353,0.5076553821563721,0.2054932713508606,0.21369202435016632
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2963520884513855,0.5201468467712402,0.209270179271698,0.3877100944519043,0.31091248989105225
defies,0.3158154785633087,0.2556408941745758,0.3342396020889282,0.2642209827899933,0.2628017067909241,0.2490464448928833,0.22907422482967377,0.29705896973609924
creon,0.28052473068237305,0.2844116985797882,0.23209533095359802,0.20898477733135223,0.09571358561515808,0.36536380648612976,0.16045208275318146,0.2820618748664856
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2963520884513855,0.5201468467712402,0.209270179271698,0.3877100944519043,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.25126034021377563,0.6662389636039734,0.20033924281597137,0.37995871901512146,0.22068053483963013
current,0.18294453620910645,0.20140352845191956,0.3314409554004669,0.1346445381641388,0.1955713927745819,0.09661836177110672,0.1779501587152481,0.12074550241231918
king,0.18449601531028748,0.27377256751060486,0.25887003540992737,0.23747560381889343,0.2044914960861206,0.32412102818489075,0.17590904235839844,0.19130074977874756
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24564224481582642,0.5696388483047485,0.2282322198152542,0.40939709544181824,0.1826142966747284
thebes,0.18729595839977264,0.24601739645004272,0.3074202537536621,0.14850139617919922,0.14054594933986664,0.46927374601364136,0.17129015922546387,0.12076496332883835
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2963520884513855,0.5201468467712402,0.209270179271698,0.3877100944519043,0.31091248989105225
who,0.40942975878715515,0.3318818509578705,0.3733934462070465,0.2000543177127838,0.2792111933231354,0.1943591684103012,0.3477841317653656,0.26220351457595825
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.16113008558750153,0.5394441485404968,0.15813754498958588,0.3532065451145172,0.22961433231830597
trying,0.4177112281322479,0.19752094149589539,0.2930695712566376,0.2484768182039261,0.24387381970882416,0.11833140254020691,0.32755836844444275,0.3144860565662384
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.22359536588191986,0.45010748505592346,0.12166310101747513,0.391953706741333,0.29463258385658264
stop,0.33920153975486755,0.1702059656381607,0.25771772861480713,0.3342103660106659,0.20196323096752167,0.12830546498298645,0.23422400653362274,0.23117060959339142
her,0.2733216881752014,0.34084662795066833,0.354963481426239,0.20350271463394165,0.30892789363861084,0.3209836483001709,0.2598254084587097,0.20310723781585693
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.1838717758655548,0.4274188280105591,0.1413501501083374,0.3421173691749573,0.19969791173934937
giving,0.28628480434417725,0.2248714715242386,0.3626074492931366,0.22045285999774933,0.24607835710048676,0.11254570633172989,0.31323060393333435,0.2052922248840332
her,0.2733216881752014,0.34084662795066833,0.354963481426239,0.20350271463394165,0.30892789363861084,0.3209836483001709,0.2598254084587097,0.20310723781585693
brother,0.14914146065711975,0.30654317140579224,0.1885300725698471,0.08894912898540497,0.21517863869667053,0.2562076151371002,0.15274997055530548,0.14267398416996002
polynices,0.22885863482952118,0.15795764327049255,0.2767927944660187,0.17546884715557098,0.25382286310195923,0.3100802004337311,0.24198897182941437,0.23299169540405273
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.25490954518318176,0.539380669593811,0.21860060095787048,0.34171196818351746,0.23916715383529663
proper,0.3295817971229553,0.13788238167762756,0.3680674135684967,0.15730243921279907,0.23365779221057892,0.08763105422258377,0.29144102334976196,0.2291053831577301
burial,0.18476168811321259,0.21821482479572296,0.23356176912784576,0.20342004299163818,0.233357235789299,0.18615010380744934,0.143943652510643,0.15331946313381195
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2598128020763397,0.5591574311256409,0.23352663218975067,0.42038556933403015,0.4130953550338745
