,which,company,held,a,contest,whereupon,contestants,could,enter,for,a,chance,to,have,their,own,commercial,shown,during,super,bowl,50,?
of,0.5011631846427917,0.20467796921730042,0.28960686922073364,0.5052502155303955,0.2265491932630539,0.41654497385025024,0.22942638397216797,0.29043012857437134,0.23793351650238037,0.4185989499092102,0.5052502155303955,0.16771943867206573,0.41548454761505127,0.3802283704280853,0.4329940676689148,0.3269667625427246,0.21107374131679535,0.24332952499389648,0.3869180977344513,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
the,0.6521818041801453,0.26591673493385315,0.32185450196266174,0.5829201340675354,0.25173527002334595,0.4114287793636322,0.2908223867416382,0.35393214225769043,0.3499310314655304,0.4739971458911896,0.5829201340675354,0.26683303713798523,0.535392165184021,0.40389683842658997,0.516537070274353,0.334675133228302,0.23051398992538452,0.3387985825538635,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.23652023077011108,0.19029217958450317,0.172162726521492,0.23211604356765747,0.24918979406356812,0.15089911222457886,0.37594422698020935,0.21960866451263428,0.1676274985074997,0.2608485519886017,0.23211604356765747,0.3145590126514435,0.2540906071662903,0.2211744487285614,0.2491205334663391,0.19526849687099457,0.20594170689582825,0.1953601986169815,0.23073366284370422,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
",",0.3658004403114319,0.2697763442993164,0.2880980372428894,0.427140474319458,0.26351213455200195,0.28557008504867554,0.2559301257133484,0.27399855852127075,0.20928232371807098,0.4464869201183319,0.427140474319458,0.24915555119514465,0.44245919585227966,0.3541618287563324,0.3045167922973633,0.2796398997306824,0.26546892523765564,0.25911012291908264,0.3225448727607727,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
held,0.2626747488975525,0.14776583015918732,1.0,0.22326228022575378,0.28594648838043213,0.16775527596473694,0.1983393132686615,0.18525367975234985,0.1700882911682129,0.2495253086090088,0.22326228022575378,0.1167929545044899,0.22177374362945557,0.20183809101581573,0.2292191982269287,0.17434178292751312,0.08800390362739563,0.25965410470962524,0.36476975679397583,0.1602509617805481,0.1913566142320633,0.018389368429780006,0.14103956520557404
its,0.5154205560684204,0.258992999792099,0.1918802708387375,0.4424409866333008,0.14400608837604523,0.28265199065208435,0.12145394086837769,0.22975394129753113,0.1580021232366562,0.2992613911628723,0.4424409866333008,0.20086905360221863,0.3691340684890747,0.3852778375148773,0.5367968082427979,0.3757714629173279,0.29945796728134155,0.22537820041179657,0.23688937723636627,0.14685668051242828,0.15285100042819977,0.0038639872800558805,0.15103481709957123
``,0.05178012326359749,-0.11237407475709915,-0.018358707427978516,0.07272057235240936,0.04525066912174225,0.06092251092195511,0.10413957387208939,0.07445607334375381,-0.01455017551779747,0.01270448137074709,0.07272057235240936,0.013458652421832085,0.06720756739377975,0.1022237241268158,0.05465886741876602,0.0022472564596682787,-0.07633309066295624,-0.016919268295168877,0.007871326059103012,0.012585706077516079,-0.004176590591669083,0.05617367848753929,0.0685480609536171
crash,0.16020245850086212,0.21995487809181213,0.10157875716686249,0.2545112371444702,0.1699630171060562,0.12402728945016861,0.19467207789421082,0.15642458200454712,0.1909262090921402,0.13132241368293762,0.2545112371444702,0.22613121569156647,0.18840226531028748,0.17644590139389038,0.10633789002895355,0.15952183306217194,0.2201215624809265,0.10122847557067871,0.1704915314912796,0.2481457144021988,0.10602368414402008,-0.014135656878352165,0.10927160084247589
the,0.6521818041801453,0.26591673493385315,0.32185450196266174,0.5829201340675354,0.25173527002334595,0.4114287793636322,0.2908223867416382,0.35393214225769043,0.3499310314655304,0.4739971458911896,0.5829201340675354,0.26683303713798523,0.535392165184021,0.40389683842658997,0.516537070274353,0.334675133228302,0.23051398992538452,0.3387985825538635,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
super,0.25759580731391907,0.11376534402370453,0.1602509617805481,0.26005712151527405,0.16601161658763885,0.1421317458152771,0.21793149411678314,0.19423918426036835,0.15218108892440796,0.22938419878482819,0.26005712151527405,0.12130912393331528,0.17783479392528534,0.19903038442134857,0.14342328906059265,0.10335887968540192,0.20105868577957153,0.09250687062740326,0.16951335966587067,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.23468568921089172,0.10346642881631851,0.1913566142320633,0.19533146917819977,0.20366907119750977,0.06266038119792938,0.2113954871892929,0.15704309940338135,0.12814486026763916,0.24430087208747864,0.19533146917819977,0.1688411682844162,0.16993016004562378,0.19536113739013672,0.1663845032453537,0.05038973689079285,0.16026756167411804,0.12991680204868317,0.22041946649551392,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
'',-0.03332270681858063,0.04412749409675598,-0.060258932411670685,0.04890415817499161,0.07599218189716339,0.05000170320272446,-0.0003303269622847438,-0.0027024701703339815,-0.015029994770884514,-0.04479556903243065,0.04890415817499161,-0.02797381393611431,-0.009905828163027763,0.0312618687748909,0.011550518684089184,0.007983271963894367,-0.03676767647266388,0.08044599741697311,-0.08359146863222122,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,0.018684765323996544
contest,0.18239639699459076,0.18119753897190094,0.28594648838043213,0.229091614484787,1.0000001192092896,0.16093432903289795,0.5972549915313721,0.17447781562805176,0.2323703169822693,0.2538227438926697,0.229091614484787,0.2877986431121826,0.20070356130599976,0.14304040372371674,0.18711251020431519,0.22296983003616333,0.1535993218421936,0.286882221698761,0.2021019011735916,0.16601161658763885,0.20366907119750977,0.08154749870300293,0.18081821501255035
that,0.6894589066505432,0.22723333537578583,0.224154531955719,0.47537946701049805,0.18732452392578125,0.41211605072021484,0.27712708711624146,0.5584503412246704,0.2596248388290405,0.4137635827064514,0.47537946701049805,0.35491275787353516,0.5436353087425232,0.6182622313499451,0.4266771972179413,0.37425005435943604,0.18704216182231903,0.3633551597595215,0.31487685441970825,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.32716336846351624
allowed,0.3234473168849945,0.18670186400413513,0.2389245480298996,0.275193989276886,0.14896993339061737,0.3494790196418762,0.19955044984817505,0.5727928876876831,0.34597671031951904,0.3152953088283539,0.275193989276886,0.3737910985946655,0.42967355251312256,0.34924131631851196,0.3752504289150238,0.35455018281936646,0.2167813777923584,0.23338456451892853,0.2935246229171753,0.16178861260414124,0.14780659973621368,0.05062258616089821,0.2309964895248413
viewers,0.2070329189300537,0.17926566302776337,0.14725245535373688,0.17308323085308075,0.2705657482147217,0.10794233530759811,0.4621094763278961,0.1760673224925995,0.15985141694545746,0.18976131081581116,0.17308323085308075,0.2795851230621338,0.2661592364311218,0.21499526500701904,0.2776613235473633,0.20448175072669983,0.24033419787883759,0.35142070055007935,0.19237957894802094,0.23741967976093292,0.2652997076511383,-0.07112496346235275,0.2274174839258194
to,0.5345056653022766,0.24903783202171326,0.22177374362945557,0.45503583550453186,0.20070356130599976,0.39989474415779114,0.2777511775493622,0.5461788773536682,0.3060675263404846,0.4451248347759247,0.45503583550453186,0.3269282877445221,1.0,0.4544740617275238,0.44619059562683105,0.35879063606262207,0.2572329044342041,0.23958280682563782,0.2828781306743622,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
create,0.3733832836151123,0.15054312348365784,0.14417757093906403,0.3041161596775055,0.16609270870685577,0.2549181282520294,0.11312592774629593,0.33345887064933777,0.3007488548755646,0.2826802134513855,0.3041161596775055,0.23799172043800354,0.41124165058135986,0.3937649726867676,0.26188212633132935,0.3432551622390747,0.1694200336933136,0.19479691982269287,0.12764333188533783,0.21969249844551086,0.1438857913017273,0.06800585985183716,0.300167441368103
their,0.4582767188549042,0.19651755690574646,0.2292191982269287,0.29698723554611206,0.18711251020431519,0.36371034383773804,0.2839193046092987,0.38763219118118286,0.2606969475746155,0.3406745493412018,0.29698723554611206,0.3138500452041626,0.44619059562683105,0.523270845413208,1.0,0.5763392448425293,0.23722012341022491,0.20439107716083527,0.3022443354129791,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
own,0.3863328993320465,0.26400935649871826,0.17434178292751312,0.3093770742416382,0.22296983003616333,0.35438135266304016,0.1725347936153412,0.3140878975391388,0.21310803294181824,0.30703625082969666,0.3093770742416382,0.2404363602399826,0.35879063606262207,0.3685062825679779,0.5763392448425293,1.0,0.2640080153942108,0.2183874398469925,0.20755766332149506,0.10335887968540192,0.05038973689079285,0.023700375109910965,0.1937696635723114
doritos,0.2913173735141754,0.1841714084148407,0.20406728982925415,0.2547076344490051,0.22860608994960785,0.23375986516475677,0.26820921897888184,0.14443500339984894,0.1972697675228119,0.21739260852336884,0.2547076344490051,0.17721901834011078,0.22078846395015717,0.22043874859809875,0.20420221984386444,0.23570461571216583,0.24089697003364563,0.16737136244773865,0.21939583122730255,0.21040309965610504,0.15428942441940308,0.035745952278375626,0.2596014738082886
ads,0.18195219337940216,0.28840792179107666,0.08832602202892303,0.12881463766098022,0.14581017196178436,0.11345712095499039,0.22409534454345703,0.22758854925632477,0.19706100225448608,0.2157432585954666,0.12881463766098022,0.13963909447193146,0.18482619524002075,0.22247065603733063,0.2697022259235382,0.26570507884025574,0.2917666733264923,0.21777281165122986,0.1481192260980606,0.13339225947856903,0.1365683674812317,0.04234042763710022,0.24816089868545532
for,0.44095608592033386,0.25874319672584534,0.2495253086090088,0.44038116931915283,0.2538227438926697,0.3007042407989502,0.20901557803153992,0.3405117690563202,0.22679293155670166,0.9999999403953552,0.44038116931915283,0.34149789810180664,0.4451248347759247,0.41175219416618347,0.3406745493412018,0.30703625082969666,0.25690725445747375,0.28684258460998535,0.3448435664176941,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
a,0.56894451379776,0.22037413716316223,0.22326228022575378,1.0,0.229091614484787,0.31972482800483704,0.2413361370563507,0.3736826181411743,0.2502499222755432,0.44038116931915283,1.0,0.31142324209213257,0.45503583550453186,0.338716596364975,0.29698723554611206,0.3093770742416382,0.2696971893310547,0.2581788897514343,0.30341604351997375,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
chance,0.2948612868785858,0.16676080226898193,0.1167929545044899,0.31142324209213257,0.2877986431121826,0.2981225550174713,0.3308447003364563,0.4226836562156677,0.2109041064977646,0.34149789810180664,0.31142324209213257,1.0,0.3269282877445221,0.3650003671646118,0.3138500452041626,0.2404363602399826,0.17977838218212128,0.2157987654209137,0.21724408864974976,0.12130912393331528,0.1688411682844162,0.039352286607027054,0.274066299200058
to,0.5345056653022766,0.24903783202171326,0.22177374362945557,0.45503583550453186,0.20070356130599976,0.39989474415779114,0.2777511775493622,0.5461788773536682,0.3060675263404846,0.4451248347759247,0.45503583550453186,0.3269282877445221,1.0,0.4544740617275238,0.44619059562683105,0.35879063606262207,0.2572329044342041,0.23958280682563782,0.2828781306743622,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
have,0.49652695655822754,0.15616212785243988,0.20183809101581573,0.338716596364975,0.14304040372371674,0.3585090935230255,0.22678254544734955,0.4896247088909149,0.26338037848472595,0.41175219416618347,0.338716596364975,0.3650003671646118,0.4544740617275238,0.9999999403953552,0.523270845413208,0.3685062825679779,0.1735086292028427,0.28475403785705566,0.27574852108955383,0.19903038442134857,0.19536113739013672,0.10407739877700806,0.32991164922714233
it,0.616637647151947,0.3082790970802307,0.23581157624721527,0.5452592968940735,0.20310786366462708,0.2909448742866516,0.1831430345773697,0.329755574464798,0.20559366047382355,0.32171204686164856,0.5452592968940735,0.25526559352874756,0.513711154460907,0.40974161028862,0.3067983090877533,0.2588726878166199,0.2612326145172119,0.27352818846702576,0.26678937673568726,0.19638319313526154,0.1748591959476471,-0.05556609109044075,0.25732165575027466
aired,0.2307283580303192,0.1785302758216858,0.2802388072013855,0.1767585724592209,0.23271557688713074,0.09528322517871857,0.33569222688674927,0.15679310262203217,0.08575423061847687,0.14468124508857727,0.1767585724592209,0.17813356220722198,0.18075093626976013,0.16423636674880981,0.18560785055160522,0.1200462281703949,0.2026880383491516,0.4520854651927948,0.2747999131679535,0.22168377041816711,0.1768631637096405,0.025258932262659073,0.22283338010311127
during,0.3590145409107208,0.12950238585472107,0.36476975679397583,0.30341604351997375,0.2021019011735916,0.25821995735168457,0.1931140124797821,0.2584671974182129,0.19622448086738586,0.3448435664176941,0.30341604351997375,0.21724408864974976,0.2828781306743622,0.27574852108955383,0.3022443354129791,0.20755766332149506,0.13566018640995026,0.21384140849113464,1.0,0.16951335966587067,0.22041946649551392,0.07054752856492996,0.1325719803571701
the,0.6521818041801453,0.26591673493385315,0.32185450196266174,0.5829201340675354,0.25173527002334595,0.4114287793636322,0.2908223867416382,0.35393214225769043,0.3499310314655304,0.4739971458911896,0.5829201340675354,0.26683303713798523,0.535392165184021,0.40389683842658997,0.516537070274353,0.334675133228302,0.23051398992538452,0.3387985825538635,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.23652023077011108,0.19029217958450317,0.172162726521492,0.23211604356765747,0.24918979406356812,0.15089911222457886,0.37594422698020935,0.21960866451263428,0.1676274985074997,0.2608485519886017,0.23211604356765747,0.3145590126514435,0.2540906071662903,0.2211744487285614,0.2491205334663391,0.19526849687099457,0.20594170689582825,0.1953601986169815,0.23073366284370422,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
.,0.45942068099975586,0.266353577375412,0.2628571093082428,0.50484299659729,0.20280277729034424,0.2790767550468445,0.2275654524564743,0.3200591504573822,0.26709118485450745,0.4726039469242096,0.50484299659729,0.24338482320308685,0.4645031690597534,0.41614407300949097,0.34427863359451294,0.3061371147632599,0.2460125982761383,0.3143177330493927,0.3485563397407532,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
