,what,was,tesla,'s,monthly,consultant,salary,?
"2,000",-0.029682017862796783,0.1340620517730713,-0.0396839864552021,-0.0077349720522761345,0.01618751883506775,0.17728039622306824,0.11653261631727219,-0.01396813802421093
(,0.2411840260028839,0.2980341613292694,0.2156914919614792,0.0012731997994706035,0.199871227145195,0.22151628136634827,0.13302284479141235,0.40561532974243164
$,0.24858909845352173,0.23838669061660767,0.23458653688430786,0.03734852001070976,0.28842172026634216,0.1655462235212326,0.4192432165145874,0.2786129117012024
"52,700",-0.012679968029260635,0.045319750905036926,-0.04721102863550186,0.016315652057528496,0.07065338641405106,0.012424508109688759,0.08014393597841263,-0.054419633001089096
in,0.30808621644973755,0.45514053106307983,0.17097744345664978,-0.037580832839012146,0.18886660039424896,0.28084608912467957,0.190061554312706,0.20430970191955566
today,0.3814660608768463,0.3137040436267853,0.23937693238258362,-0.017862282693386078,0.19200663268566132,0.18920214474201202,0.13204555213451385,0.17338968813419342
's,0.02692362666130066,0.008974763564765453,0.06449045985937119,0.9999999403953552,0.035364821553230286,0.04430541768670082,0.054899025708436966,-0.023395681753754616
dollars,0.2180599719285965,0.20212356746196747,0.22256800532341003,0.12366975843906403,0.23633459210395813,0.1566961258649826,0.4063064157962799,0.21298730373382568
),0.26259949803352356,0.3267642855644226,0.22692398726940155,0.021107977256178856,0.210335373878479,0.22566474974155426,0.15680062770843506,0.42300865054130554
per,0.21384303271770477,0.12717042863368988,0.2078201323747635,0.06270148605108261,0.2501682937145233,0.0681823343038559,0.2792484760284424,0.22323818504810333
month,0.21444633603096008,0.25208011269569397,0.1450187712907791,-0.02560724876821041,0.4241386950016022,0.1417231559753418,0.251678466796875,0.23961511254310608
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.03782717138528824,0.19449399411678314,0.27452826499938965,0.2658538222312927,0.29463258385658264
be,0.3929833769798279,0.42228707671165466,0.15180771052837372,0.025217169895768166,0.19109931588172913,0.22748802602291107,0.23795737326145172,0.3324260413646698
a,0.3320399522781372,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.23299729824066162,0.22634117305278778,0.2625115215778351,0.23916715383529663
consultant,0.18970462679862976,0.29380151629447937,0.2050866335630417,0.04430541768670082,0.24310974776744843,0.9999998807907104,0.2745247483253479,0.1217312291264534
at,0.2838611304759979,0.36707764863967896,0.16552478075027466,-0.08481216430664062,0.2232673615217209,0.20971818268299103,0.21886268258094788,0.21978627145290375
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.21759526431560516,0.22320781648159027,0.2075764387845993,0.22068053483963013
westinghouse,0.16126319766044617,0.30702054500579834,0.35764777660369873,-0.008012998849153519,0.21297284960746765,0.3461652100086212,0.18088576197624207,0.17307911813259125
electric,0.15451551973819733,0.17723047733306885,0.3824412524700165,-0.0115516884252429,0.10916176438331604,0.20086558163166046,0.2144230604171753,0.15674720704555511
&,0.11141876131296158,0.12134000658988953,0.12341691553592682,-0.02038128487765789,0.13143175840377808,0.21586842834949493,0.020556649193167686,0.12596383690834045
manufacturing,0.1945977807044983,0.22300750017166138,0.350337952375412,-0.030407974496483803,0.2118411660194397,0.3430240750312805,0.22913366556167603,0.11596895009279251
company,0.2333769053220749,0.2293137013912201,0.23045730590820312,0.003266559913754463,0.21258772909641266,0.32680028676986694,0.20026762783527374,0.12195809185504913
's,0.02692362666130066,0.008974763564765453,0.06449045985937119,0.9999999403953552,0.035364821553230286,0.04430541768670082,0.054899025708436966,-0.023395681753754616
pittsburgh,0.16984835267066956,0.24069096148014069,0.1537020057439804,-0.013219165615737438,0.11109812557697296,0.23185929656028748,0.24205628037452698,0.17622371017932892
labs,0.1502327024936676,0.18806350231170654,0.2709966003894806,0.02211691625416279,0.14212505519390106,0.2514627277851105,0.09972996264696121,0.21238847076892853
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.20780688524246216,0.23353426158428192,0.2463613897562027,0.4130953550338745
