,according,to,tesla,what,had,been,gone,over,by,the,thieves,",",or,spies,who,entered,his,room,?
but,0.2617877423763275,0.5542377829551697,0.1549924612045288,0.5029441118240356,0.4414518475532532,0.4365503787994385,0.35256460309028625,0.36597809195518494,0.3159136474132538,0.4859698414802551,0.2507651746273041,0.48126736283302307,0.4733969271183014,0.21828484535217285,0.4487357437610626,0.26466426253318787,0.38552024960517883,0.2786376476287842,0.27921953797340393
the,0.3202974498271942,0.535392165184021,0.1324402391910553,0.42745697498321533,0.3875846862792969,0.3563927710056305,0.295327752828598,0.39856547117233276,0.4408751428127289,1.0,0.261088103055954,0.4933079481124878,0.4174870550632477,0.24368083477020264,0.3733934462070465,0.3258282542228699,0.4394008219242096,0.2031363844871521,0.22068053483963013
thieves,0.15905915200710297,0.28562527894973755,0.12480621784925461,0.19871032238006592,0.26840388774871826,0.23522992432117462,0.2551121115684509,0.2318686544895172,0.23848113417625427,0.261088103055954,0.9999998807907104,0.29146042466163635,0.2187151312828064,0.33359941840171814,0.40161067247390747,0.15297740697860718,0.3365817070007324,0.2262272983789444,0.15939883887767792
",",0.3107093870639801,0.44245919585227966,0.20599327981472015,0.3087472915649414,0.35487717390060425,0.34873589873313904,0.2606525719165802,0.3301127254962921,0.3680937886238098,0.4933079481124878,0.29146042466163635,1.0000001192092896,0.3769497275352478,0.24260815978050232,0.3365725874900818,0.22674760222434998,0.3378419280052185,0.1888306885957718,0.31091248989105225
or,0.18592984974384308,0.38921234011650085,0.1529218554496765,0.33867141604423523,0.2672365605831146,0.32461076974868774,0.1525607407093048,0.30238664150238037,0.30274316668510437,0.4174870550632477,0.2187151312828064,0.3769497275352478,1.0000001192092896,0.14061717689037323,0.31144875288009644,0.18641513586044312,0.2118215411901474,0.21675768494606018,0.32389625906944275
spies,0.14531241357326508,0.18939924240112305,0.1557992547750473,0.23104922473430634,0.25091081857681274,0.2161923497915268,0.250943660736084,0.24411329627037048,0.24748753011226654,0.24368083477020264,0.33359941840171814,0.24260815978050232,0.14061717689037323,1.0,0.3073040544986725,0.20427274703979492,0.22437642514705658,0.1569584310054779,0.13568925857543945
",",0.3107093870639801,0.44245919585227966,0.20599327981472015,0.3087472915649414,0.35487717390060425,0.34873589873313904,0.2606525719165802,0.3301127254962921,0.3680937886238098,0.4933079481124878,0.29146042466163635,1.0000001192092896,0.3769497275352478,0.24260815978050232,0.3365725874900818,0.22674760222434998,0.3378419280052185,0.1888306885957718,0.31091248989105225
left,0.12697722017765045,0.2724500000476837,0.0739469900727272,0.2442072629928589,0.3025658130645752,0.16426676511764526,0.22544865310192108,0.22251693904399872,0.2067900449037552,0.33113980293273926,0.17557081580162048,0.2448868453502655,0.19077488780021667,0.06966004520654678,0.24052289128303528,0.30725008249282837,0.25896263122558594,0.19580505788326263,0.13251960277557373
empty-handed,0.12141229957342148,0.302295982837677,0.21009409427642822,0.23855218291282654,0.2533325254917145,0.19762761890888214,0.22835181653499603,0.27528512477874756,0.2151702344417572,0.365920752286911,0.2561216950416565,0.27600839734077454,0.31656309962272644,0.1626567840576172,0.22986218333244324,0.3565461337566376,0.2750067114830017,0.18904666602611542,0.22627167403697968
.,0.29052162170410156,0.4645031690597534,0.17949827015399933,0.3567904531955719,0.37348684668540955,0.33645182847976685,0.29000023007392883,0.37877383828163147,0.3936232924461365,0.5934505462646484,0.28069719672203064,0.6812511086463928,0.36683785915374756,0.20184116065502167,0.3541337847709656,0.2456105798482895,0.3119256794452667,0.22915366291999817,0.4130953550338745
