,what,power,is,available,to,australian,private,schools,but,generally,not,present,in,public,schools,?
;,0.10986888408660889,0.013952549546957016,0.05324986204504967,0.06163804605603218,0.0979827418923378,-0.05832058936357498,0.07344416528940201,0.006539041642099619,0.10536309331655502,0.07789387553930283,0.12084553390741348,0.042107515037059784,0.092739537358284,-0.006995165254920721,0.006539041642099619,0.10349778085947037
and/or,0.26439139246940613,0.13987812399864197,0.1926940530538559,0.2462022751569748,0.32471010088920593,0.12550556659698486,0.1677350401878357,0.19595247507095337,0.3109871745109558,0.43649783730506897,0.38272589445114136,0.1293538510799408,0.1723054200410843,0.26389744877815247,0.19595247507095337,0.24081800878047943
the,0.42745697498321533,0.2647338807582855,0.5823672413825989,0.26723232865333557,0.535392165184021,0.23527215421199799,0.18291357159614563,0.22905772924423218,0.4859698414802551,0.41466525197029114,0.4310511648654938,0.2829846143722534,0.6662389636039734,0.22857438027858734,0.22905772924423218,0.22068053483963013
belief,0.3523470163345337,0.24998785555362701,0.2438696175813675,0.10692311823368073,0.28712236881256104,0.10954999923706055,0.21393552422523499,0.23179922997951508,0.298100084066391,0.3020630180835724,0.3654913604259491,0.1466367095708847,0.21588771045207977,0.22398748993873596,0.23179922997951508,0.20175790786743164
that,0.6297725439071655,0.2680378556251526,0.3995479643344879,0.2840282618999481,0.5436353087425232,0.18883219361305237,0.20570282638072968,0.2649109661579132,0.7244205474853516,0.4812265634536743,0.6600887179374695,0.25174012780189514,0.435920387506485,0.2622828185558319,0.2649109661579132,0.32716336846351624
private,0.16778090596199036,0.13756805658340454,0.1420905888080597,0.2584626078605652,0.18892748653888702,0.10250017791986465,1.0,0.4158569872379303,0.21809467673301697,0.20470187067985535,0.181801438331604,0.13450680673122406,0.21135757863521576,0.5126727223396301,0.4158569872379303,0.14389030635356903
schools,0.1820785105228424,0.13634292781352997,0.2022145688533783,0.1876397579908371,0.2362271547317505,0.13071531057357788,0.4158569872379303,1.0,0.2203376144170761,0.3060886263847351,0.2299577295780182,0.08099272847175598,0.2632134258747101,0.4260808527469635,1.0,0.18349280953407288
offer,0.20134106278419495,0.19266276061534882,0.13858625292778015,0.41956478357315063,0.34615713357925415,0.10873228311538696,0.30405572056770325,0.26003435254096985,0.3446742594242096,0.24340853095054626,0.2674218416213989,0.08275707811117172,0.1875079721212387,0.31581515073776245,0.26003435254096985,0.1774262934923172
a,0.3320399522781372,0.21580491960048676,0.658733606338501,0.19077399373054504,0.45503583550453186,0.1949160397052765,0.20346391201019287,0.2118925303220749,0.44750767946243286,0.37653425335884094,0.3791346549987793,0.14277903735637665,0.539380669593811,0.19607044756412506,0.2118925303220749,0.23916715383529663
higher,0.2538340389728546,0.2053128033876419,0.24683357775211334,0.20926925539970398,0.3279348313808441,0.10057203471660614,0.21809592843055725,0.2932973802089691,0.27497634291648865,0.3722388744354248,0.29806190729141235,0.13320106267929077,0.23285751044750214,0.2655562460422516,0.2932973802089691,0.15679465234279633
quality,0.28952741622924805,0.17611858248710632,0.24161657691001892,0.3008049428462982,0.28523996472358704,0.13810963928699493,0.1557902991771698,0.244688019156456,0.32413196563720703,0.37637558579444885,0.32026931643486023,0.18896989524364471,0.18835508823394775,0.23768439888954163,0.244688019156456,0.23524069786071777
of,0.33290785551071167,0.25273123383522034,0.4854315221309662,0.2416580766439438,0.41548454761505127,0.19989325106143951,0.18706899881362915,0.265506386756897,0.39942997694015503,0.3127037584781647,0.3307090103626251,0.3116828501224518,0.5696388483047485,0.2391265481710434,0.265506386756897,0.1826142966747284
education,0.19940856099128723,0.15801596641540527,0.18778188526630402,0.1610902100801468,0.2626708149909973,0.132046639919281,0.34071704745292664,0.6035618185997009,0.17256829142570496,0.18290089070796967,0.22298960387706757,0.16291813552379608,0.2654339671134949,0.3925832509994507,0.6035618185997009,0.18067774176597595
.,0.3567904531955719,0.2141435295343399,0.4569662809371948,0.3383464217185974,0.4645031690597534,0.2256850302219391,0.2534593939781189,0.2752705216407776,0.46573564410209656,0.3124077022075653,0.4824007451534271,0.23765113949775696,0.5591574311256409,0.21888655424118042,0.2752705216407776,0.4130953550338745
