,what,ended,the,need,for,abc,to,maintain,interests,in,other,countries,?
to,0.455847829580307,0.26005783677101135,0.535392165184021,0.42094892263412476,0.4451248347759247,0.1762417107820511,1.0,0.34628623723983765,0.3245762884616852,0.45010748505592346,0.4193183183670044,0.3111797273159027,0.29463258385658264
limit,0.2810012400150299,0.20735357701778412,0.26700517535209656,0.308889776468277,0.21607312560081482,0.16013890504837036,0.31784215569496155,0.31660106778144836,0.21840541064739227,0.18465836346149445,0.25851306319236755,0.178050696849823,0.20747125148773193
foreign,0.1784719079732895,0.16548821330070496,0.2946566939353943,0.22324681282043457,0.3257881999015808,0.12496455013751984,0.2349770963191986,0.206345796585083,0.2842481732368469,0.23181180655956268,0.26105988025665283,0.3703728914260864,0.13770383596420288
ownership,0.2581227421760559,0.2695556879043579,0.261578768491745,0.2284887731075287,0.3019750118255615,0.1954909712076187,0.2847251296043396,0.30786386132240295,0.3893696665763855,0.22562521696090698,0.26103323698043823,0.22534571588039398,0.19719240069389343
of,0.33290785551071167,0.27636510133743286,0.733189046382904,0.24285943806171417,0.4185989499092102,0.14607268571853638,0.41548454761505127,0.2703363299369812,0.2535596489906311,0.5696388483047485,0.38583824038505554,0.2800094783306122,0.1826142966747284
broadcasting,0.18499015271663666,0.2556246221065521,0.29916465282440186,0.15199510753154755,0.29230615496635437,0.45669859647750854,0.23729375004768372,0.22678852081298828,0.3068081736564636,0.27609771490097046,0.19949008524417877,0.30480796098709106,0.10870421677827835
properties,0.23360128700733185,0.12248218059539795,0.20062518119812012,0.21738499402999878,0.30291658639907837,0.13060899078845978,0.2760433554649353,0.2590724229812622,0.3657749891281128,0.19315902888774872,0.2984532415866852,0.2352578341960907,0.12601029872894287
.,0.3567904531955719,0.23468057811260223,0.5934505462646484,0.26852357387542725,0.4726039469242096,0.2567209303379059,0.4645031690597534,0.2648400664329529,0.2760109007358551,0.5591574311256409,0.41511186957359314,0.27938392758369446,0.4130953550338745
,what,ended,the,need,for,abc,to,maintain,interests,in,other,countries,?
in,0.30808621644973755,0.3353011906147003,0.6662389636039734,0.2129468470811844,0.4322226941585541,0.1697147786617279,0.45010748505592346,0.18554846942424774,0.2732578217983246,1.0,0.39989137649536133,0.3027990758419037,0.20430970191955566
1959,-0.04905922710895538,0.07217659801244736,0.06652198731899261,-0.003128954442217946,0.08220482617616653,-0.034490931779146194,0.0955510213971138,-0.0067240288481116295,0.023318493738770485,0.09894876182079315,0.04638982191681862,-0.01415326539427042,0.07245876640081406
",",0.3087472915649414,0.2682836353778839,0.4933079481124878,0.25983062386512756,0.4464869201183319,0.2097204476594925,0.44245919585227966,0.22615692019462585,0.295423686504364,0.5201468467712402,0.4446498453617096,0.2966555655002594,0.31091248989105225
this,0.5489566326141357,0.28715285658836365,0.6274310946464539,0.4256424605846405,0.5082864165306091,0.16107726097106934,0.5759071707725525,0.37291577458381653,0.29820576310157776,0.45205554366111755,0.43044695258140564,0.3181088864803314,0.3155723512172699
rerun,0.2384490668773651,0.29880526661872864,0.2288513034582138,0.2547895908355713,0.11821737140417099,0.3812296688556671,0.1901678740978241,0.1505383998155594,0.1615338772535324,0.22197288274765015,0.13537317514419556,0.14915519952774048,0.29187825322151184
activity,0.28365153074264526,0.21250149607658386,0.28331097960472107,0.3123868703842163,0.30660444498062134,0.10319694131612778,0.26676592230796814,0.3231450021266937,0.33054161071777344,0.2278560847043991,0.3060377836227417,0.1744171380996704,0.19043973088264465
was,0.22111038863658905,0.4452953040599823,0.48711544275283813,0.1745726615190506,0.3863949179649353,0.21565799415111542,0.3636345863342285,0.1649671494960785,0.17546378076076508,0.45514053106307983,0.14651623368263245,0.24139733612537384,0.18412111699581146
completed,0.19063329696655273,0.3039388358592987,0.29278936982154846,0.1876235008239746,0.252206027507782,0.11398109793663025,0.2867361009120941,0.16992439329624176,0.12230139225721359,0.2960484027862549,0.08927036821842194,0.09128384292125702,0.08272653818130493
with,0.2464839518070221,0.3083439767360687,0.4223487675189972,0.3471839725971222,0.39140474796295166,0.17432008683681488,0.4239959120750427,0.2981918156147003,0.23100849986076355,0.4080928862094879,0.44086363911628723,0.33792537450790405,0.2433311939239502
program,0.25047802925109863,0.1490919589996338,0.22986935079097748,0.24889099597930908,0.29441335797309875,0.28949791193008423,0.23681028187274933,0.14649558067321777,0.16944515705108643,0.1994907110929489,0.16692878305912018,0.23278556764125824,0.1440187245607376
syndication,0.21420249342918396,0.30752307176589966,0.3215782940387726,0.23458875715732574,0.2582649886608124,0.45915043354034424,0.2022804468870163,0.20438697934150696,0.21578718721866608,0.2597505450248718,0.19861026108264923,0.21687057614326477,0.1681542545557022
",",0.3087472915649414,0.2682836353778839,0.4933079481124878,0.25983062386512756,0.4464869201183319,0.2097204476594925,0.44245919585227966,0.22615692019462585,0.295423686504364,0.5201468467712402,0.4446498453617096,0.2966555655002594,0.31091248989105225
with,0.2464839518070221,0.3083439767360687,0.4223487675189972,0.3471839725971222,0.39140474796295166,0.17432008683681488,0.4239959120750427,0.2981918156147003,0.23100849986076355,0.4080928862094879,0.44086363911628723,0.33792537450790405,0.2433311939239502
abc,0.1317344456911087,0.2626802623271942,0.2068762183189392,0.19003446400165558,0.22510288655757904,1.0000001192092896,0.1762417107820511,0.12125228345394135,0.21350711584091187,0.1697147786617279,0.10159935057163239,0.12476678192615509,0.19065172970294952
films,0.19852851331233978,0.13978970050811768,0.23072484135627747,0.15498939156532288,0.22327518463134766,0.2945549488067627,0.1500503271818161,0.16819041967391968,0.1520940065383911,0.19618625938892365,0.21570530533790588,0.2725999057292938,0.20618696510791779
selling,0.22960498929023743,0.18253329396247864,0.25230732560157776,0.2036043405532837,0.3254118263721466,0.14465419948101044,0.1958334594964981,0.19177822768688202,0.23690932989120483,0.2517387568950653,0.28100115060806274,0.3258366286754608,0.13581715524196625
programs,0.23178155720233917,0.17320860922336578,0.21757709980010986,0.28456681966781616,0.3644469678401947,0.3454950749874115,0.23389451205730438,0.23310287296772003,0.28577864170074463,0.2276356965303421,0.2899841070175171,0.30459901690483093,0.16452431678771973
to,0.455847829580307,0.26005783677101135,0.535392165184021,0.42094892263412476,0.4451248347759247,0.1762417107820511,1.0,0.34628623723983765,0.3245762884616852,0.45010748505592346,0.4193183183670044,0.3111797273159027,0.29463258385658264
networks,0.18279550969600677,0.1711113154888153,0.24705806374549866,0.2418142855167389,0.2421427071094513,0.350273072719574,0.23877078294754028,0.2624356150627136,0.27971094846725464,0.17525765299797058,0.2968651056289673,0.2906665503978729,0.17815114557743073
not,0.5449194312095642,0.2037283182144165,0.4310511648654938,0.5400496125221252,0.39280617237091064,0.15984800457954407,0.5149973034858704,0.3563999533653259,0.3269577920436859,0.3403114080429077,0.4341118037700653,0.30537277460098267,0.41942933201789856
owned,0.12432919442653656,0.20581947267055511,0.1999378502368927,0.13995049893856049,0.19904224574565887,0.2405787706375122,0.12258157879114151,0.20770075917243958,0.28934699296951294,0.22438469529151917,0.177451029419899,0.19942207634449005,0.1288648396730423
by,0.2455483376979828,0.23570303618907928,0.4408751428127289,0.18746642768383026,0.3248702883720398,0.17600902915000916,0.33534231781959534,0.19259802997112274,0.1704159677028656,0.370934396982193,0.3321913778781891,0.2241220921278,0.17966607213020325
abc,0.1317344456911087,0.2626802623271942,0.2068762183189392,0.19003446400165558,0.22510288655757904,1.0000001192092896,0.1762417107820511,0.12125228345394135,0.21350711584091187,0.1697147786617279,0.10159935057163239,0.12476678192615509,0.19065172970294952
.,0.3567904531955719,0.23468057811260223,0.5934505462646484,0.26852357387542725,0.4726039469242096,0.2567209303379059,0.4645031690597534,0.2648400664329529,0.2760109007358551,0.5591574311256409,0.41511186957359314,0.27938392758369446,0.4130953550338745
