,what,was,the,first,steam,powered,device,used,commercially,?
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.3491429388523102,0.2156127691268921,0.23215799033641815,0.2587364912033081,0.3575260639190674,0.36135736107826233,0.25732165575027466
used,0.27546408772468567,0.23679393529891968,0.3718377649784088,0.2984957695007324,0.2604328691959381,0.3773634135723114,0.4021059274673462,0.9999998807907104,0.3160353899002075,0.22430120408535004
condensing,0.3273283839225769,0.13102786242961884,0.2915812134742737,0.1406828910112381,0.3559265732765198,0.29643726348876953,0.37370866537094116,0.29448193311691284,0.2011827677488327,0.2124316692352295
steam,0.15672586858272552,0.16913670301437378,0.23105813562870026,0.2210129350423813,1.0000001192092896,0.5626473426818848,0.37581905722618103,0.2604328691959381,0.3066107928752899,0.113324373960495
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.22894427180290222,0.1938622146844864,0.2965817153453827,0.40058770775794983,0.2699909210205078,0.29463258385658264
create,0.2962724268436432,0.17767828702926636,0.25265660881996155,0.23682352900505066,0.19531357288360596,0.25492921471595764,0.27038463950157166,0.32549139857292175,0.15553909540176392,0.300167441368103
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.2141898274421692,0.23536208271980286,0.3107774555683136,0.3864384889602661,0.2597849667072296,0.23916715383529663
vacuum,0.1845402866601944,0.15137505531311035,0.17016367614269257,0.20494204759597778,0.37323474884033203,0.36233559250831604,0.377450555562973,0.24099498987197876,0.19315263628959656,0.10335687547922134
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.3828166127204895,0.2616398334503174,0.2883981466293335,0.3305820822715759,0.414506196975708,0.33500081300735474,0.25814583897590637
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.16913670301437378,0.2140408158302307,0.18397735059261322,0.23679393529891968,0.2954142093658447,0.18412111699581146
used,0.27546408772468567,0.23679393529891968,0.3718377649784088,0.2984957695007324,0.2604328691959381,0.3773634135723114,0.4021059274673462,0.9999998807907104,0.3160353899002075,0.22430120408535004
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.22894427180290222,0.1938622146844864,0.2965817153453827,0.40058770775794983,0.2699909210205078,0.29463258385658264
raise,0.19120202958583832,0.1635618805885315,0.2657596468925476,0.17319199442863464,0.14239268004894257,0.11687358468770981,0.11063353717327118,0.2176332324743271,0.12849870324134827,0.13340649008750916
water,0.17456887662410736,0.18750394880771637,0.297396719455719,0.1719202995300293,0.43059393763542175,0.30408236384391785,0.24608203768730164,0.2721066176891327,0.30245742201805115,0.14731885492801666
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.23348960280418396,0.2270648181438446,0.17208479344844818,0.1363351196050644,0.25821518898010254,0.1733667105436325,0.19969791173934937
below,0.23541416227817535,0.11549114435911179,0.2930138111114502,0.20614022016525269,0.1739119291305542,0.17013704776763916,0.2049439251422882,0.2078566551208496,0.12084261327981949,0.17692236602306366
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.2264556586742401,0.1860840618610382,0.13617408275604248,0.3120402991771698,0.26380395889282227,0.31091248989105225
then,0.4072686731815338,0.27044644951820374,0.4297412931919098,0.38077428936958313,0.24539071321487427,0.17682115733623505,0.2126104235649109,0.21083958446979523,0.19627128541469574,0.2884598970413208
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.3491429388523102,0.2156127691268921,0.23215799033641815,0.2587364912033081,0.3575260639190674,0.36135736107826233,0.25732165575027466
used,0.27546408772468567,0.23679393529891968,0.3718377649784088,0.2984957695007324,0.2604328691959381,0.3773634135723114,0.4021059274673462,0.9999998807907104,0.3160353899002075,0.22430120408535004
steam,0.15672586858272552,0.16913670301437378,0.23105813562870026,0.2210129350423813,1.0000001192092896,0.5626473426818848,0.37581905722618103,0.2604328691959381,0.3066107928752899,0.113324373960495
pressure,0.2625555694103241,0.17634209990501404,0.28285476565361023,0.19340921938419342,0.32320529222488403,0.2923082411289215,0.3500710427761078,0.23263566195964813,0.13851436972618103,0.142023503780365
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.22894427180290222,0.1938622146844864,0.2965817153453827,0.40058770775794983,0.2699909210205078,0.29463258385658264
raise,0.19120202958583832,0.1635618805885315,0.2657596468925476,0.17319199442863464,0.14239268004894257,0.11687358468770981,0.11063353717327118,0.2176332324743271,0.12849870324134827,0.13340649008750916
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.3491429388523102,0.2156127691268921,0.23215799033641815,0.2587364912033081,0.3575260639190674,0.36135736107826233,0.25732165575027466
higher,0.2538340389728546,0.12998951971530914,0.3292480409145355,0.17356635630130768,0.19390223920345306,0.2055344581604004,0.23232132196426392,0.1955839991569519,0.16927948594093323,0.15679465234279633
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.22855372726917267,0.23959338665008545,0.1592947095632553,0.33111312985420227,0.25599879026412964,0.4130953550338745
