,the,hardest,problems,in,np,can,be,analogously,written,as,what,class,of,problems,?
c,0.17891426384449005,0.156046524643898,0.10926929116249084,0.1977744996547699,0.16705317795276642,0.17217868566513062,0.1635768711566925,0.18655075132846832,0.2357630729675293,0.1792764812707901,0.13697408139705658,0.16583140194416046,0.1682119220495224,0.10926929116249084,0.14264722168445587
",",0.4933079481124878,0.2620904743671417,0.2596952021121979,0.5201468467712402,0.1823609173297882,0.3139454126358032,0.39254459738731384,0.27194905281066895,0.2737409770488739,0.48816442489624023,0.3087472915649414,0.1753857135772705,0.4946078956127167,0.2596952021121979,0.31091248989105225
then,0.4297412931919098,0.17704056203365326,0.23982973396778107,0.36253848671913147,0.16720212996006012,0.3455607295036316,0.38089728355407715,0.30660706758499146,0.16833719611167908,0.375661164522171,0.4072686731815338,0.20113933086395264,0.2937326431274414,0.23982973396778107,0.2884598970413208
x,0.20980626344680786,0.17882193624973297,0.17143216729164124,0.16749148070812225,0.18771763145923615,0.22120405733585358,0.22865693271160126,0.19120804965496063,0.20141766965389252,0.19728422164916992,0.13783220946788788,0.1357298642396927,0.1708947718143463,0.17143216729164124,0.23304535448551178
is,0.5823672413825989,0.3021050691604614,0.16985496878623962,0.5394441485404968,0.2208731323480606,0.44256699085235596,0.4819129705429077,0.2942107617855072,0.2634589672088623,0.43216490745544434,0.28837618231773376,0.1275252103805542,0.4854315221309662,0.16985496878623962,0.22961433231830597
said,0.3024602234363556,0.261377215385437,0.26936864852905273,0.23461468517780304,0.16858039796352386,0.24297991394996643,0.34202221035957336,0.23470641672611237,0.30271732807159424,0.3216577470302582,0.3951668441295624,0.10654258728027344,0.29014745354652405,0.26936864852905273,0.28991883993148804
to,0.535392165184021,0.31785935163497925,0.28989166021347046,0.45010748505592346,0.12644809484481812,0.4979398250579834,0.4972836375236511,0.31908056139945984,0.18544813990592957,0.42092081904411316,0.455847829580307,0.18696844577789307,0.41548454761505127,0.28989166021347046,0.29463258385658264
be,0.4248143136501312,0.24873636662960052,0.2817195653915405,0.3481820821762085,0.24087633192539215,0.5791122913360596,1.0,0.4079322814941406,0.22968649864196777,0.5230465531349182,0.3929833769798279,0.1970098316669464,0.33904364705085754,0.2817195653915405,0.3324260413646698
complete,0.277624249458313,0.2428021878004074,0.22839896380901337,0.2201821506023407,0.2815532088279724,0.20660987496376038,0.22863243520259857,0.3262251615524292,0.24729977548122406,0.2282925397157669,0.29213884472846985,0.15996891260147095,0.3009350895881653,0.22839896380901337,0.11962060630321503
for,0.4739971458911896,0.2619372010231018,0.27039530873298645,0.4322226941585541,0.1543017327785492,0.35690054297447205,0.3801851272583008,0.2936125099658966,0.25893163681030273,0.44774648547172546,0.3017193675041199,0.17833863198757172,0.4185989499092102,0.27039530873298645,0.264628142118454
c.,-0.23451577126979828,0.04554661363363266,0.22782200574874878,-0.17233212292194366,0.04140005633234978,0.08414603769779205,0.020387914031744003,-0.045305803418159485,-0.13217313587665558,-0.09084860980510712,0.03813721984624863,0.02658156491816044,-0.18015630543231964,0.22782200574874878,0.019047532230615616
this,0.6274310946464539,0.263526976108551,0.33706656098365784,0.45205554366111755,0.20638705790042877,0.4006461203098297,0.566177248954773,0.3942592740058899,0.28095096349716187,0.43993282318115234,0.5489566326141357,0.23250019550323486,0.45148900151252747,0.33706656098365784,0.3155723512172699
means,0.32225894927978516,0.2020934373140335,0.15424814820289612,0.1979396492242813,0.16157864034175873,0.40289559960365295,0.33581557869911194,0.2624136507511139,0.20251600444316864,0.19043149054050446,0.2553325295448303,0.11618658900260925,0.29942914843559265,0.15424814820289612,0.21233566105365753
that,0.5473989248275757,0.27746281027793884,0.3758413791656494,0.435920387506485,0.2149038165807724,0.4522190988063812,0.6036020517349243,0.416908323764801,0.31561627984046936,0.4735107421875,0.6297725439071655,0.23035554587841034,0.41498205065727234,0.3758413791656494,0.32716336846351624
x,0.20980626344680786,0.17882193624973297,0.17143216729164124,0.16749148070812225,0.18771763145923615,0.22120405733585358,0.22865693271160126,0.19120804965496063,0.20141766965389252,0.19728422164916992,0.13783220946788788,0.1357298642396927,0.1708947718143463,0.17143216729164124,0.23304535448551178
is,0.5823672413825989,0.3021050691604614,0.16985496878623962,0.5394441485404968,0.2208731323480606,0.44256699085235596,0.4819129705429077,0.2942107617855072,0.2634589672088623,0.43216490745544434,0.28837618231773376,0.1275252103805542,0.4854315221309662,0.16985496878623962,0.22961433231830597
the,1.0,0.3041238486766815,0.2659202516078949,0.6662389636039734,0.14565430581569672,0.312528520822525,0.4248143136501312,0.31196826696395874,0.2582438886165619,0.48381632566452026,0.42745697498321533,0.18034407496452332,0.733189046382904,0.2659202516078949,0.22068053483963013
hardest,0.3041238486766815,1.0,0.3105110824108124,0.2802596986293793,0.31050586700439453,0.3099851906299591,0.24873636662960052,0.1776185780763626,0.19956403970718384,0.24408362805843353,0.23344874382019043,0.16362354159355164,0.28694117069244385,0.3105110824108124,0.15854047238826752
problem,0.24928659200668335,0.33016490936279297,0.7913808822631836,0.16969570517539978,0.4497864544391632,0.36370179057121277,0.347878634929657,0.2535396218299866,0.18358589708805084,0.2586832344532013,0.42183366417884827,0.19669321179389954,0.20464475452899933,0.7913808822631836,0.3762950301170349
in,0.6662389636039734,0.2802596986293793,0.21061907708644867,1.0,0.15881246328353882,0.26527702808380127,0.3481820821762085,0.22249144315719604,0.20878943800926208,0.3887844979763031,0.30808621644973755,0.1761927455663681,0.5696388483047485,0.21061907708644867,0.20430970191955566
c.,-0.23451577126979828,0.04554661363363266,0.22782200574874878,-0.17233212292194366,0.04140005633234978,0.08414603769779205,0.020387914031744003,-0.045305803418159485,-0.13217313587665558,-0.09084860980510712,0.03813721984624863,0.02658156491816044,-0.18015630543231964,0.22782200574874878,0.019047532230615616
(,0.33289089798927307,0.08701423555612564,0.1654568463563919,0.3087427020072937,0.112899549305439,0.22726960480213165,0.2349044382572174,0.1826428323984146,0.22047990560531616,0.32029855251312256,0.2411840260028839,0.1344621777534485,0.35032153129577637,0.1654568463563919,0.40561532974243164
since,0.4054957628250122,0.20487654209136963,0.263850599527359,0.4325680434703827,0.20054607093334198,0.24201272428035736,0.3591734766960144,0.2486097663640976,0.21962597966194153,0.36245352029800415,0.29783400893211365,0.11163710057735443,0.35513219237327576,0.263850599527359,0.2876587212085724
many,0.4335206151008606,0.3155171573162079,0.33828115463256836,0.41474202275276184,0.16211500763893127,0.4275496006011963,0.3961109519004822,0.3207726776599884,0.22767935693264008,0.4070141911506653,0.36131182312965393,0.13207179307937622,0.37253960967063904,0.33828115463256836,0.2124512493610382
problems,0.2659202516078949,0.3105110824108124,1.0,0.21061907708644867,0.3503378927707672,0.326987624168396,0.2817195653915405,0.1596621721982956,0.15304291248321533,0.22810567915439606,0.3306994140148163,0.18972691893577576,0.2450421154499054,1.0,0.2638136148452759
could,0.35393214225769043,0.27470719814300537,0.31675755977630615,0.29357993602752686,0.14189748466014862,0.6550644040107727,0.4791525900363922,0.27603599429130554,0.1802644282579422,0.32771480083465576,0.4188697934150696,0.16772876679897308,0.29043012857437134,0.31675755977630615,0.3411986827850342
be,0.4248143136501312,0.24873636662960052,0.2817195653915405,0.3481820821762085,0.24087633192539215,0.5791122913360596,1.0,0.4079322814941406,0.22968649864196777,0.5230465531349182,0.3929833769798279,0.1970098316669464,0.33904364705085754,0.2817195653915405,0.3324260413646698
equally,0.25614944100379944,0.23711393773555756,0.2015114575624466,0.16446180641651154,0.19682514667510986,0.3337024450302124,0.4442092776298523,0.43355730175971985,0.22530753910541534,0.34263381361961365,0.3545299768447876,0.1516849845647812,0.262323796749115,0.2015114575624466,0.22503766417503357
hard,0.25233224034309387,0.49306267499923706,0.2970162034034729,0.20126917958259583,0.29150816798210144,0.3911363482475281,0.3036598861217499,0.21544723212718964,0.18281473219394684,0.1896330565214157,0.3417404592037201,0.1615394502878189,0.21288733184337616,0.2970162034034729,0.1823338270187378
",",0.4933079481124878,0.2620904743671417,0.2596952021121979,0.5201468467712402,0.1823609173297882,0.3139454126358032,0.39254459738731384,0.27194905281066895,0.2737409770488739,0.48816442489624023,0.3087472915649414,0.1753857135772705,0.4946078956127167,0.2596952021121979,0.31091248989105225
one,0.5514441132545471,0.3983461260795593,0.2803315222263336,0.4129433035850525,0.27625951170921326,0.34032124280929565,0.4154875874519348,0.3060961961746216,0.22759507596492767,0.3954789340496063,0.376489520072937,0.1857146918773651,0.4999135136604309,0.2803315222263336,0.2673267424106598
might,0.32504433393478394,0.24223488569259644,0.3230311870574951,0.26443570852279663,0.16936248540878296,0.6426551342010498,0.5260229706764221,0.3513796627521515,0.22803424298763275,0.3630484640598297,0.4838182032108307,0.18338586390018463,0.2900311052799225,0.3230311870574951,0.41058459877967834
say,0.3200206458568573,0.21819213032722473,0.27744555473327637,0.26482993364334106,0.2757166028022766,0.36452728509902954,0.4455845355987549,0.2411663681268692,0.32906895875930786,0.3316376805305481,0.5386801958084106,0.18201754987239838,0.30290520191192627,0.27744555473327637,0.4357808530330658
that,0.5473989248275757,0.27746281027793884,0.3758413791656494,0.435920387506485,0.2149038165807724,0.4522190988063812,0.6036020517349243,0.416908323764801,0.31561627984046936,0.4735107421875,0.6297725439071655,0.23035554587841034,0.41498205065727234,0.3758413791656494,0.32716336846351624
x,0.20980626344680786,0.17882193624973297,0.17143216729164124,0.16749148070812225,0.18771763145923615,0.22120405733585358,0.22865693271160126,0.19120804965496063,0.20141766965389252,0.19728422164916992,0.13783220946788788,0.1357298642396927,0.1708947718143463,0.17143216729164124,0.23304535448551178
is,0.5823672413825989,0.3021050691604614,0.16985496878623962,0.5394441485404968,0.2208731323480606,0.44256699085235596,0.4819129705429077,0.2942107617855072,0.2634589672088623,0.43216490745544434,0.28837618231773376,0.1275252103805542,0.4854315221309662,0.16985496878623962,0.22961433231830597
one,0.5514441132545471,0.3983461260795593,0.2803315222263336,0.4129433035850525,0.27625951170921326,0.34032124280929565,0.4154875874519348,0.3060961961746216,0.22759507596492767,0.3954789340496063,0.376489520072937,0.1857146918773651,0.4999135136604309,0.2803315222263336,0.2673267424106598
of,0.733189046382904,0.28694117069244385,0.2450421154499054,0.5696388483047485,0.13667912781238556,0.2603091299533844,0.33904364705085754,0.2552963197231293,0.20874574780464172,0.3886612355709076,0.33290785551071167,0.19740594923496246,1.0,0.2450421154499054,0.1826142966747284
the,1.0,0.3041238486766815,0.2659202516078949,0.6662389636039734,0.14565430581569672,0.312528520822525,0.4248143136501312,0.31196826696395874,0.2582438886165619,0.48381632566452026,0.42745697498321533,0.18034407496452332,0.733189046382904,0.2659202516078949,0.22068053483963013
hardest,0.3041238486766815,1.0,0.3105110824108124,0.2802596986293793,0.31050586700439453,0.3099851906299591,0.24873636662960052,0.1776185780763626,0.19956403970718384,0.24408362805843353,0.23344874382019043,0.16362354159355164,0.28694117069244385,0.3105110824108124,0.15854047238826752
problems,0.2659202516078949,0.3105110824108124,1.0,0.21061907708644867,0.3503378927707672,0.326987624168396,0.2817195653915405,0.1596621721982956,0.15304291248321533,0.22810567915439606,0.3306994140148163,0.18972691893577576,0.2450421154499054,1.0,0.2638136148452759
in,0.6662389636039734,0.2802596986293793,0.21061907708644867,1.0,0.15881246328353882,0.26527702808380127,0.3481820821762085,0.22249144315719604,0.20878943800926208,0.3887844979763031,0.30808621644973755,0.1761927455663681,0.5696388483047485,0.21061907708644867,0.20430970191955566
c.,-0.23451577126979828,0.04554661363363266,0.22782200574874878,-0.17233212292194366,0.04140005633234978,0.08414603769779205,0.020387914031744003,-0.045305803418159485,-0.13217313587665558,-0.09084860980510712,0.03813721984624863,0.02658156491816044,-0.18015630543231964,0.22782200574874878,0.019047532230615616
),0.3456730246543884,0.11838110536336899,0.17140987515449524,0.3326910734176636,0.12755736708641052,0.23216170072555542,0.24578070640563965,0.16163288056850433,0.22587697207927704,0.32161882519721985,0.26259949803352356,0.16039183735847473,0.3680361211299896,0.17140987515449524,0.42300865054130554
thus,0.4036877751350403,0.22033746540546417,0.23217986524105072,0.26358214020729065,0.06333091855049133,0.2665204703807831,0.37298357486724854,0.44858524203300476,0.09670472890138626,0.3594212234020233,0.30745524168014526,0.18007363379001617,0.3487406373023987,0.23217986524105072,0.18769288063049316
the,1.0,0.3041238486766815,0.2659202516078949,0.6662389636039734,0.14565430581569672,0.312528520822525,0.4248143136501312,0.31196826696395874,0.2582438886165619,0.48381632566452026,0.42745697498321533,0.18034407496452332,0.733189046382904,0.2659202516078949,0.22068053483963013
class,0.18034407496452332,0.16362354159355164,0.18972691893577576,0.1761927455663681,0.18459567427635193,0.14804822206497192,0.1970098316669464,0.14656871557235718,0.052111223340034485,0.22566811740398407,0.16880196332931519,1.0,0.19740594923496246,0.18972691893577576,0.12778934836387634
of,0.733189046382904,0.28694117069244385,0.2450421154499054,0.5696388483047485,0.13667912781238556,0.2603091299533844,0.33904364705085754,0.2552963197231293,0.20874574780464172,0.3886612355709076,0.33290785551071167,0.19740594923496246,1.0,0.2450421154499054,0.1826142966747284
np-complete,0.27450188994407654,0.24770085513591766,0.21938736736774445,0.22477759420871735,0.32307320833206177,0.21604792773723602,0.2608036994934082,0.3367742598056793,0.2348618358373642,0.2483491450548172,0.28050094842910767,0.19734898209571838,0.2697024643421173,0.21938736736774445,0.16391170024871826
problems,0.2659202516078949,0.3105110824108124,1.0,0.21061907708644867,0.3503378927707672,0.326987624168396,0.2817195653915405,0.1596621721982956,0.15304291248321533,0.22810567915439606,0.3306994140148163,0.18972691893577576,0.2450421154499054,1.0,0.2638136148452759
contains,0.2846323549747467,0.13400615751743317,0.09555267542600632,0.28116101026535034,0.18440726399421692,0.2995338439941406,0.2981097102165222,0.31259268522262573,0.27108848094940186,0.24164676666259766,0.14236655831336975,0.12439050525426865,0.34575599431991577,0.09555267542600632,0.15215006470680237
the,1.0,0.3041238486766815,0.2659202516078949,0.6662389636039734,0.14565430581569672,0.312528520822525,0.4248143136501312,0.31196826696395874,0.2582438886165619,0.48381632566452026,0.42745697498321533,0.18034407496452332,0.733189046382904,0.2659202516078949,0.22068053483963013
most,0.47635307908058167,0.4313735365867615,0.25217464566230774,0.41416558623313904,0.19937869906425476,0.3452373743057251,0.3381733000278473,0.2680259644985199,0.20129439234733582,0.3548237979412079,0.3219912350177765,0.17672498524188995,0.4178851246833801,0.25217464566230774,0.2107497900724411
difficult,0.277450829744339,0.5217626094818115,0.4282206594944,0.2128705233335495,0.30652299523353577,0.44322800636291504,0.374691903591156,0.267229825258255,0.2215593159198761,0.21670931577682495,0.37928828597068787,0.174441397190094,0.2539307773113251,0.4282206594944,0.20408590137958527
problems,0.2659202516078949,0.3105110824108124,1.0,0.21061907708644867,0.3503378927707672,0.326987624168396,0.2817195653915405,0.1596621721982956,0.15304291248321533,0.22810567915439606,0.3306994140148163,0.18972691893577576,0.2450421154499054,1.0,0.2638136148452759
in,0.6662389636039734,0.2802596986293793,0.21061907708644867,1.0,0.15881246328353882,0.26527702808380127,0.3481820821762085,0.22249144315719604,0.20878943800926208,0.3887844979763031,0.30808621644973755,0.1761927455663681,0.5696388483047485,0.21061907708644867,0.20430970191955566
np,0.14565430581569672,0.31050586700439453,0.3503378927707672,0.15881246328353882,1.0,0.29079514741897583,0.24087633192539215,0.18044421076774597,0.18400172889232635,0.12944991886615753,0.273849755525589,0.18459567427635193,0.13667912781238556,0.3503378927707672,0.25319206714630127
",",0.4933079481124878,0.2620904743671417,0.2596952021121979,0.5201468467712402,0.1823609173297882,0.3139454126358032,0.39254459738731384,0.27194905281066895,0.2737409770488739,0.48816442489624023,0.3087472915649414,0.1753857135772705,0.4946078956127167,0.2596952021121979,0.31091248989105225
in,0.6662389636039734,0.2802596986293793,0.21061907708644867,1.0,0.15881246328353882,0.26527702808380127,0.3481820821762085,0.22249144315719604,0.20878943800926208,0.3887844979763031,0.30808621644973755,0.1761927455663681,0.5696388483047485,0.21061907708644867,0.20430970191955566
the,1.0,0.3041238486766815,0.2659202516078949,0.6662389636039734,0.14565430581569672,0.312528520822525,0.4248143136501312,0.31196826696395874,0.2582438886165619,0.48381632566452026,0.42745697498321533,0.18034407496452332,0.733189046382904,0.2659202516078949,0.22068053483963013
sense,0.23180550336837769,0.21511434018611908,0.27750086784362793,0.19032785296440125,0.15106123685836792,0.2996412217617035,0.2750726640224457,0.33156970143318176,0.1899285614490509,0.25426197052001953,0.3673125207424164,0.22562718391418457,0.19666431844234467,0.27750086784362793,0.25268280506134033
that,0.5473989248275757,0.27746281027793884,0.3758413791656494,0.435920387506485,0.2149038165807724,0.4522190988063812,0.6036020517349243,0.416908323764801,0.31561627984046936,0.4735107421875,0.6297725439071655,0.23035554587841034,0.41498205065727234,0.3758413791656494,0.32716336846351624
they,0.49925389885902405,0.2855726182460785,0.3100776970386505,0.4330179989337921,0.15970779955387115,0.47909218072891235,0.4858434796333313,0.29029348492622375,0.2039184868335724,0.3294360637664795,0.4431931674480438,0.2013283520936966,0.3426007330417633,0.3100776970386505,0.2753053903579712
are,0.40399202704429626,0.27400338649749756,0.2565869987010956,0.3841303884983063,0.22153069078922272,0.5408529043197632,0.5556803941726685,0.3203696608543396,0.19747711718082428,0.3826591968536377,0.29724663496017456,0.1495869755744934,0.39081433415412903,0.2565869987010956,0.24591213464736938
the,1.0,0.3041238486766815,0.2659202516078949,0.6662389636039734,0.14565430581569672,0.312528520822525,0.4248143136501312,0.31196826696395874,0.2582438886165619,0.48381632566452026,0.42745697498321533,0.18034407496452332,0.733189046382904,0.2659202516078949,0.22068053483963013
ones,0.333568274974823,0.20062676072120667,0.3422633409500122,0.232247456908226,0.11741558462381363,0.36958321928977966,0.43375667929649353,0.267123818397522,0.22147876024246216,0.30459803342819214,0.28536954522132874,0.17194323241710663,0.23451396822929382,0.3422633409500122,0.28155767917633057
most,0.47635307908058167,0.4313735365867615,0.25217464566230774,0.41416558623313904,0.19937869906425476,0.3452373743057251,0.3381733000278473,0.2680259644985199,0.20129439234733582,0.3548237979412079,0.3219912350177765,0.17672498524188995,0.4178851246833801,0.25217464566230774,0.2107497900724411
likely,0.28129076957702637,0.2532939910888672,0.35344481468200684,0.21680790185928345,0.20779630541801453,0.46981462836265564,0.4417785704135895,0.2923404276371002,0.1790691614151001,0.24862262606620789,0.4101858139038086,0.10195292532444,0.2704482078552246,0.35344481468200684,0.35971182584762573
not,0.4310511648654938,0.22732676565647125,0.3441416919231415,0.3403114080429077,0.2639980912208557,0.49270012974739075,0.5788898468017578,0.36144396662712097,0.22100651264190674,0.5105602741241455,0.5449194312095642,0.1832761913537979,0.3307090103626251,0.3441416919231415,0.41942933201789856
to,0.535392165184021,0.31785935163497925,0.28989166021347046,0.45010748505592346,0.12644809484481812,0.4979398250579834,0.4972836375236511,0.31908056139945984,0.18544813990592957,0.42092081904411316,0.455847829580307,0.18696844577789307,0.41548454761505127,0.28989166021347046,0.29463258385658264
be,0.4248143136501312,0.24873636662960052,0.2817195653915405,0.3481820821762085,0.24087633192539215,0.5791122913360596,1.0,0.4079322814941406,0.22968649864196777,0.5230465531349182,0.3929833769798279,0.1970098316669464,0.33904364705085754,0.2817195653915405,0.3324260413646698
in,0.6662389636039734,0.2802596986293793,0.21061907708644867,1.0,0.15881246328353882,0.26527702808380127,0.3481820821762085,0.22249144315719604,0.20878943800926208,0.3887844979763031,0.30808621644973755,0.1761927455663681,0.5696388483047485,0.21061907708644867,0.20430970191955566
p.,0.00706930598244071,0.05358442664146423,0.22100798785686493,0.10117035359144211,0.10190384835004807,0.08792503923177719,0.11326488852500916,0.11193467676639557,0.1589074730873108,0.08404841274023056,0.07387562096118927,0.07942083477973938,0.008003096096217632,0.22100798785686493,0.11662347614765167
because,0.44596394896507263,0.34908923506736755,0.41531071066856384,0.37423941493034363,0.2085174322128296,0.4189445674419403,0.5052481293678284,0.3318319618701935,0.2127111405134201,0.42073941230773926,0.46729007363319397,0.194654643535614,0.4075504541397095,0.41531071066856384,0.2528740465641022
the,1.0,0.3041238486766815,0.2659202516078949,0.6662389636039734,0.14565430581569672,0.312528520822525,0.4248143136501312,0.31196826696395874,0.2582438886165619,0.48381632566452026,0.42745697498321533,0.18034407496452332,0.733189046382904,0.2659202516078949,0.22068053483963013
problem,0.24928659200668335,0.33016490936279297,0.7913808822631836,0.16969570517539978,0.4497864544391632,0.36370179057121277,0.347878634929657,0.2535396218299866,0.18358589708805084,0.2586832344532013,0.42183366417884827,0.19669321179389954,0.20464475452899933,0.7913808822631836,0.3762950301170349
p,0.16481639444828033,0.10973906517028809,0.1230422630906105,0.10853569954633713,0.24241971969604492,0.15593776106834412,0.12313798069953918,0.1705036163330078,0.05970701202750206,0.1706937700510025,0.18586504459381104,0.1395781934261322,0.18174134194850922,0.1230422630906105,0.20840544998645782
=,-0.01352626271545887,-0.16808243095874786,-0.11286143213510513,-0.08381625264883041,-0.022351102903485298,-0.01855434849858284,0.021265273913741112,0.05033320188522339,-0.0014735849108546972,-0.010099519044160843,0.07829900085926056,-0.0025547300465404987,-0.056689027696847916,-0.11286143213510513,-0.005643122363835573
np,0.14565430581569672,0.31050586700439453,0.3503378927707672,0.15881246328353882,1.0,0.29079514741897583,0.24087633192539215,0.18044421076774597,0.18400172889232635,0.12944991886615753,0.273849755525589,0.18459567427635193,0.13667912781238556,0.3503378927707672,0.25319206714630127
is,0.5823672413825989,0.3021050691604614,0.16985496878623962,0.5394441485404968,0.2208731323480606,0.44256699085235596,0.4819129705429077,0.2942107617855072,0.2634589672088623,0.43216490745544434,0.28837618231773376,0.1275252103805542,0.4854315221309662,0.16985496878623962,0.22961433231830597
not,0.4310511648654938,0.22732676565647125,0.3441416919231415,0.3403114080429077,0.2639980912208557,0.49270012974739075,0.5788898468017578,0.36144396662712097,0.22100651264190674,0.5105602741241455,0.5449194312095642,0.1832761913537979,0.3307090103626251,0.3441416919231415,0.41942933201789856
solved,0.21140827238559723,0.2382488250732422,0.4872119128704071,0.17707815766334534,0.39436420798301697,0.21544745564460754,0.26658907532691956,0.20720092952251434,0.2747955918312073,0.18338219821453094,0.247396320104599,0.12774312496185303,0.17960071563720703,0.4872119128704071,0.2692696750164032
",",0.4933079481124878,0.2620904743671417,0.2596952021121979,0.5201468467712402,0.1823609173297882,0.3139454126358032,0.39254459738731384,0.27194905281066895,0.2737409770488739,0.48816442489624023,0.3087472915649414,0.1753857135772705,0.4946078956127167,0.2596952021121979,0.31091248989105225
being,0.419739305973053,0.32667726278305054,0.27170485258102417,0.33162933588027954,0.1824636608362198,0.433290958404541,0.5586286783218384,0.4321298897266388,0.21138206124305725,0.46524563431739807,0.3760843276977539,0.21679922938346863,0.34885138273239136,0.27170485258102417,0.26743772625923157
able,0.3435857892036438,0.33541208505630493,0.24490024149417877,0.23456627130508423,0.19356292486190796,0.5244399309158325,0.3856765329837799,0.2782646417617798,0.17437350749969482,0.24929028749465942,0.3404487371444702,0.21270184218883514,0.23883962631225586,0.24490024149417877,0.260649710893631
to,0.535392165184021,0.31785935163497925,0.28989166021347046,0.45010748505592346,0.12644809484481812,0.4979398250579834,0.4972836375236511,0.31908056139945984,0.18544813990592957,0.42092081904411316,0.455847829580307,0.18696844577789307,0.41548454761505127,0.28989166021347046,0.29463258385658264
reduce,0.2735816240310669,0.20238590240478516,0.37791311740875244,0.22053970396518707,0.1301882117986679,0.3940023183822632,0.38083505630493164,0.2869141399860382,0.0942009836435318,0.23089662194252014,0.18258237838745117,0.1458643525838852,0.26028934121131897,0.37791311740875244,0.1462220549583435
a,0.5829201340675354,0.3092586100101471,0.21523453295230865,0.539380669593811,0.19096361100673676,0.3915780484676361,0.39883795380592346,0.3073735535144806,0.22976966202259064,0.39550232887268066,0.3320399522781372,0.23462694883346558,0.5052502155303955,0.21523453295230865,0.23916715383529663
known,0.3624623417854309,0.338467001914978,0.14510442316532135,0.32641831040382385,0.16972734034061432,0.18300224840641022,0.15196610987186432,0.2638729214668274,0.26369374990463257,0.4815765619277954,0.20381177961826324,0.12499057501554489,0.35814476013183594,0.14510442316532135,0.18314571678638458
np-complete,0.27450188994407654,0.24770085513591766,0.21938736736774445,0.22477759420871735,0.32307320833206177,0.21604792773723602,0.2608036994934082,0.3367742598056793,0.2348618358373642,0.2483491450548172,0.28050094842910767,0.19734898209571838,0.2697024643421173,0.21938736736774445,0.16391170024871826
problem,0.24928659200668335,0.33016490936279297,0.7913808822631836,0.16969570517539978,0.4497864544391632,0.36370179057121277,0.347878634929657,0.2535396218299866,0.18358589708805084,0.2586832344532013,0.42183366417884827,0.19669321179389954,0.20464475452899933,0.7913808822631836,0.3762950301170349
",",0.4933079481124878,0.2620904743671417,0.2596952021121979,0.5201468467712402,0.1823609173297882,0.3139454126358032,0.39254459738731384,0.27194905281066895,0.2737409770488739,0.48816442489624023,0.3087472915649414,0.1753857135772705,0.4946078956127167,0.2596952021121979,0.31091248989105225
