,what,is,the,united,states,busiest,commercial,port,?
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.26035505533218384,0.26546892523765564,0.26668232679367065,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.34367692470550537,0.3463578522205353,0.30110985040664673,0.23051398992538452,0.2648184895515442,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.33785855770111084,0.2950090765953064,0.14606931805610657,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.8952266573905945,1.0,0.2944924831390381,0.29620620608329773,0.16012853384017944,0.16272737085819244
',0.3245812654495239,0.5508411526679993,0.474788099527359,0.23774786293506622,0.21096393465995789,0.21426357328891754,0.15814831852912903,0.1647387146949768,0.330942302942276
second,0.19948028028011322,0.3161451518535614,0.4620301127433777,0.2878473997116089,0.24110113084316254,0.3234676420688629,0.1627141386270523,0.17665690183639526,0.17239587008953094
busiest,0.1578541398048401,0.2508534789085388,0.30110985040664673,0.33785855770111084,0.2944924831390381,1.0000001192092896,0.3346411883831024,0.3870590329170227,0.15537287294864655
container,0.12471705675125122,0.33395642042160034,0.23658598959445953,0.1311562955379486,0.14342623949050903,0.2493770569562912,0.23007719218730927,0.3223116397857666,0.2078605592250824
port,0.1327695995569229,0.26270607113838196,0.2648184895515442,0.14606931805610657,0.16012853384017944,0.3870590329170227,0.28510162234306335,1.0,0.06519711017608643
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.03651554137468338,0.03983156383037567,0.18399204313755035,0.04065840318799019,0.03615163639187813,0.10349778085947037
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.21225601434707642,0.240259051322937,0.21930254995822906,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.34367692470550537,0.3463578522205353,0.30110985040664673,0.23051398992538452,0.2648184895515442,0.22068053483963013
port,0.1327695995569229,0.26270607113838196,0.2648184895515442,0.14606931805610657,0.16012853384017944,0.3870590329170227,0.28510162234306335,1.0,0.06519711017608643
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3187655806541443,0.30884552001953125,0.28865480422973633,0.21107374131679535,0.19644224643707275,0.1826142966747284
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.22077731788158417,0.2095007300376892,0.20352785289287567,0.1470220983028412,0.18962962925434113,0.10952327400445938
diego,0.16958405077457428,0.1608497053384781,0.20885010063648224,0.22123965620994568,0.21433125436306,0.16080978512763977,0.1620618849992752,0.07881017029285431,0.11438121646642685
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.21745024621486664,0.2460125982761383,0.22629979252815247,0.4130953550338745
