,what,was,the,name,of,the,serial,where,the,valeyard,appears,?
darker,0.22355221211910248,0.1476200670003891,0.2918477952480316,0.16482463479042053,0.22669629752635956,0.2918477952480316,0.13794757425785065,0.18054771423339844,0.2918477952480316,0.13700544834136963,0.35618430376052856,0.13548153638839722
sides,0.2306775599718094,0.16849499940872192,0.3694373369216919,0.07474783062934875,0.2580065131187439,0.3694373369216919,0.11516347527503967,0.30278635025024414,0.3694373369216919,0.21271046996116638,0.2162470817565918,0.09230148047208786
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.17792607843875885,0.38066378235816956,0.733189046382904,0.25672921538352966,0.24498145282268524,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.1900636851787567,0.5003893971443176,1.0,0.31993159651756287,0.3605367839336395,0.22068053483963013
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.2744404375553131,0.2602384388446808,0.2820442318916321,0.3001672327518463,0.22865623235702515,0.1462511420249939
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,-0.024394268169999123,0.0007701900321990252,-0.01540423184633255,0.02244831807911396,-0.0009123976924456656,-0.023395681753754616
nature,0.2566179633140564,0.16693586111068726,0.19596898555755615,0.14030352234840393,0.22892364859580994,0.19596898555755615,0.11899831146001816,0.17503981292247772,0.19596898555755615,0.1629246026277542,0.1532241404056549,0.17397694289684296
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23162682354450226,0.3149496018886566,0.4933079481124878,0.34452691674232483,0.27400943636894226,0.31091248989105225
somewhere,0.4753977358341217,0.17991819977760315,0.31683439016342163,0.20585894584655762,0.19648483395576477,0.31683439016342163,0.1054614782333374,0.47130653262138367,0.31683439016342163,0.3068595230579376,0.2924681305885315,0.4073143005371094
between,0.2462156116962433,0.24048170447349548,0.39067012071609497,0.09606724977493286,0.3737983703613281,0.39067012071609497,0.1837862879037857,0.38496607542037964,0.39067012071609497,0.1804952621459961,0.13781672716140747,0.12887074053287506
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.1914493292570114,0.38364991545677185,0.4394008219242096,0.17258377373218536,0.29880598187446594,0.4394008219242096,0.34037715196609497,0.22810479998588562,0.18075084686279297
twelfth,0.15862415730953217,0.323978066444397,0.36835214495658875,0.19112762808799744,0.26390185952186584,0.36835214495658875,0.12548469007015228,0.15446101129055023,0.36835214495658875,0.2912997603416443,0.2841370701789856,0.07638096809387207
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2598535418510437,0.43859338760375977,0.5171257257461548,0.32327917218208313,0.24003387987613678,0.20544172823429108
final,0.20972409844398499,0.23547481000423431,0.3543182611465454,0.1660548746585846,0.24563951790332794,0.3543182611465454,0.17132800817489624,0.24793905019760132,0.3543182611465454,0.19789306819438934,0.23155005276203156,0.17315025627613068
incarnation,0.2737259864807129,0.27158328890800476,0.3089248239994049,0.27889466285705566,0.28596875071525574,0.3089248239994049,0.15238462388515472,0.19722576439380646,0.3089248239994049,0.2832340896129608,0.32561782002449036,0.20495687425136566
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2543811500072479,0.41390106081962585,0.5934505462646484,0.28922876715660095,0.2625799775123596,0.4130953550338745
