,how,would,one,create,an,empire,by,means,of,imperialism,?
's,-0.026164190843701363,0.036968596279621124,0.06913424283266068,0.04883107915520668,0.025255560874938965,-0.011798231862485409,-0.010884488001465797,0.047105882316827774,-0.03817026689648628,0.00493214325979352,-0.023395681753754616
lands,0.07672382891178131,0.22427783906459808,0.158054381608963,0.16253070533275604,0.13327999413013458,0.34306687116622925,0.23103667795658112,0.19379514455795288,0.2730972170829773,0.20495085418224335,0.10082722455263138
and,0.33647966384887695,0.34921059012413025,0.42438167333602905,0.290901243686676,0.2838519215583801,0.27479609847068787,0.4289871156215668,0.25371095538139343,0.5116966962814331,0.19073538482189178,0.20544172823429108
therefore,0.4215601980686188,0.575452446937561,0.43307796120643616,0.335055947303772,0.23727720975875854,0.18639035522937775,0.2611038386821747,0.40704110264778137,0.4106575846672058,0.22479674220085144,0.3325358033180237
increasing,0.3017575442790985,0.3102613389492035,0.2172393649816513,0.28691577911376953,0.26877474784851074,0.22532477974891663,0.23900435864925385,0.25015988945961,0.3524707853794098,0.2218000888824463,0.0681626945734024
its,0.22449488937854767,0.27556702494621277,0.42848992347717285,0.20573648810386658,0.28139030933380127,0.22907911241054535,0.24398943781852722,0.309122234582901,0.48690423369407654,0.17395292222499847,0.15103481709957123
own,0.3035697042942047,0.3645094633102417,0.34935763478279114,0.3432551622390747,0.1993594467639923,0.20316775143146515,0.2755888104438782,0.20618997514247894,0.3269667625427246,0.19862590730190277,0.1937696635723114
dominance,0.2081659436225891,0.23042680323123932,0.24316567182540894,0.16604571044445038,0.17261739075183868,0.3135855197906494,0.20267850160598755,0.2639865279197693,0.3554438352584839,0.2979675531387329,0.08315658569335938
.,0.3287222981452942,0.35067233443260193,0.4123194217681885,0.2916513681411743,0.3581749200820923,0.2811720371246338,0.3936232924461365,0.18089891970157623,0.5352458953857422,0.22279119491577148,0.4130953550338745
,how,would,one,create,an,empire,by,means,of,imperialism,?
although,0.26196205615997314,0.3708789050579071,0.2869947850704193,0.17912153899669647,0.25058484077453613,0.18102121353149414,0.2373359203338623,0.23085415363311768,0.3024747669696808,0.15906426310539246,0.15541206300258636
imperialism,0.19419045746326447,0.23777715861797333,0.19011688232421875,0.22157476842403412,0.14707738161087036,0.43987444043159485,0.21250218152999878,0.180331289768219,0.29240643978118896,1.0,0.14998586475849152
and,0.33647966384887695,0.34921059012413025,0.42438167333602905,0.290901243686676,0.2838519215583801,0.27479609847068787,0.4289871156215668,0.25371095538139343,0.5116966962814331,0.19073538482189178,0.20544172823429108
colonialism,0.18853160738945007,0.18923412263393402,0.18090298771858215,0.20715928077697754,0.1578160524368286,0.38845744729042053,0.1683255285024643,0.22142089903354645,0.2704770565032959,0.6857813596725464,0.1519109606742859
focus,0.3044455051422119,0.30618366599082947,0.25486552715301514,0.3281095623970032,0.19966992735862732,0.16388384997844696,0.16751927137374878,0.16590003669261932,0.2428540587425232,0.1897483617067337,0.23925252258777618
on,0.32655060291290283,0.35589995980262756,0.3601475656032562,0.23459671437740326,0.3192969560623169,0.1508585810661316,0.33887791633605957,0.1561586558818817,0.3966929316520691,0.09501302242279053,0.2714994251728058
the,0.33890387415885925,0.4133751392364502,0.5514441132545471,0.25265660881996155,0.4207492768764496,0.32532164454460144,0.4408751428127289,0.32225894927978516,0.733189046382904,0.2716025412082672,0.22068053483963013
suppression,0.234552800655365,0.23074336349964142,0.16090156137943268,0.26627105474472046,0.2604045271873474,0.23047558963298798,0.23982682824134827,0.22919639945030212,0.27184441685676575,0.327507883310318,0.21017272770404816
of,0.2480744868516922,0.3353942930698395,0.4999135136604309,0.23675619065761566,0.32280945777893066,0.30522286891937256,0.3646814823150635,0.29942914843559265,1.0,0.29240643978118896,0.1826142966747284
an,0.2520636022090912,0.2650099992752075,0.2829729914665222,0.23360596597194672,1.0,0.16588738560676575,0.2719563841819763,0.256989985704422,0.32280945777893066,0.14707738161087036,0.19793890416622162
other,0.3591516315937042,0.37565508484840393,0.45956575870513916,0.30625778436660767,0.1556563824415207,0.17392708361148834,0.3321913778781891,0.2498726099729538,0.38583824038505554,0.19548238813877106,0.24682199954986572
",",0.22659391164779663,0.32586824893951416,0.3696635365486145,0.2240353375673294,0.3581022024154663,0.27646857500076294,0.3680937886238098,0.24041147530078888,0.4946078956127167,0.2420617640018463,0.31091248989105225
if,0.4917012155056,0.5543612837791443,0.37931159138679504,0.38997647166252136,0.26347705721855164,0.14560888707637787,0.2429230511188507,0.34415021538734436,0.2557544410228729,0.11871486157178879,0.4441644251346588
colonialism,0.18853160738945007,0.18923412263393402,0.18090298771858215,0.20715928077697754,0.1578160524368286,0.38845744729042053,0.1683255285024643,0.22142089903354645,0.2704770565032959,0.6857813596725464,0.1519109606742859
refers,0.20522667467594147,0.16494479775428772,0.21445977687835693,0.2345975935459137,0.20129938423633575,0.14132684469223022,0.22862586379051208,0.5175066590309143,0.341296911239624,0.18211112916469574,0.07924893498420715
to,0.44169697165489197,0.5965728163719177,0.4025384783744812,0.41124165058135986,0.3138085603713989,0.21448755264282227,0.33534231781959534,0.2301892638206482,0.41548454761505127,0.21685542166233063,0.29463258385658264
the,0.33890387415885925,0.4133751392364502,0.5514441132545471,0.25265660881996155,0.4207492768764496,0.32532164454460144,0.4408751428127289,0.32225894927978516,0.733189046382904,0.2716025412082672,0.22068053483963013
process,0.36973291635513306,0.25880488753318787,0.2058241218328476,0.2906109392642975,0.1907106339931488,0.10765713453292847,0.2115318775177002,0.2859896719455719,0.23962904512882233,0.1566760092973709,0.2460896074771881
of,0.2480744868516922,0.3353942930698395,0.4999135136604309,0.23675619065761566,0.32280945777893066,0.30522286891937256,0.3646814823150635,0.29942914843559265,1.0,0.29240643978118896,0.1826142966747284
a,0.29312583804130554,0.398599237203598,0.4910551905632019,0.3041161596775055,0.44552403688430786,0.1900206059217453,0.32094135880470276,0.34418490529060364,0.5052502155303955,0.17335295677185059,0.23916715383529663
country,0.17206698656082153,0.19528944790363312,0.26064035296440125,0.20610375702381134,0.19811232388019562,0.2728447914123535,0.24224938452243805,0.20542795956134796,0.28866857290267944,0.2708059251308441,0.12647280097007751
taking,0.23024597764015198,0.3150840401649475,0.2955847382545471,0.18769307434558868,0.179172545671463,0.18625938892364502,0.19618463516235352,0.22596648335456848,0.29240402579307556,0.12744517624378204,0.19960761070251465
physical,0.3465515077114105,0.19919970631599426,0.1999657303094864,0.18780581653118134,0.199143648147583,0.17539618909358978,0.20059843361377716,0.13165254890918732,0.3124530017375946,0.1680603325366974,0.11781801283359528
control,0.27268826961517334,0.2068130522966385,0.2762129008769989,0.2530292868614197,0.15528884530067444,0.27420011162757874,0.2360290139913559,0.21824975311756134,0.2817542552947998,0.16404078900814056,0.1620711386203766
of,0.2480744868516922,0.3353942930698395,0.4999135136604309,0.23675619065761566,0.32280945777893066,0.30522286891937256,0.3646814823150635,0.29942914843559265,1.0,0.29240643978118896,0.1826142966747284
another,0.34821072220802307,0.4498668909072876,0.5444791913032532,0.2991199493408203,0.47266486287117004,0.13368630409240723,0.36873918771743774,0.3136116564273834,0.38147079944610596,0.2240806370973587,0.295511931180954
",",0.22659391164779663,0.32586824893951416,0.3696635365486145,0.2240353375673294,0.3581022024154663,0.27646857500076294,0.3680937886238098,0.24041147530078888,0.4946078956127167,0.2420617640018463,0.31091248989105225
imperialism,0.19419045746326447,0.23777715861797333,0.19011688232421875,0.22157476842403412,0.14707738161087036,0.43987444043159485,0.21250218152999878,0.180331289768219,0.29240643978118896,1.0,0.14998586475849152
refers,0.20522667467594147,0.16494479775428772,0.21445977687835693,0.2345975935459137,0.20129938423633575,0.14132684469223022,0.22862586379051208,0.5175066590309143,0.341296911239624,0.18211112916469574,0.07924893498420715
to,0.44169697165489197,0.5965728163719177,0.4025384783744812,0.41124165058135986,0.3138085603713989,0.21448755264282227,0.33534231781959534,0.2301892638206482,0.41548454761505127,0.21685542166233063,0.29463258385658264
the,0.33890387415885925,0.4133751392364502,0.5514441132545471,0.25265660881996155,0.4207492768764496,0.32532164454460144,0.4408751428127289,0.32225894927978516,0.733189046382904,0.2716025412082672,0.22068053483963013
political,0.1886202096939087,0.21712204813957214,0.24292153120040894,0.1999947875738144,0.20845253765583038,0.23654232919216156,0.22635963559150696,0.11567234992980957,0.27319738268852234,0.4096531569957733,0.17130474746227264
and,0.33647966384887695,0.34921059012413025,0.42438167333602905,0.290901243686676,0.2838519215583801,0.27479609847068787,0.4289871156215668,0.25371095538139343,0.5116966962814331,0.19073538482189178,0.20544172823429108
monetary,0.21736714243888855,0.24589744210243225,0.22620947659015656,0.15063954889774323,0.13299910724163055,0.25719207525253296,0.16981840133666992,0.16138920187950134,0.24208438396453857,0.3517012596130371,0.12205808609724045
dominance,0.2081659436225891,0.23042680323123932,0.24316567182540894,0.16604571044445038,0.17261739075183868,0.3135855197906494,0.20267850160598755,0.2639865279197693,0.3554438352584839,0.2979675531387329,0.08315658569335938
",",0.22659391164779663,0.32586824893951416,0.3696635365486145,0.2240353375673294,0.3581022024154663,0.27646857500076294,0.3680937886238098,0.24041147530078888,0.4946078956127167,0.2420617640018463,0.31091248989105225
either,0.35004037618637085,0.4276939034461975,0.3879270851612091,0.35126569867134094,0.23698745667934418,0.1290925145149231,0.2713143825531006,0.34535080194473267,0.24225673079490662,0.14791004359722137,0.31498292088508606
formally,0.131130650639534,0.2725960910320282,0.22482888400554657,0.1334061324596405,0.21778328716754913,0.2387724220752716,0.3241901695728302,0.2524670660495758,0.3022876977920532,0.2723037898540497,0.1371411830186844
or,0.3378981947898865,0.39548179507255554,0.4022330939769745,0.36818256974220276,0.3096676766872406,0.17538774013519287,0.30274316668510437,0.5554915070533752,0.3792596757411957,0.16436384618282318,0.32389625906944275
informally,0.2335585653781891,0.27517518401145935,0.3201187551021576,0.1158452033996582,0.23369699716567993,0.22507323324680328,0.3327978551387787,0.24666203558444977,0.2887265980243683,0.2407306730747223,0.15135891735553741
.,0.3287222981452942,0.35067233443260193,0.4123194217681885,0.2916513681411743,0.3581749200820923,0.2811720371246338,0.3936232924461365,0.18089891970157623,0.5352458953857422,0.22279119491577148,0.4130953550338745
