,what,theologian,differed,in,views,about,the,soul,from,luther,?
soul,0.23502515256404877,0.19755686819553375,0.11845966428518295,0.1501491367816925,0.1666911542415619,0.18182019889354706,0.2054273635149002,1.0000001192092896,0.1587420552968979,0.1514018028974533,0.2029775083065033
after,0.21973377466201782,0.13264045119285583,0.21027562022209167,0.44050168991088867,0.10078383982181549,0.2603839039802551,0.4565047025680542,0.15610353648662567,0.4051513373851776,0.17198127508163452,0.16608688235282898
death,0.2267695665359497,0.22394463419914246,0.11729127168655396,0.18743370473384857,0.15755915641784668,0.148330956697464,0.21438048779964447,0.25791794061660767,0.22335824370384216,0.15764257311820984,0.21149799227714539
differed,0.26699453592300415,0.17490534484386444,1.0,0.24019546806812286,0.24268461763858795,0.19965210556983948,0.331279993057251,0.11845966428518295,0.21175241470336914,0.13669714331626892,0.1626558005809784
from,0.2737620174884796,0.16357286274433136,0.21175241470336914,0.4274188280105591,0.2086656540632248,0.3421173691749573,0.40150508284568787,0.1587420552968979,1.0,0.10716932266950607,0.19969791173934937
the,0.42745697498321533,0.15342873334884644,0.331279993057251,0.6662389636039734,0.23137402534484863,0.37995871901512146,1.0,0.2054273635149002,0.40150508284568787,0.1759674996137619,0.22068053483963013
later,0.2517229914665222,0.21527522802352905,0.2998020052909851,0.40857815742492676,0.16263726353645325,0.2730913460254669,0.4060266613960266,0.21788732707500458,0.34398579597473145,0.23796728253364563,0.1417175978422165
lutheran,0.195865198969841,0.5096589922904968,0.19303645193576813,0.2489040344953537,0.2243201732635498,0.17368723452091217,0.20315466821193695,0.14089839160442352,0.2077496498823166,0.7014965415000916,0.1752520203590393
theologians,0.30328840017318726,0.8741970658302307,0.22936247289180756,0.16565491259098053,0.3605342507362366,0.2421760857105255,0.17993895709514618,0.21481624245643616,0.16984890401363373,0.3866529166698456,0.1817215532064438
such,0.23989605903625488,0.11633837223052979,0.2119993418455124,0.2704046070575714,0.1739213764667511,0.24973522126674652,0.3575236201286316,0.195319265127182,0.24813218414783478,0.09043191373348236,0.17851735651493073
as,0.31749409437179565,0.17915284633636475,0.22984959185123444,0.3887844979763031,0.20329707860946655,0.2989700436592102,0.48381632566452026,0.207097589969635,0.3251767158508301,0.20242992043495178,0.27043893933296204
johann,0.14257463812828064,0.42663875222206116,0.15210480988025665,0.1748005747795105,0.15737953782081604,0.13302192091941833,0.1716882735490799,0.13894842565059662,0.15529553592205048,0.3837730586528778,0.1194499209523201
gerhard,0.12389631569385529,0.34448790550231934,0.09537224471569061,0.2328217476606369,0.13112719357013702,0.1327926218509674,0.21128351986408234,0.097823865711689,0.14406947791576385,0.3278326392173767,0.11956482380628586
.,0.3567904531955719,0.20556409657001495,0.1759626567363739,0.5591574311256409,0.2603122889995575,0.42038556933403015,0.5934505462646484,0.22981950640678406,0.41536515951156616,0.24907569587230682,0.4130953550338745
