,in,august,1994,",",what,toledo,",",ohio,affiliate,did,abc,purchase,?
with,0.4080928862094879,0.1911354959011078,-0.037005599588155746,0.4120737314224243,0.2464839518070221,0.23781469464302063,0.4120737314224243,0.19753271341323853,0.24708415567874908,0.25472134351730347,0.17432008683681488,0.20768877863883972,0.2433311939239502
abc,0.1697147786617279,0.1717352569103241,-0.004996607080101967,0.2097204476594925,0.1317344456911087,0.23846957087516785,0.2097204476594925,0.17616164684295654,0.2614424228668213,0.13353709876537323,1.0000001192092896,0.2114780843257904,0.19065172970294952
from,0.4274188280105591,0.23848767578601837,0.04213053360581398,0.39760664105415344,0.2737620174884796,0.21394973993301392,0.39760664105415344,0.24908196926116943,0.1698518693447113,0.20248863101005554,0.12159302085638046,0.2239561676979065,0.19969791173934937
1958,0.03953266516327858,-0.12212774902582169,-0.17295637726783752,0.04944115877151489,0.05193012207746506,0.011376047506928444,0.04944115877151489,-0.010371251963078976,-0.07835416495800018,0.05006914213299751,-0.041616421192884445,0.025959361344575882,0.009362862445414066
to,0.45010748505592346,0.2269229143857956,0.0856473445892334,0.44245919585227966,0.455847829580307,0.2084188014268875,0.44245919585227966,0.1818198561668396,0.23261301219463348,0.4452643394470215,0.1762417107820511,0.2556370198726654,0.29463258385658264
1970,0.052265819162130356,0.13412459194660187,-0.007948402315378189,0.10338303446769714,-0.04533620923757553,0.022335436195135117,0.10338303446769714,0.011994621716439724,-0.023075193166732788,0.019275525584816933,-0.1339404284954071,-0.0978032723069191,-0.007446378003805876
),0.3326910734176636,0.38796302676200867,0.10327751189470291,0.63033527135849,0.26259949803352356,0.24582484364509583,0.63033527135849,0.17592918872833252,0.19913357496261597,0.18584993481636047,0.18381085991859436,0.10828196257352829,0.42300865054130554
from,0.4274188280105591,0.23848767578601837,0.04213053360581398,0.39760664105415344,0.2737620174884796,0.21394973993301392,0.39760664105415344,0.24908196926116943,0.1698518693447113,0.20248863101005554,0.12159302085638046,0.2239561676979065,0.19969791173934937
sjl,0.17842283844947815,0.2393137514591217,-0.11246787756681442,0.27890464663505554,0.21692359447479248,0.2474295198917389,0.27890464663505554,0.11944078654050827,0.2035372406244278,0.11324982345104218,0.1682288497686386,0.05106797441840172,0.3800693452358246
broadcast,0.26723843812942505,0.23862677812576294,0.06637926399707794,0.24917922914028168,0.17857211828231812,0.1909257024526596,0.24917922914028168,0.15738175809383392,0.3083362877368927,0.17054221034049988,0.4876510202884674,0.2233014553785324,0.15760008990764618
management,0.2783967852592468,0.11801821738481522,0.0006680401274934411,0.24724458158016205,0.180610790848732,0.08207526057958603,0.24724458158016205,0.1516512632369995,0.18286553025245667,0.116518035531044,0.13873222470283508,0.27890273928642273,0.15866325795650482
",",0.5201468467712402,0.4532424807548523,0.14125534892082214,1.0000001192092896,0.3087472915649414,0.2618800699710846,1.0000001192092896,0.21788300573825836,0.20519042015075684,0.3015086054801941,0.2097204476594925,0.220005065202713,0.31091248989105225
with,0.4080928862094879,0.1911354959011078,-0.037005599588155746,0.4120737314224243,0.2464839518070221,0.23781469464302063,0.4120737314224243,0.19753271341323853,0.24708415567874908,0.25472134351730347,0.17432008683681488,0.20768877863883972,0.2433311939239502
the,0.6662389636039734,0.22689028084278107,-0.03378653898835182,0.4933079481124878,0.42745697498321533,0.25020772218704224,0.4933079481124878,0.24653035402297974,0.2278994768857956,0.34736719727516174,0.2068762183189392,0.242343470454216,0.22068053483963013
latter,0.27519580721855164,0.13393999636173248,-0.04783535376191139,0.2972133159637451,0.25606152415275574,0.12839490175247192,0.2972133159637451,0.16061516106128693,0.17605987191200256,0.18721601366996765,0.09004172682762146,0.13655264675617218,0.12733961641788483
switching,0.2414494752883911,0.19070161879062653,-0.022877728566527367,0.2805156409740448,0.24737738072872162,0.10383794456720352,0.2805156409740448,0.1624983549118042,0.23753052949905396,0.17849217355251312,0.1658063530921936,0.2328391969203949,0.2115880399942398
to,0.45010748505592346,0.2269229143857956,0.0856473445892334,0.44245919585227966,0.455847829580307,0.2084188014268875,0.44245919585227966,0.1818198561668396,0.23261301219463348,0.4452643394470215,0.1762417107820511,0.2556370198726654,0.29463258385658264
abc,0.1697147786617279,0.1717352569103241,-0.004996607080101967,0.2097204476594925,0.1317344456911087,0.23846957087516785,0.2097204476594925,0.17616164684295654,0.2614424228668213,0.13353709876537323,1.0000001192092896,0.2114780843257904,0.19065172970294952
once,0.33631399273872375,0.18801367282867432,0.004847760312259197,0.32163992524147034,0.38428619503974915,0.08199891448020935,0.32163992524147034,0.11092514544725418,0.1451428383588791,0.2475058138370514,0.1256604939699173,0.27606716752052307,0.17750471830368042
its,0.3793783485889435,0.15809571743011475,-0.12015802413225174,0.33157986402511597,0.30393704771995544,0.1750720888376236,0.33157986402511597,0.21266832947731018,0.14879879355430603,0.19922670722007751,0.19045390188694,0.2338007539510727,0.15103481709957123
contract,0.20341484248638153,0.17170900106430054,0.10823647677898407,0.20806868374347687,0.2276902049779892,0.1096753254532814,0.20806868374347687,0.1325421780347824,0.31736597418785095,0.24713465571403503,0.18900540471076965,0.3562477231025696,0.12573233246803284
with,0.4080928862094879,0.1911354959011078,-0.037005599588155746,0.4120737314224243,0.2464839518070221,0.23781469464302063,0.4120737314224243,0.19753271341323853,0.24708415567874908,0.25472134351730347,0.17432008683681488,0.20768877863883972,0.2433311939239502
nbc,0.19303210079669952,0.17644456028938293,0.002679385244846344,0.17508727312088013,0.1638578325510025,0.196621835231781,0.17508727312088013,0.23791679739952087,0.36874687671661377,0.1728760302066803,0.63486248254776,0.20804260671138763,0.1680917739868164
expired,0.16136841475963593,0.2731557786464691,0.09932687878608704,0.20312726497650146,0.19969679415225983,0.12992702424526215,0.20312726497650146,0.14408646523952484,0.15546315908432007,0.2535422444343567,0.1937212496995926,0.4133879542350769,0.22768248617649078
two,0.36463531851768494,0.19593678414821625,-0.0688587874174118,0.35859420895576477,0.23363454639911652,0.15110458433628082,0.35859420895576477,0.22416304051876068,0.22714833915233612,0.2755576968193054,0.15247683227062225,0.17430201172828674,0.19645625352859497
months,0.27186378836631775,0.3222667872905731,0.10989461094141006,0.28694233298301697,0.24954822659492493,0.11904911696910858,0.28694233298301697,0.1304665207862854,0.16263629496097565,0.29584890604019165,0.1686926782131195,0.12608377635478973,0.2804218530654907
after,0.44050168991088867,0.31287452578544617,0.0566662959754467,0.38860568404197693,0.21973377466201782,0.1753736287355423,0.38860568404197693,0.22546528279781342,0.1914171427488327,0.30330467224121094,0.20314010977745056,0.15321393311023712,0.16608688235282898
the,0.6662389636039734,0.22689028084278107,-0.03378653898835182,0.4933079481124878,0.42745697498321533,0.25020772218704224,0.4933079481124878,0.24653035402297974,0.2278994768857956,0.34736719727516174,0.2068762183189392,0.242343470454216,0.22068053483963013
purchase,0.18969708681106567,0.1312931478023529,0.07709477096796036,0.220005065202713,0.1781352013349533,0.20443838834762573,0.220005065202713,0.2509464919567108,0.2376389354467392,0.22546830773353577,0.2114780843257904,1.0,0.07106894254684448
was,0.45514053106307983,0.42620858550071716,0.1360125094652176,0.45456063747406006,0.22111038863658905,0.2064986228942871,0.45456063747406006,0.207236185669899,0.12387846410274506,0.41399896144866943,0.21565799415111542,0.20900961756706238,0.18412111699581146
finalized,0.2745321989059448,0.16607864201068878,0.06003277376294136,0.24800807237625122,0.15837353467941284,0.2903726398944855,0.24800807237625122,0.20149394869804382,0.13771122694015503,0.2609056234359741,0.22688715159893036,0.268401175737381,0.15755558013916016
in,1.0,0.24307909607887268,0.007567534223198891,0.5201468467712402,0.30808621644973755,0.17052572965621948,0.5201468467712402,0.2508675754070282,0.2081480771303177,0.2593238651752472,0.1697147786617279,0.18969708681106567,0.20430970191955566
early,0.34672921895980835,0.24015575647354126,0.08237342536449432,0.3022546172142029,0.2454567849636078,0.1492166370153427,0.3022546172142029,0.23454385995864868,0.12399664521217346,0.32047218084335327,0.17947594821453094,0.24945995211601257,0.15272949635982513
1995,-0.06584297865629196,0.11261480301618576,0.7823901772499084,0.03718609735369682,0.13580629229545593,0.0010352935642004013,0.03718609735369682,-0.037644557654857635,-0.0024225276429206133,0.16752305626869202,-0.06231584772467613,-0.011991173960268497,0.14293554425239563
.,0.5591574311256409,0.3784620463848114,0.08958379179239273,0.6812511086463928,0.3567904531955719,0.26632213592529297,0.6812511086463928,0.2659587562084198,0.19002677500247955,0.35288307070732117,0.2567209303379059,0.21300923824310303,0.4130953550338745
