,what,florida,stadium,was,considered,for,super,bowl,50,?
',0.3245812654495239,0.15454894304275513,0.17962510883808136,0.33675912022590637,0.2726886570453644,0.31184524297714233,0.17380782961845398,0.10706733912229538,0.017068088054656982,0.330942302942276
mercedes-benz,0.15212507545948029,0.15517599880695343,0.22348326444625854,0.2598739266395569,0.13393113017082214,0.2308574914932251,0.20391908288002014,0.09357385337352753,0.02235935628414154,0.20224438607692719
superdome,0.13333910703659058,0.273422509431839,0.4002038836479187,0.27980396151542664,0.13850755989551544,0.23544606566429138,0.5794023275375366,0.39185452461242676,0.11676210910081863,0.10737294703722
",",0.3087472915649414,0.21896368265151978,0.2056228220462799,0.45456063747406006,0.32932984828948975,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
miami,0.1000966876745224,0.6058956980705261,0.2434653639793396,0.22150732576847076,0.10442089289426804,0.19339090585708618,0.27029719948768616,0.3255155682563782,0.12948407232761383,0.14054250717163086
's,0.02692362666130066,0.03644531965255737,0.06718146800994873,0.008974763564765453,0.03146931901574135,-0.07241261005401611,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
sun,0.207769975066185,0.15215042233467102,0.14790156483650208,0.20506168901920319,0.14005103707313538,0.1499021351337433,0.19575519859790802,0.1716381013393402,0.10816854238510132,0.1497713327407837
life,0.24693015217781067,0.17765775322914124,0.10503630340099335,0.22970539331436157,0.2612443268299103,0.244698166847229,0.11999484151601791,0.12527509033679962,0.035228993743658066,0.21677987277507782
stadium,0.12456028908491135,0.19814632833003998,1.0,0.20318599045276642,0.10063856095075607,0.18393352627754211,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
",",0.3087472915649414,0.21896368265151978,0.2056228220462799,0.45456063747406006,0.32932984828948975,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.31309178471565247,0.22456413507461548,0.11777293682098389,0.3740963041782379,0.3359341621398926,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
the,0.42745697498321533,0.24091358482837677,0.21145665645599365,0.48711544275283813,0.4028765559196472,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
san,0.19375550746917725,0.30756255984306335,0.2035229355096817,0.2675222158432007,0.16822238266468048,0.21004900336265564,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.10952327400445938
francisco,0.17887917160987854,0.2813062071800232,0.21494066715240479,0.24025709927082062,0.12724989652633667,0.2142373025417328,0.1658499836921692,0.20152677595615387,-0.012375159189105034,0.1020219698548317
bay,0.20251236855983734,0.3286606967449188,0.22726500034332275,0.18626409769058228,0.12637114524841309,0.16755102574825287,0.12241406738758087,0.1972428411245346,-0.04651472717523575,0.10773546993732452
area,0.21965408325195312,0.2439051866531372,0.22079673409461975,0.24981513619422913,0.17678549885749817,0.20941852033138275,0.09147491306066513,0.19680163264274597,0.004881815519183874,0.12640461325645447
's,0.02692362666130066,0.03644531965255737,0.06718146800994873,0.008974763564765453,0.03146931901574135,-0.07241261005401611,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
levi,0.13056978583335876,0.17173466086387634,0.16388165950775146,0.22001278400421143,0.1077595055103302,0.16166196763515472,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.09252339601516724
's,0.02692362666130066,0.03644531965255737,0.06718146800994873,0.008974763564765453,0.03146931901574135,-0.07241261005401611,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
stadium,0.12456028908491135,0.19814632833003998,1.0,0.20318599045276642,0.10063856095075607,0.18393352627754211,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
.,0.3567904531955719,0.23988212645053864,0.1958179920911789,0.40146201848983765,0.29356086254119873,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
