,do,the,u.s.,flags,on,the,moon,still,have,their,original,coloring,or,were,they,faded,due,to,the,sun,?
during,0.1831897497177124,0.4838213622570038,0.027661997824907303,0.20061980187892914,0.3347817361354828,0.4838213622570038,0.14574238657951355,0.3010420501232147,0.27574852108955383,0.3022443354129791,0.17226530611515045,0.22153574228286743,0.2425481230020523,0.4064035415649414,0.31528279185295105,0.262594610452652,0.2717488408088684,0.2828781306743622,0.4838213622570038,0.20004138350486755,0.1325719803571701
the,0.30239659547805786,1.0,0.06592652946710587,0.2511677145957947,0.5107308030128479,1.0,0.23613092303276062,0.40142056345939636,0.40389683842658997,0.516537070274353,0.4037000238895416,0.26613783836364746,0.4174870550632477,0.3906462490558624,0.49925389885902405,0.30871185660362244,0.22577603161334991,0.535392165184021,1.0,0.258540540933609,0.22068053483963013
apollo,0.1289757341146469,0.2169172167778015,0.0188660379499197,0.04310046508908272,0.16069947183132172,0.2169172167778015,0.512973427772522,0.15614260733127594,0.14258214831352234,0.1484338790178299,0.16671626269817352,0.16228951513767242,0.13169844448566437,0.183358833193779,0.20052532851696014,0.20549996197223663,0.06371713429689407,0.23190522193908691,0.2169172167778015,0.2639937996864319,0.191528782248497
missions,0.17320935428142548,0.26288601756095886,0.0485873781144619,0.29201820492744446,0.2538504898548126,0.26288601756095886,0.30764681100845337,0.23899997770786285,0.2621607184410095,0.27426934242248535,0.16077257692813873,0.11643354594707489,0.21081945300102234,0.30557745695114136,0.2895657420158386,0.13038673996925354,0.17100569605827332,0.29123765230178833,0.26288601756095886,0.1636289656162262,0.21422071754932404
were,0.23274902999401093,0.3906462490558624,0.09215717762708664,0.19714027643203735,0.2774328887462616,0.3906462490558624,0.15599286556243896,0.352588027715683,0.5193349123001099,0.43277356028556824,0.27702075242996216,0.18525171279907227,0.3389680087566376,1.0000001192092896,0.5580583214759827,0.3285413980484009,0.17703603208065033,0.31913647055625916,0.3906462490558624,0.12194310873746872,0.17890112102031708
found,0.19611693918704987,0.3452354073524475,-0.11813616007566452,0.09467844665050507,0.2337699830532074,0.3452354073524475,0.18306861817836761,0.2696150541305542,0.32803434133529663,0.16267240047454834,0.10828924924135208,0.2156268209218979,0.22172152996063232,0.23296621441841125,0.3030489683151245,0.17990615963935852,0.15563172101974487,0.25225648283958435,0.3452354073524475,0.08419128507375717,0.16790300607681274
to,0.38876664638519287,0.535392165184021,0.09732837975025177,0.20655274391174316,0.41031414270401,0.535392165184021,0.17707908153533936,0.41205283999443054,0.4544740617275238,0.44619059562683105,0.30182456970214844,0.32137224078178406,0.38921234011650085,0.31913647055625916,0.5452046394348145,0.2234196960926056,0.35188060998916626,1.0,0.535392165184021,0.17790719866752625,0.29463258385658264
still,0.3387047350406647,0.40142056345939636,0.07374965399503708,0.27215179800987244,0.317820280790329,0.40142056345939636,0.17969228327274323,1.0,0.42502015829086304,0.31132903695106506,0.2526310384273529,0.24664270877838135,0.30148130655288696,0.352588027715683,0.4213801920413971,0.32017746567726135,0.25185471773147583,0.41205283999443054,0.40142056345939636,0.195219948887825,0.3039587736129761
be,0.36575672030448914,0.4248143136501312,-0.030090177431702614,0.22945553064346313,0.37900757789611816,0.4248143136501312,0.20152267813682556,0.4066932499408722,0.5760743618011475,0.3200586438179016,0.2519233524799347,0.3627966642379761,0.5260903835296631,0.4064064621925354,0.4858434796333313,0.2830410897731781,0.29785820841789246,0.4972836375236511,0.4248143136501312,0.18085776269435883,0.3324260413646698
standing,0.16914692521095276,0.32312217354774475,0.0180970411747694,0.2111012488603592,0.25366199016571045,0.32312217354774475,0.1659243106842041,0.33324483036994934,0.26985710859298706,0.2865380346775055,0.12056693434715271,0.18758657574653625,0.26025205850601196,0.21929143369197845,0.27215176820755005,0.21544916927814484,0.1227542981505394,0.2908179461956024,0.32312217354774475,0.18758709728717804,0.11972658336162567
",",0.3283645510673523,0.4933079481124878,0.030410487204790115,0.23576903343200684,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.35217106342315674,0.3541618287563324,0.3045167922973633,0.23508994281291962,0.2907177209854126,0.3769497275352478,0.36755475401878357,0.390799880027771,0.25271427631378174,0.3106630742549896,0.44245919585227966,0.4933079481124878,0.27459269762039185,0.31091248989105225
with,0.23744353652000427,0.4223487675189972,0.045639924705028534,0.15417508780956268,0.40749499201774597,0.4223487675189972,0.20192916691303253,0.29578447341918945,0.48046383261680603,0.4258328378200531,0.24073785543441772,0.3685130774974823,0.38158315420150757,0.3179011940956116,0.42091572284698486,0.2916813790798187,0.22345976531505585,0.4239959120750427,0.4223487675189972,0.15915165841579437,0.2433311939239502
the,0.30239659547805786,1.0,0.06592652946710587,0.2511677145957947,0.5107308030128479,1.0,0.23613092303276062,0.40142056345939636,0.40389683842658997,0.516537070274353,0.4037000238895416,0.26613783836364746,0.4174870550632477,0.3906462490558624,0.49925389885902405,0.30871185660362244,0.22577603161334991,0.535392165184021,1.0,0.258540540933609,0.22068053483963013
exception,0.31810638308525085,0.35692375898361206,0.05318630859255791,0.14650091528892517,0.25334203243255615,0.35692375898361206,0.1385999172925949,0.3565121293067932,0.40302401781082153,0.2513751685619354,0.19704529643058777,0.2195330411195755,0.30266639590263367,0.24174277484416962,0.3124738335609436,0.21669623255729675,0.2570955753326416,0.24867789447307587,0.35692375898361206,0.09909799695014954,0.2036404013633728
of,0.26150479912757874,0.733189046382904,0.011562774889171124,0.29490622878074646,0.3966929316520691,0.733189046382904,0.18815091252326965,0.3288819193840027,0.3802283704280853,0.4329940676689148,0.30228546261787415,0.2355513870716095,0.3792596757411957,0.34038281440734863,0.3426007330417633,0.18760055303573608,0.2533245384693146,0.41548454761505127,0.733189046382904,0.22858914732933044,0.1826142966747284
the,0.30239659547805786,1.0,0.06592652946710587,0.2511677145957947,0.5107308030128479,1.0,0.23613092303276062,0.40142056345939636,0.40389683842658997,0.516537070274353,0.4037000238895416,0.26613783836364746,0.4174870550632477,0.3906462490558624,0.49925389885902405,0.30871185660362244,0.22577603161334991,0.535392165184021,1.0,0.258540540933609,0.22068053483963013
one,0.26478132605552673,0.5514441132545471,0.07261612266302109,0.2870699465274811,0.3601475656032562,0.5514441132545471,0.21252870559692383,0.38286080956459045,0.4507926106452942,0.3991999328136444,0.35621145367622375,0.23460328578948975,0.4022330939769745,0.3453167676925659,0.4178827106952667,0.24859848618507385,0.19303388893604279,0.4025384783744812,0.5514441132545471,0.19948183000087738,0.2673267424106598
left,0.1755148321390152,0.33113980293273926,0.09375697374343872,0.08661766350269318,0.30747801065444946,0.33113980293273926,0.09804370254278183,0.24864540994167328,0.18994800746440887,0.22544988989830017,0.17050133645534515,0.1956782042980194,0.19077488780021667,0.2213863730430603,0.25060954689979553,0.2860763370990753,0.15052592754364014,0.2724500000476837,0.33113980293273926,0.11846204847097397,0.13251960277557373
during,0.1831897497177124,0.4838213622570038,0.027661997824907303,0.20061980187892914,0.3347817361354828,0.4838213622570038,0.14574238657951355,0.3010420501232147,0.27574852108955383,0.3022443354129791,0.17226530611515045,0.22153574228286743,0.2425481230020523,0.4064035415649414,0.31528279185295105,0.262594610452652,0.2717488408088684,0.2828781306743622,0.4838213622570038,0.20004138350486755,0.1325719803571701
the,0.30239659547805786,1.0,0.06592652946710587,0.2511677145957947,0.5107308030128479,1.0,0.23613092303276062,0.40142056345939636,0.40389683842658997,0.516537070274353,0.4037000238895416,0.26613783836364746,0.4174870550632477,0.3906462490558624,0.49925389885902405,0.30871185660362244,0.22577603161334991,0.535392165184021,1.0,0.258540540933609,0.22068053483963013
apollo,0.1289757341146469,0.2169172167778015,0.0188660379499197,0.04310046508908272,0.16069947183132172,0.2169172167778015,0.512973427772522,0.15614260733127594,0.14258214831352234,0.1484338790178299,0.16671626269817352,0.16228951513767242,0.13169844448566437,0.183358833193779,0.20052532851696014,0.20549996197223663,0.06371713429689407,0.23190522193908691,0.2169172167778015,0.2639937996864319,0.191528782248497
11,-0.013511378318071365,-0.0219515822827816,-0.13929955661296844,-0.10993468016386032,0.006688752211630344,-0.0219515822827816,0.05030500143766403,0.09789178520441055,0.051798705011606216,0.09494557231664658,-0.054357584565877914,0.1210869774222374,-0.055854715406894684,0.10968247801065445,0.16210773587226868,0.06304193288087845,0.017346974462270737,0.010993496514856815,-0.0219515822827816,0.024699697270989418,-0.04295448586344719
mission,0.12238521873950958,0.22673439979553223,-0.002929861657321453,0.22393541038036346,0.21317659318447113,0.22673439979553223,0.34793826937675476,0.16272535920143127,0.13836875557899475,0.15849071741104126,0.17074136435985565,0.06089171767234802,0.1320081651210785,0.16210246086120605,0.1754726767539978,0.08716536313295364,0.1258925199508667,0.26700642704963684,0.22673439979553223,0.13600067794322968,0.19506393373012543
",",0.3283645510673523,0.4933079481124878,0.030410487204790115,0.23576903343200684,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.35217106342315674,0.3541618287563324,0.3045167922973633,0.23508994281291962,0.2907177209854126,0.3769497275352478,0.36755475401878357,0.390799880027771,0.25271427631378174,0.3106630742549896,0.44245919585227966,0.4933079481124878,0.27459269762039185,0.31091248989105225
which,0.31153854727745056,0.6521818041801453,0.014487938955426216,0.2422771155834198,0.4245251417160034,0.6521818041801453,0.19790339469909668,0.4167596399784088,0.49652695655822754,0.4582767188549042,0.3607312738895416,0.3535873591899872,0.5105096101760864,0.2807837128639221,0.5165667533874512,0.2515418827533722,0.26323074102401733,0.5345056653022766,0.6521818041801453,0.22637568414211273,0.25814583897590637
was,0.11523093283176422,0.48711544275283813,0.06837434321641922,0.13442228734493256,0.3909217119216919,0.48711544275283813,0.18183675408363342,0.3328092098236084,0.2863433063030243,0.2396296262741089,0.32203906774520874,0.15845875442028046,0.2330796718597412,0.590133786201477,0.3300964832305908,0.36080294847488403,0.29011407494544983,0.3636345863342285,0.48711544275283813,0.20506168901920319,0.18412111699581146
blown,0.1663496494293213,0.22228285670280457,-0.051975250244140625,0.235184907913208,0.18990592658519745,0.22228285670280457,0.25538814067840576,0.26648443937301636,0.27849864959716797,0.12187705188989639,0.1756705641746521,0.2623073160648346,0.24616765975952148,0.19192911684513092,0.1614902764558792,0.3689514994621277,0.25576016306877136,0.21076038479804993,0.22228285670280457,0.21148335933685303,0.17381517589092255
over,0.22620153427124023,0.39856547117233276,0.07138299196958542,0.2543090879917145,0.39810362458229065,0.39856547117233276,0.10991164296865463,0.3923878073692322,0.41283175349235535,0.3300269544124603,0.23069919645786285,0.161261647939682,0.30238664150238037,0.30589473247528076,0.29507914185523987,0.2934718430042267,0.2075299322605133,0.38635820150375366,0.39856547117233276,0.17787817120552063,0.25742942094802856
during,0.1831897497177124,0.4838213622570038,0.027661997824907303,0.20061980187892914,0.3347817361354828,0.4838213622570038,0.14574238657951355,0.3010420501232147,0.27574852108955383,0.3022443354129791,0.17226530611515045,0.22153574228286743,0.2425481230020523,0.4064035415649414,0.31528279185295105,0.262594610452652,0.2717488408088684,0.2828781306743622,0.4838213622570038,0.20004138350486755,0.1325719803571701
that,0.44533252716064453,0.5473989248275757,0.006652553100138903,0.22071339190006256,0.42569106817245483,0.5473989248275757,0.28123724460601807,0.5191669464111328,0.6182622313499451,0.4266771972179413,0.326194703578949,0.3426038920879364,0.4729836881160736,0.35517072677612305,0.5710820555686951,0.30324745178222656,0.2827286720275879,0.5436353087425232,0.5473989248275757,0.2795715630054474,0.32716336846351624
mission,0.12238521873950958,0.22673439979553223,-0.002929861657321453,0.22393541038036346,0.21317659318447113,0.22673439979553223,0.34793826937675476,0.16272535920143127,0.13836875557899475,0.15849071741104126,0.17074136435985565,0.06089171767234802,0.1320081651210785,0.16210246086120605,0.1754726767539978,0.08716536313295364,0.1258925199508667,0.26700642704963684,0.22673439979553223,0.13600067794322968,0.19506393373012543
's,-0.01994597539305687,-0.01540423184633255,-0.015024582855403423,0.06487821787595749,0.0026888418942689896,-0.01540423184633255,0.0421946756541729,0.033143531531095505,-0.02807004563510418,-0.005530759692192078,0.0564689077436924,-0.0033949348144233227,0.06871571391820908,0.007088581565767527,0.03738465905189514,0.03225827217102051,0.03925589844584465,0.03782717138528824,-0.01540423184633255,0.018280325457453728,-0.023395681753754616
lift-off,0.20925790071487427,0.24636231362819672,-0.004110345151275396,0.2080497145652771,0.29506880044937134,0.24636231362819672,0.2135787159204483,0.21000145375728607,0.2782125174999237,0.2503194808959961,0.17394398152828217,0.21319030225276947,0.22442995011806488,0.1941516101360321,0.24506042897701263,0.19529564678668976,0.23076313734054565,0.2904466688632965,0.24636231362819672,0.15610431134700775,0.19147606194019318
from,0.20424067974090576,0.40150508284568787,0.11246796697378159,0.16838084161281586,0.36926645040512085,0.40150508284568787,0.1715833693742752,0.23355193436145782,0.30702701210975647,0.3038119673728943,0.233787402510643,0.2242516726255417,0.31242018938064575,0.29991888999938965,0.3321932256221771,0.22967922687530518,0.2898779809474945,0.4069952368736267,0.40150508284568787,0.2123607099056244,0.19969791173934937
the,0.30239659547805786,1.0,0.06592652946710587,0.2511677145957947,0.5107308030128479,1.0,0.23613092303276062,0.40142056345939636,0.40389683842658997,0.516537070274353,0.4037000238895416,0.26613783836364746,0.4174870550632477,0.3906462490558624,0.49925389885902405,0.30871185660362244,0.22577603161334991,0.535392165184021,1.0,0.258540540933609,0.22068053483963013
lunar,0.1133490577340126,0.23309995234012604,-0.1384325474500656,0.10377345979213715,0.22814977169036865,0.23309995234012604,0.6080004572868347,0.1609923094511032,0.16943895816802979,0.16495643556118011,0.17148303985595703,0.15786363184452057,0.16849678754806519,0.19600282609462738,0.19410352408885956,0.17540332674980164,0.13865694403648376,0.15437743067741394,0.23309995234012604,0.3013477623462677,0.1628302037715912
surface,0.17361098527908325,0.2555135488510132,-0.08647723495960236,0.15303494036197662,0.2674844264984131,0.2555135488510132,0.3550443947315216,0.2403755486011505,0.24156825244426727,0.17626304924488068,0.15779513120651245,0.30888044834136963,0.30729761719703674,0.16185584664344788,0.20324218273162842,0.21333912014961243,0.238958939909935,0.23727688193321228,0.2555135488510132,0.28893452882766724,0.14613434672355652
and,0.276123583316803,0.5171257257461548,0.011246231384575367,0.21459780633449554,0.4077630043029785,0.5171257257461548,0.2018347829580307,0.37647393345832825,0.4711785912513733,0.45114588737487793,0.29575109481811523,0.29826319217681885,0.4713204801082611,0.42175528407096863,0.5073080658912659,0.27032554149627686,0.3082410395145416,0.48971283435821533,0.5171257257461548,0.22661687433719635,0.20544172823429108
return,0.22135837376117706,0.2543797492980957,0.14414021372795105,0.15350034832954407,0.16799497604370117,0.2543797492980957,0.1835368126630783,0.19251984357833862,0.23509691655635834,0.22321923077106476,0.19952163100242615,0.21029458940029144,0.16946373879909515,0.16721634566783905,0.25077250599861145,0.16720160841941833,0.20894168317317963,0.3110596537590027,0.2543797492980957,0.0798909068107605,0.14655634760856628
to,0.38876664638519287,0.535392165184021,0.09732837975025177,0.20655274391174316,0.41031414270401,0.535392165184021,0.17707908153533936,0.41205283999443054,0.4544740617275238,0.44619059562683105,0.30182456970214844,0.32137224078178406,0.38921234011650085,0.31913647055625916,0.5452046394348145,0.2234196960926056,0.35188060998916626,1.0,0.535392165184021,0.17790719866752625,0.29463258385658264
the,0.30239659547805786,1.0,0.06592652946710587,0.2511677145957947,0.5107308030128479,1.0,0.23613092303276062,0.40142056345939636,0.40389683842658997,0.516537070274353,0.4037000238895416,0.26613783836364746,0.4174870550632477,0.3906462490558624,0.49925389885902405,0.30871185660362244,0.22577603161334991,0.535392165184021,1.0,0.258540540933609,0.22068053483963013
mission,0.12238521873950958,0.22673439979553223,-0.002929861657321453,0.22393541038036346,0.21317659318447113,0.22673439979553223,0.34793826937675476,0.16272535920143127,0.13836875557899475,0.15849071741104126,0.17074136435985565,0.06089171767234802,0.1320081651210785,0.16210246086120605,0.1754726767539978,0.08716536313295364,0.1258925199508667,0.26700642704963684,0.22673439979553223,0.13600067794322968,0.19506393373012543
command,0.1592012196779251,0.27488255500793457,0.12297649681568146,0.2038479596376419,0.22726084291934967,0.27488255500793457,0.19705693423748016,0.21507300436496735,0.1485777050256729,0.11862919479608536,0.14321269094944,0.06842339783906937,0.1627679020166397,0.14736711978912354,0.1752728819847107,0.09605950117111206,0.15741153061389923,0.25119054317474365,0.27488255500793457,0.18042990565299988,0.13402260839939117
module,0.22152160108089447,0.15147453546524048,-0.014626327902078629,0.1064162328839302,0.21363548934459686,0.15147453546524048,0.3536060154438019,0.19994474947452545,0.18983258306980133,0.12141699343919754,0.1332525610923767,0.15255017578601837,0.22294959425926208,0.0847899541258812,0.14125248789787292,0.08759415149688721,0.12847763299942017,0.17751087248325348,0.15147453546524048,0.1321232169866562,0.2131270468235016
in,0.23402775824069977,0.6662389636039734,-0.003064807504415512,0.23082329332828522,0.46853652596473694,0.6662389636039734,0.1284755915403366,0.3424699008464813,0.36843645572662354,0.34976133704185486,0.2534193694591522,0.2291896641254425,0.3586423695087433,0.3815755248069763,0.4330179989337921,0.20453539490699768,0.2516716718673706,0.45010748505592346,0.6662389636039734,0.16873624920845032,0.20430970191955566
lunar,0.1133490577340126,0.23309995234012604,-0.1384325474500656,0.10377345979213715,0.22814977169036865,0.23309995234012604,0.6080004572868347,0.1609923094511032,0.16943895816802979,0.16495643556118011,0.17148303985595703,0.15786363184452057,0.16849678754806519,0.19600282609462738,0.19410352408885956,0.17540332674980164,0.13865694403648376,0.15437743067741394,0.23309995234012604,0.3013477623462677,0.1628302037715912
orbit,0.15639297664165497,0.1565481424331665,-0.09718900173902512,0.07304149121046066,0.1829480081796646,0.1565481424331665,0.5782127380371094,0.10703723132610321,0.19242380559444427,0.14615625143051147,0.1850425899028778,0.15433162450790405,0.1675756871700287,0.14260467886924744,0.18595342338085175,0.20054401457309723,0.16718053817749023,0.23271086812019348,0.1565481424331665,0.39928844571113586,0.16621392965316772
;,0.06261929124593735,0.09152708947658539,-0.007114826701581478,0.07922187447547913,-0.017878999933600426,0.09152708947658539,0.05320921912789345,0.10020758211612701,0.10650043189525604,0.0970027819275856,0.06863370537757874,0.12810038030147552,0.0563276931643486,0.14040996134281158,0.14797019958496094,0.0877394750714302,-0.03977236524224281,0.0979827418923378,0.09152708947658539,0.020718295127153397,0.10349778085947037
the,0.30239659547805786,1.0,0.06592652946710587,0.2511677145957947,0.5107308030128479,1.0,0.23613092303276062,0.40142056345939636,0.40389683842658997,0.516537070274353,0.4037000238895416,0.26613783836364746,0.4174870550632477,0.3906462490558624,0.49925389885902405,0.30871185660362244,0.22577603161334991,0.535392165184021,1.0,0.258540540933609,0.22068053483963013
degree,0.1806957870721817,0.20765221118927002,-0.04747805371880531,0.15464279055595398,0.16243389248847961,0.20765221118927002,0.12929467856884003,0.17028622329235077,0.20459823310375214,0.19827207922935486,0.12609614431858063,0.1605011522769928,0.23125790059566498,0.08835632354021072,0.17892324924468994,0.08541421592235565,0.14768925309181213,0.23240768909454346,0.20765221118927002,0.16996502876281738,0.1060895025730133
to,0.38876664638519287,0.535392165184021,0.09732837975025177,0.20655274391174316,0.41031414270401,0.535392165184021,0.17707908153533936,0.41205283999443054,0.4544740617275238,0.44619059562683105,0.30182456970214844,0.32137224078178406,0.38921234011650085,0.31913647055625916,0.5452046394348145,0.2234196960926056,0.35188060998916626,1.0,0.535392165184021,0.17790719866752625,0.29463258385658264
which,0.31153854727745056,0.6521818041801453,0.014487938955426216,0.2422771155834198,0.4245251417160034,0.6521818041801453,0.19790339469909668,0.4167596399784088,0.49652695655822754,0.4582767188549042,0.3607312738895416,0.3535873591899872,0.5105096101760864,0.2807837128639221,0.5165667533874512,0.2515418827533722,0.26323074102401733,0.5345056653022766,0.6521818041801453,0.22637568414211273,0.25814583897590637
these,0.4402875602245331,0.49086877703666687,-0.015737786889076233,0.25122132897377014,0.32800400257110596,0.49086877703666687,0.19515039026737213,0.41169771552085876,0.6459943056106567,0.555290937423706,0.27258437871932983,0.35994791984558105,0.5009458661079407,0.587685227394104,0.6480963826179504,0.25019070506095886,0.24069201946258545,0.46852558851242065,0.49086877703666687,0.17376857995986938,0.2571668326854706
flags,0.2095758467912674,0.2511677145957947,0.005489844363182783,1.0000001192092896,0.1942603588104248,0.2511677145957947,0.13041232526302338,0.27215179800987244,0.25508561730384827,0.18101993203163147,0.20016935467720032,0.21907208859920502,0.24135741591453552,0.19714027643203735,0.2008807212114334,0.08775503188371658,0.10389632731676102,0.20655274391174316,0.2511677145957947,0.19042983651161194,0.19655367732048035
retain,0.25312870740890503,0.2913416624069214,0.045718248933553696,0.18526478111743927,0.15185658633708954,0.2913416624069214,0.1034579947590828,0.34666863083839417,0.3343452215194702,0.3016938865184784,0.2684069573879242,0.20339396595954895,0.20930589735507965,0.2172747552394867,0.2529049515724182,0.1746688038110733,0.2417028546333313,0.3600676357746124,0.2913416624069214,0.13583701848983765,0.10032857954502106
their,0.35424983501434326,0.516537070274353,0.083680659532547,0.18101993203163147,0.3598666191101074,0.516537070274353,0.15039147436618805,0.31132903695106506,0.523270845413208,1.0,0.29561689496040344,0.3313594162464142,0.42146000266075134,0.43277356028556824,0.7104025483131409,0.31872448325157166,0.24727599322795868,0.44619059562683105,0.516537070274353,0.17811532318592072,0.1898253709077835
original,0.1608448624610901,0.4037000238895416,-0.0019831578247249126,0.20016935467720032,0.21149557828903198,0.4037000238895416,0.22379831969738007,0.2526310384273529,0.26675835251808167,0.29561689496040344,1.0,0.2636917531490326,0.22172430157661438,0.27702075242996216,0.24618564546108246,0.26801589131355286,0.18839088082313538,0.30182456970214844,0.4037000238895416,0.21600347757339478,0.17256900668144226
colors,0.23438787460327148,0.23534470796585083,-0.001587742823176086,0.41718190908432007,0.2054818570613861,0.23534470796585083,0.2055959403514862,0.20111224055290222,0.2669863998889923,0.22851207852363586,0.16231024265289307,0.6258074641227722,0.20326803624629974,0.2070474922657013,0.3084419071674347,0.23427782952785492,0.1319398730993271,0.25721079111099243,0.23534470796585083,0.20804020762443542,0.18779070675373077
remains,0.16360841691493988,0.3663966655731201,-0.0964977964758873,0.1766776144504547,0.2623392641544342,0.3663966655731201,0.16180822253227234,0.5221015810966492,0.3290783166885376,0.21750608086585999,0.28338104486465454,0.15829594433307648,0.2162707895040512,0.34316346049308777,0.264891117811203,0.26362141966819763,0.2806168794631958,0.2588605582714081,0.3663966655731201,0.10220487415790558,0.1479063630104065
unknown,0.13629427552223206,0.23777544498443604,0.051575202494859695,0.1376262903213501,0.2316989302635193,0.23777544498443604,0.15432991087436676,0.25909650325775146,0.25980597734451294,0.23044882714748383,0.23295295238494873,0.2156430035829544,0.20597419142723083,0.19986474514007568,0.1869329810142517,0.18898971378803253,0.20664240419864655,0.2203521579504013,0.23777544498443604,0.05353870615363121,0.22083927690982819
.,0.3613996207714081,0.5934505462646484,0.09558769315481186,0.24914705753326416,0.49257001280784607,0.5934505462646484,0.2040150910615921,0.38162845373153687,0.41614407300949097,0.34427863359451294,0.275844931602478,0.34468281269073486,0.36683785915374756,0.3378238379955292,0.4510921239852905,0.2390543818473816,0.19861014187335968,0.4645031690597534,0.5934505462646484,0.20861375331878662,0.4130953550338745
