,who,included,1,as,the,first,prime,number,in,the,mid,18th,century,?
--,-0.048664581030607224,0.04648089036345482,0.0043169474229216576,-0.028901660814881325,0.012334546074271202,0.04020543396472931,-0.013795244507491589,0.011528861708939075,0.0019953486043959856,0.012334546074271202,0.09286672621965408,0.004940999671816826,0.059544842690229416,0.013829058967530727
who,0.9999998807907104,0.19250646233558655,-0.35742413997650146,0.3923053741455078,0.3733934462070465,0.39065709710121155,0.16031751036643982,0.21304799616336823,0.2792111933231354,0.3733934462070465,0.12063058465719223,0.14225491881370544,0.2990973889827728,0.26220351457595825
did,0.34038686752319336,0.32908451557159424,-0.2815930247306824,0.3596470057964325,0.34736719727516174,0.33691170811653137,0.15196266770362854,0.19046731293201447,0.2593238651752472,0.34736719727516174,0.18854407966136932,0.14576448500156403,0.2333737462759018,0.3023456633090973
not,0.369414746761322,0.26896724104881287,-0.31168678402900696,0.5105602741241455,0.4310511648654938,0.2955942749977112,0.12917746603488922,0.30033785104751587,0.3403114080429077,0.4310511648654938,0.22020332515239716,0.17298822104930878,0.17249023914337158,0.41942933201789856
agree,0.3242025673389435,0.22269538044929504,-0.211419478058815,0.2655845880508423,0.23006735742092133,0.15209725499153137,0.16741082072257996,0.1266612559556961,0.15189619362354279,0.23006735742092133,0.1963018923997879,0.12096995115280151,0.14954334497451782,0.33165234327316284
.,0.3541337847709656,0.25865867733955383,-0.15870751440525055,0.515582263469696,0.5934505462646484,0.4345304071903229,0.17658381164073944,0.3256329298019409,0.5591574311256409,0.5934505462646484,0.2756987512111664,0.25634992122650146,0.27413639426231384,0.4130953550338745
,who,included,1,as,the,first,prime,number,in,the,mid,18th,century,?
by,0.39727845788002014,0.2987801134586334,-0.2582099735736847,0.3815547823905945,0.4408751428127289,0.3877052962779999,0.1702890843153,0.2551532983779907,0.370934396982193,0.4408751428127289,0.1895822435617447,0.2704973816871643,0.29995259642601013,0.17966607213020325
the,0.3733934462070465,0.3825419843196869,-0.1554475575685501,0.48381632566452026,1.0,0.49448907375335693,0.19960100948810577,0.35145696997642517,0.6662389636039734,1.0,0.28870436549186707,0.2844390869140625,0.3617299497127533,0.22068053483963013
middle,0.16097767651081085,0.16688285768032074,-0.020871201530098915,0.2141454964876175,0.3405749201774597,0.24395695328712463,0.09394315630197525,0.15585960447788239,0.26767921447753906,0.3405749201774597,0.41277146339416504,0.21831083297729492,0.33415040373802185,0.13139553368091583
ages,0.2519686818122864,0.11659751087427139,-0.11374949663877487,0.19983145594596863,0.28271523118019104,0.1909874528646469,0.10896148532629013,0.16952629387378693,0.23238429427146912,0.28271523118019104,0.30577948689460754,0.1467103660106659,0.4242580533027649,0.16701677441596985
and,0.41279885172843933,0.3643590211868286,-0.20516018569469452,0.49487000703811646,0.5171257257461548,0.3167642652988434,0.21528048813343048,0.28545793890953064,0.4954058527946472,0.5171257257461548,0.23100385069847107,0.2883249521255493,0.2726690471172333,0.20544172823429108
renaissance,0.2532185912132263,0.19041302800178528,-0.15391981601715088,0.20994322001934052,0.2050212025642395,0.23140357434749603,0.09482936561107635,0.08463241159915924,0.20993053913116455,0.2050212025642395,0.2623634934425354,0.1818830668926239,0.5107449889183044,0.12260647863149643
many,0.4149286150932312,0.37090563774108887,-0.19133886694908142,0.4070141911506653,0.4335206151008606,0.2931244373321533,0.12904198467731476,0.41408368945121765,0.41474202275276184,0.4335206151008606,0.2312019318342209,0.10557981580495834,0.3132779002189636,0.2124512493610382
mathematicians,0.2865489721298218,0.1645335853099823,-0.22227635979652405,0.17150433361530304,0.17344136536121368,0.17101454734802246,0.23883089423179626,0.25675806403160095,0.1835642158985138,0.17344136536121368,0.10458596050739288,0.16321587562561035,0.29654067754745483,0.13791853189468384
included,0.19250646233558655,1.0,-0.21177932620048523,0.34162476658821106,0.3825419843196869,0.23475037515163422,0.1463170349597931,0.26386407017707825,0.32433560490608215,0.3825419843196869,0.19552959501743317,0.13992948830127716,0.24902856349945068,0.14385655522346497
1,-0.35742413997650146,-0.21177932620048523,1.0,-0.2728762626647949,-0.1554475575685501,-0.26829156279563904,-0.17159132659435272,-0.20963284373283386,-0.10660158097743988,-0.1554475575685501,-0.05371328815817833,-0.1832277476787567,-0.16738790273666382,-0.249979168176651
as,0.3923053741455078,0.34162476658821106,-0.2728762626647949,1.0,0.48381632566452026,0.33842000365257263,0.17482610046863556,0.26786008477211,0.3887844979763031,0.48381632566452026,0.17184065282344818,0.20181994140148163,0.24608509242534637,0.27043893933296204
the,0.3733934462070465,0.3825419843196869,-0.1554475575685501,0.48381632566452026,1.0,0.49448907375335693,0.19960100948810577,0.35145696997642517,0.6662389636039734,1.0,0.28870436549186707,0.2844390869140625,0.3617299497127533,0.22068053483963013
first,0.39065709710121155,0.23475037515163422,-0.26829156279563904,0.33842000365257263,0.49448907375335693,1.0,0.21695679426193237,0.28294017910957336,0.4127444326877594,0.49448907375335693,0.2851056456565857,0.33319997787475586,0.32110705971717834,0.18701928853988647
prime,0.16031751036643982,0.1463170349597931,-0.17159132659435272,0.17482610046863556,0.19960100948810577,0.21695679426193237,1.0,0.2556258738040924,0.18097394704818726,0.19960100948810577,0.14355769753456116,0.14046207070350647,0.21726654469966888,0.11276303976774216
number,0.21304799616336823,0.26386407017707825,-0.20963284373283386,0.26786008477211,0.35145696997642517,0.28294017910957336,0.2556258738040924,1.0,0.3024539053440094,0.35145696997642517,0.16638237237930298,0.2524004280567169,0.20585349202156067,0.19256845116615295
.,0.3541337847709656,0.25865867733955383,-0.15870751440525055,0.515582263469696,0.5934505462646484,0.4345304071903229,0.17658381164073944,0.3256329298019409,0.5591574311256409,0.5934505462646484,0.2756987512111664,0.25634992122650146,0.27413639426231384,0.4130953550338745
