,what,is,the,name,of,the,professional,skateboarder,that,lives,in,southern,california,?
tim,0.175260990858078,0.139404296875,0.1892397254705429,0.15810878574848175,0.15025056898593903,0.1892397254705429,0.21627824008464813,0.17644654214382172,0.1444936841726303,0.1406632512807846,0.1986953467130661,0.04902440309524536,0.2017405480146408,0.15955719351768494
curran,0.07071159034967422,0.26391202211380005,0.22124426066875458,0.26011186838150024,0.25953593850135803,0.22124426066875458,0.14006270468235016,0.15032340586185455,0.10477568954229355,0.23301248252391815,0.1983710378408432,0.2883972227573395,0.23727954924106598,0.17317073047161102
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2938345670700073,0.2820231020450592,0.4137537479400635,0.32538965344429016,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
bobby,0.14280302822589874,0.14376552402973175,0.18347835540771484,0.16325771808624268,0.13043402135372162,0.18347835540771484,0.22847071290016174,0.1779506355524063,0.13630004227161407,0.17476922273635864,0.13409388065338135,0.10859166830778122,0.186086043715477,0.08083787560462952
martinez,0.1382196694612503,0.15219977498054504,0.2301350086927414,0.1056191474199295,0.14640949666500092,0.2301350086927414,0.20575417578220367,0.27114051580429077,0.1630444973707199,0.18582195043563843,0.20239223539829254,0.1806326061487198,0.301456093788147,0.17318372428417206
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2938345670700073,0.2820231020450592,0.4137537479400635,0.32538965344429016,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
pat,0.2026040256023407,0.13235893845558167,0.18555426597595215,0.11753883212804794,0.12307378649711609,0.18555426597595215,0.16669568419456482,0.1713843196630478,0.1704024225473404,0.1537516564130783,0.1931418925523758,0.05011230334639549,0.25268033146858215,0.14307257533073425
o'connell,0.16373181343078613,0.1805647611618042,0.20420950651168823,0.10707656294107437,0.18754278123378754,0.20420950651168823,0.21425387263298035,0.1740187108516693,0.19327671825885773,0.11248494684696198,0.18149052560329437,0.1749049872159958,0.2458188235759735,0.19909696280956268
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2938345670700073,0.2820231020450592,0.4137537479400635,0.32538965344429016,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
dane,0.16443581879138947,0.19583933055400848,0.23598352074623108,0.08369454741477966,0.15424896776676178,0.23598352074623108,0.20315396785736084,0.21921268105506897,0.15198642015457153,0.21269680559635162,0.25265949964523315,0.13664120435714722,0.20837484300136566,0.15775646269321442
reynolds,0.12969659268856049,0.14840039610862732,0.1942610740661621,0.13457147777080536,0.17628566920757294,0.1942610740661621,0.14466296136379242,0.22328650951385498,0.19828271865844727,0.16409245133399963,0.19053037464618683,0.21635548770427704,0.24060070514678955,0.15176701545715332
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2938345670700073,0.2820231020450592,0.4137537479400635,0.32538965344429016,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2247244119644165,0.22085513174533844,0.4731321930885315,0.27047020196914673,0.4954058527946472,0.24232792854309082,0.2441616654396057,0.20544172823429108
chris,0.1438586264848709,0.12766964733600616,0.1503218412399292,0.10823629796504974,0.05191632732748985,0.1503218412399292,0.2304932326078415,0.23786140978336334,0.14143313467502594,0.12109553068876266,0.10647130012512207,0.09188168495893478,0.16182805597782135,0.12341532111167908
ward,0.15211644768714905,0.21690429747104645,0.20814019441604614,0.1534031480550766,0.18046745657920837,0.20814019441604614,0.2513982653617859,0.2514827251434326,0.14109459519386292,0.17745378613471985,0.19211581349372864,0.16219225525856018,0.1562517136335373,0.09479375928640366
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2938345670700073,0.2820231020450592,0.4137537479400635,0.32538965344429016,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2247244119644165,0.22085513174533844,0.4731321930885315,0.27047020196914673,0.4954058527946472,0.24232792854309082,0.2441616654396057,0.20544172823429108
professional,0.20202119648456573,0.2246137410402298,0.1869824379682541,0.1876848042011261,0.21265500783920288,0.1869824379682541,1.0,0.44204723834991455,0.19272035360336304,0.12127061188220978,0.20803587138652802,0.15845218300819397,0.2293522208929062,0.13074518740177155
snowboarder,0.10477627068758011,0.15194906294345856,0.11211754381656647,0.07383091002702713,0.06784562766551971,0.11211754381656647,0.4346129894256592,0.6930623054504395,0.1044129803776741,0.15675508975982666,0.14020635187625885,0.12203998118638992,0.22619010508060455,0.14644627273082733
shaun,0.11964268237352371,0.13427424430847168,0.12615151703357697,0.14980746805667877,0.047632183879613876,0.12615151703357697,0.24198798835277557,0.2960318922996521,0.11604687571525574,0.15139418840408325,0.1682451367378235,0.05373920872807503,0.16206739842891693,0.2251807302236557
white,0.1410645991563797,0.18489928543567657,0.25492873787879944,0.14339321851730347,0.23826628923416138,0.25492873787879944,0.08753379434347153,0.12541377544403076,0.2370445281267166,0.22204534709453583,0.1821274310350418,0.18219314515590668,0.13869701325893402,0.124679796397686
live,0.20532001554965973,0.2694047689437866,0.2995128035545349,0.16979245841503143,0.27734068036079407,0.2995128035545349,0.14061012864112854,0.1609276980161667,0.22191597521305084,0.5280572772026062,0.3068392276763916,0.13170766830444336,0.18956486880779266,0.19481121003627777
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.20803587138652802,0.1850292980670929,0.435920387506485,0.3182811737060547,1.0,0.3190481662750244,0.2772824168205261,0.20430970191955566
southern,0.18679563701152802,0.2419366091489792,0.3282862603664398,0.1812441051006317,0.31933003664016724,0.3282862603664398,0.15845218300819397,0.13928164541721344,0.22864879667758942,0.2201305776834488,0.3190481662750244,1.0,0.2983402609825134,0.11225555837154388
california,0.1811584085226059,0.20727038383483887,0.2750805914402008,0.11570362001657486,0.24929828941822052,0.2750805914402008,0.2293522208929062,0.2639768719673157,0.18610765039920807,0.20627649128437042,0.2772824168205261,0.2983402609825134,1.0,0.1409905105829239
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.22379478812217712,0.21518006920814514,0.4460422694683075,0.2944296896457672,0.5591574311256409,0.26629969477653503,0.2870451807975769,0.4130953550338745
