,what,is,cultural,imperialism,often,referred,to,as,?
control,0.2821830213069916,0.17722277343273163,0.14091968536376953,0.16404078900814056,0.21204306185245514,0.13087278604507446,0.28164729475975037,0.18926969170570374,0.1620711386203766
of,0.33290785551071167,0.4854315221309662,0.29898300766944885,0.29240643978118896,0.3351972997188568,0.317892849445343,0.41548454761505127,0.3886612355709076,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.23337452113628387,0.2716025412082672,0.38004449009895325,0.3088674545288086,0.535392165184021,0.48381632566452026,0.22068053483963013
internet,0.1770392656326294,0.19803281128406525,0.20033103227615356,0.14485657215118408,0.20959223806858063,0.19145004451274872,0.21228709816932678,0.2209978699684143,0.23314887285232544
and,0.31309178471565247,0.3859752118587494,0.28489047288894653,0.19073538482189178,0.42465832829475403,0.2151295244693756,0.48971283435821533,0.49487000703811646,0.20544172823429108
unauthorised,0.2048082798719406,0.06977107375860214,0.09950397908687592,0.23093979060649872,0.20420683920383453,0.18380293250083923,0.2164836972951889,0.2242334932088852,0.21891546249389648
satellite,0.17739586532115936,0.19278542697429657,0.17706219851970673,0.17141146957874298,0.1248764768242836,0.06857148557901382,0.19631412625312805,0.1394777148962021,0.13568443059921265
dishes,0.18810904026031494,0.24860534071922302,0.1641286015510559,0.11938734352588654,0.31366994976997375,0.20189957320690155,0.20007328689098358,0.22644594311714172,0.137337788939476
etc,0.2803364396095276,0.1353025883436203,0.19568797945976257,0.14775556325912476,0.33439168334007263,0.2327589988708496,0.25925078988075256,0.2414981573820114,0.38010111451148987
.,0.3567904531955719,0.4569662809371948,0.18655544519424438,0.22279119491577148,0.30710849165916443,0.16569985449314117,0.4645031690597534,0.515582263469696,0.4130953550338745
,what,is,cultural,imperialism,often,referred,to,as,?
its,0.30393704771995544,0.4447362422943115,0.2607589364051819,0.17395292222499847,0.286950945854187,0.19493693113327026,0.3691340684890747,0.31874480843544006,0.15103481709957123
soft,0.22882381081581116,0.26768791675567627,0.04073847830295563,0.09820149838924408,0.36031249165534973,0.16649040579795837,0.2119559645652771,0.2258724719285965,0.20168161392211914
power,0.22216427326202393,0.15234114229679108,0.12300142645835876,0.25230416655540466,0.21014900505542755,0.13670198619365692,0.27001675963401794,0.20748355984687805,0.15304024517536163
",",0.3087472915649414,0.4691906273365021,0.24125681817531586,0.2420617640018463,0.24139221012592316,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.16211064159870148,0.16803118586540222,0.4611203372478485,0.29993537068367004,0.2871878743171692,0.6207084655761719,0.17851735651493073
that,0.6297725439071655,0.3995479643344879,0.19365978240966797,0.23209288716316223,0.43873903155326843,0.2206440567970276,0.5436353087425232,0.4735107421875,0.32716336846351624
it,0.45803478360176086,0.6328473687171936,0.19455228745937347,0.1997520625591278,0.3385609984397888,0.20237140357494354,0.513711154460907,0.4461488723754883,0.25732165575027466
changes,0.2740466892719269,0.23356598615646362,0.10968971997499466,0.1813674122095108,0.24769875407218933,0.10970775038003922,0.32918253540992737,0.252431720495224,0.21264225244522095
the,0.42745697498321533,0.5823672413825989,0.23337452113628387,0.2716025412082672,0.38004449009895325,0.3088674545288086,0.535392165184021,0.48381632566452026,0.22068053483963013
moral,0.3679145574569702,0.1767876297235489,0.354575514793396,0.42333361506462097,0.23404461145401,0.10827717930078506,0.24031215906143188,0.1960955560207367,0.2608962953090668
",",0.3087472915649414,0.4691906273365021,0.24125681817531586,0.2420617640018463,0.24139221012592316,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.31091248989105225
cultural,0.18198847770690918,0.1658732146024704,0.9999999403953552,0.34698227047920227,0.18464431166648865,0.16008713841438293,0.19840334355831146,0.19805553555488586,0.09798457473516464
and,0.31309178471565247,0.3859752118587494,0.28489047288894653,0.19073538482189178,0.42465832829475403,0.2151295244693756,0.48971283435821533,0.49487000703811646,0.20544172823429108
societal,0.2623611092567444,0.2152448147535324,0.4600068926811218,0.3980846703052521,0.29830583930015564,0.13274352252483368,0.21803903579711914,0.18174448609352112,0.19008496403694153
worldview,0.3742414712905884,0.24638760089874268,0.3322540819644928,0.4129236340522766,0.2138422727584839,0.20061075687408447,0.2614968717098236,0.23574216663837433,0.2780112624168396
of,0.33290785551071167,0.4854315221309662,0.29898300766944885,0.29240643978118896,0.3351972997188568,0.317892849445343,0.41548454761505127,0.3886612355709076,0.1826142966747284
another,0.4190070629119873,0.41278526186943054,0.16615037620067596,0.2240806370973587,0.3346259295940399,0.1965261995792389,0.48769932985305786,0.3282026946544647,0.295511931180954
.,0.3567904531955719,0.4569662809371948,0.18655544519424438,0.22279119491577148,0.30710849165916443,0.16569985449314117,0.4645031690597534,0.515582263469696,0.4130953550338745
