,when,did,paul,rand,'s,iconic,abc,logo,first,debut,?
its,0.34032323956489563,0.19922670722007751,0.12106628715991974,0.13943439722061157,0.03202139586210251,0.2975958287715912,0.19045390188694,0.3177327811717987,0.26377397775650024,0.1597193032503128,0.15103481709957123
best-known,0.20345424115657806,0.2816547453403473,0.2070947140455246,0.12784382700920105,0.03333001956343651,0.33989349007606506,0.2193482518196106,0.1836605966091156,0.35103851556777954,0.31670302152633667,0.2836571931838989
(,0.2459595799446106,0.18979617953300476,0.2800026535987854,0.13384996354579926,0.0012731997994706035,0.1533750742673874,0.183883935213089,0.1609923243522644,0.2450505793094635,0.19442118704319,0.40561532974243164
and,0.4716290831565857,0.34479495882987976,0.2447807937860489,0.2739938795566559,0.06895173341035843,0.23547162115573883,0.16453155875205994,0.146534726023674,0.3167642652988434,0.1683131754398346,0.20544172823429108
current,0.23252347111701965,0.07635620981454849,0.13659310340881348,0.15349821746349335,0.004145179875195026,0.12525980174541473,0.17589730024337769,0.24321462213993073,0.23634201288223267,0.16121329367160797,0.12074550241231918
),0.2538422644138336,0.18584993481636047,0.25350481271743774,0.11752422153949738,0.021107977256178856,0.16709813475608826,0.18381085991859436,0.15031807124614716,0.27228695154190063,0.22301031649112701,0.42300865054130554
form,0.31953904032707214,0.18086659908294678,0.10764046013355255,0.09719887375831604,0.07059726119041443,0.1268884390592575,0.06564827263355255,0.15841172635555267,0.1870718151330948,0.11471530795097351,0.1463010311126709
",",0.36674630641937256,0.3015086054801941,0.3070785701274872,0.33328965306282043,-0.0016132977325469255,0.24123728275299072,0.2097204476594925,0.20034073293209076,0.34503069519996643,0.2218245416879654,0.31091248989105225
with,0.5075214505195618,0.25472134351730347,0.19302357733249664,0.1926697939634323,-0.04624466598033905,0.2115188091993332,0.17432008683681488,0.18333391845226288,0.2691199779510498,0.2036544531583786,0.2433311939239502
the,0.5091903209686279,0.34736719727516174,0.19191958010196686,0.16493244469165802,-0.01540423184633255,0.2524588406085968,0.2068762183189392,0.2806010842323303,0.49448907375335693,0.2226441204547882,0.22068053483963013
lowercase,0.2734346389770508,0.15862499177455902,0.11076832562685013,0.2061202973127365,0.004732208792120218,0.20305129885673523,0.20391492545604706,0.3105415403842926,0.2502211034297943,0.08817167580127716,0.29795828461647034
letters,0.22306860983371735,0.1800529956817627,0.2534334659576416,0.24402748048305511,0.06331107020378113,0.22557654976844788,0.22180816531181335,0.23700784146785736,0.20009556412696838,0.07750160992145538,0.18739263713359833
``,0.07174111902713776,-0.029888948425650597,0.031184984371066093,-0.018008720129728317,-0.03416389226913452,-0.019377391785383224,-0.04806871339678764,-0.06913861632347107,0.006519378628581762,-0.024234045296907425,0.0685480609536171
abc,0.13294127583503723,0.13353709876537323,0.11313698440790176,0.21083784103393555,0.06670809537172318,0.23092737793922424,1.0000001192092896,0.23574566841125488,0.2403600513935089,0.15660154819488525,0.19065172970294952
'',-0.07688097655773163,0.01978493109345436,-0.023794766515493393,0.08606073260307312,-0.04859459400177002,0.05680066719651222,-0.05768610164523125,0.029102830216288567,-0.03874251991510391,-0.02802959643304348,0.018684765323996544
enclosed,0.24253758788108826,0.12317093461751938,0.047367483377456665,-0.03196321055293083,-0.03500570356845856,0.14414937794208527,0.11141026765108109,0.15716633200645447,0.16082294285297394,0.09035271406173706,0.10430170595645905
in,0.4431333839893341,0.2593238651752472,0.21331322193145752,0.24292322993278503,-0.037580832839012146,0.2800956070423126,0.1697147786617279,0.1848117560148239,0.4127444326877594,0.23145294189453125,0.20430970191955566
a,0.44397395849227905,0.2552328109741211,0.13667120039463043,0.2692984640598297,0.04866964742541313,0.2699674665927887,0.21331243216991425,0.21248295903205872,0.4287874400615692,0.23467278480529785,0.23916715383529663
single,0.22309941053390503,0.18021610379219055,0.09462258219718933,0.12635397911071777,0.02529025822877884,0.1531081199645996,0.2016807645559311,0.0828571543097496,0.3405778408050537,0.37260133028030396,0.2151121199131012
black,0.1860525906085968,0.14310608804225922,0.10052472352981567,0.1367499828338623,0.07187972962856293,0.20560528337955475,0.19347289204597473,0.2171526551246643,0.14931964874267578,0.12292569130659103,0.15159966051578522
circle,0.1252449005842209,0.12245865911245346,0.1691417694091797,0.1380549669265747,-0.051524288952350616,0.24676592648029327,0.0819765031337738,0.22424812614917755,0.13764412701129913,0.12833987176418304,0.08528484404087067
.,0.475719153881073,0.35288307070732117,0.25831571221351624,0.25218135118484497,-0.003708066651597619,0.23595774173736572,0.2567209303379059,0.2531629800796509,0.4345304071903229,0.20454879105091095,0.4130953550338745
