,which,group,headlined,the,super,bowl,50,halftime,show,?
rock,0.2919301390647888,0.2897103726863861,0.2310975342988968,0.23786304891109467,0.1722574681043625,0.18685930967330933,0.09487134218215942,0.4056971073150635,0.2837616503238678,0.13172835111618042
group,0.32466647028923035,0.9999999403953552,0.1444120705127716,0.30795547366142273,0.19919921457767487,0.07137768715620041,0.030915753915905952,0.1973573863506317,0.24681155383586884,0.13827809691429138
coldplay,0.266986221075058,0.21840617060661316,0.3842167556285858,0.2809646725654602,0.1792786419391632,0.2318706214427948,0.061377592384815216,0.5025559067726135,0.28030601143836975,0.2499987930059433
with,0.46403205394744873,0.23998425900936127,0.2896673083305359,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.3187163174152374,0.3004990220069885,0.2433311939239502
special,0.3709421753883362,0.19872543215751648,0.1802847981452942,0.3027077615261078,0.2675681412220001,0.188632994890213,0.010398488491773605,0.2269991636276245,0.2602277398109436,0.29623302817344666
guest,0.15326280891895294,0.17995750904083252,0.3399943709373474,0.17925196886062622,0.14743146300315857,0.15391510725021362,-0.035958822816610336,0.3126589357852936,0.4285869300365448,0.23479853570461273
performers,0.24250949919223785,0.18941980600357056,0.37757447361946106,0.2311975508928299,0.18863414227962494,0.21752095222473145,0.04357623681426048,0.4207268953323364,0.358512282371521,0.1344873309135437
beyoncé,0.17179223895072937,0.22797363996505737,0.37132003903388977,0.2099055051803589,0.24138446152210236,0.12174837291240692,0.06065298616886139,0.4306446313858032,0.2562267482280731,0.25188755989074707
and,0.506277859210968,0.3510662019252777,0.22864364087581635,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.34601953625679016,0.3455478549003601,0.20544172823429108
bruno,0.12552030384540558,0.09922254085540771,0.14641636610031128,0.15010739862918854,0.18888013064861298,0.16676555573940277,0.02545374073088169,0.26777195930480957,0.0929812416434288,0.1273501217365265
mars,0.1841440051794052,0.1748790591955185,0.11071058362722397,0.22427980601787567,0.07628661394119263,0.10299471765756607,0.05056136101484299,0.1926746964454651,0.2031152993440628,0.1826961636543274
",",0.3658004403114319,0.2809832692146301,0.28681400418281555,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3626100420951843,0.31928569078445435,0.31091248989105225
who,0.3688730001449585,0.33690139651298523,0.15209026634693146,0.3733934462070465,0.1819351613521576,0.09189514070749283,0.0322180911898613,0.19379067420959473,0.2095358669757843,0.26220351457595825
headlined,0.23312006890773773,0.1444120705127716,1.0000001192092896,0.2894550859928131,0.18724042177200317,0.1954048126935959,0.07918412983417511,0.4387337267398834,0.2542087435722351,0.26601076126098633
the,0.6521818041801453,0.30795547366142273,0.2894550859928131,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31780552864074707,0.319829523563385,0.22068053483963013
super,0.25759580731391907,0.19919921457767487,0.18724042177200317,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.23468568921089172,0.07137768715620041,0.1954048126935959,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.4822790324687958,0.19135026633739471,0.21118052303791046
xlvii,0.2609062194824219,0.18104498088359833,0.267196923494339,0.2988950312137604,0.5601666569709778,0.5970584154129028,0.13962267339229584,0.5093367695808411,0.21301409602165222,0.19350703060626984
and,0.506277859210968,0.3510662019252777,0.22864364087581635,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.34601953625679016,0.3455478549003601,0.20544172823429108
super,0.25759580731391907,0.19919921457767487,0.18724042177200317,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.23468568921089172,0.07137768715620041,0.1954048126935959,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.4822790324687958,0.19135026633739471,0.21118052303791046
xlviii,0.25636178255081177,0.16194328665733337,0.24025900661945343,0.2765132784843445,0.5269481539726257,0.5582984089851379,0.1264488399028778,0.46320661902427673,0.1775490939617157,0.18409758806228638
halftime,0.27708420157432556,0.1973573863506317,0.4387337267398834,0.31780552864074707,0.4056760370731354,0.4822790324687958,0.010851318016648293,1.0000001192092896,0.3664279878139496,0.21138669550418854
shows,0.33303946256637573,0.21883055567741394,0.21946609020233154,0.36348509788513184,0.09714256972074509,0.16048383712768555,0.1053934171795845,0.23730841279029846,0.6561359167098999,0.2040930688381195
",",0.3658004403114319,0.2809832692146301,0.28681400418281555,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3626100420951843,0.31928569078445435,0.31091248989105225
respectively,0.28874409198760986,0.20510074496269226,0.22237733006477356,0.3498423993587494,0.17725007236003876,0.08850861340761185,0.018622776493430138,0.2488977015018463,0.1875137835741043,0.1307799071073532
.,0.45942068099975586,0.27268800139427185,0.25261133909225464,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.33941835165023804,0.3016606271266937,0.4130953550338745
