,in,the,effort,of,maintaining,a,level,of,abstraction,",",what,choice,is,typically,left,independent,?
concrete,0.17634804546833038,0.19700539112091064,0.29431089758872986,0.17426584661006927,0.23176558315753937,0.2701549232006073,0.26650890707969666,0.17426584661006927,0.41036710143089294,0.17591224610805511,0.2282307744026184,0.1561315506696701,0.19547545909881592,0.24154533445835114,0.0992245152592659,0.13018766045570374,0.18976950645446777
choice,0.18258674442768097,0.2640603482723236,0.21768590807914734,0.23419108986854553,0.14408214390277863,0.2913992404937744,0.1431446224451065,0.23419108986854553,0.2337937206029892,0.2381335198879242,0.29363784193992615,1.0000001192092896,0.2168283462524414,0.19091348350048065,0.1795339286327362,0.17024873197078705,0.28709158301353455
of,0.5696388483047485,0.733189046382904,0.21940191090106964,1.0,0.30511942505836487,0.5052502155303955,0.23504668474197388,1.0,0.25022467970848083,0.4946078956127167,0.33290785551071167,0.23419108986854553,0.4854315221309662,0.28964799642562866,0.2218635529279709,0.30508819222450256,0.1826142966747284
input,0.10243455320596695,0.19928309321403503,0.2962926924228668,0.13291659951210022,0.2801392674446106,0.20009170472621918,0.1818901002407074,0.13291659951210022,0.31599658727645874,0.24717740714550018,0.2844698429107666,0.22578474879264832,0.2170686423778534,0.3125982880592346,0.16227015852928162,0.2236589640378952,0.24861721694469452
encoding,0.21006087958812714,0.2700427770614624,0.20552410185337067,0.27324187755584717,0.31678280234336853,0.2704964876174927,0.23439280688762665,0.27324187755584717,0.38825929164886475,0.2055341899394989,0.22488351166248322,0.15079696476459503,0.28695085644721985,0.34170112013816833,0.08003737032413483,0.18856412172317505,0.21611304581165314
",",0.5201468467712402,0.4933079481124878,0.21392761170864105,0.4946078956127167,0.24460966885089874,0.427140474319458,0.23317520320415497,0.4946078956127167,0.18941833078861237,1.0000001192092896,0.3087472915649414,0.2381335198879242,0.4691906273365021,0.18964512646198273,0.2448868453502655,0.24115799367427826,0.31091248989105225
one,0.4129433035850525,0.5514441132545471,0.2589721083641052,0.4999135136604309,0.24685180187225342,0.4910551905632019,0.20706917345523834,0.4999135136604309,0.258140504360199,0.3696635365486145,0.376489520072937,0.259070485830307,0.4544198513031006,0.330648809671402,0.24530725181102753,0.2691165506839752,0.2673267424106598
tries,0.184409037232399,0.24422700703144073,0.33505308628082275,0.2071610540151596,0.17183738946914673,0.3102858364582062,0.16649501025676727,0.2071610540151596,0.24245688319206238,0.2451402097940445,0.28354936838150024,0.25325459241867065,0.27497681975364685,0.16533511877059937,0.11752963066101074,0.13921010494232178,0.2212056666612625
to,0.45010748505592346,0.535392165184021,0.39937761425971985,0.41548454761505127,0.30344223976135254,0.45503583550453186,0.2976585030555725,0.41548454761505127,0.2173483818769455,0.44245919585227966,0.455847829580307,0.28106144070625305,0.42745086550712585,0.3589242696762085,0.2724500000476837,0.20949965715408325,0.29463258385658264
keep,0.2550279498100281,0.22379513084888458,0.2623651623725891,0.16512422263622284,0.3348643183708191,0.24626319110393524,0.14115752279758453,0.16512422263622284,0.180966317653656,0.29710182547569275,0.3147064745426178,0.25404617190361023,0.23241287469863892,0.21382826566696167,0.16530373692512512,0.2172110378742218,0.2537146508693695
the,0.6662389636039734,1.0,0.25344645977020264,0.733189046382904,0.2943509817123413,0.5829201340675354,0.31442487239837646,0.733189046382904,0.20386217534542084,0.4933079481124878,0.42745697498321533,0.2640603482723236,0.5823672413825989,0.33345210552215576,0.33113980293273926,0.2927691638469696,0.22068053483963013
discussion,0.1921527087688446,0.2391178160905838,0.349396675825119,0.1657310128211975,0.2526548206806183,0.20356562733650208,0.18877413868904114,0.1657310128211975,0.2947874963283539,0.21665167808532715,0.3283776342868805,0.2181822955608368,0.20405808091163635,0.20887592434883118,0.13052184879779816,0.1633846014738083,0.3569658696651459
abstract,0.22153513133525848,0.1658366620540619,0.20509982109069824,0.21806612610816956,0.25983402132987976,0.22289444506168365,0.20205745100975037,0.21806612610816956,0.8320696949958801,0.19542241096496582,0.27616068720817566,0.2089541107416153,0.19140587747097015,0.26209524273872375,0.09802626073360443,0.18094633519649506,0.18420998752117157
enough,0.24705477058887482,0.304282009601593,0.30244335532188416,0.21740707755088806,0.3565826416015625,0.36969423294067383,0.30853840708732605,0.21740707755088806,0.1792338341474533,0.2852858901023865,0.3944990336894989,0.25503385066986084,0.259046345949173,0.2869376242160797,0.21452729403972626,0.17096799612045288,0.3526461720466614
to,0.45010748505592346,0.535392165184021,0.39937761425971985,0.41548454761505127,0.30344223976135254,0.45503583550453186,0.2976585030555725,0.41548454761505127,0.2173483818769455,0.44245919585227966,0.455847829580307,0.28106144070625305,0.42745086550712585,0.3589242696762085,0.2724500000476837,0.20949965715408325,0.29463258385658264
be,0.3481820821762085,0.4248143136501312,0.2675846219062805,0.33904364705085754,0.2963712513446808,0.39883795380592346,0.2645954489707947,0.33904364705085754,0.24988070130348206,0.39254459738731384,0.3929833769798279,0.2790975272655487,0.4819129705429077,0.4431031346321106,0.19051490724086761,0.18170225620269775,0.3324260413646698
independent,0.2794609069824219,0.2927691638469696,0.21811550855636597,0.30508819222450256,0.21779797971248627,0.2332436740398407,0.11480697989463806,0.30508819222450256,0.19188983738422394,0.24115799367427826,0.28752967715263367,0.17024873197078705,0.19700974225997925,0.17912764847278595,0.14712071418762207,1.0000001192092896,0.11902587860822678
of,0.5696388483047485,0.733189046382904,0.21940191090106964,1.0,0.30511942505836487,0.5052502155303955,0.23504668474197388,1.0,0.25022467970848083,0.4946078956127167,0.33290785551071167,0.23419108986854553,0.4854315221309662,0.28964799642562866,0.2218635529279709,0.30508819222450256,0.1826142966747284
the,0.6662389636039734,1.0,0.25344645977020264,0.733189046382904,0.2943509817123413,0.5829201340675354,0.31442487239837646,0.733189046382904,0.20386217534542084,0.4933079481124878,0.42745697498321533,0.2640603482723236,0.5823672413825989,0.33345210552215576,0.33113980293273926,0.2927691638469696,0.22068053483963013
choice,0.18258674442768097,0.2640603482723236,0.21768590807914734,0.23419108986854553,0.14408214390277863,0.2913992404937744,0.1431446224451065,0.23419108986854553,0.2337937206029892,0.2381335198879242,0.29363784193992615,1.0000001192092896,0.2168283462524414,0.19091348350048065,0.1795339286327362,0.17024873197078705,0.28709158301353455
of,0.5696388483047485,0.733189046382904,0.21940191090106964,1.0,0.30511942505836487,0.5052502155303955,0.23504668474197388,1.0,0.25022467970848083,0.4946078956127167,0.33290785551071167,0.23419108986854553,0.4854315221309662,0.28964799642562866,0.2218635529279709,0.30508819222450256,0.1826142966747284
encoding,0.21006087958812714,0.2700427770614624,0.20552410185337067,0.27324187755584717,0.31678280234336853,0.2704964876174927,0.23439280688762665,0.27324187755584717,0.38825929164886475,0.2055341899394989,0.22488351166248322,0.15079696476459503,0.28695085644721985,0.34170112013816833,0.08003737032413483,0.18856412172317505,0.21611304581165314
.,0.5591574311256409,0.5934505462646484,0.24835355579853058,0.5352458953857422,0.270745187997818,0.50484299659729,0.26056769490242004,0.5352458953857422,0.20238621532917023,0.6812511086463928,0.3567904531955719,0.26803040504455566,0.4569662809371948,0.25537845492362976,0.28830423951148987,0.24531036615371704,0.4130953550338745
