,as,what,did,robert,michael,view,luther,'s,violent,language,towards,the,jews,?
we,0.26990577578544617,0.5622460842132568,0.3426455855369568,0.12842965126037598,0.1163722425699234,0.18149171769618988,0.16611410677433014,0.03954920172691345,0.16916370391845703,0.2769627869129181,0.22407333552837372,0.3206169009208679,0.257091760635376,0.535264790058136
are,0.3826591968536377,0.29724663496017456,0.2159031480550766,0.10026475787162781,0.0680089145898819,0.1930849850177765,0.13997888565063477,-0.008927806280553341,0.17057931423187256,0.26836323738098145,0.243723064661026,0.40399202704429626,0.2251252830028534,0.24591213464736938
at,0.28092536330223083,0.2838611304759979,0.28390252590179443,0.16207672655582428,0.18611879646778107,0.26496005058288574,0.13834704458713531,-0.08481216430664062,0.1653488129377365,0.16004551947116852,0.35422083735466003,0.457212895154953,0.14798733592033386,0.21978627145290375
fault,0.12170669436454773,0.3293912410736084,0.17037035524845123,0.09754017740488052,0.12396194785833359,0.2844407260417938,0.13918060064315796,-0.0037949206307530403,0.18634715676307678,0.16143986582756042,0.2279195338487625,0.2534576952457428,0.1588311642408371,0.1623915582895279
in,0.3887844979763031,0.30808621644973755,0.2593238651752472,0.22155319154262543,0.2203132063150406,0.17477142810821533,0.20523880422115326,-0.037580832839012146,0.26667648553848267,0.23268210887908936,0.23474496603012085,0.6662389636039734,0.2334136962890625,0.20430970191955566
not,0.5105602741241455,0.5449194312095642,0.6481515765190125,0.14800097048282623,0.11010126769542694,0.18787901103496552,0.21636232733726501,0.002583299996331334,0.23179203271865845,0.267611563205719,0.24678757786750793,0.4310511648654938,0.24100986123085022,0.41942933201789856
slaying,0.316764235496521,0.29743048548698425,0.24436934292316437,0.13515141606330872,0.11969591677188873,0.11470342427492142,0.235817551612854,0.014510062523186207,0.226840540766716,0.12142667919397354,0.2502893805503845,0.33562129735946655,0.23979371786117554,0.23104718327522278
them,0.33716270327568054,0.4994642734527588,0.44189682602882385,0.12785252928733826,0.16241636872291565,0.20249441266059875,0.1940135955810547,0.025712676346302032,0.20654138922691345,0.251706600189209,0.26704108715057373,0.4788833558559418,0.3200531303882599,0.35435691475868225
'',0.006628023460507393,0.08143015950918198,0.01978493109345436,-0.032864753156900406,0.008236967958509922,0.029715314507484436,-0.04572787508368492,-0.04859459400177002,-0.04218610003590584,0.05074836686253548,-0.055717963725328445,0.041273195296525955,-0.06881692260503769,0.018684765323996544
amounted,0.2297944575548172,0.18935327231884003,0.20704853534698486,0.12184181809425354,0.09544023126363754,0.09526050090789795,0.07425892353057861,0.09079770743846893,0.19339235126972198,0.1267562359571457,0.20020776987075806,0.34507474303245544,0.18944697082042694,0.12520678341388702
to,0.42092081904411316,0.455847829580307,0.4452643394470215,0.16130879521369934,0.1299484521150589,0.229315847158432,0.18029534816741943,0.03782717138528824,0.19071756303310394,0.2763397693634033,0.3675195574760437,0.535392165184021,0.22399327158927917,0.29463258385658264
a,0.39550232887268066,0.3320399522781372,0.2552328109741211,0.2100449502468109,0.21851083636283875,0.22168859839439392,0.17967689037322998,0.04866964742541313,0.2523633539676666,0.21064592897891998,0.2078181505203247,0.5829201340675354,0.17522315680980682,0.23916715383529663
sanction,0.19697391986846924,0.3268450200557709,0.24575969576835632,0.14119568467140198,0.10727248340845108,0.2521798014640808,0.20927441120147705,0.011476094834506512,0.2314639836549759,0.19475406408309937,0.20210778713226318,0.2857077717781067,0.2601792514324188,0.24766258895397186
for,0.44774648547172546,0.3017193675041199,0.318512886762619,0.19542941451072693,0.15234217047691345,0.1212775781750679,0.12958186864852905,-0.07241261005401611,0.1996546983718872,0.23522019386291504,0.24786117672920227,0.4739971458911896,0.19548188149929047,0.264628142118454
murder,0.1654082089662552,0.24129441380500793,0.1921606808900833,0.2047397345304489,0.13574667274951935,0.06975706666707993,0.24906706809997559,0.028475608676671982,0.3309173285961151,0.1233515590429306,0.14311742782592773,0.2102532833814621,0.27703243494033813,0.1855451613664627
.,0.515582263469696,0.3567904531955719,0.35288307070732117,0.25747326016426086,0.24000675976276398,0.23733025789260864,0.24907569587230682,-0.003708066651597619,0.2466752529144287,0.2506868243217468,0.24058549106121063,0.5934505462646484,0.2115412801504135,0.4130953550338745
