,how,much,dust,is,blown,out,of,the,sahara,each,year,?
ocean,0.17809687554836273,0.21033746004104614,0.2810789942741394,0.2728777229785919,0.2602859139442444,0.20817235112190247,0.25798606872558594,0.3185477554798126,0.32432013750076294,0.20844286680221558,0.1063806414604187,0.15205028653144836
(,0.1676948219537735,0.21788647770881653,0.14481011033058167,0.35393038392066956,0.0763440653681755,0.20017710328102112,0.35032153129577637,0.33289089798927307,0.15619352459907532,0.17427405714988708,0.2556702494621277,0.40561532974243164
some,0.4180530905723572,0.498896986246109,0.27638301253318787,0.3038453459739685,0.293945848941803,0.4002910256385803,0.4300730526447296,0.4566698372364044,0.2305351197719574,0.3905022144317627,0.15327271819114685,0.2562315762042999
dust,0.24083134531974792,0.2351432889699936,1.0,0.17347866296768188,0.41466131806373596,0.29918667674064636,0.25486329197883606,0.2346910536289215,0.28134268522262573,0.15729188919067383,0.10882840305566788,0.15803812444210052
falls,0.1427364945411682,0.15283092856407166,0.22196342051029205,0.24868997931480408,0.24985074996948242,0.19383153319358826,0.23047612607479095,0.2708098292350769,0.18480613827705383,0.217678040266037,0.23415008187294006,0.15918700397014618
into,0.2303972691297531,0.24201840162277222,0.200248584151268,0.2619607150554657,0.20950272679328918,0.47896379232406616,0.32255905866622925,0.39493247866630554,0.1959436684846878,0.2750477194786072,0.08657927066087723,0.15662476420402527
the,0.33890387415885925,0.35023224353790283,0.2346910536289215,0.5823672413825989,0.22228285670280457,0.39404502511024475,0.733189046382904,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
atlantic,0.16433286666870117,0.1496167927980423,0.20432595908641815,0.2232125848531723,0.1601749211549759,0.12839677929878235,0.22176773846149445,0.31052014231681824,0.26854392886161804,0.182842418551445,0.16799668967723846,0.15355663001537323
),0.17939934134483337,0.22256317734718323,0.14174848794937134,0.37732169032096863,0.09130270034074783,0.20875944197177887,0.3680361211299896,0.3456730246543884,0.1442667692899704,0.18692907691001892,0.24282371997833252,0.42300865054130554
",",0.22659391164779663,0.36182254552841187,0.23566173017024994,0.4691906273365021,0.19440598785877228,0.3161109685897827,0.4946078956127167,0.4933079481124878,0.19524148106575012,0.207483172416687,0.28560417890548706,0.31091248989105225
then,0.36093711853027344,0.29331350326538086,0.18881799280643463,0.24618037045001984,0.20235978066921234,0.39460504055023193,0.2937326431274414,0.4297412931919098,0.17193597555160522,0.3370605707168579,0.24939334392547607,0.2884598970413208
at,0.2154216170310974,0.23158283531665802,0.11504963040351868,0.25906258821487427,0.1803709715604782,0.2881071865558624,0.42558613419532776,0.457212895154953,0.07953942567110062,0.21600523591041565,0.3146436810493469,0.21978627145290375
35,-0.11944353580474854,0.006736552342772484,-0.09235742688179016,-0.033989109098911285,-0.014329490251839161,-0.08168192207813263,-0.05862995982170105,-0.04927394539117813,-0.002708201063796878,-0.0012131572002545,-0.07208748906850815,-0.044106997549533844
degrees,0.18475523591041565,0.25513756275177,0.10859503597021103,0.1945093870162964,0.1416258066892624,0.14000359177589417,0.22668468952178955,0.22473014891147614,0.1928645521402359,0.19759182631969452,0.23994895815849304,0.1299446076154709
west,0.13549664616584778,0.10327833145856857,0.1870882660150528,0.25201764702796936,0.16207380592823029,0.1832706332206726,0.2891985774040222,0.32918402552604675,0.26765793561935425,0.18747025728225708,0.1444975882768631,0.12088293582201004
longitude,0.1770506203174591,0.1725410521030426,0.18386469781398773,0.20099380612373352,0.13561350107192993,0.12441916018724442,0.17390240728855133,0.2508544325828552,0.24152566492557526,0.25417160987854004,0.20046329498291016,0.19342944025993347
at,0.2154216170310974,0.23158283531665802,0.11504963040351868,0.25906258821487427,0.1803709715604782,0.2881071865558624,0.42558613419532776,0.457212895154953,0.07953942567110062,0.21600523591041565,0.3146436810493469,0.21978627145290375
the,0.33890387415885925,0.35023224353790283,0.2346910536289215,0.5823672413825989,0.22228285670280457,0.39404502511024475,0.733189046382904,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
eastern,0.08724340796470642,0.21457165479660034,0.14646625518798828,0.2375388890504837,0.1371898353099823,0.11568519473075867,0.33281487226486206,0.3928247392177582,0.32484015822410583,0.2134295254945755,0.16377967596054077,0.20060817897319794
coast,0.19866614043712616,0.14675061404705048,0.17937426269054413,0.25204822421073914,0.18159276247024536,0.1962049901485443,0.2811681628227234,0.28366661071777344,0.3374280631542206,0.19241487979888916,0.17328213155269623,0.15869849920272827
of,0.2480744868516922,0.2671096920967102,0.25486329197883606,0.4854315221309662,0.19044514000415802,0.34176841378211975,1.0,0.733189046382904,0.17664550244808197,0.38460010290145874,0.2578314542770386,0.1826142966747284
south,0.11786635220050812,0.1638220101594925,0.20622549951076508,0.27680471539497375,0.1595846712589264,0.192146897315979,0.33382371068000793,0.3129390776157379,0.3288394510746002,0.17748160660266876,0.18804097175598145,0.12336621433496475
america,0.19301444292068481,0.27941057085990906,0.16416385769844055,0.1998184472322464,0.0996282696723938,0.2317066341638565,0.28803038597106934,0.37090015411376953,0.30101364850997925,0.19402697682380676,0.22777484357357025,0.19333907961845398
",",0.22659391164779663,0.36182254552841187,0.23566173017024994,0.4691906273365021,0.19440598785877228,0.3161109685897827,0.4946078956127167,0.4933079481124878,0.19524148106575012,0.207483172416687,0.28560417890548706,0.31091248989105225
27.7,-0.3184793293476105,-0.3398410379886627,-0.14614100754261017,-0.30881425738334656,-0.14133402705192566,-0.28836119174957275,-0.25649863481521606,-0.24633660912513733,-0.2711383104324341,-0.31198644638061523,-0.13178208470344543,-0.3020332455635071
million,0.21114659309387207,0.2792966067790985,0.19205474853515625,0.19962359964847565,0.14486195147037506,0.23470236361026764,0.21686489880084991,0.277012437582016,0.2098587155342102,0.2644878029823303,0.30462950468063354,0.23092924058437347
tons,0.24981051683425903,0.31718429923057556,0.2439376562833786,0.19309166073799133,0.36607280373573303,0.2984030246734619,0.19702266156673431,0.20730508863925934,0.11981531232595444,0.19735845923423767,0.1723073422908783,0.19717051088809967
(,0.1676948219537735,0.21788647770881653,0.14481011033058167,0.35393038392066956,0.0763440653681755,0.20017710328102112,0.35032153129577637,0.33289089798927307,0.15619352459907532,0.17427405714988708,0.2556702494621277,0.40561532974243164
15,-0.005761355627328157,-0.05761924758553505,0.09154774993658066,-0.00426758686080575,0.0038751305546611547,-0.05571465194225311,-0.02319195494055748,-0.011810222640633583,-0.027680374681949615,-0.1164836436510086,-0.03266001120209694,-0.010706285014748573
%,0.1237400695681572,0.26866111159324646,0.15758822858333588,0.18672586977481842,0.20787416398525238,0.23226797580718994,0.19953428208827972,0.21490740776062012,0.15446265041828156,0.11571986228227615,0.12068747729063034,0.21441808342933655
),0.17939934134483337,0.22256317734718323,0.14174848794937134,0.37732169032096863,0.09130270034074783,0.20875944197177887,0.3680361211299896,0.3456730246543884,0.1442667692899704,0.18692907691001892,0.24282371997833252,0.42300865054130554
of,0.2480744868516922,0.2671096920967102,0.25486329197883606,0.4854315221309662,0.19044514000415802,0.34176841378211975,1.0,0.733189046382904,0.17664550244808197,0.38460010290145874,0.2578314542770386,0.1826142966747284
dust,0.24083134531974792,0.2351432889699936,1.0,0.17347866296768188,0.41466131806373596,0.29918667674064636,0.25486329197883606,0.2346910536289215,0.28134268522262573,0.15729188919067383,0.10882840305566788,0.15803812444210052
fall,0.20020759105682373,0.23746179044246674,0.27373093366622925,0.13360679149627686,0.23890896141529083,0.25792112946510315,0.2854328155517578,0.3639753758907318,0.21163059771060944,0.16216892004013062,0.26067012548446655,0.1656162142753601
over,0.31446483731269836,0.3711091876029968,0.22320112586021423,0.2159561663866043,0.2594853341579437,0.38542792201042175,0.36136594414711,0.39856547117233276,0.24398937821388245,0.3201068937778473,0.2620522379875183,0.25742942094802856
the,0.33890387415885925,0.35023224353790283,0.2346910536289215,0.5823672413825989,0.22228285670280457,0.39404502511024475,0.733189046382904,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
amazon,0.16216763854026794,0.2036246955394745,0.13802170753479004,0.15197539329528809,0.1513950079679489,0.15031638741493225,0.20143137872219086,0.260541707277298,0.26794329285621643,0.1488005518913269,0.1589571088552475,0.18144656717777252
basin,0.08796394616365433,0.1942857950925827,0.27528029680252075,0.2273138016462326,0.14333422482013702,0.06492993235588074,0.2557278275489807,0.24553915858268738,0.313738614320755,0.1208983063697815,0.15138395130634308,0.14685653150081635
",",0.22659391164779663,0.36182254552841187,0.23566173017024994,0.4691906273365021,0.19440598785877228,0.3161109685897827,0.4946078956127167,0.4933079481124878,0.19524148106575012,0.207483172416687,0.28560417890548706,0.31091248989105225
132,-0.00011541465937625617,0.09665841609239578,0.10969820618629456,0.11768200993537903,0.1576956957578659,0.13555368781089783,0.06018123775720596,0.11011011153459549,0.13411597907543182,0.020739739760756493,-0.0698385238647461,-0.08056160807609558
million,0.21114659309387207,0.2792966067790985,0.19205474853515625,0.19962359964847565,0.14486195147037506,0.23470236361026764,0.21686489880084991,0.277012437582016,0.2098587155342102,0.2644878029823303,0.30462950468063354,0.23092924058437347
tons,0.24981051683425903,0.31718429923057556,0.2439376562833786,0.19309166073799133,0.36607280373573303,0.2984030246734619,0.19702266156673431,0.20730508863925934,0.11981531232595444,0.19735845923423767,0.1723073422908783,0.19717051088809967
of,0.2480744868516922,0.2671096920967102,0.25486329197883606,0.4854315221309662,0.19044514000415802,0.34176841378211975,1.0,0.733189046382904,0.17664550244808197,0.38460010290145874,0.2578314542770386,0.1826142966747284
dust,0.24083134531974792,0.2351432889699936,1.0,0.17347866296768188,0.41466131806373596,0.29918667674064636,0.25486329197883606,0.2346910536289215,0.28134268522262573,0.15729188919067383,0.10882840305566788,0.15803812444210052
remain,0.19347189366817474,0.2483953982591629,0.16293659806251526,0.2643626928329468,0.2355624884366989,0.21892505884170532,0.29009148478507996,0.33184581995010376,0.1508321613073349,0.2576121985912323,0.16121625900268555,0.1868363618850708
in,0.2601168751716614,0.2725222110748291,0.19673727452754974,0.5394441485404968,0.13691659271717072,0.3576207756996155,0.5696388483047485,0.6662389636039734,0.16193874180316925,0.30816060304641724,0.3359307050704956,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.2346910536289215,0.5823672413825989,0.22228285670280457,0.39404502511024475,0.733189046382904,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
air,0.11602716892957687,0.1904066801071167,0.3066830337047577,0.2280944287776947,0.3343783915042877,0.23276498913764954,0.24196814000606537,0.2877824306488037,0.2669728100299835,0.11661766469478607,0.15147104859352112,0.1491677612066269
",",0.22659391164779663,0.36182254552841187,0.23566173017024994,0.4691906273365021,0.19440598785877228,0.3161109685897827,0.4946078956127167,0.4933079481124878,0.19524148106575012,0.207483172416687,0.28560417890548706,0.31091248989105225
43,-0.03132842853665352,0.00806041806936264,-0.043060291558504105,-0.026897309347987175,-0.0007656320231035352,-0.05326269939541817,-0.04567742347717285,0.04104308411478996,0.02882228046655655,-0.04062490537762642,-0.01760551892220974,0.06043510511517525
million,0.21114659309387207,0.2792966067790985,0.19205474853515625,0.19962359964847565,0.14486195147037506,0.23470236361026764,0.21686489880084991,0.277012437582016,0.2098587155342102,0.2644878029823303,0.30462950468063354,0.23092924058437347
tons,0.24981051683425903,0.31718429923057556,0.2439376562833786,0.19309166073799133,0.36607280373573303,0.2984030246734619,0.19702266156673431,0.20730508863925934,0.11981531232595444,0.19735845923423767,0.1723073422908783,0.19717051088809967
of,0.2480744868516922,0.2671096920967102,0.25486329197883606,0.4854315221309662,0.19044514000415802,0.34176841378211975,1.0,0.733189046382904,0.17664550244808197,0.38460010290145874,0.2578314542770386,0.1826142966747284
dust,0.24083134531974792,0.2351432889699936,1.0,0.17347866296768188,0.41466131806373596,0.29918667674064636,0.25486329197883606,0.2346910536289215,0.28134268522262573,0.15729188919067383,0.10882840305566788,0.15803812444210052
are,0.311818927526474,0.2937524914741516,0.2122032791376114,0.5330929756164551,0.21166092157363892,0.31390950083732605,0.39081433415412903,0.40399202704429626,0.16193075478076935,0.39730963110923767,0.1750577986240387,0.24591213464736938
windblown,0.1935114711523056,0.22194939851760864,0.36643874645233154,0.248886838555336,0.7390768527984619,0.28925439715385437,0.2747642695903778,0.3168978691101074,0.24108903110027313,0.1739351749420166,0.21624219417572021,0.2240144908428192
and,0.33647966384887695,0.38395699858665466,0.19462935626506805,0.3859752118587494,0.18761591613292694,0.3881998062133789,0.5116966962814331,0.5171257257461548,0.1948641985654831,0.2984027564525604,0.2506658732891083,0.20544172823429108
falls,0.1427364945411682,0.15283092856407166,0.22196342051029205,0.24868997931480408,0.24985074996948242,0.19383153319358826,0.23047612607479095,0.2708098292350769,0.18480613827705383,0.217678040266037,0.23415008187294006,0.15918700397014618
on,0.32655060291290283,0.2834896147251129,0.16006799042224884,0.3635730445384979,0.18990592658519745,0.39060163497924805,0.3966929316520691,0.5107308030128479,0.194625124335289,0.30782750248908997,0.27628999948501587,0.2714994251728058
the,0.33890387415885925,0.35023224353790283,0.2346910536289215,0.5823672413825989,0.22228285670280457,0.39404502511024475,0.733189046382904,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
caribbean,0.20398832857608795,0.21678756177425385,0.178861603140831,0.2064785361289978,0.1937909722328186,0.15436960756778717,0.2305755466222763,0.3009287416934967,0.3054015338420868,0.2041083723306656,0.09115783125162125,0.13602977991104126
sea,0.16549281775951385,0.20864515006542206,0.18881696462631226,0.22288988530635834,0.17390954494476318,0.16215740144252777,0.2707739472389221,0.30363768339157104,0.1990211457014084,0.14790716767311096,0.12579944729804993,0.15551945567131042
",",0.22659391164779663,0.36182254552841187,0.23566173017024994,0.4691906273365021,0.19440598785877228,0.3161109685897827,0.4946078956127167,0.4933079481124878,0.19524148106575012,0.207483172416687,0.28560417890548706,0.31091248989105225
past,0.38227924704551697,0.2613849341869354,0.18746842443943024,0.2206672728061676,0.23382636904716492,0.21575108170509338,0.27417802810668945,0.2747827172279358,0.15117624402046204,0.2794826030731201,0.266812264919281,0.2598046660423279
75,-0.06230953708291054,0.010913830250501633,-0.0782611295580864,0.036826424300670624,-0.06541019678115845,-0.05504259839653969,0.06640326231718063,0.06040945649147034,0.07674156874418259,0.01387948077172041,0.06341468542814255,0.017522118985652924
degrees,0.18475523591041565,0.25513756275177,0.10859503597021103,0.1945093870162964,0.1416258066892624,0.14000359177589417,0.22668468952178955,0.22473014891147614,0.1928645521402359,0.19759182631969452,0.23994895815849304,0.1299446076154709
west,0.13549664616584778,0.10327833145856857,0.1870882660150528,0.25201764702796936,0.16207380592823029,0.1832706332206726,0.2891985774040222,0.32918402552604675,0.26765793561935425,0.18747025728225708,0.1444975882768631,0.12088293582201004
longitude,0.1770506203174591,0.1725410521030426,0.18386469781398773,0.20099380612373352,0.13561350107192993,0.12441916018724442,0.17390240728855133,0.2508544325828552,0.24152566492557526,0.25417160987854004,0.20046329498291016,0.19342944025993347
.,0.3287222981452942,0.3374604284763336,0.1864197701215744,0.4569662809371948,0.21246352791786194,0.34234723448753357,0.5352458953857422,0.5934505462646484,0.1966763585805893,0.31204065680503845,0.32538118958473206,0.4130953550338745
