,what,funds,can,not,be,used,if,a,teacher,is,not,registered,?
teaching,0.27416905760765076,0.3095417022705078,0.2164105623960495,0.28950080275535583,0.2096574753522873,0.20674064755439758,0.15667687356472015,0.21643459796905518,0.6199770569801331,0.16213442385196686,0.28950080275535583,0.18114711344242096,0.20424684882164001
council,0.16933071613311768,0.27734899520874023,0.12142665684223175,0.16596728563308716,0.1781650185585022,0.13886597752571106,0.13545042276382446,0.16385574638843536,0.15965764224529266,0.2196589708328247,0.16596728563308716,0.18228405714035034,0.1160062924027443
act,0.2622668445110321,0.2565767467021942,0.24270500242710114,0.2604115903377533,0.29223379492759705,0.18907727301120758,0.25633808970451355,0.2060188204050064,0.17400281131267548,0.18206438422203064,0.2604115903377533,0.23692305386066437,0.1482519507408142
2001,-0.11417052894830704,-0.16236311197280884,-0.1487780511379242,-0.1803981065750122,-0.15742987394332886,-0.108519546687603,-0.07798793911933899,-0.14780431985855103,-0.05752677097916603,-0.2021532505750656,-0.1803981065750122,-0.12080453336238861,-0.08740651607513428
",",0.3087472915649414,0.20136137306690216,0.3139454126358032,0.3769696354866028,0.39254459738731384,0.3120402991771698,0.257730096578598,0.427140474319458,0.2884024977684021,0.4691906273365021,0.3769696354866028,0.22778020799160004,0.31091248989105225
a,0.3320399522781372,0.20240698754787445,0.3915780484676361,0.3791346549987793,0.39883795380592346,0.3864384889602661,0.41272827982902527,1.0,0.31202319264411926,0.658733606338501,0.3791346549987793,0.27873045206069946,0.23916715383529663
person,0.41527870297431946,0.2031247615814209,0.41919437050819397,0.3899572491645813,0.40550696849823,0.3059520125389099,0.48828333616256714,0.4078793525695801,0.2995007634162903,0.35233089327812195,0.3899572491645813,0.2305225133895874,0.324093222618103
employed,0.15165269374847412,0.24723227322101593,0.2240038514137268,0.2519631087779999,0.21992658078670502,0.4061715006828308,0.18059638142585754,0.2273576259613037,0.2512384355068207,0.1857081949710846,0.2519631087779999,0.23620226979255676,0.1261894851922989
in,0.30808621644973755,0.20235127210617065,0.26527702808380127,0.3403114080429077,0.3481820821762085,0.3090210556983948,0.2589588761329651,0.539380669593811,0.22632350027561188,0.5394441485404968,0.3403114080429077,0.193543940782547,0.20430970191955566
any,0.43670421838760376,0.28993460536003113,0.5010802745819092,0.5995424389839172,0.5107080936431885,0.3731808662414551,0.6160299777984619,0.45031747221946716,0.14829076826572418,0.35691767930984497,0.5995424389839172,0.3346293270587921,0.4113408327102661
capacity,0.16428391635417938,0.29480430483818054,0.2673025131225586,0.2549728453159332,0.22681169211864471,0.24729996919631958,0.23754402995109558,0.17258614301681519,0.05858342722058296,0.17435728013515472,0.2549728453159332,0.14776958525180817,0.17383241653442383
in,0.30808621644973755,0.20235127210617065,0.26527702808380127,0.3403114080429077,0.3481820821762085,0.3090210556983948,0.2589588761329651,0.539380669593811,0.22632350027561188,0.5394441485404968,0.3403114080429077,0.193543940782547,0.20430970191955566
a,0.3320399522781372,0.20240698754787445,0.3915780484676361,0.3791346549987793,0.39883795380592346,0.3864384889602661,0.41272827982902527,1.0,0.31202319264411926,0.658733606338501,0.3791346549987793,0.27873045206069946,0.23916715383529663
recognised,0.22302114963531494,0.20169417560100555,0.16211733222007751,0.30814874172210693,0.2512267231941223,0.2747385799884796,0.20647509396076202,0.20839284360408783,0.13160155713558197,0.23218490183353424,0.30814874172210693,0.35368016362190247,0.1985509693622589
teaching,0.27416905760765076,0.3095417022705078,0.2164105623960495,0.28950080275535583,0.2096574753522873,0.20674064755439758,0.15667687356472015,0.21643459796905518,0.6199770569801331,0.16213442385196686,0.28950080275535583,0.18114711344242096,0.20424684882164001
post,0.2384328991174698,0.1723729521036148,0.1770651787519455,0.1926378309726715,0.1897667646408081,0.17897844314575195,0.1735999882221222,0.24012945592403412,0.12041616439819336,0.168934166431427,0.1926378309726715,0.18022380769252777,0.23729883134365082
-,0.13380742073059082,0.06848283857107162,0.18486225605010986,0.18123318254947662,0.17081406712532043,0.1567620038986206,0.20322023332118988,0.3695357143878937,0.16703516244888306,0.30179503560066223,0.18123318254947662,0.21052217483520508,0.3336010277271271
who,0.40942975878715515,0.2483792006969452,0.2602734863758087,0.369414746761322,0.3371641933917999,0.20756356418132782,0.3758285641670227,0.36608949303627014,0.35707929730415344,0.24293622374534607,0.369414746761322,0.3385601043701172,0.26220351457595825
is,0.28837618231773376,0.13101255893707275,0.44256699085235596,0.3776007890701294,0.4819129705429077,0.3288823366165161,0.30927813053131104,0.658733606338501,0.2001669555902481,1.0,0.3776007890701294,0.1567090004682541,0.22961433231830597
not,0.5449194312095642,0.2268684357404709,0.49270012974739075,0.9999999403953552,0.5788898468017578,0.358921617269516,0.6100378632545471,0.3791346549987793,0.16961851716041565,0.3776007890701294,0.9999999403953552,0.2506466805934906,0.41942933201789856
registered,0.18316222727298737,0.29317861795425415,0.20924876630306244,0.2506466805934906,0.2189396172761917,0.21249720454216003,0.2565499544143677,0.27873045206069946,0.17966757714748383,0.1567090004682541,0.2506466805934906,1.0,0.24155336618423462
with,0.2464839518070221,0.17613829672336578,0.3572797477245331,0.3409014642238617,0.36101722717285156,0.3047430217266083,0.34021785855293274,0.3783375024795532,0.13737362623214722,0.3250955045223236,0.3409014642238617,0.15469864010810852,0.2433311939239502
the,0.42745697498321533,0.23871955275535583,0.312528520822525,0.4310511648654938,0.4248143136501312,0.3718377649784088,0.33724796772003174,0.5829201340675354,0.17760860919952393,0.5823672413825989,0.4310511648654938,0.23383188247680664,0.22068053483963013
teaching,0.27416905760765076,0.3095417022705078,0.2164105623960495,0.28950080275535583,0.2096574753522873,0.20674064755439758,0.15667687356472015,0.21643459796905518,0.6199770569801331,0.16213442385196686,0.28950080275535583,0.18114711344242096,0.20424684882164001
council,0.16933071613311768,0.27734899520874023,0.12142665684223175,0.16596728563308716,0.1781650185585022,0.13886597752571106,0.13545042276382446,0.16385574638843536,0.15965764224529266,0.2196589708328247,0.16596728563308716,0.18228405714035034,0.1160062924027443
-,0.13380742073059082,0.06848283857107162,0.18486225605010986,0.18123318254947662,0.17081406712532043,0.1567620038986206,0.20322023332118988,0.3695357143878937,0.16703516244888306,0.30179503560066223,0.18123318254947662,0.21052217483520508,0.3336010277271271
may,0.25739946961402893,0.18448828160762787,0.43584567308425903,0.39885732531547546,0.45514434576034546,0.29261529445648193,0.3125908374786377,0.29255667328834534,0.15417979657649994,0.322792649269104,0.39885732531547546,0.17955699563026428,0.2768254578113556
not,0.5449194312095642,0.2268684357404709,0.49270012974739075,0.9999999403953552,0.5788898468017578,0.358921617269516,0.6100378632545471,0.3791346549987793,0.16961851716041565,0.3776007890701294,0.9999999403953552,0.2506466805934906,0.41942933201789856
be,0.3929833769798279,0.2243211716413498,0.5791122913360596,0.5788898468017578,1.0,0.3731876611709595,0.5628611445426941,0.39883795380592346,0.1891087293624878,0.4819129705429077,0.5788898468017578,0.2189396172761917,0.3324260413646698
paid,0.254770964384079,0.49651458859443665,0.14789767563343048,0.2902442514896393,0.23184046149253845,0.21576225757598877,0.22454681992530823,0.19037166237831116,0.19918608665466309,0.11761607974767685,0.2902442514896393,0.29223644733428955,0.20964482426643372
from,0.2737620174884796,0.17407089471817017,0.2516351342201233,0.2567668557167053,0.3107333183288574,0.25821518898010254,0.23692595958709717,0.322764128446579,0.17958809435367584,0.27355384826660156,0.2567668557167053,0.17252065241336823,0.19969791173934937
oireachtas,0.2950538992881775,0.3352046012878418,0.23173899948596954,0.3279467225074768,0.2766161262989044,0.26098933815956116,0.2792617082595825,0.2548844516277313,0.20783276855945587,0.24601028859615326,0.3279467225074768,0.33744946122169495,0.18889372050762177
funds,0.15644897520542145,1.0,0.20139570534229279,0.2268684357404709,0.2243211716413498,0.23506341874599457,0.22841161489486694,0.20240698754787445,0.18667280673980713,0.13101255893707275,0.2268684357404709,0.29317861795425415,0.12731410562992096
.,0.3567904531955719,0.19765421748161316,0.35783761739730835,0.4824007451534271,0.4383580684661865,0.33111312985420227,0.421799898147583,0.50484299659729,0.225234717130661,0.4569662809371948,0.4824007451534271,0.23739121854305267,0.4130953550338745
