,in,what,year,did,abc,resume,its,television,relationship,with,disney,?
again,0.3318929970264435,0.3921525180339813,0.2613091766834259,0.35250324010849,0.19005951285362244,0.260992169380188,0.2635642886161804,0.1818799376487732,0.19844824075698853,0.33511000871658325,0.21636822819709778,0.2679590880870819
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.1697147786617279,0.21877925097942352,0.3793783485889435,0.2689782977104187,0.20233847200870514,0.4080928862094879,0.18521910905838013,0.20430970191955566
1988,0.004595467355102301,-0.09063374996185303,0.01965179853141308,-0.03694842383265495,0.22792929410934448,-0.07408612221479416,0.021272579208016396,0.09654484689235687,0.024284603074193,-0.02364891581237316,0.09234438091516495,0.08449683338403702
;,0.092739537358284,0.10986888408660889,0.00956164300441742,0.10727239400148392,-0.0012340332614257932,0.03265094757080078,0.056731753051280975,-0.018809376284480095,0.08337178826332092,0.12944702804088593,0.08175265789031982,0.10349778085947037
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.2228340208530426,0.559237003326416,0.24569597840309143,0.21018025279045105,0.4223487675189972,0.24980762600898743,0.22068053483963013
disney,0.18521910905838013,0.19632026553153992,0.19369487464427948,0.16180537641048431,0.37895750999450684,0.17096969485282898,0.19488584995269775,0.3754020631313324,0.14350686967372894,0.2006005197763443,1.0,0.22150784730911255
anthology,0.240850031375885,0.19700226187705994,0.23221974074840546,0.16813743114471436,0.2907084822654724,0.13146856427192688,0.15167896449565887,0.2877735197544098,0.1127556562423706,0.21544937789440155,0.29018303751945496,0.18870647251605988
series,0.2914260923862457,0.17328087985515594,0.2600080966949463,0.15581852197647095,0.38518208265304565,0.1658741980791092,0.16496503353118896,0.6111506819725037,0.19746741652488708,0.17767351865768433,0.3113691210746765,0.1709602326154709
would,0.30461156368255615,0.45766422152519226,0.259968101978302,0.6268245577812195,0.13780725002288818,0.3642862141132355,0.27556702494621277,0.17012080550193787,0.23424163460731506,0.38372042775154114,0.20283743739128113,0.37178951501846313
return,0.1852470338344574,0.18344242870807648,0.21540093421936035,0.21141748130321503,0.19856001436710358,0.33748412132263184,0.17298777401447296,0.13214941322803497,0.19546978175640106,0.16163842380046844,0.1472778171300888,0.14655634760856628
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.1762417107820511,0.34364187717437744,0.3691340684890747,0.1933557242155075,0.25194117426872253,0.4239959120750427,0.23984374105930328,0.29463258385658264
abc,0.1697147786617279,0.1317344456911087,0.2373921275138855,0.13353709876537323,1.0000001192092896,0.21392767131328583,0.19045390188694,0.46871840953826904,0.2317969650030136,0.17432008683681488,0.37895750999450684,0.19065172970294952
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.1697147786617279,0.21877925097942352,0.3793783485889435,0.2689782977104187,0.20233847200870514,0.4080928862094879,0.18521910905838013,0.20430970191955566
1996,0.07233931124210358,0.1822642683982849,0.06595204025506973,0.24150575697422028,-0.04806329682469368,0.2245512753725052,-0.008654103614389896,0.010741958394646645,0.09413548558950424,0.0518411286175251,-0.07817627489566803,0.18022380769252777
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,0.17940868437290192,0.33157986402511597,0.27995240688323975,0.23936419188976288,0.4120737314224243,0.2132069319486618,0.31091248989105225
following,0.355264812707901,0.2506418824195862,0.2646180987358093,0.28040066361427307,0.1467348337173462,0.27556848526000977,0.23075145483016968,0.15606312453746796,0.16035810112953186,0.30096235871315,0.2012777179479599,0.1555173695087433
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.2228340208530426,0.559237003326416,0.24569597840309143,0.21018025279045105,0.4223487675189972,0.24980762600898743,0.22068053483963013
company,0.22141718864440918,0.2333769053220749,0.1253320872783661,0.16800642013549805,0.16210390627384186,0.18934890627861023,0.258992999792099,0.25623777508735657,0.0858396515250206,0.24132338166236877,0.29213109612464905,0.12195809185504913
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,0.06670809537172318,-0.07406973093748093,0.03202139586210251,0.11021530628204346,-0.04484357684850693,-0.04624466598033905,0.0786653682589531,-0.023395681753754616
purchase,0.18969708681106567,0.1781352013349533,0.20518018305301666,0.22546830773353577,0.2114780843257904,0.23152711987495422,0.2338007539510727,0.1497635841369629,0.1947050243616104,0.20768877863883972,0.21842390298843384,0.07106894254684448
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,0.1363866776227951,0.48690423369407654,0.21995750069618225,0.22000651061534882,0.41827285289764404,0.19926400482654572,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.2228340208530426,0.559237003326416,0.24569597840309143,0.21018025279045105,0.4223487675189972,0.24980762600898743,0.22068053483963013
future,0.15554536879062653,0.29700374603271484,0.23687829077243805,0.23607341945171356,0.1452704519033432,0.2626480162143707,0.08928534388542175,0.13658083975315094,0.25326603651046753,0.24820348620414734,0.2205570638179779,0.3367180824279785
capital,0.3233928978443146,0.17967931926250458,0.16104143857955933,0.08427972346544266,0.2084534764289856,0.05049067735671997,0.2783217430114746,0.17207099497318268,0.05396728590130806,0.13558538258075714,0.17269915342330933,0.0907452180981636
cities/abc,0.3274103105068207,0.17345023155212402,0.2690056562423706,0.11703836172819138,0.37177377939224243,0.15877382457256317,0.23170366883277893,0.325548380613327,0.07917598634958267,0.21366477012634277,0.18020334839820862,0.2519042491912842
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,0.17940868437290192,0.33157986402511597,0.27995240688323975,0.23936419188976288,0.4120737314224243,0.2132069319486618,0.31091248989105225
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.2286096066236496,0.23172351717948914,0.31874480843544006,0.25070273876190186,0.2814804017543793,0.40387406945228577,0.2626339793205261,0.27043893933296204
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.2228340208530426,0.559237003326416,0.24569597840309143,0.21018025279045105,0.4223487675189972,0.24980762600898743,0.22068053483963013
wonderful,0.2005479484796524,0.3673533499240875,0.17660821974277496,0.24350856244564056,0.1969894915819168,0.14566849172115326,0.19600673019886017,0.22282832860946655,0.1891993284225464,0.21916623413562775,0.37920525670051575,0.2753289043903351
world,0.3038199245929718,0.21669597923755646,0.25931429862976074,0.1944720596075058,0.16711202263832092,0.17965397238731384,0.23953673243522644,0.19271276891231537,0.13432036340236664,0.2832821011543274,0.2243882566690445,0.17579582333564758
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,0.1363866776227951,0.48690423369407654,0.21995750069618225,0.22000651061534882,0.41827285289764404,0.19926400482654572,0.1826142966747284
disney,0.18521910905838013,0.19632026553153992,0.19369487464427948,0.16180537641048431,0.37895750999450684,0.17096969485282898,0.19488584995269775,0.3754020631313324,0.14350686967372894,0.2006005197763443,1.0,0.22150784730911255
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.18381085991859436,0.16580308973789215,0.20629894733428955,0.27724143862724304,0.16473416984081268,0.3069596290588379,0.14130505919456482,0.42300865054130554
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2567209303379059,0.24758079648017883,0.3566088080406189,0.2806251645088196,0.22535671293735504,0.4446153938770294,0.23698924481868744,0.4130953550338745
