,what,type,of,education,is,sometimes,present,at,religious,schools,in,addition,to,the,secular,curriculum,?
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2626708149909973,0.42745086550712585,0.4055429697036743,0.2453051209449768,0.36524343490600586,0.24161745607852936,0.2362271547317505,0.45010748505592346,0.29394859075546265,1.0,0.535392165184021,0.19456274807453156,0.2018750011920929,0.29463258385658264
impress,0.2732011675834656,0.0643094927072525,0.16600334644317627,0.1374521106481552,0.09235890209674835,0.11475028842687607,0.09590347856283188,0.2564067840576172,0.05543730780482292,0.12671348452568054,0.11743619292974472,0.15714585781097412,0.2897378206253052,0.18947164714336395,0.045003607869148254,0.1239134818315506,0.2315939962863922
their,0.35142919421195984,0.14413684606552124,0.4329940676689148,0.18489162623882294,0.2101074606180191,0.37100598216056824,0.16849581897258759,0.23641370236873627,0.2620738446712494,0.22621867060661316,0.34976133704185486,0.2408984899520874,0.44619059562683105,0.516537070274353,0.24082927405834198,0.1695074737071991,0.1898253709077835
particular,0.4548671245574951,0.3430236876010895,0.3490585684776306,0.19802753627300262,0.3500361442565918,0.34934064745903015,0.19482368230819702,0.22621183097362518,0.3374701142311096,0.21412283182144165,0.3090636432170868,0.35443314909935,0.40318208932876587,0.4066357910633087,0.3974218964576721,0.2753463685512543,0.2741454839706421
faith,0.3120079040527344,0.1461036056280136,0.20991961658000946,0.28502142429351807,0.2154717594385147,0.14128437638282776,0.18231582641601562,0.15520597994327545,0.4935443103313446,0.2563481330871582,0.16146141290664673,0.1470804065465927,0.2426898032426834,0.20665863156318665,0.3550562262535095,0.19502738118171692,0.2833177447319031
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,0.0036171283572912216,0.02396530658006668,0.018931861966848373,0.010861009359359741,-0.08481216430664062,0.0182697381824255,0.003616944421082735,-0.037580832839012146,-0.07300050556659698,0.03782717138528824,-0.01540423184633255,0.008703164756298065,-0.012994492426514626,-0.023395681753754616
beliefs,0.3655100166797638,0.11983153969049454,0.2516281008720398,0.2833899259567261,0.16356134414672852,0.24675384163856506,0.1071048378944397,0.17551292479038239,0.6187121272087097,0.3330990970134735,0.19265426695346832,0.1473911702632904,0.28781747817993164,0.2159741371870041,0.4915983974933624,0.2550409138202667,0.254576712846756
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.308173805475235,0.3859752118587494,0.35151126980781555,0.2790124714374542,0.3571503460407257,0.30280056595802307,0.29319998621940613,0.4954058527946472,0.3508087992668152,0.48971283435821533,0.5171257257461548,0.24889163672924042,0.2189425677061081,0.20544172823429108
traditions,0.253129243850708,0.16837473213672638,0.2921203374862671,0.2789627015590668,0.2456929087638855,0.30991798639297485,0.15394502878189087,0.11392491310834885,0.45478489995002747,0.3786821663379669,0.251825749874115,0.2728722095489502,0.24796780943870544,0.26193809509277344,0.3952988088130951,0.3043888211250305,0.18007412552833557
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2654339671134949,0.5394441485404968,0.31462913751602173,0.23905439674854279,0.4374977946281433,0.24099457263946533,0.2632134258747101,1.0,0.3033084571361542,0.45010748505592346,0.6662389636039734,0.22740904986858368,0.2303178757429123,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23982903361320496,0.5823672413825989,0.35816407203674316,0.2829846143722534,0.457212895154953,0.22950971126556396,0.22905772924423218,0.6662389636039734,0.32955414056777954,0.535392165184021,1.0,0.24261851608753204,0.21278034150600433,0.22068053483963013
students,0.2380729615688324,0.11906036734580994,0.25513339042663574,0.5498206615447998,0.2124544233083725,0.17899005115032196,0.17148207128047943,0.26965975761413574,0.2671111226081848,0.6169943809509277,0.2676171064376831,0.19922667741775513,0.2905822694301605,0.25268980860710144,0.24878928065299988,0.5521286725997925,0.18017297983169556
who,0.40942975878715515,0.1257498413324356,0.2827862501144409,0.2051982581615448,0.24293622374534607,0.3329818546772003,0.12091390043497086,0.22096660733222961,0.2875464856624603,0.20265154540538788,0.2792111933231354,0.20351898670196533,0.42656609416007996,0.3733934462070465,0.24036633968353271,0.19057515263557434,0.26220351457595825
attend,0.18096278607845306,0.06128432974219322,0.2297111451625824,0.42204952239990234,0.15351234376430511,0.16531217098236084,0.2040768712759018,0.3939802646636963,0.25221115350723267,0.4374011754989624,0.2352246344089508,0.17412970960140228,0.3481958508491516,0.23206810653209686,0.2295447289943695,0.383881539106369,0.14932334423065186
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.27047446370124817,0.4569662809371948,0.24956031143665314,0.23765113949775696,0.4549728035926819,0.23880675435066223,0.2752705216407776,0.5591574311256409,0.27481022477149963,0.4645031690597534,0.5934505462646484,0.19620643556118011,0.20690537989139557,0.4130953550338745
