,what,objects,in,organisms,absorb,singlet,oxygen,to,prevent,harm,?
and,0.31309178471565247,0.2794862985610962,0.4954058527946472,0.2444908618927002,0.2635331153869629,0.2102305293083191,0.22261030972003937,0.48971283435821533,0.27715030312538147,0.3120495676994324,0.20544172823429108
by,0.2455483376979828,0.22672481834888458,0.370934396982193,0.19641327857971191,0.16704733669757843,0.21730034053325653,0.1292176991701126,0.33534231781959534,0.3244638741016388,0.22866465151309967,0.17966607213020325
the,0.42745697498321533,0.24716724455356598,0.6662389636039734,0.22463196516036987,0.2552814483642578,0.2022450864315033,0.20428593456745148,0.535392165184021,0.2841009497642517,0.2022610902786255,0.22068053483963013
immune,0.2410416603088379,0.17924802005290985,0.14682820439338684,0.3922001123428345,0.2717946767807007,0.12140323966741562,0.3167511820793152,0.2541976273059845,0.2788029909133911,0.2953786849975586,0.16080476343631744
system,0.23557309806346893,0.2466106414794922,0.21978288888931274,0.2424149215221405,0.22415199875831604,0.11043857783079147,0.17158660292625427,0.26662686467170715,0.19941724836826324,0.19503380358219147,0.15556083619594574
as,0.31749409437179565,0.2573409080505371,0.3887844979763031,0.2541891038417816,0.21613986790180206,0.19020862877368927,0.16691245138645172,0.42092081904411316,0.30691957473754883,0.27313220500946045,0.27043893933296204
a,0.3320399522781372,0.24898670613765717,0.539380669593811,0.1930171549320221,0.21902647614479065,0.328403115272522,0.21662019193172455,0.45503583550453186,0.23738086223602295,0.22195467352867126,0.23916715383529663
source,0.2553733289241791,0.16008368134498596,0.24019475281238556,0.20319269597530365,0.3072662055492401,0.16304923593997955,0.18365855515003204,0.2501981854438782,0.25194478034973145,0.287269651889801,0.2462312877178192
of,0.33290785551071167,0.23814009130001068,0.5696388483047485,0.23870134353637695,0.21571673452854156,0.16668915748596191,0.16848602890968323,0.41548454761505127,0.22669163346290588,0.18602855503559113,0.1826142966747284
active,0.2610722482204437,0.14159253239631653,0.2698204517364502,0.18352627754211426,0.15525132417678833,0.16961117088794708,0.1766476333141327,0.24291767179965973,0.14515288174152374,0.22253379225730896,0.20374006032943726
oxygen,0.16781960427761078,0.18843425810337067,0.1672476977109909,0.42718103528022766,0.46643900871276855,0.21857549250125885,0.9999999403953552,0.24193501472473145,0.22320111095905304,0.25645583868026733,0.16786395013332367
.,0.3567904531955719,0.23188386857509613,0.5591574311256409,0.2715383470058441,0.23536643385887146,0.2575233280658722,0.2554275095462799,0.4645031690597534,0.24685528874397278,0.3127097487449646,0.4130953550338745
