,according,to,game,stats,",",which,super,bowl,50,quarterback,had,his,worst,year,since,his,first,season,as,a,player,in,the,nfl,?
skills,0.12230847030878067,0.29669415950775146,0.2378131002187729,0.2795097529888153,0.21529243886470795,0.24074231088161469,0.19506411254405975,0.10142087936401367,-0.026359112933278084,0.18744970858097076,0.2366747111082077,0.35086750984191895,0.10921578109264374,0.14630259573459625,0.21002207696437836,0.35086750984191895,0.22676652669906616,0.15254861116409302,0.25489968061447144,0.24761129915714264,0.17100371420383453,0.17281371355056763,0.20564566552639008,0.161344513297081,0.1864275485277176
",",0.3107093870639801,0.44245919585227966,0.2653886377811432,0.2316780686378479,1.0000001192092896,0.3658004403114319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2844501733779907,0.35487717390060425,0.3378419280052185,0.22239959239959717,0.28560417890548706,0.3991432189941406,0.3378419280052185,0.34503069519996643,0.2232367992401123,0.48816442489624023,0.427140474319458,0.25826331973075867,0.5201468467712402,0.4933079481124878,0.18939071893692017,0.31091248989105225
but,0.2617877423763275,0.5542377829551697,0.21444356441497803,0.24089635908603668,0.48126736283302307,0.55336993932724,0.21924501657485962,0.15839487314224243,0.040359389036893845,0.1965695172548294,0.4414518475532532,0.38552024960517883,0.1865118145942688,0.2701607942581177,0.44559645652770996,0.38552024960517883,0.34309494495391846,0.2349797487258911,0.4864770472049713,0.44750767946243286,0.11845224350690842,0.48674455285072327,0.4859698414802551,0.15411628782749176,0.27921953797340393
struggled,0.19431276619434357,0.3124760687351227,0.21641358733177185,0.2407400757074356,0.2757214605808258,0.23276284337043762,0.25404632091522217,0.25047561526298523,0.00046025938354432583,0.3086735010147095,0.38271692395210266,0.4375912845134735,0.19253841042518616,0.2556300461292267,0.22240810096263885,0.4375912845134735,0.257761150598526,0.3167175352573395,0.2303638607263565,0.21445885300636292,0.16328668594360352,0.2576236128807068,0.28537142276763916,0.1974378526210785,0.11264374107122421
with,0.25230053067207336,0.4239959120750427,0.19394829869270325,0.1567969024181366,0.4120737314224243,0.46403205394744873,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.1795865148305893,0.4739086329936981,0.33836179971694946,0.10934992134571075,0.3220449686050415,0.3120420575141907,0.33836179971694946,0.2691199779510498,0.26700887084007263,0.40387406945228577,0.3783375024795532,0.15822981297969818,0.4080928862094879,0.4223487675189972,0.18521657586097717,0.2433311939239502
numerous,0.1470133662223816,0.23493526875972748,0.14990928769111633,0.1773301213979721,0.27380234003067017,0.3937303423881531,0.17539815604686737,0.13804976642131805,-0.016960421577095985,0.11119382083415985,0.32777848839759827,0.27980732917785645,0.13742734491825104,0.14380094408988953,0.27854785323143005,0.27980732917785645,0.19810831546783447,0.1241198182106018,0.29683956503868103,0.1547548472881317,0.06065832078456879,0.30740252137184143,0.3353725075721741,0.11328399181365967,0.0875130444765091
changes,0.23423440754413605,0.32918253540992737,0.1455252766609192,0.22812886536121368,0.23045918345451355,0.3407791256904602,0.09753360599279404,0.1394612342119217,0.06001393496990204,0.13946327567100525,0.19273187220096588,0.1483542025089264,0.12045735865831375,0.16151680052280426,0.27191275358200073,0.1483542025089264,0.21815986931324005,0.12810510396957397,0.252431720495224,0.26482418179512024,0.11521019041538239,0.226434126496315,0.3427845537662506,0.14571350812911987,0.21264225244522095
and,0.30645591020584106,0.48971283435821533,0.25192898511886597,0.19816012680530548,0.6633074283599854,0.506277859210968,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.202833354473114,0.3872550129890442,0.4234102666378021,0.148040309548378,0.2506658732891083,0.3515571057796478,0.4234102666378021,0.3167642652988434,0.2369309365749359,0.49487000703811646,0.3739250600337982,0.22685286402702332,0.4954058527946472,0.5171257257461548,0.2080700695514679,0.20544172823429108
injuries,0.08534462004899979,0.23464561998844147,0.18669594824314117,0.1535305678844452,0.26163554191589355,0.20966064929962158,0.22803081572055817,0.16919969022274017,0.044447120279073715,0.2739171087741852,0.30107513070106506,0.3185986876487732,0.1882898062467575,0.23301538825035095,0.17770269513130188,0.3185986876487732,0.16875965893268585,0.2519371211528778,0.18626248836517334,0.23060233891010284,0.1706605851650238,0.2401004433631897,0.20518366992473602,0.22979684174060822,0.14870837330818176
to,0.28520727157592773,1.0,0.2540906071662903,0.19885417819023132,0.44245919585227966,0.5345056653022766,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.17934949696063995,0.37984350323677063,0.3715193271636963,0.14048011600971222,0.23523004353046417,0.3733763098716736,0.3715193271636963,0.3792489171028137,0.22382742166519165,0.42092081904411316,0.45503583550453186,0.17719191312789917,0.45010748505592346,0.535392165184021,0.1526731252670288,0.29463258385658264
the,0.3202974498271942,0.535392165184021,0.285271555185318,0.19401417672634125,0.4933079481124878,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.23757418990135193,0.3875846862792969,0.4394008219242096,0.21166902780532837,0.3609684407711029,0.4054957628250122,0.4394008219242096,0.49448907375335693,0.2507155239582062,0.48381632566452026,0.5829201340675354,0.19900773465633392,0.6662389636039734,1.0,0.15305201709270477,0.22068053483963013
offensive,0.10483290255069733,0.22761069238185883,0.2378654181957245,0.28546375036239624,0.2524537146091461,0.16861499845981598,0.21752987802028656,0.28262776136398315,0.009906508028507233,0.499790221452713,0.18353337049484253,0.2126583755016327,0.20458775758743286,0.22162804007530212,0.192304328083992,0.2126583755016327,0.15538156032562256,0.20096494257450104,0.2374688982963562,0.22588013112545013,0.31663358211517334,0.20140975713729858,0.2699996531009674,0.4299554228782654,0.20278584957122803
line,0.09582274407148361,0.2615616023540497,0.2155837118625641,0.17258363962173462,0.22637072205543518,0.2508549988269806,0.1948607861995697,0.09206075221300125,-0.06176300346851349,0.16788658499717712,0.19683466851711273,0.18334023654460907,0.06642130017280579,0.13994695246219635,0.18991616368293762,0.18334023654460907,0.21545767784118652,0.1613713502883911,0.22621846199035645,0.23499317467212677,0.13898251950740814,0.2258777767419815,0.29789501428604126,0.1069667711853981,0.16271452605724335
",",0.3107093870639801,0.44245919585227966,0.2653886377811432,0.2316780686378479,1.0000001192092896,0.3658004403114319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2844501733779907,0.35487717390060425,0.3378419280052185,0.22239959239959717,0.28560417890548706,0.3991432189941406,0.3378419280052185,0.34503069519996643,0.2232367992401123,0.48816442489624023,0.427140474319458,0.25826331973075867,0.5201468467712402,0.4933079481124878,0.18939071893692017,0.31091248989105225
as,0.24795791506767273,0.42092081904411316,0.18194591999053955,0.19367483258247375,0.48816442489624023,0.41006597876548767,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.2484835833311081,0.3393979072570801,0.3146366477012634,0.22892223298549652,0.28440728783607483,0.36245352029800415,0.3146366477012634,0.33842000365257263,0.22911055386066437,1.0,0.39550232887268066,0.1808752566576004,0.3887844979763031,0.48381632566452026,0.18464252352714539,0.27043893933296204
well,0.23875869810581207,0.3422003388404846,0.25336140394210815,0.24497193098068237,0.4331948161125183,0.42522135376930237,0.2187589854001999,0.16728825867176056,0.034162651747465134,0.1695583313703537,0.33189016580581665,0.3732656240463257,0.1915781944990158,0.21872945129871368,0.28098294138908386,0.3732656240463257,0.320014625787735,0.2359195351600647,0.5532534718513489,0.320642352104187,0.15016257762908936,0.36612698435783386,0.42630070447921753,0.14323101937770844,0.24815571308135986
as,0.24795791506767273,0.42092081904411316,0.18194591999053955,0.19367483258247375,0.48816442489624023,0.41006597876548767,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.2484835833311081,0.3393979072570801,0.3146366477012634,0.22892223298549652,0.28440728783607483,0.36245352029800415,0.3146366477012634,0.33842000365257263,0.22911055386066437,1.0,0.39550232887268066,0.1808752566576004,0.3887844979763031,0.48381632566452026,0.18464252352714539,0.27043893933296204
manning,0.08402473479509354,0.24857525527477264,0.3214661478996277,0.2561480402946472,0.30921146273612976,0.20940884947776794,0.30535250902175903,0.32417115569114685,-0.0051657091826200485,0.5449647903442383,0.19614505767822266,0.33460527658462524,0.17082956433296204,0.2521476149559021,0.13168372213840485,0.33460527658462524,0.28783273696899414,0.33529460430145264,0.27189740538597107,0.2509649395942688,0.3113711178302765,0.22345924377441406,0.27058160305023193,0.41851508617401123,0.15856626629829407
having,0.19536109268665314,0.3992697596549988,0.21824243664741516,0.19183339178562164,0.3154076039791107,0.4051061272621155,0.1636309027671814,0.1432962417602539,0.03979077935218811,0.1662231683731079,0.5545873641967773,0.34516337513923645,0.1415676772594452,0.2412998378276825,0.36430859565734863,0.34516337513923645,0.2400989979505539,0.20948754251003265,0.36958321928977966,0.3929923176765442,0.11929608136415482,0.32022708654403687,0.3821379244327545,0.13176612555980682,0.22418256103992462
his,0.2082674354314804,0.3715193271636963,0.21079449355602264,0.1490212082862854,0.3378419280052185,0.32283493876457214,0.12594756484031677,0.13805828988552094,0.04898534715175629,0.26448479294776917,0.4401516616344452,0.9999998807907104,0.09057256579399109,0.255428284406662,0.25658485293388367,0.9999998807907104,0.3241460621356964,0.20986881852149963,0.3146366477012634,0.3497250974178314,0.24347680807113647,0.3598145842552185,0.4394008219242096,0.19130797684192657,0.18075084686279297
worst,0.1489018350839615,0.14048011600971222,0.17930902540683746,0.1352856457233429,0.22239959239959717,0.18129250407218933,0.1593654304742813,0.14381590485572815,-0.03639095276594162,0.1364130973815918,0.20103506743907928,0.09057256579399109,1.0,0.18392078578472137,0.20336312055587769,0.09057256579399109,0.25082701444625854,0.21568424999713898,0.22892223298549652,0.12921255826950073,0.12317778915166855,0.19013282656669617,0.21166902780532837,0.13726124167442322,0.21551604568958282
statistical,0.32948872447013855,0.16316303610801697,0.18823641538619995,0.38341930508613586,0.23909308016300201,0.2899429202079773,0.18969270586967468,0.15953555703163147,0.008449357002973557,0.20131157338619232,0.12417209893465042,0.13560378551483154,0.17692434787750244,0.10074234008789062,0.11553874611854553,0.13560378551483154,0.12821857631206512,0.1648615598678589,0.2187386304140091,0.19563883543014526,0.09835628420114517,0.27423131465911865,0.26417747139930725,0.21792426705360413,0.1697750836610794
season,0.08684398978948593,0.22382742166519165,0.3434298038482666,0.29510045051574707,0.2232367992401123,0.20103639364242554,0.2755677402019501,0.3117852509021759,0.06724537163972855,0.360336571931839,0.1978970468044281,0.20986881852149963,0.21568424999713898,0.3561827838420868,0.25668418407440186,0.20986881852149963,0.26634398102760315,1.0,0.22911055386066437,0.1855505406856537,0.2349400818347931,0.2184021919965744,0.2507155239582062,0.3929455280303955,0.16793298721313477
since,0.2230328768491745,0.3733763098716736,0.19464720785617828,0.18442636728286743,0.3991432189941406,0.3523256182670593,0.13119962811470032,0.14065173268318176,0.041575029492378235,0.18010541796684265,0.4845401346683502,0.25658485293388367,0.20336312055587769,0.31512683629989624,1.0000001192092896,0.25658485293388367,0.42581459879875183,0.25668418407440186,0.36245352029800415,0.3303585946559906,0.16642019152641296,0.4325680434703827,0.4054957628250122,0.13534599542617798,0.2876587212085724
his,0.2082674354314804,0.3715193271636963,0.21079449355602264,0.1490212082862854,0.3378419280052185,0.32283493876457214,0.12594756484031677,0.13805828988552094,0.04898534715175629,0.26448479294776917,0.4401516616344452,0.9999998807907104,0.09057256579399109,0.255428284406662,0.25658485293388367,0.9999998807907104,0.3241460621356964,0.20986881852149963,0.3146366477012634,0.3497250974178314,0.24347680807113647,0.3598145842552185,0.4394008219242096,0.19130797684192657,0.18075084686279297
rookie,0.11549732834100723,0.10144312679767609,0.3996204137802124,0.32379254698753357,0.15723872184753418,0.13800092041492462,0.29251599311828613,0.40570440888404846,0.022662870585918427,0.5199729800224304,0.16106672585010529,0.2639605402946472,0.23843608796596527,0.45677095651626587,0.13785722851753235,0.2639605402946472,0.24955706298351288,0.46761253476142883,0.15790551900863647,0.18722648918628693,0.3882558345794678,0.19899246096611023,0.2438497394323349,0.5606376528739929,0.14955708384513855
year,0.22832731902599335,0.23523004353046417,0.24385766685009003,0.22508688271045685,0.28560417890548706,0.242343008518219,0.20762673020362854,0.22878921031951904,-0.02098737843334675,0.23027226328849792,0.29678046703338623,0.255428284406662,0.18392078578472137,1.0,0.31512683629989624,0.255428284406662,0.3099139928817749,0.3561827838420868,0.28440728783607483,0.29350247979164124,0.18112795054912567,0.3359307050704956,0.3609684407711029,0.2432725727558136,0.18315006792545319
with,0.25230053067207336,0.4239959120750427,0.19394829869270325,0.1567969024181366,0.4120737314224243,0.46403205394744873,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.1795865148305893,0.4739086329936981,0.33836179971694946,0.10934992134571075,0.3220449686050415,0.3120420575141907,0.33836179971694946,0.2691199779510498,0.26700887084007263,0.40387406945228577,0.3783375024795532,0.15822981297969818,0.4080928862094879,0.4223487675189972,0.18521657586097717,0.2433311939239502
the,0.3202974498271942,0.535392165184021,0.285271555185318,0.19401417672634125,0.4933079481124878,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.23757418990135193,0.3875846862792969,0.4394008219242096,0.21166902780532837,0.3609684407711029,0.4054957628250122,0.4394008219242096,0.49448907375335693,0.2507155239582062,0.48381632566452026,0.5829201340675354,0.19900773465633392,0.6662389636039734,1.0,0.15305201709270477,0.22068053483963013
indianapolis,0.05933673307299614,0.1539241373538971,0.29461029171943665,0.20106005668640137,0.2796279191970825,0.13872142136096954,0.28429120779037476,0.330455482006073,0.02349420264363289,0.46644681692123413,0.18058417737483978,0.2399703562259674,0.11234263330698013,0.2603364586830139,0.19507740437984467,0.2399703562259674,0.202504500746727,0.33245381712913513,0.2328862100839615,0.18743985891342163,0.24428227543830872,0.24237291514873505,0.25879812240600586,0.42707836627960205,0.10281907767057419
colts,0.0658271387219429,0.1643459051847458,0.3009841740131378,0.30931344628334045,0.2679959833621979,0.16553056240081787,0.32691046595573425,0.42784199118614197,0.0678078755736351,0.6730073094367981,0.2334381639957428,0.2752923369407654,0.11036175489425659,0.25247621536254883,0.13312548398971558,0.2752923369407654,0.17961621284484863,0.35568830370903015,0.19564110040664673,0.18797366321086884,0.3644556701183319,0.2244146466255188,0.2615845501422882,0.5816153883934021,0.1482221484184265
in,0.29259276390075684,0.45010748505592346,0.23986028134822845,0.15948234498500824,0.5201468467712402,0.4840516746044159,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.17283181846141815,0.385026752948761,0.3598145842552185,0.19013282656669617,0.3359307050704956,0.4325680434703827,0.3598145842552185,0.4127444326877594,0.2184021919965744,0.3887844979763031,0.539380669593811,0.1851271539926529,1.0,0.6662389636039734,0.12599408626556396,0.20430970191955566
1998,0.0574614480137825,0.025574080646038055,-0.045879580080509186,-0.03369845449924469,0.02818203717470169,-0.1581934243440628,-0.0920509621500969,-0.01615655981004238,-0.006339645478874445,-0.03638772293925285,-0.028723573312163353,0.06358851492404938,-0.04162423312664032,-0.045153211802244186,0.09444301575422287,0.06358851492404938,-0.025406846776604652,-0.13445305824279785,0.014476585201919079,-0.06511568278074265,0.007513091899454594,-0.07160314172506332,-0.047468025237321854,-0.06900740414857864,0.11714459210634232
",",0.3107093870639801,0.44245919585227966,0.2653886377811432,0.2316780686378479,1.0000001192092896,0.3658004403114319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2844501733779907,0.35487717390060425,0.3378419280052185,0.22239959239959717,0.28560417890548706,0.3991432189941406,0.3378419280052185,0.34503069519996643,0.2232367992401123,0.48816442489624023,0.427140474319458,0.25826331973075867,0.5201468467712402,0.4933079481124878,0.18939071893692017,0.31091248989105225
due,0.25993162393569946,0.35188060998916626,0.12858666479587555,0.0646953135728836,0.3106630742549896,0.26323074102401733,0.17850907146930695,0.13443246483802795,0.08792604506015778,0.14466102421283722,0.24372361600399017,0.2196607142686844,0.1862039715051651,0.13679523766040802,0.25939613580703735,0.2196607142686844,0.16485638916492462,0.1704137921333313,0.16304998099803925,0.2190696746110916,0.0581938736140728,0.2516716718673706,0.22577603161334991,0.11444740742444992,0.10954997688531876
to,0.28520727157592773,1.0,0.2540906071662903,0.19885417819023132,0.44245919585227966,0.5345056653022766,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.17934949696063995,0.37984350323677063,0.3715193271636963,0.14048011600971222,0.23523004353046417,0.3733763098716736,0.3715193271636963,0.3792489171028137,0.22382742166519165,0.42092081904411316,0.45503583550453186,0.17719191312789917,0.45010748505592346,0.535392165184021,0.1526731252670288,0.29463258385658264
a,0.239227756857872,0.45503583550453186,0.23211604356765747,0.138144388794899,0.427140474319458,0.56894451379776,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.20472733676433563,0.34897568821907043,0.3497250974178314,0.12921255826950073,0.29350247979164124,0.3303585946559906,0.3497250974178314,0.4287874400615692,0.1855505406856537,0.39550232887268066,1.0,0.2591003477573395,0.539380669593811,0.5829201340675354,0.1210956797003746,0.23916715383529663
