,what,could,be,attributed,to,gravity,acceleration,around,the,earth,?
decreased,0.17693571746349335,0.2294960916042328,0.25032368302345276,0.16772232949733734,0.22956815361976624,0.20160260796546936,0.37719276547431946,0.2847132384777069,0.27965670824050903,0.12019282579421997,0.08292442560195923
as,0.31749409437179565,0.32771480083465576,0.5230465531349182,0.2434086799621582,0.42092081904411316,0.1831320971250534,0.19686320424079895,0.28430190682411194,0.48381632566452026,0.22570030391216278,0.27043893933296204
an,0.2821882665157318,0.24300263822078705,0.33041056990623474,0.18257707357406616,0.3138085603713989,0.13670778274536133,0.19508913159370422,0.25606366991996765,0.4207492768764496,0.15274131298065186,0.19793890416622162
inverse,0.18740041553974152,0.1771266758441925,0.2701859176158905,0.1563841700553894,0.1778864860534668,0.37709513306617737,0.4796329140663147,0.1276904046535492,0.1972402185201645,0.2738122344017029,0.11542194336652756
square,0.12660330533981323,0.1311815232038498,0.1619751900434494,0.14528998732566833,0.17897218465805054,0.2132834643125534,0.2833254337310791,0.27672597765922546,0.2809545397758484,0.1516212522983551,0.1201515942811966
law,0.2145031988620758,0.21221469342708588,0.18454892933368683,0.1367233395576477,0.259207159280777,0.261715292930603,0.26051104068756104,0.11836366355419159,0.24548950791358948,0.1563713699579239,0.1528988480567932
.,0.3567904531955719,0.3200591504573822,0.4383580684661865,0.2074218988418579,0.4645031690597534,0.19336320459842682,0.23019209504127502,0.3712388277053833,0.5934505462646484,0.2542925775051117,0.4130953550338745
,what,could,be,attributed,to,gravity,acceleration,around,the,earth,?
combining,0.26883453130722046,0.27139684557914734,0.33246877789497375,0.18609927594661713,0.26877427101135254,0.24541926383972168,0.2999650239944458,0.20873808860778809,0.33280646800994873,0.23043189942836761,0.17360594868659973
these,0.4164220690727234,0.4393284022808075,0.4507283866405487,0.24089547991752625,0.46852558851242065,0.22901763021945953,0.2594573497772217,0.38657334446907043,0.49086877703666687,0.23144929111003876,0.2571668326854706
ideas,0.42330971360206604,0.3492050766944885,0.28311121463775635,0.2736341059207916,0.31791630387306213,0.28918594121932983,0.24138908088207245,0.16627708077430725,0.22381870448589325,0.2633075416088104,0.2857283353805542
gives,0.20556846261024475,0.22866332530975342,0.2464580237865448,0.09094122797250748,0.3105483651161194,0.14288395643234253,0.1824595332145691,0.19968801736831665,0.3072636127471924,0.21001051366329193,0.2204105257987976
a,0.3320399522781372,0.3736826181411743,0.39883795380592346,0.17105847597122192,0.45503583550453186,0.18152470886707306,0.21804127097129822,0.3187784254550934,0.5829201340675354,0.21121151745319366,0.23916715383529663
formula,0.1849268674850464,0.125974640250206,0.22534692287445068,0.08444575220346451,0.20870213210582733,0.18985119462013245,0.26123297214508057,0.10889648646116257,0.19533312320709229,0.15840089321136475,0.16194304823875427
that,0.6297725439071655,0.5584503412246704,0.6036020517349243,0.2847778797149658,0.5436353087425232,0.3047354817390442,0.31081846356391907,0.36311936378479004,0.5473989248275757,0.33014219999313354,0.32716336846351624
relates,0.32759547233581543,0.16321909427642822,0.2863682508468628,0.2783712148666382,0.2781286835670471,0.3359585106372833,0.3616275489330292,0.1857881397008896,0.28690454363822937,0.2281496673822403,0.19390210509300232
the,0.42745697498321533,0.35393214225769043,0.4248143136501312,0.21220806241035461,0.535392165184021,0.22609853744506836,0.29868006706237793,0.40085816383361816,1.0,0.2801888585090637,0.22068053483963013
mass,0.23905135691165924,0.17608165740966797,0.2344316840171814,0.19403806328773499,0.20907121896743774,0.45285552740097046,0.44826188683509827,0.27621039748191833,0.2284930944442749,0.23690102994441986,0.2076406031847
(,0.2411840260028839,0.18447557091712952,0.2349044382572174,0.18240712583065033,0.30882009863853455,0.13549429178237915,0.24047638475894928,0.20733319222927094,0.33289089798927307,0.18478946387767792,0.40561532974243164
),0.26259949803352356,0.19699417054653168,0.24578070640563965,0.17757132649421692,0.31236231327056885,0.12341998517513275,0.2480902075767517,0.22742246091365814,0.3456730246543884,0.18219341337680817,0.42300865054130554
and,0.31309178471565247,0.3385082483291626,0.41766801476478577,0.20042148232460022,0.48971283435821533,0.20030911266803741,0.2636891305446625,0.34341543912887573,0.5171257257461548,0.27524080872535706,0.20544172823429108
the,0.42745697498321533,0.35393214225769043,0.4248143136501312,0.21220806241035461,0.535392165184021,0.22609853744506836,0.29868006706237793,0.40085816383361816,1.0,0.2801888585090637,0.22068053483963013
radius,0.16101615130901337,0.1689223349094391,0.2320728600025177,0.16713657975196838,0.18863525986671448,0.4363309144973755,0.4810349643230438,0.3385326564311981,0.16148683428764343,0.34664681553840637,0.11298585683107376
(,0.2411840260028839,0.18447557091712952,0.2349044382572174,0.18240712583065033,0.30882009863853455,0.13549429178237915,0.24047638475894928,0.20733319222927094,0.33289089798927307,0.18478946387767792,0.40561532974243164
),0.26259949803352356,0.19699417054653168,0.24578070640563965,0.17757132649421692,0.31236231327056885,0.12341998517513275,0.2480902075767517,0.22742246091365814,0.3456730246543884,0.18219341337680817,0.42300865054130554
of,0.33290785551071167,0.29043012857437134,0.33904364705085754,0.2709019184112549,0.41548454761505127,0.17525646090507507,0.27446165680885315,0.3296394646167755,0.733189046382904,0.2329314798116684,0.1826142966747284
the,0.42745697498321533,0.35393214225769043,0.4248143136501312,0.21220806241035461,0.535392165184021,0.22609853744506836,0.29868006706237793,0.40085816383361816,1.0,0.2801888585090637,0.22068053483963013
earth,0.25883176922798157,0.21314898133277893,0.2473841905593872,0.13220548629760742,0.2486501932144165,0.4948450028896332,0.3610192835330963,0.29226505756378174,0.2801888585090637,1.0,0.17717236280441284
to,0.455847829580307,0.5461788773536682,0.4972836375236511,0.1937648355960846,1.0,0.23946231603622437,0.2787705063819885,0.3591267168521881,0.535392165184021,0.2486501932144165,0.29463258385658264
the,0.42745697498321533,0.35393214225769043,0.4248143136501312,0.21220806241035461,0.535392165184021,0.22609853744506836,0.29868006706237793,0.40085816383361816,1.0,0.2801888585090637,0.22068053483963013
gravitational,0.23380526900291443,0.23553834855556488,0.2732318639755249,0.21837271749973297,0.26134511828422546,0.7996476888656616,0.6247795224189758,0.2582574188709259,0.2145237773656845,0.451016366481781,0.17902444303035736
acceleration,0.2983599901199341,0.21260672807693481,0.2744441330432892,0.2008531093597412,0.2787705063819885,0.5664060115814209,1.0,0.24073579907417297,0.29868006706237793,0.3610192835330963,0.16905567049980164
:,-0.12022944539785385,-0.10395435243844986,-0.09417453408241272,-0.07268878072500229,-0.09243495017290115,-0.07348940521478653,-0.020622795447707176,-0.051857609301805496,-0.03403344005346298,-0.10272635519504547,-0.07156077772378922
