,what,place,had,the,norman,arab,architectural,style,?
initiating,0.2366989403963089,0.23325957357883453,0.2067275047302246,0.33843520283699036,0.0721563845872879,0.20923976600170135,0.243215873837471,0.17193135619163513,0.19326087832450867
a,0.3320399522781372,0.3079278767108917,0.34897568821907043,0.5829201340675354,0.16633400321006775,0.1530216783285141,0.22478227317333221,0.23984776437282562,0.23916715383529663
unique,0.2536143958568573,0.08153553307056427,0.27834880352020264,0.26165643334388733,0.18025889992713928,0.13706237077713013,0.34273239970207214,0.2798856198787689,0.17680858075618744
style,0.2488866001367569,0.15029439330101013,0.20111283659934998,0.2331719547510147,0.23403604328632355,0.18752345442771912,0.3697489798069,1.0,0.19862167537212372
known,0.20381177961826324,0.1887165904045105,0.23947641253471375,0.3624623417854309,0.17013879120349884,0.1424555778503418,0.16326288878917694,0.20830205082893372,0.18314571678638458
as,0.31749409437179565,0.24125029146671295,0.3393979072570801,0.48381632566452026,0.22526757419109344,0.20004864037036896,0.1985740214586258,0.2206137776374817,0.27043893933296204
norman-arab,0.2219700962305069,0.187870055437088,0.2497996985912323,0.34987857937812805,0.7552093863487244,0.5216293334960938,0.30626896023750305,0.2870214283466339,0.2132820039987564
architecture,0.23286667466163635,0.18263021111488342,0.16301199793815613,0.24488379061222076,0.28170034289360046,0.23309771716594696,0.8855648636817932,0.37103867530822754,0.14343059062957764
within,0.2498195916414261,0.28950685262680054,0.2050173133611679,0.39827480912208557,0.12685663998126984,0.16818995773792267,0.22035422921180725,0.1768575757741928,0.1870293766260147
the,0.42745697498321533,0.4179787337779999,0.3875846862792969,1.0,0.23459704220294952,0.2674407660961151,0.22612835466861725,0.2331719547510147,0.22068053483963013
kingdom,0.17826133966445923,0.1705983430147171,0.15045176446437836,0.3143408000469208,0.20456841588020325,0.25775718688964844,0.12024945020675659,0.14144690334796906,0.12927088141441345
of,0.33290785551071167,0.2685627043247223,0.37755560874938965,0.733189046382904,0.15827171504497528,0.22039446234703064,0.2795933783054352,0.23203764855861664,0.1826142966747284
sicily,0.19869458675384521,0.13879530131816864,0.23911969363689423,0.19926249980926514,0.27273523807525635,0.3164825439453125,0.16948473453521729,0.14894261956214905,0.18028976023197174
.,0.3567904531955719,0.2844318151473999,0.37348684668540955,0.5934505462646484,0.24800069630146027,0.22325089573860168,0.20860576629638672,0.30291756987571716,0.4130953550338745
