,what,has,to,accounted,for,that,causes,no,net,force,being,the,cause,of,constant,velocity,motion,?
is,0.28837618231773376,0.5668748617172241,0.42745086550712585,0.20267806947231293,0.43268078565597534,0.3995479643344879,0.3009743392467499,0.19581134617328644,0.11006560176610947,0.22036980092525482,0.4445112943649292,0.5823672413825989,0.218277707695961,0.4854315221309662,0.1972285658121109,0.18647955358028412,0.2224293351173401,0.22961433231830597
clear,0.4239453375339508,0.2486530989408493,0.34294766187667847,0.17733608186244965,0.2821788191795349,0.4055871367454529,0.2060103416442871,0.39390790462493896,0.0725608840584755,0.1513606160879135,0.27785924077033997,0.3209454417228699,0.2608024477958679,0.25915294885635376,0.15124523639678955,0.23621389269828796,0.1861962527036667,0.2738020122051239
that,0.6297725439071655,0.41272613406181335,0.5436353087425232,0.3668058514595032,0.4137635827064514,1.0,0.2422942817211151,0.41830796003341675,0.19583798944950104,0.26810982823371887,0.46201252937316895,0.5473989248275757,0.40003344416618347,0.41498205065727234,0.2775205373764038,0.2781139016151428,0.2637788951396942,0.32716336846351624
there,0.35085538029670715,0.42909398674964905,0.40669289231300354,0.34490108489990234,0.3728419542312622,0.6006520986557007,0.24216516315937042,0.40644893050193787,0.1283048838376999,0.1775331050157547,0.29726627469062805,0.47025805711746216,0.3022115230560303,0.44397735595703125,0.24553555250167847,0.12593379616737366,0.16378037631511688,0.29405656456947327
is,0.28837618231773376,0.5668748617172241,0.42745086550712585,0.20267806947231293,0.43268078565597534,0.3995479643344879,0.3009743392467499,0.19581134617328644,0.11006560176610947,0.22036980092525482,0.4445112943649292,0.5823672413825989,0.218277707695961,0.4854315221309662,0.1972285658121109,0.18647955358028412,0.2224293351173401,0.22961433231830597
no,0.339326947927475,0.2747333347797394,0.30015695095062256,0.21816280484199524,0.306581974029541,0.41830796003341675,0.21204082667827606,1.0,0.10046019405126572,0.14481757581233978,0.23354782164096832,0.3461136817932129,0.2623012065887451,0.24809792637825012,0.19875183701515198,0.16275639832019806,0.17400233447551727,0.32165053486824036
net,0.14762049913406372,0.09181834757328033,0.1686435043811798,0.21473188698291779,0.156300351023674,0.19583798944950104,0.11878602206707001,0.10046019405126572,1.0,0.1482813060283661,0.1733192503452301,0.17559128999710083,0.1772368848323822,0.15895754098892212,0.2154531031847,0.1940966248512268,0.12326496094465256,0.20179778337478638
force,0.16915984451770782,0.15953533351421356,0.24496492743492126,0.19217410683631897,0.15857845544815063,0.26810982823371887,0.2366199642419815,0.14481757581233978,0.1482813060283661,1.0000001192092896,0.16882982850074768,0.2800885736942291,0.24342986941337585,0.27094775438308716,0.26580461859703064,0.33556628227233887,0.262514591217041,0.1650998443365097
causing,0.24770919978618622,0.2203073501586914,0.32551613450050354,0.2812516391277313,0.17406979203224182,0.3118148148059845,0.5901002287864685,0.17935810983181,0.15018542110919952,0.2780148983001709,0.31051918864250183,0.2816545367240906,0.6712627410888672,0.2885251045227051,0.2043970823287964,0.21294620633125305,0.15215206146240234,0.1852436512708664
constant,0.22559526562690735,0.14588190615177155,0.26379308104515076,0.18937785923480988,0.18285220861434937,0.2775205373764038,0.20710378885269165,0.19875183701515198,0.2154531031847,0.26580461859703064,0.22999434173107147,0.2037150114774704,0.22677254676818848,0.25393494963645935,1.0,0.45832493901252747,0.2816808521747589,0.14516431093215942
velocity,0.21937116980552673,0.14035874605178833,0.2513314187526703,0.12328045070171356,0.18387487530708313,0.2781139016151428,0.22291350364685059,0.16275639832019806,0.1940966248512268,0.33556628227233887,0.1830017864704132,0.22094543278217316,0.20415098965168,0.15038157999515533,0.45832493901252747,1.0000001192092896,0.37702953815460205,0.20807628333568573
motion,0.260096937417984,0.13835863769054413,0.26277783513069153,0.1434101015329361,0.27577662467956543,0.2637788951396942,0.2269241213798523,0.17400233447551727,0.12326496094465256,0.262514591217041,0.23243607580661774,0.30530840158462524,0.22516770660877228,0.24864931404590607,0.2816808521747589,0.37702953815460205,0.9999999403953552,0.20143945515155792
.,0.3567904531955719,0.4105546176433563,0.4645031690597534,0.20356956124305725,0.4726039469242096,0.4460422694683075,0.26090872287750244,0.35224834084510803,0.22163958847522736,0.2783275842666626,0.35574623942375183,0.5934505462646484,0.267557293176651,0.5352458953857422,0.24043156206607819,0.19446231424808502,0.20181286334991455,0.4130953550338745
,what,has,to,accounted,for,that,causes,no,net,force,being,the,cause,of,constant,velocity,motion,?
this,0.5489566326141357,0.4198763072490692,0.5759071707725525,0.30808892846107483,0.5082864165306091,0.6909449696540833,0.26710045337677,0.47783583402633667,0.16687020659446716,0.2764977812767029,0.41604986786842346,0.6274310946464539,0.32622772455215454,0.45148900151252747,0.2505357265472412,0.2540037930011749,0.28443554043769836,0.3155723512172699
results,0.2425258755683899,0.19423866271972656,0.24358662962913513,0.31410694122314453,0.2949832081794739,0.339158296585083,0.27141162753105164,0.1819174587726593,0.09710592776536942,0.17737990617752075,0.19408254325389862,0.2863679826259613,0.3407730460166931,0.19509612023830414,0.15001890063285828,0.21069230139255524,0.15903285145759583,0.21797199547290802
in,0.30808621644973755,0.4173259735107422,0.45010748505592346,0.22296495735645294,0.4322226941585541,0.435920387506485,0.2674790024757385,0.24372287094593048,0.10237058252096176,0.21744468808174133,0.33162933588027954,0.6662389636039734,0.24822883307933807,0.5696388483047485,0.15271376073360443,0.12496421486139297,0.2190442532300949,0.20430970191955566
zero,0.2301647663116455,0.16476136445999146,0.2340279519557953,0.18629144132137299,0.20708812773227692,0.3027239143848419,0.11896121501922607,0.2915153503417969,0.23239508271217346,0.2196340262889862,0.24224837124347687,0.22528071701526642,0.10841351747512817,0.20139671862125397,0.41633549332618713,0.38692134618759155,0.14300672709941864,0.16971594095230103
net,0.14762049913406372,0.09181834757328033,0.1686435043811798,0.21473188698291779,0.156300351023674,0.19583798944950104,0.11878602206707001,0.10046019405126572,1.0,0.1482813060283661,0.1733192503452301,0.17559128999710083,0.1772368848323822,0.15895754098892212,0.2154531031847,0.1940966248512268,0.12326496094465256,0.20179778337478638
force,0.16915984451770782,0.15953533351421356,0.24496492743492126,0.19217410683631897,0.15857845544815063,0.26810982823371887,0.2366199642419815,0.14481757581233978,0.1482813060283661,1.0000001192092896,0.16882982850074768,0.2800885736942291,0.24342986941337585,0.27094775438308716,0.26580461859703064,0.33556628227233887,0.262514591217041,0.1650998443365097
",",0.3087472915649414,0.3734780251979828,0.44245919585227966,0.26277756690979004,0.4464869201183319,0.4137537479400635,0.3057606518268585,0.29972612857818604,0.18643678724765778,0.22091743350028992,0.34499165415763855,0.4933079481124878,0.2546827793121338,0.4946078956127167,0.21295993030071259,0.2040358930826187,0.18457698822021484,0.31091248989105225
but,0.5029441118240356,0.41906601190567017,0.5542377829551697,0.32950228452682495,0.45162561535835266,0.7244205474853516,0.22233740985393524,0.3842293322086334,0.139009490609169,0.21049748361110687,0.5142694115638733,0.4859698414802551,0.3522830903530121,0.39942997694015503,0.2758272886276245,0.2083103358745575,0.18431000411510468,0.27921953797340393
since,0.29783400893211365,0.5216675996780396,0.3733763098716736,0.2337009310722351,0.36751601099967957,0.3873181641101837,0.17713749408721924,0.2869738042354584,0.11227444559335709,0.1741260439157486,0.3954790532588959,0.4054957628250122,0.18439115583896637,0.35513219237327576,0.24975700676441193,0.1260358840227127,0.16715207695960999,0.2876587212085724
the,0.42745697498321533,0.4177538752555847,0.535392165184021,0.2786780297756195,0.4739971458911896,0.5473989248275757,0.2518732249736786,0.3461136817932129,0.17559128999710083,0.2800885736942291,0.419739305973053,1.0,0.2551237642765045,0.733189046382904,0.2037150114774704,0.22094543278217316,0.30530840158462524,0.22068053483963013
object,0.25733083486557007,0.19348588585853577,0.2821136713027954,0.18186169862747192,0.23012496531009674,0.3378750681877136,0.2728895843029022,0.18865232169628143,0.19718967378139496,0.32587239146232605,0.2802119553089142,0.22418850660324097,0.27347037196159363,0.1993778944015503,0.35388243198394775,0.46046820282936096,0.35588571429252625,0.19573666155338287
started,0.21609699726104736,0.1484856754541397,0.24973157048225403,0.17890428006649017,0.297429621219635,0.247867152094841,0.1676991730928421,0.1776469498872757,0.08706251531839371,0.13015486299991608,0.16155971586704254,0.3222070634365082,0.13479484617710114,0.22928385436534882,0.0779072716832161,0.05321788787841797,0.12635591626167297,0.19447724521160126
with,0.2464839518070221,0.44092974066734314,0.4239959120750427,0.21357658505439758,0.39140474796295166,0.4154358208179474,0.1879570037126541,0.24678650498390198,0.17359885573387146,0.15703244507312775,0.36860430240631104,0.4223487675189972,0.2820144593715668,0.41827285289764404,0.23216186463832855,0.18260422348976135,0.12502939999103546,0.2433311939239502
a,0.3320399522781372,0.4670248031616211,0.45503583550453186,0.16009406745433807,0.44038116931915283,0.47537946701049805,0.27698835730552673,0.26280897855758667,0.1262080818414688,0.2451154738664627,0.3727131485939026,0.5829201340675354,0.2715701162815094,0.5052502155303955,0.26609575748443604,0.2071385234594345,0.23572494089603424,0.23916715383529663
non-zero,0.2520442605018616,0.2616279125213623,0.2385507971048355,0.25586655735969543,0.23469877243041992,0.32051587104797363,0.09140229225158691,0.38546591997146606,0.18482021987438202,0.18984735012054443,0.2939392328262329,0.22072044014930725,0.11397780478000641,0.2267232984304428,0.28596460819244385,0.3101266324520111,0.19365088641643524,0.2880384027957916
velocity,0.21937116980552673,0.14035874605178833,0.2513314187526703,0.12328045070171356,0.18387487530708313,0.2781139016151428,0.22291350364685059,0.16275639832019806,0.1940966248512268,0.33556628227233887,0.1830017864704132,0.22094543278217316,0.20415098965168,0.15038157999515533,0.45832493901252747,1.0000001192092896,0.37702953815460205,0.20807628333568573
",",0.3087472915649414,0.3734780251979828,0.44245919585227966,0.26277756690979004,0.4464869201183319,0.4137537479400635,0.3057606518268585,0.29972612857818604,0.18643678724765778,0.22091743350028992,0.34499165415763855,0.4933079481124878,0.2546827793121338,0.4946078956127167,0.21295993030071259,0.2040358930826187,0.18457698822021484,0.31091248989105225
it,0.45803478360176086,0.41962623596191406,0.513711154460907,0.18014757335186005,0.32171204686164856,0.5921133160591125,0.18735122680664062,0.25005611777305603,0.11905452609062195,0.22565218806266785,0.3926103413105011,0.6251175999641418,0.26461511850357056,0.38761502504348755,0.13728496432304382,0.24838849902153015,0.21295468509197235,0.25732165575027466
continues,0.27419164776802063,0.28418686985969543,0.363338828086853,0.21557840704917908,0.2022181898355484,0.29721972346305847,0.2671511471271515,0.15841029584407806,0.07322060316801071,0.16686730086803436,0.24834705889225006,0.3452514410018921,0.22636544704437256,0.2937655746936798,0.14944860339164734,0.18866020441055298,0.18882092833518982,0.13186512887477875
to,0.455847829580307,0.3619994819164276,1.0,0.22854191064834595,0.4451248347759247,0.5436353087425232,0.2537674903869629,0.30015695095062256,0.1686435043811798,0.24496492743492126,0.4514104127883911,0.535392165184021,0.3172815442085266,0.41548454761505127,0.26379308104515076,0.2513314187526703,0.26277783513069153,0.29463258385658264
move,0.30861297249794006,0.21533089876174927,0.37858664989471436,0.1677149385213852,0.21230614185333252,0.3069665729999542,0.23893620073795319,0.23108841478824615,0.09625636041164398,0.2472643256187439,0.25123608112335205,0.29817628860473633,0.28969064354896545,0.19058799743652344,0.17921435832977295,0.3317190408706665,0.3022959232330322,0.24440962076187134
with,0.2464839518070221,0.44092974066734314,0.4239959120750427,0.21357658505439758,0.39140474796295166,0.4154358208179474,0.1879570037126541,0.24678650498390198,0.17359885573387146,0.15703244507312775,0.36860430240631104,0.4223487675189972,0.2820144593715668,0.41827285289764404,0.23216186463832855,0.18260422348976135,0.12502939999103546,0.2433311939239502
a,0.3320399522781372,0.4670248031616211,0.45503583550453186,0.16009406745433807,0.44038116931915283,0.47537946701049805,0.27698835730552673,0.26280897855758667,0.1262080818414688,0.2451154738664627,0.3727131485939026,0.5829201340675354,0.2715701162815094,0.5052502155303955,0.26609575748443604,0.2071385234594345,0.23572494089603424,0.23916715383529663
non-zero,0.2520442605018616,0.2616279125213623,0.2385507971048355,0.25586655735969543,0.23469877243041992,0.32051587104797363,0.09140229225158691,0.38546591997146606,0.18482021987438202,0.18984735012054443,0.2939392328262329,0.22072044014930725,0.11397780478000641,0.2267232984304428,0.28596460819244385,0.3101266324520111,0.19365088641643524,0.2880384027957916
velocity,0.21937116980552673,0.14035874605178833,0.2513314187526703,0.12328045070171356,0.18387487530708313,0.2781139016151428,0.22291350364685059,0.16275639832019806,0.1940966248512268,0.33556628227233887,0.1830017864704132,0.22094543278217316,0.20415098965168,0.15038157999515533,0.45832493901252747,1.0000001192092896,0.37702953815460205,0.20807628333568573
.,0.3567904531955719,0.4105546176433563,0.4645031690597534,0.20356956124305725,0.4726039469242096,0.4460422694683075,0.26090872287750244,0.35224834084510803,0.22163958847522736,0.2783275842666626,0.35574623942375183,0.5934505462646484,0.267557293176651,0.5352458953857422,0.24043156206607819,0.19446231424808502,0.20181286334991455,0.4130953550338745
