,why,did,the,5th,president,of,the,university,decide,to,get,rid,of,the,football,program,?
over,0.27820903062820435,0.2535076439380646,0.39856547117233276,0.098178431391716,0.22208066284656525,0.36136594414711,0.39856547117233276,0.18348753452301025,0.2514612674713135,0.38635820150375366,0.23830237984657288,0.2472919523715973,0.36136594414711,0.39856547117233276,0.1593274474143982,0.1997392773628235,0.25742942094802856
athletics,0.1845184713602066,0.14106851816177368,0.23869381844997406,0.06634500622749329,0.18891029059886932,0.25092312693595886,0.23869381844997406,0.3639361560344696,0.15002843737602234,0.1829328089952469,0.17160752415657043,0.08412297070026398,0.25092312693595886,0.23869381844997406,0.4104450047016144,0.1726013571023941,0.10309170186519623
",",0.2827242314815521,0.3015086054801941,0.4933079481124878,0.1645807921886444,0.26552814245224,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.24334396421909332,0.44245919585227966,0.2926318049430847,0.18882755935192108,0.4946078956127167,0.4933079481124878,0.25483596324920654,0.17760658264160156,0.31091248989105225
instituted,0.21175330877304077,0.19183333218097687,0.30944254994392395,0.01213083416223526,0.16521558165550232,0.3629485070705414,0.30944254994392395,0.4539332985877991,0.17812803387641907,0.18246716260910034,0.11944415420293808,0.1402057260274887,0.3629485070705414,0.30944254994392395,0.10847252607345581,0.2312711775302887,0.1225171610713005
the,0.30742117762565613,0.34736719727516174,1.0,0.25751444697380066,0.24330610036849976,0.733189046382904,1.0,0.263973206281662,0.35331496596336365,0.535392165184021,0.29667025804519653,0.24690276384353638,0.733189046382904,1.0,0.18794101476669312,0.22986935079097748,0.22068053483963013
undergraduate,0.20447462797164917,0.1929013729095459,0.20609073340892792,0.11661810427904129,0.2969023585319519,0.26330024003982544,0.20609073340892792,0.6374419927597046,0.2005278468132019,0.20790506899356842,0.2322232872247696,0.1579105257987976,0.26330024003982544,0.20609073340892792,0.2114461213350296,0.3288082182407379,0.1531745046377182
college,0.148677259683609,0.2254478633403778,0.19751401245594025,0.14880207180976868,0.19208437204360962,0.2384195327758789,0.19751401245594025,0.6649739742279053,0.17413607239723206,0.21170179545879364,0.1637476086616516,0.12152344733476639,0.2384195327758789,0.19751401245594025,0.29952001571655273,0.22076371312141418,0.11076676845550537
's,-0.016663772985339165,0.05069678649306297,-0.01540423184633255,0.13002809882164001,-0.08566092699766159,-0.03817026689648628,-0.01540423184633255,-0.007441582623869181,0.032991811633110046,0.03782717138528824,-0.031001994386315346,-0.05400688201189041,-0.03817026689648628,-0.01540423184633255,-0.03938785195350647,0.0445902980864048,-0.023395681753754616
liberal-arts,0.2028830349445343,0.20969808101654053,0.2626859247684479,0.14242275059223175,0.3583334982395172,0.27200162410736084,0.2626859247684479,0.3314436376094818,0.16730897128582,0.2401154786348343,0.1955719292163849,0.1498251110315323,0.27200162410736084,0.2626859247684479,0.30670255422592163,0.1580665111541748,0.16006925702095032
curriculum,0.21747343242168427,0.16556061804294586,0.21278034150600433,0.06974150240421295,0.2491959035396576,0.2513495087623596,0.21278034150600433,0.36921340227127075,0.21929818391799927,0.2018750011920929,0.13570132851600647,0.08423508703708649,0.2513495087623596,0.21278034150600433,0.18028025329113007,0.32229921221733093,0.24092517793178558
known,0.17885276675224304,0.25943970680236816,0.3624623417854309,0.11896572262048721,0.11868569999933243,0.35814476013183594,0.3624623417854309,0.15387564897537231,0.13570398092269897,0.14337651431560516,0.12023570388555527,0.09722329676151276,0.35814476013183594,0.3624623417854309,0.22940969467163086,0.13738340139389038,0.18314571678638458
as,0.3103298544883728,0.3596470057964325,0.48381632566452026,0.1491229236125946,0.2031671553850174,0.3886612355709076,0.48381632566452026,0.21858684718608856,0.27422115206718445,0.42092081904411316,0.2830592393875122,0.22367991507053375,0.3886612355709076,0.48381632566452026,0.17312440276145935,0.19883424043655396,0.27043893933296204
the,0.30742117762565613,0.34736719727516174,1.0,0.25751444697380066,0.24330610036849976,0.733189046382904,1.0,0.263973206281662,0.35331496596336365,0.535392165184021,0.29667025804519653,0.24690276384353638,0.733189046382904,1.0,0.18794101476669312,0.22986935079097748,0.22068053483963013
common,0.23950037360191345,0.12848728895187378,0.2705984115600586,0.08171922713518143,0.018739420920610428,0.2949881851673126,0.2705984115600586,0.13055793941020966,0.15771253407001495,0.21109338104724884,0.2163158804178238,0.23006591200828552,0.2949881851673126,0.2705984115600586,0.1483335644006729,0.10573644191026688,0.20434872806072235
core,0.2498251050710678,0.15098068118095398,0.21890558302402496,0.13837487995624542,0.022643892094492912,0.2545962929725647,0.21890558302402496,0.0845031887292862,0.13110755383968353,0.22665469348430634,0.18964052200317383,0.09699030965566635,0.2545962929725647,0.21890558302402496,0.02682027406990528,0.215541273355484,0.20309162139892578
",",0.2827242314815521,0.3015086054801941,0.4933079481124878,0.1645807921886444,0.26552814245224,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.24334396421909332,0.44245919585227966,0.2926318049430847,0.18882755935192108,0.4946078956127167,0.4933079481124878,0.25483596324920654,0.17760658264160156,0.31091248989105225
and,0.27806392312049866,0.34479495882987976,0.5171257257461548,0.2541031837463379,0.23286236822605133,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.2803935110569,0.48971283435821533,0.37609121203422546,0.2246866226196289,0.5116966962814331,0.5171257257461548,0.1999056488275528,0.24895258247852325,0.20544172823429108
organized,0.09358769655227661,0.24451009929180145,0.28001853823661804,-0.004541786387562752,0.21924401819705963,0.2566941976547241,0.28001853823661804,0.13895638287067413,0.23447605967521667,0.2154233157634735,0.17966067790985107,0.19782237708568573,0.2566941976547241,0.28001853823661804,0.2354719191789627,0.24219033122062683,0.10524328798055649
the,0.30742117762565613,0.34736719727516174,1.0,0.25751444697380066,0.24330610036849976,0.733189046382904,1.0,0.263973206281662,0.35331496596336365,0.535392165184021,0.29667025804519653,0.24690276384353638,0.733189046382904,1.0,0.18794101476669312,0.22986935079097748,0.22068053483963013
university,0.18185217678546906,0.15114416182041168,0.263973206281662,0.18022799491882324,0.2515452206134796,0.30646374821662903,0.263973206281662,1.0,0.12647351622581482,0.20192374289035797,0.15119598805904388,0.13303528726100922,0.30646374821662903,0.263973206281662,0.3107043206691742,0.20264679193496704,0.11887256056070328
's,-0.016663772985339165,0.05069678649306297,-0.01540423184633255,0.13002809882164001,-0.08566092699766159,-0.03817026689648628,-0.01540423184633255,-0.007441582623869181,0.032991811633110046,0.03782717138528824,-0.031001994386315346,-0.05400688201189041,-0.03817026689648628,-0.01540423184633255,-0.03938785195350647,0.0445902980864048,-0.023395681753754616
graduate,0.1677752584218979,0.17496390640735626,0.1983441710472107,0.10438360273838043,0.2753355801105499,0.21445734798908234,0.1983441710472107,0.6244588494300842,0.16839639842510223,0.22082558274269104,0.21070630848407745,0.160317525267601,0.21445734798908234,0.1983441710472107,0.18879982829093933,0.3311716914176941,0.13230688869953156
work,0.26832085847854614,0.336654931306839,0.2704800069332123,0.08213069289922714,0.13244125247001648,0.23473061621189117,0.2704800069332123,0.17010264098644257,0.2529416084289551,0.3482864499092102,0.3732481598854065,0.2945750951766968,0.23473061621189117,0.2704800069332123,0.07512131333351135,0.2454264760017395,0.2621155381202698
into,0.2580989897251129,0.14888085424900055,0.39493247866630554,0.046115126460790634,0.10702338069677353,0.32255905866622925,0.39493247866630554,0.12447744607925415,0.21665005385875702,0.38810545206069946,0.29681822657585144,0.304189532995224,0.32255905866622925,0.39493247866630554,0.140652596950531,0.1555728018283844,0.15662476420402527
its,0.2255094349384308,0.19922670722007751,0.559237003326416,0.14765672385692596,0.1704227179288864,0.48690423369407654,0.559237003326416,0.18994906544685364,0.15593929588794708,0.3691340684890747,0.21364489197731018,0.14769992232322693,0.48690423369407654,0.559237003326416,0.13360072672367096,0.22245895862579346,0.15103481709957123
current,0.17332823574543,0.07635620981454849,0.3314409554004669,0.1767275035381317,0.23194746673107147,0.31470298767089844,0.3314409554004669,0.18160270154476166,0.21043552458286285,0.30630946159362793,0.1420120894908905,0.11957596242427826,0.31470298767089844,0.3314409554004669,0.23111982643604279,0.17415030300617218,0.12074550241231918
[,-0.034429386258125305,0.030549485236406326,0.07130392640829086,0.11217475682497025,0.02316899597644806,0.010817250236868858,0.07130392640829086,0.08395028859376907,-0.010673535987734795,0.07649242132902145,0.07871277630329132,0.04301127791404724,0.010817250236868858,0.07130392640829086,0.017136648297309875,0.17252738773822784,0.011015460826456547
when,0.46319615840911865,0.3228907287120819,0.5091903209686279,0.14061285555362701,0.17933911085128784,0.3757161796092987,0.5091903209686279,0.20851898193359375,0.3481963872909546,0.5423505902290344,0.38429397344589233,0.292743980884552,0.3757161796092987,0.5091903209686279,0.17074745893478394,0.2301054745912552,0.22841128706932068
?,0.5345069766044617,0.3023456633090973,0.22068053483963013,0.042656198143959045,0.14148259162902832,0.1826142966747284,0.22068053483963013,0.11887256056070328,0.35001131892204285,0.29463258385658264,0.3499825894832611,0.19490019977092743,0.1826142966747284,0.22068053483963013,0.14957410097122192,0.1440187245607376,1.0
],0.0004071513540111482,0.024806415662169456,-0.04779602214694023,0.0445304773747921,0.05750119313597679,-0.035044461488723755,-0.04779602214694023,0.05151572450995445,0.012193677946925163,-0.04249158129096031,-0.0204349085688591,-0.035314012318849564,-0.035044461488723755,-0.04779602214694023,-0.058315977454185486,-0.021609565243124962,-0.0022520492784678936
