,what,apollo,mission,was,first,cancelled,due,to,not,being,needed,to,build,the,skylab,in,space,",",as,it,was,pre-built,on,the,ground,?
saturn,0.12153393030166626,0.391809344291687,0.21416005492210388,0.24932558834552765,0.20075896382331848,0.213570237159729,0.1996758133172989,0.18787172436714172,0.17565703392028809,0.16897886991500854,0.15444839000701904,0.18787172436714172,0.07624679058790207,0.24189656972885132,0.3515685796737671,0.16002382338047028,0.2759999632835388,0.22104106843471527,0.15707606077194214,0.2410580962896347,0.24932558834552765,0.21191084384918213,0.18330253660678864,0.24189656972885132,0.1386355459690094,0.1619711071252823
v,0.16628342866897583,0.21478798985481262,0.1514555811882019,0.16128918528556824,0.22899948060512543,0.20976890623569489,0.13227848708629608,0.2109750658273697,0.1493779718875885,0.11234191805124283,0.18468528985977173,0.2109750658273697,0.1758461892604828,0.18580520153045654,0.2326439619064331,0.15216681361198425,0.0900249034166336,0.22053663432598114,0.10349564254283905,0.1784781813621521,0.16128918528556824,0.18991820514202118,0.1826705038547516,0.18580520153045654,0.13606706261634827,0.28677162528038025
to,0.455847829580307,0.23190522193908691,0.26700642704963684,0.3636345863342285,0.3792489171028137,0.24751435220241547,0.35188060998916626,1.0,0.5149973034858704,0.4514104127883911,0.45002421736717224,1.0,0.38783395290374756,0.535392165184021,0.3112412393093109,0.45010748505592346,0.22712917625904083,0.44245919585227966,0.42092081904411316,0.513711154460907,0.3636345863342285,0.2845180034637451,0.41031414270401,0.535392165184021,0.22786086797714233,0.29463258385658264
launch,0.22967466711997986,0.3676173985004425,0.4293753504753113,0.22367219626903534,0.2683251202106476,0.35462310910224915,0.1825297623872757,0.25276505947113037,0.18646691739559174,0.23084256052970886,0.23571419715881348,0.25276505947113037,0.34182438254356384,0.2628649175167084,0.4494817554950714,0.19686491787433624,0.4064224660396576,0.19433410465717316,0.1635143756866455,0.1887495517730713,0.22367219626903534,0.29946383833885193,0.2868025302886963,0.2628649175167084,0.218144953250885,0.22009649872779846
the,0.42745697498321533,0.2169172167778015,0.22673439979553223,0.48711544275283813,0.49448907375335693,0.2379130721092224,0.22577603161334991,0.535392165184021,0.4310511648654938,0.419739305973053,0.3064746856689453,0.535392165184021,0.2602573335170746,1.0,0.33710870146751404,0.6662389636039734,0.24495907127857208,0.4933079481124878,0.48381632566452026,0.6251175999641418,0.48711544275283813,0.3539043962955475,0.5107308030128479,1.0,0.25776049494743347,0.22068053483963013
skylab,0.23991799354553223,0.5026432275772095,0.4697355031967163,0.304561972618103,0.3132530450820923,0.28738319873809814,0.16089189052581787,0.3112412393093109,0.2323792725801468,0.29831236600875854,0.26250895857810974,0.3112412393093109,0.2833092510700226,0.33710870146751404,0.9999998807907104,0.27669620513916016,0.47681427001953125,0.29952821135520935,0.26771122217178345,0.2710142433643341,0.304561972618103,0.32821953296661377,0.29204991459846497,0.33710870146751404,0.2452932447195053,0.23833967745304108
orbital,0.2394261658191681,0.26148512959480286,0.3041020333766937,0.137677863240242,0.17272453010082245,0.19488361477851868,0.14534039795398712,0.20699875056743622,0.21542420983314514,0.17339947819709778,0.2673484683036804,0.20699875056743622,0.11662102490663528,0.16417881846427917,0.3283556401729584,0.13474011421203613,0.3947632312774658,0.19659268856048584,0.17048662900924683,0.15281245112419128,0.137677863240242,0.2175670564174652,0.17191986739635468,0.16417881846427917,0.18552166223526,0.22483505308628082
laboratory,0.20190474390983582,0.19805777072906494,0.2577110230922699,0.24070261418819427,0.25933733582496643,0.10907968878746033,0.08073274046182632,0.20453277230262756,0.12466712296009064,0.14997464418411255,0.18409161269664764,0.20453277230262756,0.19599899649620056,0.19762322306632996,0.32859542965888977,0.2533527612686157,0.18390780687332153,0.23480524122714996,0.16936905682086945,0.23398156464099884,0.24070261418819427,0.31108731031417847,0.180293470621109,0.19762322306632996,0.19776669144630432,0.07445509731769562
pre-built,0.2501593232154846,0.24069370329380035,0.19340501725673676,0.33281832933425903,0.31946516036987305,0.2770921587944031,0.19940856099128723,0.2845180034637451,0.2820141315460205,0.26676225662231445,0.31294578313827515,0.2845180034637451,0.4933408498764038,0.3539043962955475,0.32821953296661377,0.3076258897781372,0.2323923110961914,0.32092440128326416,0.32256999611854553,0.36814674735069275,0.33281832933425903,1.0000001192092896,0.24750743806362152,0.3539043962955475,0.30497273802757263,0.1780153065919876
on,0.34226128458976746,0.16069947183132172,0.21317659318447113,0.3909217119216919,0.3120559751987457,0.3109901547431946,0.3553527891635895,0.41031414270401,0.3516409695148468,0.3119087219238281,0.24698017537593842,0.41031414270401,0.21995799243450165,0.5107308030128479,0.29204991459846497,0.46853652596473694,0.15890881419181824,0.49057599902153015,0.36047765612602234,0.4529881477355957,0.3909217119216919,0.24750743806362152,0.9999999403953552,0.5107308030128479,0.2408057302236557,0.2714994251728058
the,0.42745697498321533,0.2169172167778015,0.22673439979553223,0.48711544275283813,0.49448907375335693,0.2379130721092224,0.22577603161334991,0.535392165184021,0.4310511648654938,0.419739305973053,0.3064746856689453,0.535392165184021,0.2602573335170746,1.0,0.33710870146751404,0.6662389636039734,0.24495907127857208,0.4933079481124878,0.48381632566452026,0.6251175999641418,0.48711544275283813,0.3539043962955475,0.5107308030128479,1.0,0.25776049494743347,0.22068053483963013
ground,0.20688746869564056,0.16869612038135529,0.10667230933904648,0.17532029747962952,0.19115249812602997,0.17623358964920044,0.21038465201854706,0.22786086797714233,0.26409995555877686,0.23358313739299774,0.2765888571739197,0.22786086797714233,0.26812082529067993,0.25776049494743347,0.2452932447195053,0.20377106964588165,0.2075171321630478,0.22859713435173035,0.20044904947280884,0.2557121515274048,0.17532029747962952,0.30497273802757263,0.2408057302236557,0.25776049494743347,1.0,0.11401822417974472
",",0.3087472915649414,0.19808128476142883,0.21226151287555695,0.45456063747406006,0.34503069519996643,0.21998357772827148,0.3106630742549896,0.44245919585227966,0.3769696354866028,0.34499165415763855,0.29017356038093567,0.44245919585227966,0.22204548120498657,0.4933079481124878,0.29952821135520935,0.5201468467712402,0.2285580337047577,1.0000001192092896,0.48816442489624023,0.48329564929008484,0.45456063747406006,0.32092440128326416,0.49057599902153015,0.4933079481124878,0.22859713435173035,0.31091248989105225
replacing,0.1711706519126892,0.07364416867494583,0.08672847598791122,0.23676848411560059,0.31758686900138855,0.18898166716098785,0.18514832854270935,0.28338637948036194,0.19876758754253387,0.31642305850982666,0.2729816138744354,0.28338637948036194,0.20467284321784973,0.29703330993652344,0.17703023552894592,0.19875891506671906,0.1770697683095932,0.2327125072479248,0.33782824873924255,0.21629838645458221,0.23676848411560059,0.2036646157503128,0.2332065999507904,0.29703330993652344,0.17059040069580078,0.16467362642288208
the,0.42745697498321533,0.2169172167778015,0.22673439979553223,0.48711544275283813,0.49448907375335693,0.2379130721092224,0.22577603161334991,0.535392165184021,0.4310511648654938,0.419739305973053,0.3064746856689453,0.535392165184021,0.2602573335170746,1.0,0.33710870146751404,0.6662389636039734,0.24495907127857208,0.4933079481124878,0.48381632566452026,0.6251175999641418,0.48711544275283813,0.3539043962955475,0.5107308030128479,1.0,0.25776049494743347,0.22068053483963013
original,0.24651947617530823,0.16671626269817352,0.17074136435985565,0.32203906774520874,0.3307017385959625,0.23389387130737305,0.18839088082313538,0.30182456970214844,0.21079102158546448,0.2608259916305542,0.24938657879829407,0.30182456970214844,0.1679062694311142,0.4037000238895416,0.20885369181632996,0.2534193694591522,0.1634165644645691,0.23508994281291962,0.2790030837059021,0.3096504509449005,0.32203906774520874,0.29778429865837097,0.21149557828903198,0.4037000238895416,0.1729622483253479,0.17256900668144226
plan,0.2947953939437866,0.13271990418434143,0.32247790694236755,0.2407723069190979,0.2247759997844696,0.2283472865819931,0.14566968381404877,0.36421895027160645,0.30275988578796387,0.18740957975387573,0.2830697298049927,0.36421895027160645,0.3802192807197571,0.2852855324745178,0.31474462151527405,0.23924663662910461,0.24472102522850037,0.21265573799610138,0.22160357236862183,0.22425691783428192,0.2407723069190979,0.2327391356229782,0.21909739077091217,0.2852855324745178,0.16369034349918365,0.1961054503917694
to,0.455847829580307,0.23190522193908691,0.26700642704963684,0.3636345863342285,0.3792489171028137,0.24751435220241547,0.35188060998916626,1.0,0.5149973034858704,0.4514104127883911,0.45002421736717224,1.0,0.38783395290374756,0.535392165184021,0.3112412393093109,0.45010748505592346,0.22712917625904083,0.44245919585227966,0.42092081904411316,0.513711154460907,0.3636345863342285,0.2845180034637451,0.41031414270401,0.535392165184021,0.22786086797714233,0.29463258385658264
construct,0.27044278383255005,0.16203844547271729,0.24119408428668976,0.16579049825668335,0.24702927470207214,0.19562658667564392,0.1810808777809143,0.3568635582923889,0.2974932789802551,0.24896404147148132,0.3391430974006653,0.3568635582923889,0.5728070139884949,0.24684178829193115,0.2952319383621216,0.2649496793746948,0.22530736029148102,0.21148894727230072,0.25554585456848145,0.22038446366786957,0.16579049825668335,0.4823867380619049,0.20692192018032074,0.24684178829193115,0.1979641318321228,0.16900332272052765
it,0.45803478360176086,0.18655648827552795,0.19417105615139008,0.4577186405658722,0.3491429388523102,0.20654602348804474,0.2184215486049652,0.513711154460907,0.4651523232460022,0.3926103413105011,0.28543469309806824,0.513711154460907,0.2748400866985321,0.6251175999641418,0.2710142433643341,0.5130809545516968,0.1662190854549408,0.48329564929008484,0.4461488723754883,0.9999999403953552,0.4577186405658722,0.36814674735069275,0.4529881477355957,0.6251175999641418,0.2557121515274048,0.25732165575027466
in,0.30808621644973755,0.1461767554283142,0.2224319875240326,0.45514053106307983,0.4127444326877594,0.2391979694366455,0.2516716718673706,0.45010748505592346,0.3403114080429077,0.33162933588027954,0.21117523312568665,0.45010748505592346,0.26063278317451477,0.6662389636039734,0.27669620513916016,1.0,0.17648501694202423,0.5201468467712402,0.3887844979763031,0.5130809545516968,0.45514053106307983,0.3076258897781372,0.46853652596473694,0.6662389636039734,0.20377106964588165,0.20430970191955566
orbit,0.19471463561058044,0.4154411554336548,0.3702660799026489,0.1862146407365799,0.17195448279380798,0.20813846588134766,0.16718053817749023,0.23271086812019348,0.20563210546970367,0.19490613043308258,0.23794721066951752,0.23271086812019348,0.11568665504455566,0.1565481424331665,0.4643247425556183,0.13808301091194153,0.4323244094848633,0.19559532403945923,0.19716210663318634,0.24888725578784943,0.1862146407365799,0.23140233755111694,0.1829480081796646,0.1565481424331665,0.24983197450637817,0.16621392965316772
from,0.2737620174884796,0.14872027933597565,0.155157208442688,0.31171464920043945,0.23348960280418396,0.13170261681079865,0.2898779809474945,0.4069952368736267,0.2567668557167053,0.32622846961021423,0.22794225811958313,0.4069952368736267,0.16964644193649292,0.40150508284568787,0.21562355756759644,0.4274188280105591,0.14363344013690948,0.39760664105415344,0.3251767158508301,0.325604110956192,0.31171464920043945,0.2111354023218155,0.36926645040512085,0.40150508284568787,0.2323388159275055,0.19969791173934937
several,0.22446060180664062,0.15985430777072906,0.19005624949932098,0.25396689772605896,0.2748492956161499,0.24643076956272125,0.17219898104667664,0.36196985840797424,0.2652394473552704,0.36616072058677673,0.23369081318378448,0.36196985840797424,0.1870332509279251,0.40559855103492737,0.23532210290431976,0.39405709505081177,0.17323672771453857,0.3402247726917267,0.355270117521286,0.30562862753868103,0.25396689772605896,0.3053452968597412,0.33774417638778687,0.40559855103492737,0.21185490489006042,0.15595775842666626
saturn,0.12153393030166626,0.391809344291687,0.21416005492210388,0.24932558834552765,0.20075896382331848,0.213570237159729,0.1996758133172989,0.18787172436714172,0.17565703392028809,0.16897886991500854,0.15444839000701904,0.18787172436714172,0.07624679058790207,0.24189656972885132,0.3515685796737671,0.16002382338047028,0.2759999632835388,0.22104106843471527,0.15707606077194214,0.2410580962896347,0.24932558834552765,0.21191084384918213,0.18330253660678864,0.24189656972885132,0.1386355459690094,0.1619711071252823
ib,0.13645219802856445,0.2265557199716568,0.21625320613384247,0.12603223323822021,0.1256653219461441,0.1163301169872284,0.022267768159508705,0.13712158799171448,0.13222286105155945,0.11297562718391418,0.17253009974956512,0.13712158799171448,0.14273540675640106,0.14590691030025482,0.34882912039756775,0.11213688552379608,0.17248393595218658,0.16758479177951813,0.14246046543121338,0.14798027276992798,0.12603223323822021,0.17747285962104797,0.12955495715141296,0.14590691030025482,0.13867539167404175,0.23230938613414764
launches,0.16564330458641052,0.3553328514099121,0.4733738601207733,0.2099534422159195,0.27019208669662476,0.3268553614616394,0.14238467812538147,0.2060823142528534,0.12278115004301071,0.15088503062725067,0.15530934929847717,0.2060823142528534,0.29007017612457275,0.26606911420822144,0.45887014269828796,0.19319167733192444,0.4323464035987854,0.18217921257019043,0.12935473024845123,0.15463028848171234,0.2099534422159195,0.28345268964767456,0.24420404434204102,0.26606911420822144,0.26588237285614014,0.1693142056465149
;,0.10986888408660889,0.03165381774306297,0.0010433782590553164,0.0754367932677269,0.07760433852672577,0.04853041097521782,-0.03977236524224281,0.0979827418923378,0.12084553390741348,0.1324254721403122,0.041626669466495514,0.0979827418923378,0.006970931310206652,0.09152708947658539,0.016466626897454262,0.092739537358284,0.17738287150859833,0.04938793554902077,0.05586666986346245,0.08263079822063446,0.0754367932677269,0.05705634877085686,-0.017878999933600426,0.09152708947658539,0.007975054904818535,0.10349778085947037
this,0.5489566326141357,0.1840856671333313,0.19341635704040527,0.3638818562030792,0.41690850257873535,0.29749712347984314,0.35330960154533386,0.5759071707725525,0.557635486125946,0.41604986786842346,0.45758479833602905,0.5759071707725525,0.33682745695114136,0.6274310946464539,0.29719415307044983,0.45205554366111755,0.2652304768562317,0.4316047728061676,0.43993282318115234,0.6107783317565918,0.3638818562030792,0.33706024289131165,0.4193967580795288,0.6274310946464539,0.25914421677589417,0.3155723512172699
eliminated,0.14590737223625183,0.1048130914568901,0.06942204385995865,0.12895357608795166,0.20028579235076904,0.2129621058702469,0.17563658952713013,0.18241703510284424,0.1480126827955246,0.17237862944602966,0.18190090358257294,0.18241703510284424,0.026454148814082146,0.20512576401233673,0.10689500719308853,0.15977920591831207,0.08827298879623413,0.24265623092651367,0.20748066902160645,0.12803050875663757,0.12895357608795166,0.11118107289075851,0.13416089117527008,0.20512576401233673,0.10840730369091034,0.09558668732643127
apollo,0.13561789691448212,0.9999999403953552,0.4094500243663788,0.2306441366672516,0.21067003905773163,0.1692192107439041,0.06371713429689407,0.23190522193908691,0.17881719768047333,0.2256036102771759,0.1978490650653839,0.23190522193908691,0.1307855099439621,0.2169172167778015,0.5026432275772095,0.1461767554283142,0.3076713979244232,0.19808128476142883,0.15543952584266663,0.18655648827552795,0.2306441366672516,0.24069370329380035,0.16069947183132172,0.2169172167778015,0.16869612038135529,0.191528782248497
20,-0.036424171179533005,0.09381456673145294,0.06074550375342369,-0.09198236465454102,-0.014052513986825943,-0.003981258720159531,-0.05132564902305603,-0.018198585137724876,-0.0008739718468859792,-0.027182452380657196,-0.05649098753929138,-0.018198585137724876,-0.07842385023832321,-0.06418957561254501,0.008757328614592552,-0.022708838805556297,0.08131306618452072,0.02128993533551693,0.021325651556253433,0.0168965682387352,-0.09198236465454102,-0.0030514902900904417,-0.025147348642349243,-0.06418957561254501,-0.051272038370370865,0.11360422521829605
.,0.3567904531955719,0.22384987771511078,0.2227463275194168,0.40146201848983765,0.4345304071903229,0.23111961781978607,0.19861014187335968,0.4645031690597534,0.4824007451534271,0.35574623942375183,0.31272366642951965,0.4645031690597534,0.275961309671402,0.5934505462646484,0.3288629353046417,0.5591574311256409,0.2385488897562027,0.6812511086463928,0.515582263469696,0.5593622326850891,0.40146201848983765,0.31894776225090027,0.49257001280784607,0.5934505462646484,0.23109398782253265,0.4130953550338745
