,sophocles,demonstrated,civil,disobedience,in,a,play,that,was,called,?
the,0.2736586928367615,0.2412586510181427,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.5829201340675354,0.24793598055839539,0.5473989248275757,0.48711544275283813,0.489897221326828,0.22068053483963013
current,0.09928826242685318,0.12965726852416992,0.1636456847190857,0.10193347185850143,0.1955713927745819,0.1987239569425583,0.1214204877614975,0.2016455978155136,0.20140352845191956,0.08690909296274185,0.12074550241231918
king,0.297066330909729,0.14396712183952332,0.2031002789735794,0.27967801690101624,0.2044914960861206,0.18420645594596863,0.2164204865694046,0.16788895428180695,0.27377256751060486,0.16832861304283142,0.19130074977874756
of,0.2629030644893646,0.21852713823318481,0.24698495864868164,0.31932318210601807,0.5696388483047485,0.5052502155303955,0.15350224077701569,0.41498205065727234,0.4069072902202606,0.4222904443740845,0.1826142966747284
thebes,0.5445975065231323,0.1465754508972168,0.13852077722549438,0.24273796379566193,0.14054594933986664,0.24306835234165192,0.19824160635471344,0.2134338915348053,0.24601739645004272,0.23183590173721313,0.12076496332883835
",",0.27250176668167114,0.29227107763290405,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.427140474319458,0.2231253683567047,0.4137537479400635,0.45456063747406006,0.26549121737480164,0.31091248989105225
who,0.36925312876701355,0.2100299894809723,0.14972704648971558,0.34217217564582825,0.2792111933231354,0.36608949303627014,0.2742305099964142,0.45444270968437195,0.3318818509578705,0.3151143789291382,0.26220351457595825
is,0.20376694202423096,0.15706895291805267,0.16941262781620026,0.21453623473644257,0.5394441485404968,0.658733606338501,0.2174319475889206,0.3995479643344879,0.5810302495956421,0.430266410112381,0.22961433231830597
trying,0.2127070426940918,0.17664454877376556,0.1802179217338562,0.3077872097492218,0.24387381970882416,0.3045077919960022,0.14221662282943726,0.4147728383541107,0.19752094149589539,0.1746436059474945,0.3144860565662384
to,0.23635296523571014,0.24695155024528503,0.2019355595111847,0.30665844678878784,0.45010748505592346,0.45503583550453186,0.272149920463562,0.5436353087425232,0.3636345863342285,0.2987143397331238,0.29463258385658264
stop,0.08941920101642609,0.2026360183954239,0.2045789510011673,0.32520580291748047,0.20196323096752167,0.21033835411071777,0.1670970916748047,0.3209696114063263,0.1702059656381607,0.19719716906547546,0.23117060959339142
her,0.3008752167224884,0.15394094586372375,0.17531102895736694,0.32259857654571533,0.30892789363861084,0.29850003123283386,0.22999481856822968,0.33159515261650085,0.34084662795066833,0.14311987161636353,0.20310723781585693
from,0.23198524117469788,0.11613474041223526,0.11420916765928268,0.1641564965248108,0.4274188280105591,0.322764128446579,0.1498221457004547,0.3477667272090912,0.31171464920043945,0.2703215777873993,0.19969791173934937
giving,0.19923950731754303,0.23617544770240784,0.10219912976026535,0.2674778699874878,0.24607835710048676,0.35822594165802,0.15668176114559174,0.371517539024353,0.2248714715242386,0.21309655904769897,0.2052922248840332
her,0.3008752167224884,0.15394094586372375,0.17531102895736694,0.32259857654571533,0.30892789363861084,0.29850003123283386,0.22999481856822968,0.33159515261650085,0.34084662795066833,0.14311987161636353,0.20310723781585693
brother,0.21507605910301208,0.10105785727500916,0.10371534526348114,0.20120905339717865,0.21517863869667053,0.21524782478809357,0.1205231100320816,0.20234043896198273,0.30654317140579224,0.159652441740036,0.14267398416996002
polynices,0.36265048384666443,0.15733329951763153,0.2303633838891983,0.25846990942955017,0.25382286310195923,0.2618648409843445,0.20060338079929352,0.342894971370697,0.15795764327049255,0.2867385447025299,0.23299169540405273
a,0.21582545340061188,0.22847095131874084,0.21693918108940125,0.25352153182029724,0.539380669593811,1.0,0.21130098402500153,0.47537946701049805,0.4508470594882965,0.4868806302547455,0.23916715383529663
proper,0.18195630609989166,0.21919311583042145,0.1727437525987625,0.21320024132728577,0.23365779221057892,0.3425057828426361,0.1346004605293274,0.32993730902671814,0.13788238167762756,0.2363545447587967,0.2291053831577301
burial,0.2139340192079544,0.20726366341114044,0.14172309637069702,0.24713389575481415,0.233357235789299,0.1811772882938385,0.15867288410663605,0.22629106044769287,0.21821482479572296,0.15850499272346497,0.15331946313381195
.,0.25357940793037415,0.20781585574150085,0.2541380822658539,0.2603943943977356,0.5591574311256409,0.50484299659729,0.25552695989608765,0.4460422694683075,0.40146201848983765,0.300344854593277,0.4130953550338745
