,how,long,has,free,movement,and,trade,been,central,to,european,development,?
into,0.2303972691297531,0.228584423661232,0.29681676626205444,0.21342691779136658,0.15316268801689148,0.36597734689712524,0.14436393976211548,0.23746316134929657,0.1957717090845108,0.38810545206069946,0.09915032237768173,0.19487594068050385,0.15662476420402527
eu,0.12200486660003662,0.09043300151824951,0.13703566789627075,0.1434408724308014,0.14820080995559692,0.16977795958518982,0.2564878463745117,0.09499514847993851,0.10102983564138412,0.1539587825536728,0.46552222967147827,0.176733136177063,0.21586786210536957
law,0.18813064694404602,0.07939723134040833,0.15925909578800201,0.1917043775320053,0.18353214859962463,0.254730761051178,0.18727585673332214,0.1556238830089569,0.14515723288059235,0.259207159280777,0.17164482176303864,0.17893387377262115,0.1528988480567932
in,0.2601168751716614,0.2759332060813904,0.4173259735107422,0.25575435161590576,0.26725053787231445,0.4954058527946472,0.23862801492214203,0.3515113592147827,0.30844059586524963,0.45010748505592346,0.23319172859191895,0.2550492286682129,0.20430970191955566
2007,-0.09095048904418945,-0.13838906586170197,-0.17242015898227692,-0.10023167729377747,-0.13449423015117645,-0.2391151487827301,-0.13950465619564056,-0.2230411171913147,-0.09463944286108017,-0.1738293468952179,-0.19840121269226074,-0.01873803697526455,-0.1664225310087204
",",0.22659391164779663,0.3431144952774048,0.3734780251979828,0.2434854805469513,0.1862073689699173,0.6633074283599854,0.1945054978132248,0.34873589873313904,0.2587154507637024,0.44245919585227966,0.19684812426567078,0.23776917159557343,0.31091248989105225
free,0.18879985809326172,0.11861992627382278,0.13351182639598846,1.0,0.17103612422943115,0.29029855132102966,0.24182011187076569,0.14210698008537292,0.12368668615818024,0.2913753390312195,0.12509097158908844,0.1520594209432602,0.1278279572725296
movement,0.2090272754430771,0.13799624145030975,0.18491831421852112,0.17103612422943115,1.0,0.2837696671485901,0.1800200194120407,0.15120309591293335,0.1510200947523117,0.2780168950557709,0.20052438974380493,0.33462727069854736,0.1423349231481552
and,0.33647966384887695,0.3395216166973114,0.43716782331466675,0.29029855132102966,0.2837696671485901,1.0,0.2510223686695099,0.3424558639526367,0.2465941160917282,0.48971283435821533,0.24143946170806885,0.26069340109825134,0.20544172823429108
trade,0.22247354686260223,0.17819185554981232,0.19811120629310608,0.24182011187076569,0.1800200194120407,0.2510223686695099,0.9999999403953552,0.2076130360364914,0.17265771329402924,0.2781698405742645,0.25808030366897583,0.2643839418888092,0.09336511790752411
were,0.2082374095916748,0.18442559242248535,0.2784052789211273,0.16792064905166626,0.14767701923847198,0.42175528407096863,0.20628148317337036,0.5062422156333923,0.16558948159217834,0.31913647055625916,0.21272888779640198,0.159018412232399,0.17890112102031708
central,0.1351521760225296,0.19090498983860016,0.16198159754276276,0.12368668615818024,0.1510200947523117,0.2465941160917282,0.17265771329402924,0.14007742702960968,1.0,0.21511952579021454,0.2503783702850342,0.2343233972787857,0.14787602424621582
to,0.44169697165489197,0.30218687653541565,0.3619994819164276,0.2913753390312195,0.2780168950557709,0.48971283435821533,0.2781698405742645,0.34945759177207947,0.21511952579021454,1.0,0.21011990308761597,0.27639102935791016,0.29463258385658264
european,0.123964823782444,0.08309825509786606,0.1917828619480133,0.12509097158908844,0.20052438974380493,0.24143946170806885,0.25808030366897583,0.1689886897802353,0.2503783702850342,0.21011990308761597,0.9999998807907104,0.30228447914123535,0.14560863375663757
development,0.2009134739637375,0.14498326182365417,0.26726067066192627,0.1520594209432602,0.33462727069854736,0.26069340109825134,0.2643839418888092,0.2632805109024048,0.2343233972787857,0.27639102935791016,0.30228447914123535,0.9999998807907104,0.1211358830332756
since,0.2347431182861328,0.2609017491340637,0.5216675996780396,0.166397824883461,0.1966906487941742,0.3515571057796478,0.20748573541641235,0.6581953763961792,0.18013417720794678,0.3733763098716736,0.27516499161720276,0.2727283835411072,0.2876587212085724
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,0.22231732308864594,0.339571475982666,0.5171257257461548,0.2681608200073242,0.3563927710056305,0.3417201042175293,0.535392165184021,0.3423081040382385,0.3362044394016266,0.22068053483963013
treaty,0.15433618426322937,0.11642561852931976,0.1376098245382309,0.21470807492733002,0.16236689686775208,0.1592116355895996,0.34863007068634033,0.1330602616071701,0.0913606807589531,0.1986158937215805,0.25059598684310913,0.16485360264778137,0.1174844279885292
of,0.2480744868516922,0.2567519545555115,0.3909035325050354,0.2430545836687088,0.2662941515445709,0.5116966962814331,0.2310105711221695,0.31685134768486023,0.3415789008140564,0.41548454761505127,0.2507138252258301,0.28700894117355347,0.1826142966747284
rome,0.0952538326382637,0.21017475426197052,0.1577630490064621,0.11868249624967575,0.17989502847194672,0.2234899401664734,0.17948628962039948,0.21826045215129852,0.1291879117488861,0.27313151955604553,0.25585344433784485,0.12860670685768127,0.16867119073867798
1957,-0.06331565976142883,-0.000914090545848012,0.09976135939359665,-0.023106513544917107,-0.043755821883678436,0.01693224534392357,0.06857789307832718,-0.027656249701976776,0.01613427698612213,-0.111165352165699,-0.00414459640160203,0.05368209630250931,-0.11977791041135788
.,0.3287222981452942,0.3247973620891571,0.4105546176433563,0.238864928483963,0.22796523571014404,0.588965117931366,0.20157761871814728,0.33645182847976685,0.3193301260471344,0.4645031690597534,0.2095622420310974,0.2822875380516052,0.4130953550338745
