,when,was,san,francisco,voted,to,be,the,location,for,super,bowl,50,?
spring,0.3221275508403778,0.19448593258857727,0.14293450117111206,0.1198769137263298,0.0995321273803711,0.21336959302425385,0.16265371441841125,0.316989928483963,0.1676000952720642,0.18597541749477386,0.12306609004735947,0.1362941861152649,0.006738591473549604,0.06767474114894867
meetings,0.2103533297777176,0.21595045924186707,0.09347813576459885,0.11552546918392181,0.28681886196136475,0.2931969165802002,0.2478610724210739,0.31532901525497437,0.18025578558444977,0.2716311812400818,0.08251890540122986,0.1173693910241127,0.06948060542345047,0.17293356359004974
in,0.4431333839893341,0.45514053106307983,0.2617562413215637,0.21278683841228485,0.22158056497573853,0.45010748505592346,0.3481820821762085,0.6662389636039734,0.3397608697414398,0.4322226941585541,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
boston,0.22041967511177063,0.23957559466362,0.33285000920295715,0.3203243315219879,0.2036237120628357,0.13532760739326477,0.12597905099391937,0.2297145575284958,0.0870998352766037,0.21514153480529785,0.1332802176475525,0.22450120747089386,0.030019111931324005,0.14705288410186768
voted,0.16867898404598236,0.3353792428970337,0.16199976205825806,0.15440481901168823,1.0,0.22957871854305267,0.21506017446517944,0.3015371859073639,0.12416994571685791,0.24463090300559998,0.18915559351444244,0.20243211090564728,0.018370142206549644,0.22732289135456085
and,0.4716290831565857,0.3740963041782379,0.23541347682476044,0.2290353924036026,0.1609976589679718,0.48971283435821533,0.41766801476478577,0.5171257257461548,0.21502819657325745,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
awarded,0.1420624703168869,0.30614012479782104,0.1313590556383133,0.10984678566455841,0.2725283205509186,0.17180772125720978,0.1557818055152893,0.24971646070480347,0.13831780850887299,0.2816879153251648,0.12568415701389313,0.1685333251953125,-0.04696100950241089,0.1431703418493271
the,0.5091903209686279,0.48711544275283813,0.2858080565929413,0.25086042284965515,0.3015371859073639,0.535392165184021,0.4248143136501312,1.0,0.351087361574173,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.22596776485443115,0.2568269371986389,0.16546206176280975,0.15931807458400726,0.2824617028236389,0.2540906071662903,0.24152140319347382,0.285271555185318,0.1339317262172699,0.2608485519886017,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
to,0.5423505902290344,0.3636345863342285,0.21651452779769897,0.21318043768405914,0.22957871854305267,1.0,0.4972836375236511,0.535392165184021,0.2590580880641937,0.4451248347759247,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
levi,0.08693099021911621,0.22001278400421143,0.18648503720760345,0.20133531093597412,0.09592310339212418,0.18474219739437103,0.12446195632219315,0.15661084651947021,0.04607561230659485,0.16166196763515472,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.09252339601516724
's,-0.03368149697780609,0.008974763564765453,-0.022058377042412758,0.024126283824443817,0.060291141271591187,0.03782717138528824,0.025217169895768166,-0.01540423184633255,-0.0234982892870903,-0.07241261005401611,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
stadium,0.1119866892695427,0.20318599045276642,0.2035229355096817,0.21494066715240479,0.1547851413488388,0.2075904905796051,0.1513574868440628,0.21145665645599365,0.22722642123699188,0.18393352627754211,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
.,0.475719153881073,0.40146201848983765,0.24563752114772797,0.2233876734972,0.2740060091018677,0.4645031690597534,0.4383580684661865,0.5934505462646484,0.27818506956100464,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
