,how,many,times,more,did,the,other,nations,have,to,pay,for,oil,after,the,surprise,attack,?
've,0.2736092805862427,0.20564350485801697,0.19260799884796143,0.217166930437088,0.28958216309547424,0.23887036740779877,0.1990376114845276,0.14588166773319244,0.4044298827648163,0.328372597694397,0.22352194786071777,0.32583874464035034,0.1694367229938507,0.23722591996192932,0.23887036740779877,0.31441792845726013,0.18050281703472137,0.260578989982605
[,0.03530287742614746,0.1508627086877823,0.1322791427373886,0.061591725796461105,0.030549485236406326,0.07130392640829086,0.16010931134223938,0.10295728594064713,0.010582555085420609,0.07649242132902145,0.14467181265354156,0.10575617104768753,0.08863271772861481,0.08769132196903229,0.07130392640829086,0.10408515483140945,0.1350547969341278,0.011015460826456547
western,0.08635379374027252,0.24915564060211182,0.14619362354278564,0.16989172995090485,0.15773870050907135,0.37920868396759033,0.25917482376098633,0.20073860883712769,0.21198882162570953,0.18838192522525787,0.15808120369911194,0.15054884552955627,0.15428419411182404,0.1770457625389099,0.37920868396759033,0.12369143962860107,0.10457104444503784,0.17439141869544983
nations,0.19878381490707397,0.26099729537963867,0.21780654788017273,0.20731844007968903,0.22762395441532135,0.3506215214729309,0.32382234930992126,0.9999998807907104,0.2699330151081085,0.26476410031318665,0.18061451613903046,0.2684409022331238,0.1692916601896286,0.16638262569904327,0.3506215214729309,0.15300577878952026,0.15827715396881104,0.20999202132225037
],0.06738625466823578,-0.016180947422981262,0.003290453925728798,-0.017352482303977013,0.024806415662169456,-0.04779602214694023,-0.054534874856472015,-0.1285078376531601,0.006664168555289507,-0.04249158129096031,0.013281499035656452,-0.023346275091171265,-0.00726583506911993,-0.0015920652076601982,-0.04779602214694023,0.012935962527990341,-0.029529977589845657,-0.0022520492784678936
increased,0.2297995388507843,0.3378802537918091,0.23471438884735107,0.3940040171146393,0.20765343308448792,0.3188653886318207,0.2879457473754883,0.2566695809364319,0.3476240336894989,0.2690577805042267,0.22202713787555695,0.2777559161186218,0.18181782960891724,0.21351024508476257,0.3188653886318207,0.15521733462810516,0.20818838477134705,0.09587585180997849
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.39758381247520447,0.34736719727516174,1.0,0.44152235984802246,0.3506215214729309,0.40389683842658997,0.535392165184021,0.1903611719608307,0.4739971458911896,0.21849922835826874,0.4565047025680542,1.0,0.3208262622356415,0.2508925497531891,0.22068053483963013
price,0.2175861895084381,0.19033722579479218,0.17507979273796082,0.25135260820388794,0.20305229723453522,0.22636492550373077,0.15038326382637024,0.17416071891784668,0.14724157750606537,0.2590087652206421,0.4154137969017029,0.2516993284225464,0.3166557550430298,0.13726501166820526,0.22636492550373077,0.2029985785484314,0.08687658607959747,0.14631175994873047
of,0.2480744868516922,0.37253960967063904,0.24352745711803436,0.30478984117507935,0.2513895630836487,0.733189046382904,0.38583824038505554,0.27521562576293945,0.3802283704280853,0.41548454761505127,0.1583462655544281,0.4185989499092102,0.22900764644145966,0.3867455720901489,0.733189046382904,0.22215227782726288,0.20644454658031464,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.39758381247520447,0.34736719727516174,1.0,0.44152235984802246,0.3506215214729309,0.40389683842658997,0.535392165184021,0.1903611719608307,0.4739971458911896,0.21849922835826874,0.4565047025680542,1.0,0.3208262622356415,0.2508925497531891,0.22068053483963013
wheat,0.18833062052726746,0.24720968306064606,0.1645449697971344,0.2663664221763611,0.17604225873947144,0.24601414799690247,0.26380234956741333,0.195622980594635,0.23405885696411133,0.22571544349193573,0.18103116750717163,0.18355722725391388,0.3231986165046692,0.17899398505687714,0.24601414799690247,0.13375401496887207,0.08925344049930573,0.1310781091451645
you,0.5127037167549133,0.31305816769599915,0.21554499864578247,0.3788650929927826,0.35957613587379456,0.30037742853164673,0.3380245268344879,0.19475243985652924,0.4360072612762451,0.4194425344467163,0.2260168045759201,0.31656414270401,0.14675898849964142,0.21818241477012634,0.30037742853164673,0.3096274435520172,0.16987565159797668,0.5839095711708069
sell,0.23010362684726715,0.3026815950870514,0.18294917047023773,0.24052464962005615,0.35637909173965454,0.19874759018421173,0.3018731474876404,0.1619681715965271,0.31274881958961487,0.35664159059524536,0.4393980801105499,0.2719201445579529,0.22800102829933167,0.21252350509166718,0.19874759018421173,0.2098803073167801,0.0923972800374031,0.1556897759437561
us,0.2815901041030884,0.2307271808385849,0.13078410923480988,0.2442309558391571,0.23250600695610046,0.25727739930152893,0.2157169133424759,0.20724640786647797,0.2249869704246521,0.2928973436355591,0.1641576886177063,0.26768606901168823,0.20205363631248474,0.11897643655538559,0.25727739930152893,0.2374466359615326,0.1422640085220337,0.2742428481578827
by,0.34370526671409607,0.3409687578678131,0.18494531512260437,0.2627272307872772,0.18574509024620056,0.4408751428127289,0.3321913778781891,0.18318814039230347,0.3359639644622803,0.33534231781959534,0.21522961556911469,0.3248702883720398,0.20634248852729797,0.41259682178497314,0.4408751428127289,0.23450349271297455,0.1761384904384613,0.17966607213020325
300,-0.03424505144357681,0.010953327640891075,-0.06354457139968872,-0.02933499589562416,-0.06503307819366455,-0.07017405331134796,-0.07327160984277725,-0.0920260101556778,0.021645165979862213,-0.074339859187603,-0.04729291424155235,-0.046192385256290436,0.01137384120374918,-0.09333861619234085,-0.07017405331134796,-0.06874807178974152,-0.05209038034081459,-0.06213558092713356
percent,0.21959637105464935,0.2589898705482483,0.17624180018901825,0.3395844101905823,0.19101352989673615,0.277066707611084,0.27979278564453125,0.2472948431968689,0.28501299023628235,0.2143162339925766,0.2187865525484085,0.23493695259094238,0.265217661857605,0.23053966462612152,0.277066707611084,0.1041262075304985,0.12467344850301743,0.14671556651592255
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3696524500846863,0.3015086054801941,0.4933079481124878,0.4446498453617096,0.24394330382347107,0.3541618287563324,0.44245919585227966,0.18754567205905914,0.4464869201183319,0.20043784379959106,0.38860568404197693,0.4933079481124878,0.27581435441970825,0.29392024874687195,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2611900568008423,0.39880692958831787,0.34479495882987976,0.5171257257461548,0.5504306554794312,0.2505394220352173,0.4711785912513733,0.48971283435821533,0.2487477958202362,0.5064792633056641,0.19239190220832825,0.3765919506549835,0.5171257257461548,0.24695338308811188,0.24922382831573486,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.39758381247520447,0.34736719727516174,1.0,0.44152235984802246,0.3506215214729309,0.40389683842658997,0.535392165184021,0.1903611719608307,0.4739971458911896,0.21849922835826874,0.4565047025680542,1.0,0.3208262622356415,0.2508925497531891,0.22068053483963013
same,0.28913575410842896,0.3821374177932739,0.3299868404865265,0.2824520468711853,0.3097444474697113,0.4583131968975067,0.44757193326950073,0.18610456585884094,0.4098116159439087,0.3205692768096924,0.16593998670578003,0.31941699981689453,0.11348950117826462,0.22320063412189484,0.4583131968975067,0.17759715020656586,0.16080114245414734,0.22649677097797394
for,0.3308170735836029,0.40972793102264404,0.2999500632286072,0.3891189992427826,0.318512886762619,0.4739971458911896,0.3273986279964447,0.2684409022331238,0.41175219416618347,0.4451248347759247,0.24382255971431732,0.9999999403953552,0.19440194964408875,0.3650246858596802,0.4739971458911896,0.24941404163837433,0.2050485610961914,0.264628142118454
sugar,0.21785442531108856,0.27122610807418823,0.12411489337682724,0.1987595409154892,0.1601012945175171,0.24189211428165436,0.22453105449676514,0.13578158617019653,0.17663238942623138,0.1927138715982437,0.1535753607749939,0.1469426304101944,0.2880694568157196,0.21256250143051147,0.24189211428165436,0.13725361227989197,0.09538792818784714,0.12463535368442535
and,0.33647966384887695,0.5296266674995422,0.2611900568008423,0.39880692958831787,0.34479495882987976,0.5171257257461548,0.5504306554794312,0.2505394220352173,0.4711785912513733,0.48971283435821533,0.2487477958202362,0.5064792633056641,0.19239190220832825,0.3765919506549835,0.5171257257461548,0.24695338308811188,0.24922382831573486,0.20544172823429108
cement,0.10260006040334702,0.29333433508872986,0.12410272657871246,0.2367326021194458,0.09195053577423096,0.25157180428504944,0.27237051725387573,0.13111989200115204,0.2576351761817932,0.2511523962020874,0.2035137116909027,0.24314336478710175,0.305856853723526,0.16539935767650604,0.25157180428504944,0.166602224111557,0.17792735993862152,0.08090442419052124
...,-0.030130481347441673,0.03739563375711441,-0.019412744790315628,-0.056503649801015854,0.04458035156130791,0.04743409901857376,-0.039823777973651886,-0.08945652842521667,-0.06000664830207825,-0.012529745697975159,-0.03217124938964844,0.03104333020746708,0.031609490513801575,0.06656131893396378,0.04743409901857376,-0.06859937310218811,0.012306618504226208,-0.07163430005311966
you,0.5127037167549133,0.31305816769599915,0.21554499864578247,0.3788650929927826,0.35957613587379456,0.30037742853164673,0.3380245268344879,0.19475243985652924,0.4360072612762451,0.4194425344467163,0.2260168045759201,0.31656414270401,0.14675898849964142,0.21818241477012634,0.30037742853164673,0.3096274435520172,0.16987565159797668,0.5839095711708069
buy,0.28674787282943726,0.29454270005226135,0.1311531960964203,0.2916644215583801,0.28670400381088257,0.19276557862758636,0.2486034631729126,0.16957947611808777,0.2918725311756134,0.3550134301185608,0.5003525018692017,0.2918674349784851,0.22221536934375763,0.14541415870189667,0.19276557862758636,0.19284610450267792,0.09476090222597122,0.19142918288707733
our,0.35790902376174927,0.2833839952945709,0.2193714678287506,0.30966755747795105,0.19959791004657745,0.34956011176109314,0.2730304002761841,0.247966930270195,0.35933998227119446,0.2916623651981354,0.11941312998533249,0.26028966903686523,0.11686325073242188,0.13401024043560028,0.34956011176109314,0.21572187542915344,0.07446984946727753,0.2894428074359894
crude,0.3122008144855499,0.31582051515579224,0.14066511392593384,0.2885061204433441,0.12250577658414841,0.2332729995250702,0.2874677777290344,0.20900148153305054,0.2327539622783661,0.23596425354480743,0.23055532574653625,0.19287274777889252,0.5527730584144592,0.16580885648727417,0.2332729995250702,0.19151870906352997,0.24710775911808014,0.21938680112361908
oil,0.13798584043979645,0.19348452985286713,0.07950559258460999,0.18158936500549316,0.10956666618585587,0.21849922835826874,0.19068658351898193,0.1692916601896286,0.14215372502803802,0.1619214415550232,0.16689760982990265,0.19440194964408875,1.0,0.19447089731693268,0.21849922835826874,0.1594313383102417,0.18379496037960052,0.14867261052131653
and,0.33647966384887695,0.5296266674995422,0.2611900568008423,0.39880692958831787,0.34479495882987976,0.5171257257461548,0.5504306554794312,0.2505394220352173,0.4711785912513733,0.48971283435821533,0.2487477958202362,0.5064792633056641,0.19239190220832825,0.3765919506549835,0.5171257257461548,0.24695338308811188,0.24922382831573486,0.20544172823429108
sell,0.23010362684726715,0.3026815950870514,0.18294917047023773,0.24052464962005615,0.35637909173965454,0.19874759018421173,0.3018731474876404,0.1619681715965271,0.31274881958961487,0.35664159059524536,0.4393980801105499,0.2719201445579529,0.22800102829933167,0.21252350509166718,0.19874759018421173,0.2098803073167801,0.0923972800374031,0.1556897759437561
it,0.36714982986450195,0.39615920186042786,0.21116118133068085,0.42550966143608093,0.2993364930152893,0.6251175999641418,0.36282607913017273,0.2292870134115219,0.40974161028862,0.513711154460907,0.15468546748161316,0.32171204686164856,0.21307015419006348,0.36872005462646484,0.6251175999641418,0.25265154242515564,0.2010524421930313,0.25732165575027466
back,0.2557322680950165,0.2512952387332916,0.2975556552410126,0.26809409260749817,0.2601068317890167,0.3612101674079895,0.2543993294239044,0.12286189943552017,0.33593064546585083,0.4675939381122589,0.25281089544296265,0.2631518244743347,0.12980493903160095,0.3641089200973511,0.3612101674079895,0.26173079013824463,0.18021471798419952,0.2397768795490265
to,0.44169697165489197,0.40243685245513916,0.32875269651412964,0.47084665298461914,0.4452643394470215,0.535392165184021,0.4193183183670044,0.26476410031318665,0.4544740617275238,1.0,0.26723966002464294,0.4451248347759247,0.1619214415550232,0.37890323996543884,0.535392165184021,0.2876385748386383,0.19954605400562286,0.29463258385658264
us,0.2815901041030884,0.2307271808385849,0.13078410923480988,0.2442309558391571,0.23250600695610046,0.25727739930152893,0.2157169133424759,0.20724640786647797,0.2249869704246521,0.2928973436355591,0.1641576886177063,0.26768606901168823,0.20205363631248474,0.11897643655538559,0.25727739930152893,0.2374466359615326,0.1422640085220337,0.2742428481578827
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3696524500846863,0.3015086054801941,0.4933079481124878,0.4446498453617096,0.24394330382347107,0.3541618287563324,0.44245919585227966,0.18754567205905914,0.4464869201183319,0.20043784379959106,0.38860568404197693,0.4933079481124878,0.27581435441970825,0.29392024874687195,0.31091248989105225
refined,0.23126406967639923,0.25292709469795227,0.1302458643913269,0.26768502593040466,0.20237627625465393,0.20095133781433105,0.1859520822763443,0.17299553751945496,0.18130971491336823,0.19494639337062836,0.11921299248933792,0.2284238636493683,0.3693001866340637,0.18026992678642273,0.20095133781433105,0.15076105296611786,0.0620792917907238,0.15091994404792786
as,0.33782753348350525,0.4070141911506653,0.2614286541938782,0.42839905619621277,0.3596470057964325,0.48381632566452026,0.42805421352386475,0.27956676483154297,0.37788212299346924,0.42092081904411316,0.191909521818161,0.44774648547172546,0.18042321503162384,0.3014480769634247,0.48381632566452026,0.20213712751865387,0.18667443096637726,0.27043893933296204
petrochemicals,0.28787341713905334,0.36871469020843506,0.14664672315120697,0.30386361479759216,0.20682770013809204,0.2593928575515747,0.35696616768836975,0.28906121850013733,0.33126235008239746,0.23925326764583588,0.13177500665187836,0.2570836544036865,0.4749681353569031,0.22605320811271667,0.2593928575515747,0.07279090583324432,0.09539448469877243,0.1939724087715149
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3696524500846863,0.3015086054801941,0.4933079481124878,0.4446498453617096,0.24394330382347107,0.3541618287563324,0.44245919585227966,0.18754567205905914,0.4464869201183319,0.20043784379959106,0.38860568404197693,0.4933079481124878,0.27581435441970825,0.29392024874687195,0.31091248989105225
at,0.2154216170310974,0.2716965675354004,0.26909148693084717,0.2627858817577362,0.28390252590179443,0.457212895154953,0.24329762160778046,0.2512299716472626,0.29004791378974915,0.36524343490600586,0.1361934393644333,0.34237727522850037,0.14921875298023224,0.3622083067893982,0.457212895154953,0.20424775779247284,0.21748682856559753,0.21978627145290375
a,0.29312583804130554,0.2872205972671509,0.2745400369167328,0.3452818691730499,0.2552328109741211,0.5829201340675354,0.2806335389614105,0.1973731815814972,0.338716596364975,0.45503583550453186,0.1940600425004959,0.44038116931915283,0.18393073976039886,0.3831600844860077,0.5829201340675354,0.26922038197517395,0.2556389570236206,0.23916715383529663
hundred,0.21416880190372467,0.4232117235660553,0.29208460450172424,0.36563408374786377,0.16026455163955688,0.3325488865375519,0.3188282251358032,0.15287651121616364,0.3199668824672699,0.2489847093820572,0.1998804211616516,0.2813427150249481,0.14843106269836426,0.2782401740550995,0.3325488865375519,0.2321726530790329,0.15935005247592926,0.17378053069114685
times,0.2685738503932953,0.303416907787323,1.0,0.2888355851173401,0.23068773746490479,0.29093852639198303,0.28404101729393005,0.21780654788017273,0.3492240011692047,0.32875269651412964,0.13860757648944855,0.2999500632286072,0.07950559258460999,0.2534739375114441,0.29093852639198303,0.22062914073467255,0.20699919760227203,0.18880689144134521
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.39758381247520447,0.34736719727516174,1.0,0.44152235984802246,0.3506215214729309,0.40389683842658997,0.535392165184021,0.1903611719608307,0.4739971458911896,0.21849922835826874,0.4565047025680542,1.0,0.3208262622356415,0.2508925497531891,0.22068053483963013
price,0.2175861895084381,0.19033722579479218,0.17507979273796082,0.25135260820388794,0.20305229723453522,0.22636492550373077,0.15038326382637024,0.17416071891784668,0.14724157750606537,0.2590087652206421,0.4154137969017029,0.2516993284225464,0.3166557550430298,0.13726501166820526,0.22636492550373077,0.2029985785484314,0.08687658607959747,0.14631175994873047
you,0.5127037167549133,0.31305816769599915,0.21554499864578247,0.3788650929927826,0.35957613587379456,0.30037742853164673,0.3380245268344879,0.19475243985652924,0.4360072612762451,0.4194425344467163,0.2260168045759201,0.31656414270401,0.14675898849964142,0.21818241477012634,0.30037742853164673,0.3096274435520172,0.16987565159797668,0.5839095711708069
've,0.2736092805862427,0.20564350485801697,0.19260799884796143,0.217166930437088,0.28958216309547424,0.23887036740779877,0.1990376114845276,0.14588166773319244,0.4044298827648163,0.328372597694397,0.22352194786071777,0.32583874464035034,0.1694367229938507,0.23722591996192932,0.23887036740779877,0.31441792845726013,0.18050281703472137,0.260578989982605
paid,0.19544272124767303,0.2369053214788437,0.15837375819683075,0.21607176959514618,0.3780856132507324,0.22871042788028717,0.20844975113868713,0.1467277556657791,0.23747774958610535,0.2345556914806366,0.6567115783691406,0.29203978180885315,0.21813079714775085,0.22386997938156128,0.22871042788028717,0.16356568038463593,0.06641225516796112,0.20964482426643372
us,0.2815901041030884,0.2307271808385849,0.13078410923480988,0.2442309558391571,0.23250600695610046,0.25727739930152893,0.2157169133424759,0.20724640786647797,0.2249869704246521,0.2928973436355591,0.1641576886177063,0.26768606901168823,0.20205363631248474,0.11897643655538559,0.25727739930152893,0.2374466359615326,0.1422640085220337,0.2742428481578827
...,-0.030130481347441673,0.03739563375711441,-0.019412744790315628,-0.056503649801015854,0.04458035156130791,0.04743409901857376,-0.039823777973651886,-0.08945652842521667,-0.06000664830207825,-0.012529745697975159,-0.03217124938964844,0.03104333020746708,0.031609490513801575,0.06656131893396378,0.04743409901857376,-0.06859937310218811,0.012306618504226208,-0.07163430005311966
