,of,what,length,are,engine,cycle,events,when,the,simplest,valve,gears,are,used,?
engine,0.17095594108104706,0.18463268876075745,0.16415059566497803,0.10557017475366592,1.0,0.21644321084022522,0.08041655272245407,0.2008768618106842,0.21651263535022736,0.22051329910755157,0.42488303780555725,0.4806741774082184,0.10557017475366592,0.21100758016109467,0.17739196121692657
cycle,0.255176842212677,0.17920038104057312,0.13910594582557678,0.17850318551063538,0.21644321084022522,1.0000001192092896,0.2081032544374466,0.2033594697713852,0.2701641917228699,0.2810198664665222,0.21358990669250488,0.23223114013671875,0.17850318551063538,0.15923969447612762,0.07156776636838913
and,0.5116966962814331,0.31309178471565247,0.19754090905189514,0.48576638102531433,0.18437977135181427,0.2020994871854782,0.2040661722421646,0.4716290831565857,0.5171257257461548,0.21029557287693024,0.2032567858695984,0.24915237724781036,0.48576638102531433,0.3150506615638733,0.20544172823429108
often,0.3351972997188568,0.3849453330039978,0.16630958020687103,0.5443448424339294,0.11335837841033936,0.24208131432533264,0.27445653080940247,0.47236984968185425,0.38004449009895325,0.39672577381134033,0.17427664995193481,0.25398504734039307,0.5443448424339294,0.521835446357727,0.23748154938220978
make,0.2912110388278961,0.3792211413383484,0.16887825727462769,0.4522273540496826,0.19948385655879974,0.21574729681015015,0.13199138641357422,0.4273611307144165,0.3146495521068573,0.3956262469291687,0.2776758372783661,0.2988198399543762,0.4522273540496826,0.37677720189094543,0.28314751386642456
the,0.733189046382904,0.42745697498321533,0.26581600308418274,0.40399202704429626,0.21651263535022736,0.2701641917228699,0.3102840185165405,0.5091903209686279,1.0,0.29262542724609375,0.22700907289981842,0.3416728973388672,0.40399202704429626,0.3718377649784088,0.22068053483963013
engine,0.17095594108104706,0.18463268876075745,0.16415059566497803,0.10557017475366592,1.0,0.21644321084022522,0.08041655272245407,0.2008768618106842,0.21651263535022736,0.22051329910755157,0.42488303780555725,0.4806741774082184,0.10557017475366592,0.21100758016109467,0.17739196121692657
rotate,0.21303923428058624,0.24359411001205444,0.28957685828208923,0.27511581778526306,0.2937639355659485,0.32088446617126465,0.17114609479904175,0.258686363697052,0.2618556022644043,0.36203593015670776,0.23836898803710938,0.44978898763656616,0.27511581778526306,0.23274299502372742,0.12729598581790924
in,0.5696388483047485,0.30808621644973755,0.1989525854587555,0.3841303884983063,0.18885408341884613,0.20483464002609253,0.2690284550189972,0.4431333839893341,0.6662389636039734,0.2474999874830246,0.1291256695985794,0.22185161709785461,0.3841303884983063,0.3090210556983948,0.20430970191955566
only,0.49632513523101807,0.41415658593177795,0.31975170969963074,0.4533037543296814,0.16929852962493896,0.18752825260162354,0.22292771935462952,0.5497387051582336,0.5497692227363586,0.36682552099227905,0.2168668955564499,0.24774175882339478,0.4533037543296814,0.36452993750572205,0.2767370045185089
one,0.4999135136604309,0.376489520072937,0.30208128690719604,0.42537835240364075,0.22089767456054688,0.21576738357543945,0.2345765233039856,0.38307374715805054,0.5514441132545471,0.38187849521636963,0.16645367443561554,0.31824272871017456,0.42537835240364075,0.3009188175201416,0.2673267424106598
direction,0.18922415375709534,0.25776705145835876,0.2838601768016815,0.16355663537979126,0.21150949597358704,0.19877983629703522,0.16557112336158752,0.21485374867916107,0.28851455450057983,0.20657888054847717,0.23569494485855103,0.2764459252357483,0.16355663537979126,0.13037513196468353,0.10739318281412125
.,0.5352458953857422,0.3567904531955719,0.2983158230781555,0.3452940285205841,0.21814921498298645,0.19143328070640564,0.1484961062669754,0.475719153881073,0.5934505462646484,0.21230170130729675,0.18624946475028992,0.24290511012077332,0.3452940285205841,0.33111312985420227,0.4130953550338745
