,debates,about,civil,disobedience,include,or,exclude,what,major,practice,?
it,0.25526872277259827,0.4291239380836487,0.17707513272762299,0.2648297846317291,0.1939142346382141,0.36389440298080444,0.2212602198123932,0.45803478360176086,0.22329258918762207,0.19842009246349335,0.25732165575027466
has,0.24698719382286072,0.35519757866859436,0.14805923402309418,0.11896127462387085,0.2623153328895569,0.316264808177948,0.11576013267040253,0.20338068902492523,0.2243996560573578,0.17502164840698242,0.15994466841220856
been,0.32080790400505066,0.2887439727783203,0.16754008829593658,0.20087917149066925,0.24614082276821136,0.32461076974868774,0.19523440301418304,0.2567804455757141,0.20505735278129578,0.2419406622648239,0.24354910850524902
argued,0.414944589138031,0.2598097622394562,0.22184301912784576,0.387824684381485,0.11561209708452225,0.1817196160554886,0.22836077213287354,0.31776854395866394,0.06160874292254448,0.25945571064949036,0.18905270099639893
that,0.3476875126361847,0.4500710964202881,0.16867391765117645,0.3551425039768219,0.2797866463661194,0.4729836881160736,0.3342665433883667,0.6297725439071655,0.2570328712463379,0.3368259370326996,0.32716336846351624
",",0.23192787170410156,0.3877100944519043,0.24795588850975037,0.2878543734550476,0.35606324672698975,0.3769497275352478,0.28636810183525085,0.3087472915649414,0.29355156421661377,0.2838936448097229,0.31091248989105225
while,0.22328582406044006,0.3552052080631256,0.17608642578125,0.26316946744918823,0.21696406602859497,0.3737879693508148,0.17876507341861725,0.35511791706085205,0.2120438516139984,0.31727737188339233,0.21076419949531555
both,0.2584574520587921,0.24329400062561035,0.22088982164859772,0.23719468712806702,0.3018212914466858,0.38249531388282776,0.3006208539009094,0.3361809551715851,0.21259582042694092,0.25235334038734436,0.19455738365650177
civil,0.268066942691803,0.1744583249092102,1.0,0.5442691445350647,0.09042375534772873,0.12588919699192047,0.17774708569049835,0.15091551840305328,0.17556457221508026,0.2324874848127365,0.1494513899087906
disobedience,0.3380615711212158,0.20206157863140106,0.5442691445350647,1.0,0.1436312347650528,0.2553665041923523,0.2754392921924591,0.3298627436161041,0.13064640760421753,0.4112858176231384,0.19890835881233215
and,0.2613394856452942,0.3875081241130829,0.25259146094322205,0.3041999638080597,0.3915219306945801,0.4713204801082611,0.2166934758424759,0.31309178471565247,0.29795366525650024,0.2791718542575836,0.20544172823429108
civil,0.268066942691803,0.1744583249092102,1.0,0.5442691445350647,0.09042375534772873,0.12588919699192047,0.17774708569049835,0.15091551840305328,0.17556457221508026,0.2324874848127365,0.1494513899087906
rebellion,0.23026812076568604,0.17084139585494995,0.374906986951828,0.43850091099739075,0.12594568729400635,0.15177050232887268,0.14863887429237366,0.20742425322532654,0.13776548206806183,0.1564541757106781,0.10071789473295212
are,0.2259225845336914,0.36165615916252136,0.12244163453578949,0.19937367737293243,0.5140694975852966,0.5374364256858826,0.35646113753318787,0.29724663496017456,0.21536177396774292,0.2532999813556671,0.24591213464736938
justified,0.27930015325546265,0.29688677191734314,0.1624336540699005,0.30395132303237915,0.15736247599124908,0.24965250492095947,0.262575626373291,0.3712652921676636,0.15407733619213104,0.2577733099460602,0.38761505484580994
by,0.1896974891424179,0.30091190338134766,0.15479567646980286,0.2563513219356537,0.24257268011569977,0.30274316668510437,0.19592393934726715,0.2455483376979828,0.19764594733715057,0.199177086353302,0.17966607213020325
appeal,0.2997715473175049,0.1961948573589325,0.19622686505317688,0.3716670572757721,0.09485471248626709,0.17612634599208832,0.19963575899600983,0.2697356641292572,0.05610989034175873,0.2115529626607895,0.18189522624015808
to,0.2710517346858978,0.391953706741333,0.2019355595111847,0.30665844678878784,0.1820748895406723,0.38921234011650085,0.29279854893684387,0.455847829580307,0.19240309298038483,0.289366751909256,0.29463258385658264
constitutional,0.36543160676956177,0.18058203160762787,0.31163451075553894,0.42238739132881165,0.15730106830596924,0.2618081569671631,0.2682756781578064,0.24835939705371857,0.13787125051021576,0.26145875453948975,0.2199033498764038
defects,0.1985572874546051,0.20818713307380676,0.1368587166070938,0.21810436248779297,0.2566845118999481,0.2717050611972809,0.25070396065711975,0.19250653684139252,0.14331115782260895,0.13216514885425568,0.11700957268476486
",",0.23192787170410156,0.3877100944519043,0.24795588850975037,0.2878543734550476,0.35606324672698975,0.3769497275352478,0.28636810183525085,0.3087472915649414,0.29355156421661377,0.2838936448097229,0.31091248989105225
rebellion,0.23026812076568604,0.17084139585494995,0.374906986951828,0.43850091099739075,0.12594568729400635,0.15177050232887268,0.14863887429237366,0.20742425322532654,0.13776548206806183,0.1564541757106781,0.10071789473295212
is,0.21664585173130035,0.3532065451145172,0.16941262781620026,0.21453623473644257,0.28863582015037537,0.41870999336242676,0.18915241956710815,0.28837618231773376,0.19079607725143433,0.21584326028823853,0.22961433231830597
much,0.26066091656684875,0.42681634426116943,0.1829502135515213,0.18627820909023285,0.2128976434469223,0.313159704208374,0.2652480900287628,0.45316147804260254,0.18500027060508728,0.21448968350887299,0.23442231118679047
more,0.2384815663099289,0.4194578528404236,0.17124666273593903,0.2029244303703308,0.30304837226867676,0.41612157225608826,0.2960171401500702,0.3484537899494171,0.193817600607872,0.23862925171852112,0.27894994616508484
destructive,0.16250157356262207,0.19920606911182404,0.15673857927322388,0.254560649394989,0.0996546745300293,0.21538712084293365,0.17788095772266388,0.2930704951286316,0.19662123918533325,0.15286220610141754,0.18108771741390228
;,-0.042815133929252625,0.06296145915985107,-0.010033391416072845,0.01590261422097683,0.01966378651559353,0.0563276931643486,0.06945226341485977,0.10986888408660889,0.05951778590679169,0.039557911455631256,0.10349778085947037
therefore,0.2981868386268616,0.28373250365257263,0.1269373893737793,0.3259392976760864,0.2142755687236786,0.46054795384407043,0.33901482820510864,0.4125064015388489,0.12233147025108337,0.34448349475860596,0.3325358033180237
",",0.23192787170410156,0.3877100944519043,0.24795588850975037,0.2878543734550476,0.35606324672698975,0.3769497275352478,0.28636810183525085,0.3087472915649414,0.29355156421661377,0.2838936448097229,0.31091248989105225
the,0.2661968469619751,0.37995871901512146,0.2477465271949768,0.30963727831840515,0.2951717972755432,0.4174870550632477,0.2220826894044876,0.42745697498321533,0.31775903701782227,0.27333036065101624,0.22068053483963013
defects,0.1985572874546051,0.20818713307380676,0.1368587166070938,0.21810436248779297,0.2566845118999481,0.2717050611972809,0.25070396065711975,0.19250653684139252,0.14331115782260895,0.13216514885425568,0.11700957268476486
justifying,0.34870341420173645,0.2965889573097229,0.15548664331436157,0.3725789785385132,0.19338297843933105,0.3536773920059204,0.3374767005443573,0.43036285042762756,0.20318762958049774,0.36161231994628906,0.43052729964256287
rebellion,0.23026812076568604,0.17084139585494995,0.374906986951828,0.43850091099739075,0.12594568729400635,0.15177050232887268,0.14863887429237366,0.20742425322532654,0.13776548206806183,0.1564541757106781,0.10071789473295212
must,0.20761695504188538,0.2105952650308609,0.12366364151239395,0.2450776845216751,0.14696872234344482,0.43512776494026184,0.2391756772994995,0.30362528562545776,0.09859469532966614,0.2852766215801239,0.23707495629787445
be,0.2708921730518341,0.26362910866737366,0.18061059713363647,0.2944406270980835,0.29535481333732605,0.5260903835296631,0.32240626215934753,0.3929833769798279,0.1488431692123413,0.2743644714355469,0.3324260413646698
much,0.26066091656684875,0.42681634426116943,0.1829502135515213,0.18627820909023285,0.2128976434469223,0.313159704208374,0.2652480900287628,0.45316147804260254,0.18500027060508728,0.21448968350887299,0.23442231118679047
more,0.2384815663099289,0.4194578528404236,0.17124666273593903,0.2029244303703308,0.30304837226867676,0.41612157225608826,0.2960171401500702,0.3484537899494171,0.193817600607872,0.23862925171852112,0.27894994616508484
serious,0.2585163116455078,0.3286966383457184,0.1767428070306778,0.2945604920387268,0.26735663414001465,0.27683025598526,0.30196407437324524,0.3481818735599518,0.34076589345932007,0.3032286763191223,0.23093265295028687
than,0.21673992276191711,0.40586400032043457,0.12293031066656113,0.1432173252105713,0.26059964299201965,0.5002588033676147,0.2639322280883789,0.29388150572776794,0.15025296807289124,0.1682395190000534,0.24917294085025787
those,0.2911616265773773,0.3491712808609009,0.1422404944896698,0.2966557443141937,0.36421409249305725,0.46711811423301697,0.403550386428833,0.44466671347618103,0.23749418556690216,0.30490124225616455,0.3328189253807068
justifying,0.34870341420173645,0.2965889573097229,0.15548664331436157,0.3725789785385132,0.19338297843933105,0.3536773920059204,0.3374767005443573,0.43036285042762756,0.20318762958049774,0.36161231994628906,0.43052729964256287
disobedience,0.3380615711212158,0.20206157863140106,0.5442691445350647,1.0,0.1436312347650528,0.2553665041923523,0.2754392921924591,0.3298627436161041,0.13064640760421753,0.4112858176231384,0.19890835881233215
",",0.23192787170410156,0.3877100944519043,0.24795588850975037,0.2878543734550476,0.35606324672698975,0.3769497275352478,0.28636810183525085,0.3087472915649414,0.29355156421661377,0.2838936448097229,0.31091248989105225
and,0.2613394856452942,0.3875081241130829,0.25259146094322205,0.3041999638080597,0.3915219306945801,0.4713204801082611,0.2166934758424759,0.31309178471565247,0.29795366525650024,0.2791718542575836,0.20544172823429108
if,0.22887247800827026,0.30191555619239807,0.12512178719043732,0.20446431636810303,0.16433319449424744,0.508355975151062,0.29864951968193054,0.5277165174484253,0.13255712389945984,0.22322523593902588,0.4441644251346588
one,0.22837381064891815,0.35568177700042725,0.15266822278499603,0.20541732013225555,0.28309059143066406,0.4022330939769745,0.1859702169895172,0.376489520072937,0.26091840863227844,0.24422010779380798,0.2673267424106598
can,0.21805444359779358,0.27397462725639343,0.12476041913032532,0.15718160569667816,0.2617928385734558,0.5614996552467346,0.3128035366535187,0.34502777457237244,0.12592005729675293,0.21967129409313202,0.3226337134838104
not,0.3045099377632141,0.36646416783332825,0.18740713596343994,0.38157403469085693,0.26363661885261536,0.5119067430496216,0.3736656904220581,0.5449194312095642,0.20751503109931946,0.33168983459472656,0.41942933201789856
justify,0.31169551610946655,0.24637503921985626,0.17227116227149963,0.31961002945899963,0.16857334971427917,0.2659721076488495,0.3109912872314453,0.4040449857711792,0.17228887975215912,0.2521519362926483,0.3789809048175812
civil,0.268066942691803,0.1744583249092102,1.0,0.5442691445350647,0.09042375534772873,0.12588919699192047,0.17774708569049835,0.15091551840305328,0.17556457221508026,0.2324874848127365,0.1494513899087906
rebellion,0.23026812076568604,0.17084139585494995,0.374906986951828,0.43850091099739075,0.12594568729400635,0.15177050232887268,0.14863887429237366,0.20742425322532654,0.13776548206806183,0.1564541757106781,0.10071789473295212
",",0.23192787170410156,0.3877100944519043,0.24795588850975037,0.2878543734550476,0.35606324672698975,0.3769497275352478,0.28636810183525085,0.3087472915649414,0.29355156421661377,0.2838936448097229,0.31091248989105225
then,0.17684808373451233,0.2598881721496582,0.16038604080677032,0.18541529774665833,0.08864475786685944,0.3243606984615326,0.15787546336650848,0.4072686731815338,0.17867816984653473,0.180279940366745,0.2884598970413208
one,0.22837381064891815,0.35568177700042725,0.15266822278499603,0.20541732013225555,0.28309059143066406,0.4022330939769745,0.1859702169895172,0.376489520072937,0.26091840863227844,0.24422010779380798,0.2673267424106598
can,0.21805444359779358,0.27397462725639343,0.12476041913032532,0.15718160569667816,0.2617928385734558,0.5614996552467346,0.3128035366535187,0.34502777457237244,0.12592005729675293,0.21967129409313202,0.3226337134838104
not,0.3045099377632141,0.36646416783332825,0.18740713596343994,0.38157403469085693,0.26363661885261536,0.5119067430496216,0.3736656904220581,0.5449194312095642,0.20751503109931946,0.33168983459472656,0.41942933201789856
justify,0.31169551610946655,0.24637503921985626,0.17227116227149963,0.31961002945899963,0.16857334971427917,0.2659721076488495,0.3109912872314453,0.4040449857711792,0.17228887975215912,0.2521519362926483,0.3789809048175812
a,0.25301557779312134,0.34171196818351746,0.21693918108940125,0.25352153182029724,0.18765322864055634,0.48853766918182373,0.15319040417671204,0.3320399522781372,0.22990699112415314,0.27658340334892273,0.23916715383529663
civil,0.268066942691803,0.1744583249092102,1.0,0.5442691445350647,0.09042375534772873,0.12588919699192047,0.17774708569049835,0.15091551840305328,0.17556457221508026,0.2324874848127365,0.1494513899087906
disobedients,0.31060975790023804,0.19162973761558533,0.5063242316246033,0.8955491185188293,0.22898617386817932,0.3376913368701935,0.3228623569011688,0.3241478204727173,0.1446874886751175,0.3984576165676117,0.18925230205059052
',0.13720083236694336,0.2788675129413605,0.16727153956890106,0.20764939486980438,0.24498385190963745,0.3638994097709656,0.1795179545879364,0.3245812654495239,0.1841987669467926,0.14159877598285675,0.330942302942276
use,0.19420522451400757,0.2576371729373932,0.14527635276317596,0.21394796669483185,0.3698820471763611,0.44579923152923584,0.3217674791812897,0.3453877568244934,0.12363851070404053,0.375469446182251,0.32795652747154236
of,0.2293700873851776,0.40939709544181824,0.24698495864868164,0.31932318210601807,0.37431180477142334,0.3792596757411957,0.20990091562271118,0.33290785551071167,0.2641255557537079,0.2597380578517914,0.1826142966747284
force,0.14096711575984955,0.16604140400886536,0.2514438331127167,0.3091774582862854,0.09877561777830124,0.18476234376430511,0.12766394019126892,0.16915984451770782,0.14676405489444733,0.1880289912223816,0.1650998443365097
and,0.2613394856452942,0.3875081241130829,0.25259146094322205,0.3041999638080597,0.3915219306945801,0.4713204801082611,0.2166934758424759,0.31309178471565247,0.29795366525650024,0.2791718542575836,0.20544172823429108
violence,0.2572249472141266,0.23384013772010803,0.2751532793045044,0.5268648862838745,0.15209324657917023,0.22167718410491943,0.17214223742485046,0.24788525700569153,0.1558765321969986,0.30464982986450195,0.20634515583515167
and,0.2613394856452942,0.3875081241130829,0.25259146094322205,0.3041999638080597,0.3915219306945801,0.4713204801082611,0.2166934758424759,0.31309178471565247,0.29795366525650024,0.2791718542575836,0.20544172823429108
refusal,0.4483869969844818,0.23013253509998322,0.26123160123825073,0.5255241394042969,0.15950249135494232,0.20441946387290955,0.27160486578941345,0.3242574632167816,0.19128558039665222,0.3733932375907898,0.21465960144996643
to,0.2710517346858978,0.391953706741333,0.2019355595111847,0.30665844678878784,0.1820748895406723,0.38921234011650085,0.29279854893684387,0.455847829580307,0.19240309298038483,0.289366751909256,0.29463258385658264
submit,0.2869221270084381,0.20882612466812134,0.161521315574646,0.2556813657283783,0.12707825005054474,0.20678891241550446,0.2597925066947937,0.2869082987308502,0.06655308604240417,0.14579449594020844,0.27356526255607605
to,0.2710517346858978,0.391953706741333,0.2019355595111847,0.30665844678878784,0.1820748895406723,0.38921234011650085,0.29279854893684387,0.455847829580307,0.19240309298038483,0.289366751909256,0.29463258385658264
arrest,0.1702335923910141,0.15215758979320526,0.2031911313533783,0.39447519183158875,0.13559691607952118,0.15327312052249908,0.10390517115592957,0.19790410995483398,0.07830265909433365,0.17217892408370972,0.1830197125673294
.,0.2395041137933731,0.42038556933403015,0.2541380822658539,0.2603943943977356,0.21809983253479004,0.36683785915374756,0.17561861872673035,0.3567904531955719,0.3054012954235077,0.2513175904750824,0.4130953550338745
