,how,many,years,had,thomas,davis,played,in,the,league,when,he,broke,his,arm,during,the,nfc,championship,game,?
11-year,0.14921990036964417,0.10461671650409698,0.42587047815322876,0.16229042410850525,0.19694937765598297,0.21379505097866058,0.2222844958305359,0.2812681794166565,0.25359681248664856,0.34436798095703125,0.18150436878204346,0.12495751678943634,0.16559013724327087,0.13285498321056366,0.14397110044956207,0.29905587434768677,0.25359681248664856,0.4219059348106384,0.22593924403190613,0.28337082266807556,0.32096078991889954
veteran,0.12678517401218414,0.14570657908916473,0.13676080107688904,0.21137821674346924,0.20413291454315186,0.30011120438575745,0.30701375007629395,0.18765248358249664,0.2511998414993286,0.22279609739780426,0.19785404205322266,0.31561458110809326,0.2549768090248108,0.25014764070510864,0.136041060090065,0.305077463388443,0.2511998414993286,0.21065255999565125,0.1771077960729599,0.1512906402349472,0.15891358256340027
who,0.4070430099964142,0.4149286150932312,0.29867154359817505,0.36173108220100403,0.26103657484054565,0.2547153830528259,0.26104769110679626,0.2792111933231354,0.3733934462070465,0.2161521464586258,0.48282691836357117,0.5500732064247131,0.22657597064971924,0.44966956973075867,0.22269174456596375,0.30551859736442566,0.3733934462070465,0.17579996585845947,0.15638136863708496,0.2523840069770813,0.26220351457595825
had,0.2549138069152832,0.40130746364593506,0.36797329783439636,0.9999999403953552,0.21442335844039917,0.263392835855484,0.2842930257320404,0.385026752948761,0.3875846862792969,0.12540528178215027,0.37526828050613403,0.43657350540161133,0.43310990929603577,0.4401516616344452,0.17929543554782867,0.39748913049697876,0.3875846862792969,0.16702289879322052,0.13773253560066223,0.18758456408977509,0.20728366076946259
already,0.3991519510746002,0.3823341131210327,0.30330413579940796,0.4640565812587738,0.2052728533744812,0.20857298374176025,0.18094748258590698,0.288102924823761,0.34582915902137756,0.176427960395813,0.5275567173957825,0.29386961460113525,0.2626473903656006,0.23369835317134857,0.14797621965408325,0.23721566796302795,0.34582915902137756,0.20388568937778473,0.15047475695610046,0.2488563060760498,0.3477933406829834
overcome,0.3281119763851166,0.3081951439380646,0.15576457977294922,0.2264499068260193,0.11337356269359589,0.21739228069782257,0.14350156486034393,0.1771119087934494,0.19138307869434357,0.12170632183551788,0.21921952068805695,0.17615924775600433,0.1773112714290619,0.26578575372695923,0.21570949256420135,0.2061566710472107,0.19138307869434357,0.18053589761257172,0.1655457466840744,0.1663098931312561,0.17361730337142944
three,0.23807744681835175,0.4501400589942932,0.32563796639442444,0.33429715037345886,0.11748330295085907,0.14830386638641357,0.2819078266620636,0.34828072786331177,0.43452659249305725,0.23011934757232666,0.2820437252521515,0.2872912287712097,0.23779705166816711,0.2982024848461151,0.13970991969108582,0.28113842010498047,0.43452659249305725,0.3151578903198242,0.21245597302913666,0.24410177767276764,0.20928427577018738
acl,0.10720912367105484,0.1294878125190735,0.17720149457454681,0.13574959337711334,0.1752455085515976,0.21683122217655182,0.12991954386234283,0.15011103451251984,0.23845629394054413,0.28258001804351807,0.20415125787258148,0.13229593634605408,0.27901649475097656,0.13678334653377533,0.2936990559101105,0.1946363002061844,0.23845629394054413,0.33169156312942505,0.2721298336982727,0.0950402319431305,0.14736860990524292
tears,0.21516187489032745,0.1341075897216797,0.1704578846693039,0.19742734730243683,0.1445273607969284,0.3043578565120697,0.1262606978416443,0.1449623852968216,0.24051350355148315,0.13392512500286102,0.264615535736084,0.19519035518169403,0.1973654329776764,0.26460814476013184,0.19433283805847168,0.19124387204647064,0.24051350355148315,0.13466887176036835,0.17549929022789001,0.1635821908712387,0.15044362843036652
in,0.2601168751716614,0.41474202275276184,0.33554986119270325,0.385026752948761,0.21133768558502197,0.20000724494457245,0.27605336904525757,1.0,0.6662389636039734,0.22963495552539825,0.4431333839893341,0.41690486669540405,0.2562587857246399,0.3598145842552185,0.17881454527378082,0.4627237319946289,0.6662389636039734,0.20630285143852234,0.20047812163829803,0.23986028134822845,0.20430970191955566
his,0.24614305794239044,0.3188176155090332,0.3523389995098114,0.4401516616344452,0.20028819143772125,0.2677081823348999,0.2874697744846344,0.3598145842552185,0.4394008219242096,0.16144663095474243,0.37120407819747925,0.7171558737754822,0.31755274534225464,0.9999998807907104,0.17735014855861664,0.36789870262145996,0.4394008219242096,0.13699233531951904,0.17189359664916992,0.21079449355602264,0.18075084686279297
career,0.1729160100221634,0.23794417083263397,0.3634036183357239,0.2950170934200287,0.14576682448387146,0.2350463569164276,0.39179107546806335,0.2564375698566437,0.19230268895626068,0.2997879981994629,0.20571725070476532,0.4547770023345947,0.19500721991062164,0.46897244453430176,0.1786910891532898,0.3538593053817749,0.19230268895626068,0.18755735456943512,0.2705346345901489,0.24611979722976685,0.1300809234380722
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.35487717390060425,0.25079426169395447,0.31438660621643066,0.2987361550331116,0.5201468467712402,0.4933079481124878,0.20757631957530975,0.36674630641937256,0.40251094102859497,0.2557729482650757,0.3378419280052185,0.1692921221256256,0.3225448727607727,0.4933079481124878,0.28086528182029724,0.256124883890152,0.2653886377811432,0.31091248989105225
went,0.18771818280220032,0.24444319307804108,0.3474752604961395,0.4485461115837097,0.17632891237735748,0.21859696507453918,0.30585214495658875,0.30470821261405945,0.3345835506916046,0.19916269183158875,0.262430876493454,0.45040708780288696,0.41870251297950745,0.43009182810783386,0.19313861429691315,0.30851107835769653,0.3345835506916046,0.22845564782619476,0.1875411719083786,0.14026789367198944,0.12109432369470596
down,0.26204726099967957,0.2625267207622528,0.1730455905199051,0.22928287088871002,0.05717531591653824,0.1249653697013855,0.10023975372314453,0.2321847528219223,0.3325848877429962,0.15029053390026093,0.3649565279483795,0.20466239750385284,0.31341180205345154,0.21882498264312744,0.2438812404870987,0.20389243960380554,0.3325848877429962,0.10038929432630539,0.088420070707798,0.1333431452512741,0.13836295902729034
with,0.3525622487068176,0.35744401812553406,0.21224987506866455,0.4739086329936981,0.1763175129890442,0.2030765265226364,0.24504201114177704,0.4080928862094879,0.4223487675189972,0.17816972732543945,0.5075214505195618,0.2845253646373749,0.25748226046562195,0.33836179971694946,0.2008407860994339,0.28545209765434265,0.4223487675189972,0.2602476179599762,0.21191054582595825,0.19394829869270325,0.2433311939239502
a,0.29312583804130554,0.2872205972671509,0.23773819208145142,0.34897568821907043,0.19268037378787994,0.19002141058444977,0.2472371906042099,0.539380669593811,0.5829201340675354,0.17562834918498993,0.44397395849227905,0.4393508732318878,0.20742449164390564,0.3497250974178314,0.2200365960597992,0.30341604351997375,0.5829201340675354,0.20643295347690582,0.18214380741119385,0.23211604356765747,0.23916715383529663
broken,0.2515953481197357,0.24468004703521729,0.1340426504611969,0.28899896144866943,0.11344966292381287,0.1776810586452484,0.18512186408042908,0.19177721440792084,0.27700477838516235,0.13726353645324707,0.28392845392227173,0.1931271106004715,0.596051037311554,0.21857398748397827,0.13261207938194275,0.154008150100708,0.27700477838516235,0.1301826685667038,0.07839711755514145,0.1808656007051468,0.1915387511253357
arm,0.214129239320755,0.1505536288022995,0.1866956651210785,0.17929543554782867,0.09396518021821976,0.11847760528326035,0.09340140968561172,0.17881454527378082,0.2214433252811432,0.10016202926635742,0.22793443500995636,0.17843443155288696,0.14067715406417847,0.17735014855861664,1.0,0.13704924285411835,0.2214433252811432,0.134703129529953,0.1483871191740036,0.13154813647270203,0.12539196014404297
in,0.2601168751716614,0.41474202275276184,0.33554986119270325,0.385026752948761,0.21133768558502197,0.20000724494457245,0.27605336904525757,1.0,0.6662389636039734,0.22963495552539825,0.4431333839893341,0.41690486669540405,0.2562587857246399,0.3598145842552185,0.17881454527378082,0.4627237319946289,0.6662389636039734,0.20630285143852234,0.20047812163829803,0.23986028134822845,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.3875846862792969,0.23505409061908722,0.25552070140838623,0.2603478729724884,0.6662389636039734,1.0,0.2724147439002991,0.5091903209686279,0.4571082592010498,0.3315005600452423,0.4394008219242096,0.2214433252811432,0.4838213622570038,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
nfc,0.11678441613912582,0.15288913249969482,0.19307491183280945,0.16702289879322052,0.16319149732589722,0.21527732908725739,0.30143943428993225,0.20630285143852234,0.2545439600944519,0.4755854308605194,0.20492814481258392,0.19590488076210022,0.2455635666847229,0.13699233531951904,0.134703129529953,0.19463802874088287,0.2545439600944519,1.0,0.4293152987957001,0.4089287221431732,0.15073348581790924
championship,0.10684323310852051,0.16601915657520294,0.18705837428569794,0.13773253560066223,0.1911715567111969,0.19010725617408752,0.26827722787857056,0.20047812163829803,0.2540402412414551,0.43236029148101807,0.20474274456501007,0.2397403120994568,0.21164457499980927,0.17189359664916992,0.1483871191740036,0.21988758444786072,0.2540402412414551,0.4293152987957001,1.0000001192092896,0.24432945251464844,0.1390383541584015
game,0.215279221534729,0.21957436203956604,0.19361822307109833,0.18758456408977509,0.15256451070308685,0.14556019008159637,0.3575804531574249,0.23986028134822845,0.285271555185318,0.3045117259025574,0.22596776485443115,0.2474532276391983,0.19360801577568054,0.21079449355602264,0.13154813647270203,0.23073366284370422,0.285271555185318,0.4089287221431732,0.24432945251464844,0.9999998807907104,0.1829071193933487
.,0.3287222981452942,0.3974229395389557,0.31919315457344055,0.37348684668540955,0.2580391466617584,0.27705830335617065,0.2876244783401489,0.5591574311256409,0.5934505462646484,0.29573896527290344,0.475719153881073,0.38061028718948364,0.22951766848564148,0.3119256794452667,0.20812642574310303,0.3485563397407532,0.5934505462646484,0.23085859417915344,0.23509643971920013,0.2581658959388733,0.4130953550338745
