,what,kinds,of,sciences,were,social,darwinism,and,theories,of,race,?
the,0.42745697498321533,0.24529235064983368,0.733189046382904,0.2625935673713684,0.3906462490558624,0.21797899901866913,0.22005604207515717,0.5171257257461548,0.24012529850006104,0.733189046382904,0.2584857642650604,0.22068053483963013
world,0.21669597923755646,0.2298666536808014,0.2828933000564575,0.20571939647197723,0.2498536854982376,0.19697116315364838,0.27424725890159607,0.3246132433414459,0.169620543718338,0.2828933000564575,0.25300687551498413,0.17579582333564758
has,0.20338068902492523,0.25151771306991577,0.3909035325050354,0.19184337556362152,0.2784052789211273,0.13508737087249756,0.1881399303674698,0.43716782331466675,0.17764124274253845,0.3909035325050354,0.16809798777103424,0.15994466841220856
ever,0.3486426770687103,0.15420864522457123,0.22901833057403564,0.14797106385231018,0.3145204186439514,0.13037504255771637,0.1680329591035843,0.22324110567569733,0.18123863637447357,0.22901833057403564,0.19957689940929413,0.3358461856842041
seen,0.3087027072906494,0.17506448924541473,0.28639769554138184,0.12381116300821304,0.24900057911872864,0.1725490540266037,0.24273648858070374,0.2522655725479126,0.17775921523571014,0.28639769554138184,0.18204551935195923,0.2567344307899475
both,0.3361809551715851,0.2792692482471466,0.3565710783004761,0.21430793404579163,0.4254525601863861,0.21892091631889343,0.29889148473739624,0.5503310561180115,0.2423510104417801,0.3565710783004761,0.14599071443080902,0.19455738365650177
in,0.30808621644973755,0.22410555183887482,0.5696388483047485,0.28206580877304077,0.3815755248069763,0.23382627964019775,0.21825535595417023,0.4954058527946472,0.1867285519838333,0.5696388483047485,0.2270909547805786,0.20430970191955566
terms,0.23885610699653625,0.2853681147098541,0.2767748534679413,0.29215338826179504,0.1759188026189804,0.20199675858020782,0.27147939801216125,0.26477551460266113,0.28843215107917786,0.2767748534679413,0.17095936834812164,0.23466452956199646
of,0.33290785551071167,0.28535863757133484,1.0,0.31529930233955383,0.34038281440734863,0.2605111300945282,0.23346026241779327,0.5116966962814331,0.25074607133865356,1.0,0.22476476430892944,0.1826142966747284
landmass,0.2581409215927124,0.14023111760616302,0.3070026934146881,0.22816598415374756,0.2732950448989868,0.2038532942533493,0.3107771575450897,0.29319998621940613,0.2728447914123535,0.3070026934146881,0.16376622021198273,0.18400955200195312
and,0.31309178471565247,0.32501107454299927,0.5116966962814331,0.2685838043689728,0.42175528407096863,0.38231831789016724,0.26431119441986084,1.0,0.2395821362733841,0.5116966962814331,0.18919794261455536,0.20544172823429108
population,0.2000674307346344,0.09083686769008636,0.3060894012451172,0.18675874173641205,0.17721828818321228,0.22830352187156677,0.25073277950286865,0.23080337047576904,0.18797709047794342,0.3060894012451172,0.22057075798511505,0.14449454843997955
.,0.3567904531955719,0.23792381584644318,0.5352458953857422,0.2230445295572281,0.3378238379955292,0.2614770531654358,0.2693645656108856,0.588965117931366,0.18147483468055725,0.5352458953857422,0.2203429788351059,0.4130953550338745
