,what,is,the,original,meaning,of,the,word,norman,?
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.15586623549461365,-0.004718669690191746,0.13035868108272552,0.041273195296525955,0.05225009098649025,0.028494004160165787,0.018684765323996544
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.22172430157661438,0.4644525647163391,0.3792596757411957,0.4174870550632477,0.39034852385520935,0.16740624606609344,0.32389625906944275
directly,0.3618607521057129,0.2819631099700928,0.4502958655357361,0.21968838572502136,0.20881135761737823,0.2998887896537781,0.4502958655357361,0.19607587158679962,0.08701424300670624,0.2187996357679367
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.233787402510643,0.2275310903787613,0.4249346852302551,0.40150508284568787,0.2524685263633728,0.15190823376178741,0.19969791173934937
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.3321450650691986,0.22343140840530396,0.30522194504737854,0.31849798560142517,0.2033720314502716,0.2051687240600586,0.20577076077461243
norse,0.1926952451467514,0.1902868002653122,0.23731711506843567,0.20879153907299042,0.30620086193084717,0.20754212141036987,0.23731711506843567,0.28243276476860046,0.33077749609947205,0.14860166609287262
norðmaðr,0.2656914293766022,0.31329551339149475,0.3514803349971771,0.20632776618003845,0.262217253446579,0.29096412658691406,0.3514803349971771,0.19113658368587494,0.36167702078819275,0.2674570679664612
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23508994281291962,0.2096743881702423,0.4946078956127167,0.4933079481124878,0.24605005979537964,0.20281735062599182,0.31091248989105225
latinized,0.17740793526172638,0.21444790065288544,0.28143611550331116,0.19091111421585083,0.3626416325569153,0.27823159098625183,0.28143611550331116,0.40076491236686707,0.17026138305664062,0.1826052963733673
variously,0.28366997838020325,0.19235555827617645,0.27876922488212585,0.18706335127353668,0.19796393811702728,0.2394486963748932,0.27876922488212585,0.21448352932929993,0.10425139963626862,0.18915246427059174
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2790030837059021,0.22792598605155945,0.3886612355709076,0.48381632566452026,0.2052028775215149,0.22526757419109344,0.27043893933296204
nortmannus,0.1614805907011032,0.32643815875053406,0.34295234084129333,0.20226074755191803,0.2259499728679657,0.325735867023468,0.34295234084129333,0.2276088446378708,0.22369779646396637,0.1831837147474289
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23508994281291962,0.2096743881702423,0.4946078956127167,0.4933079481124878,0.24605005979537964,0.20281735062599182,0.31091248989105225
normannus,0.18040458858013153,0.2463378757238388,0.32975420355796814,0.21478663384914398,0.21831025183200836,0.2691822946071625,0.32975420355796814,0.18500390648841858,0.6376982927322388,0.1815492957830429
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23508994281291962,0.2096743881702423,0.4946078956127167,0.4933079481124878,0.24605005979537964,0.20281735062599182,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.22172430157661438,0.4644525647163391,0.3792596757411957,0.4174870550632477,0.39034852385520935,0.16740624606609344,0.32389625906944275
nordmannus,0.1465471237897873,0.2969255745410919,0.31377968192100525,0.2093544900417328,0.1500794142484665,0.2908439338207245,0.31377968192100525,0.16166965663433075,0.26970043778419495,0.19243229925632477
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.24095207452774048,0.24211856722831726,0.35032153129577637,0.33289089798927307,0.19737806916236877,0.15467549860477448,0.40561532974243164
recorded,0.17687608301639557,0.19766312837600708,0.2759207487106323,0.2862089276313782,0.12388229370117188,0.21896186470985413,0.2759207487106323,0.13563120365142822,0.16729937493801117,0.19213420152664185
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2534193694591522,0.2137773334980011,0.5696388483047485,0.6662389636039734,0.19815877079963684,0.17613162100315094,0.20430970191955566
medieval,0.2230893075466156,0.22781160473823547,0.28617456555366516,0.21535064280033112,0.2392432540655136,0.31686919927597046,0.28617456555366516,0.29271382093429565,0.3385225236415863,0.15571735799312592
latin,0.1759578436613083,0.1937478482723236,0.24914836883544922,0.2057657688856125,0.3881976008415222,0.23412929475307465,0.24914836883544922,0.4205963611602783,0.17453017830848694,0.1303461492061615
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23508994281291962,0.2096743881702423,0.4946078956127167,0.4933079481124878,0.24605005979537964,0.20281735062599182,0.31091248989105225
9th,0.12212204188108444,0.14737123250961304,0.15220077335834503,0.09860540926456451,0.06575384736061096,0.1006220132112503,0.15220077335834503,0.03939002379775047,0.11980923265218735,0.06775698810815811
century,0.20422613620758057,0.20648397505283356,0.3617299497127533,0.21212194859981537,0.16821056604385376,0.2826060354709625,0.3617299497127533,0.24864888191223145,0.2433914840221405,0.1026201918721199
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.24932408332824707,0.25260844826698303,0.3680361211299896,0.3456730246543884,0.18387003242969513,0.15243752300739288,0.42300865054130554
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.30182456970214844,0.24619491398334503,0.41548454761505127,0.535392165184021,0.2865414023399353,0.16204318404197693,0.29463258385658264
mean,0.35852181911468506,0.3152560591697693,0.25977957248687744,0.18513725697994232,0.5340426564216614,0.27551960945129395,0.25977957248687744,0.4538908004760742,0.07020729035139084,0.36234524846076965
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,-0.09917053580284119,0.1370125412940979,0.06780257821083069,0.029072100296616554,0.12403237819671631,0.014049350284039974,0.0685480609536171
norseman,0.17094786465168,0.16622348129749298,0.23074324429035187,0.19238542020320892,0.21532683074474335,0.16781111061573029,0.23074324429035187,0.20908553898334503,0.4500313997268677,0.15904587507247925
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23508994281291962,0.2096743881702423,0.4946078956127167,0.4933079481124878,0.24605005979537964,0.20281735062599182,0.31091248989105225
viking,0.15692788362503052,0.14729328453540802,0.2372916340827942,0.10044565796852112,0.11085590720176697,0.15501448512077332,0.2372916340827942,0.08155673742294312,0.30450138449668884,0.07309859246015549
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.15586623549461365,-0.004718669690191746,0.13035868108272552,0.041273195296525955,0.05225009098649025,0.028494004160165787,0.018684765323996544
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.275844931602478,0.15429382026195526,0.5352458953857422,0.5934505462646484,0.13155406713485718,0.24800069630146027,0.4130953550338745
