,what,is,the,potential,earnings,for,a,job,where,there,are,few,skilled,workers,but,many,available,positions,?
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.17605026066303253,0.14834807813167572,0.3357032239437103,0.3206180930137634,0.17151835560798645,0.1970011591911316,0.22351126372814178,0.23263892531394958,0.18040570616722107,0.11202501505613327,0.11125283688306808,0.26263320446014404,0.1455259770154953,0.14093250036239624,0.16572552919387817,0.40561532974243164
low,0.20743566751480103,0.19289205968379974,0.2544175982475281,0.2295662760734558,0.22331932187080383,0.19718985259532928,0.24393533170223236,0.20031337440013885,0.17517228424549103,0.20811671018600464,0.23422758281230927,0.2664473354816437,0.2206045389175415,0.1825234442949295,0.2870801091194153,0.2921038866043091,0.1978880763053894,0.12829387187957764,0.10658930987119675
supply,0.20549191534519196,0.23221483826637268,0.31942567229270935,0.30605027079582214,0.24215057492256165,0.2697718143463135,0.2115103155374527,0.2461424320936203,0.2809525430202484,0.2964252829551697,0.22798548638820648,0.26632386445999146,0.2191350758075714,0.22504031658172607,0.33536073565483093,0.23471170663833618,0.34413185715675354,0.20431046187877655,0.14298182725906372
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1800263226032257,0.1752810776233673,0.3639558255672455,0.3640355169773102,0.20149677991867065,0.20711064338684082,0.24042794108390808,0.2373749315738678,0.19473251700401306,0.14690080285072327,0.1238962784409523,0.2897340953350067,0.16602720320224762,0.17109692096710205,0.1797175258398056,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23060423135757446,0.25049909949302673,0.4464869201183319,0.427140474319458,0.27190712094306946,0.3149496018886566,0.4587128460407257,0.4062570035457611,0.32531002163887024,0.2190762609243393,0.17716385424137115,0.48126736283302307,0.40610817074775696,0.2614012062549591,0.2113482654094696,0.31091248989105225
but,0.5029441118240356,0.4106791317462921,0.4859698414802551,0.34798669815063477,0.23332010209560394,0.45162561535835266,0.44750767946243286,0.3047976493835449,0.49101024866104126,0.5899304151535034,0.47990062832832336,0.4880838990211487,0.2896217107772827,0.191781148314476,1.0000001192092896,0.46599987149238586,0.2779572904109955,0.2769024670124054,0.27921953797340393
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.32849350571632385,0.22704806923866272,0.44038116931915283,1.0,0.2834402620792389,0.40997210144996643,0.4214206337928772,0.265255331993103,0.2765968441963196,0.2723686993122101,0.25033822655677795,0.44750767946243286,0.2872205972671509,0.19077399373054504,0.2640075087547302,0.23916715383529663
large,0.2017821967601776,0.2971126437187195,0.3828733265399933,0.25575149059295654,0.20918072760105133,0.22967137396335602,0.3740714490413666,0.20722365379333496,0.33358052372932434,0.34902602434158325,0.3467932939529419,0.3263097405433655,0.23752903938293457,0.2584909498691559,0.26450419425964355,0.42789679765701294,0.23309625685214996,0.2239779531955719,0.1355665624141693
need,0.39420950412750244,0.25332385301589966,0.2594960331916809,0.38235560059547424,0.2421712726354599,0.3668079972267151,0.30329999327659607,0.31503042578697205,0.32450658082962036,0.42729467153549194,0.46199482679367065,0.35038894414901733,0.31908243894577026,0.21987171471118927,0.4706662893295288,0.3260347247123718,0.39462584257125854,0.20877213776111603,0.40413710474967957
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.2912757694721222,0.3100631535053253,0.9999999403953552,0.44038116931915283,0.3520078659057617,0.38599511981010437,0.3728419542312622,0.3895993232727051,0.34910818934440613,0.28267210721969604,0.2527289092540741,0.45162561535835266,0.40972793102264404,0.3672940731048584,0.30627691745758057,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.27955570816993713,0.2408367246389389,0.4739971458911896,0.5829201340675354,0.24242734909057617,0.5003893971443176,0.47025805711746216,0.40399202704429626,0.34660017490386963,0.15767402946949005,0.23066683113574982,0.4859698414802551,0.4335206151008606,0.26723232865333557,0.3398493230342865,0.22068053483963013
positions,0.19736577570438385,0.1819259375333786,0.3398493230342865,0.22436010837554932,0.2486078292131424,0.30627691745758057,0.2640075087547302,0.30126887559890747,0.28844720125198364,0.21865437924861908,0.2907954752445221,0.23779210448265076,0.2490876317024231,0.20571766793727875,0.2769024670124054,0.29410091042518616,0.16399912536144257,0.9999998807907104,0.126787006855011
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.17605026066303253,0.14834807813167572,0.3357032239437103,0.3206180930137634,0.17151835560798645,0.1970011591911316,0.22351126372814178,0.23263892531394958,0.18040570616722107,0.11202501505613327,0.11125283688306808,0.26263320446014404,0.1455259770154953,0.14093250036239624,0.16572552919387817,0.40561532974243164
high,0.20466077327728271,0.2383800595998764,0.28034812211990356,0.21687033772468567,0.21075303852558136,0.1925620585680008,0.22865821421146393,0.19996054470539093,0.26466572284698486,0.21173454821109772,0.21708175539970398,0.18966971337795258,0.2109883725643158,0.14008451998233795,0.20612826943397522,0.27441489696502686,0.10836578905582428,0.1322881430387497,0.11137914657592773
demand,0.2007312774658203,0.20401930809020996,0.27194610238075256,0.2939143478870392,0.293626993894577,0.3395264446735382,0.2180943340063095,0.26655060052871704,0.24772581458091736,0.2776997983455658,0.20284822583198547,0.24848248064517975,0.24925529956817627,0.2342347502708435,0.33476880192756653,0.27046534419059753,0.40382277965545654,0.19104237854480743,0.13359291851520538
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1800263226032257,0.1752810776233673,0.3639558255672455,0.3640355169773102,0.20149677991867065,0.20711064338684082,0.24042794108390808,0.2373749315738678,0.19473251700401306,0.14690080285072327,0.1238962784409523,0.2897340953350067,0.16602720320224762,0.17109692096710205,0.1797175258398056,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23060423135757446,0.25049909949302673,0.4464869201183319,0.427140474319458,0.27190712094306946,0.3149496018886566,0.4587128460407257,0.4062570035457611,0.32531002163887024,0.2190762609243393,0.17716385424137115,0.48126736283302307,0.40610817074775696,0.2614012062549591,0.2113482654094696,0.31091248989105225
will,0.3510494530200958,0.3723262846469879,0.3635469079017639,0.4054064154624939,0.21324597299098969,0.3647450804710388,0.3401327431201935,0.2307339459657669,0.3374059498310089,0.3024239242076874,0.39387544989585876,0.30544739961624146,0.20862053334712982,0.2307453602552414,0.4515458047389984,0.2847830653190613,0.3506561815738678,0.21844616532325745,0.35046905279159546
result,0.19945499300956726,0.19420543313026428,0.27778977155685425,0.3172001838684082,0.15840350091457367,0.2445775717496872,0.2767398953437805,0.1288304626941681,0.2845163941383362,0.2712252736091614,0.18835392594337463,0.1901324987411499,0.1074553057551384,0.15530286729335785,0.34383922815322876,0.2120126336812973,0.15933364629745483,0.20874537527561188,0.17218433320522308
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.204794779419899,0.2877182364463806,0.4322226941585541,0.539380669593811,0.2114088088274002,0.5344807505607605,0.5361666083335876,0.3841303884983063,0.3588411808013916,0.14989303052425385,0.2254374474287033,0.48674455285072327,0.41474202275276184,0.1939793825149536,0.24184107780456543,0.20430970191955566
high,0.20466077327728271,0.2383800595998764,0.28034812211990356,0.21687033772468567,0.21075303852558136,0.1925620585680008,0.22865821421146393,0.19996054470539093,0.26466572284698486,0.21173454821109772,0.21708175539970398,0.18966971337795258,0.2109883725643158,0.14008451998233795,0.20612826943397522,0.27441489696502686,0.10836578905582428,0.1322881430387497,0.11137914657592773
wages,0.20351257920265198,0.11061973869800568,0.15546856820583344,0.24345725774765015,0.489175021648407,0.28834453225135803,0.19376714527606964,0.31373345851898193,0.14850248396396637,0.2281825989484787,0.17474032938480377,0.21250316500663757,0.3262777030467987,0.5291796326637268,0.2432762086391449,0.2219092845916748,0.25347214937210083,0.22613632678985596,0.19884631037712097
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.2912757694721222,0.3100631535053253,0.9999999403953552,0.44038116931915283,0.3520078659057617,0.38599511981010437,0.3728419542312622,0.3895993232727051,0.34910818934440613,0.28267210721969604,0.2527289092540741,0.45162561535835266,0.40972793102264404,0.3672940731048584,0.30627691745758057,0.264628142118454
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3847380578517914,0.19401836395263672,0.4137635827064514,0.47537946701049805,0.2914779484272003,0.4876193106174469,0.6006520986557007,0.45265161991119385,0.3973994851112366,0.29213589429855347,0.22227567434310913,0.7244205474853516,0.5391656160354614,0.2840282618999481,0.2690759003162384,0.32716336846351624
job,0.29268908500671387,0.1924818903207779,0.24242734909057617,0.18878589570522308,0.3244611918926239,0.3520078659057617,0.2834402620792389,1.0,0.2095899134874344,0.19662681221961975,0.17699533700942993,0.18540124595165253,0.4035366475582123,0.32602551579475403,0.3047976493835449,0.25484973192214966,0.16823948919773102,0.30126887559890747,0.22160480916500092
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23111921548843384,0.2657565474510193,0.4726039469242096,0.50484299659729,0.2807863652706146,0.41390106081962585,0.43897318840026855,0.3452940285205841,0.31739792227745056,0.1904321163892746,0.17509925365447998,0.46573564410209656,0.3974229395389557,0.3383464217185974,0.26846083998680115,0.4130953550338745
