,how,many,astronauts,visited,space,on,missions,and,were,rewarded,for,their,efforts,?
",",0.22659391164779663,0.40610817074775696,0.23683924973011017,0.2618711590766907,0.2285580337047577,0.49057599902153015,0.2626538574695587,0.6633074283599854,0.36755475401878357,0.2375245839357376,0.4464869201183319,0.3045167922973633,0.20678693056106567,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.197182759642601,0.2620144784450531,0.24495907127857208,0.5107308030128479,0.26288601756095886,0.5171257257461548,0.3906462490558624,0.25468435883522034,0.4739971458911896,0.516537070274353,0.26890742778778076,0.22068053483963013
distinguished,0.10479097813367844,0.21966852247714996,0.16464492678642273,0.08725198358297348,0.06225314363837242,0.1376243531703949,0.16462862491607666,0.2505932152271271,0.1614367663860321,0.29687777161598206,0.20256870985031128,0.22615347802639008,0.22860601544380188,0.08062640577554703
service,0.12199638783931732,0.21650798618793488,0.17107801139354706,0.18299467861652374,0.15259906649589539,0.21384719014167786,0.2647538185119629,0.24532052874565125,0.15802285075187683,0.19783902168273926,0.31237727403640747,0.1622014343738556,0.24693834781646729,0.1676298975944519
medal,0.09139146655797958,0.14279992878437042,0.23810197412967682,0.17099158465862274,0.15294259786605835,0.16215939819812775,0.24506373703479767,0.2169238030910492,0.181114062666893,0.3786545991897583,0.2120092660188675,0.11285103857517242,0.23987632989883423,0.10517196357250214
",",0.22659391164779663,0.40610817074775696,0.23683924973011017,0.2618711590766907,0.2285580337047577,0.49057599902153015,0.2626538574695587,0.6633074283599854,0.36755475401878357,0.2375245839357376,0.4464869201183319,0.3045167922973633,0.20678693056106567,0.31091248989105225
given,0.2367049753665924,0.2596621513366699,0.17928312718868256,0.2172972708940506,0.15721076726913452,0.2107619345188141,0.21810142695903778,0.30185943841934204,0.25531911849975586,0.46454668045043945,0.44294488430023193,0.2688690721988678,0.23144663870334625,0.2570464313030243
for,0.3308170735836029,0.40972793102264404,0.2060912698507309,0.19959858059883118,0.24232043325901031,0.36199691891670227,0.24688635766506195,0.5064792633056641,0.33592689037323,0.3018958866596222,0.9999999403953552,0.3406745493412018,0.34140706062316895,0.264628142118454
``,-0.01591024175286293,0.012824942357838154,-0.05851166695356369,-0.05004847049713135,0.004888324998319149,-0.03274054825305939,0.0087600601837039,0.036644238978624344,0.006090171169489622,-0.03316771239042282,0.01270448137074709,0.05465886741876602,-0.019338076934218407,0.0685480609536171
distinguished,0.10479097813367844,0.21966852247714996,0.16464492678642273,0.08725198358297348,0.06225314363837242,0.1376243531703949,0.16462862491607666,0.2505932152271271,0.1614367663860321,0.29687777161598206,0.20256870985031128,0.22615347802639008,0.22860601544380188,0.08062640577554703
service,0.12199638783931732,0.21650798618793488,0.17107801139354706,0.18299467861652374,0.15259906649589539,0.21384719014167786,0.2647538185119629,0.24532052874565125,0.15802285075187683,0.19783902168273926,0.31237727403640747,0.1622014343738556,0.24693834781646729,0.1676298975944519
",",0.22659391164779663,0.40610817074775696,0.23683924973011017,0.2618711590766907,0.2285580337047577,0.49057599902153015,0.2626538574695587,0.6633074283599854,0.36755475401878357,0.2375245839357376,0.4464869201183319,0.3045167922973633,0.20678693056106567,0.31091248989105225
ability,0.41328999400138855,0.2997385859489441,0.16806650161743164,0.05837418511509895,0.20795339345932007,0.185123473405838,0.19607815146446228,0.2697578966617584,0.13748973608016968,0.2710431218147278,0.28616708517074585,0.3777703642845154,0.3837486207485199,0.1955445408821106
",",0.22659391164779663,0.40610817074775696,0.23683924973011017,0.2618711590766907,0.2285580337047577,0.49057599902153015,0.2626538574695587,0.6633074283599854,0.36755475401878357,0.2375245839357376,0.4464869201183319,0.3045167922973633,0.20678693056106567,0.31091248989105225
or,0.3378981947898865,0.36905089020729065,0.2177668660879135,0.10739636421203613,0.28110602498054504,0.2897229492664337,0.21081945300102234,0.4713204801082611,0.3389680087566376,0.25114500522613525,0.4111599624156952,0.42146000266075134,0.2078133374452591,0.32389625906944275
courage,0.19957484304904938,0.20036140084266663,0.19039717316627502,0.11186306178569794,0.11170436441898346,0.12702542543411255,0.19050030410289764,0.19500373303890228,0.14951153099536896,0.3487539291381836,0.24987486004829407,0.22420276701450348,0.41668349504470825,0.15376517176628113
'',-0.0029843549709767103,-0.016843097284436226,-0.057609882205724716,-0.0052223894745111465,-0.03227292746305466,0.04238596186041832,-0.06900215893983841,0.021612688899040222,0.007215402089059353,0.02323286607861519,-0.04479556903243065,0.011550518684089184,-0.1055019423365593,0.018684765323996544
",",0.22659391164779663,0.40610817074775696,0.23683924973011017,0.2618711590766907,0.2285580337047577,0.49057599902153015,0.2626538574695587,0.6633074283599854,0.36755475401878357,0.2375245839357376,0.4464869201183319,0.3045167922973633,0.20678693056106567,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.20313000679016113,0.2707567512989044,0.22901733219623566,0.4077630043029785,0.2856438457965851,1.0,0.42175528407096863,0.2048105150461197,0.5064792633056641,0.45114588737487793,0.3115611970424652,0.20544172823429108
personal,0.2369193285703659,0.21776098012924194,0.16240109503269196,0.15010382235050201,0.19177798926830292,0.22790829837322235,0.16851283609867096,0.26224902272224426,0.19430693984031677,0.20446734130382538,0.2968088388442993,0.33301323652267456,0.2830163240432739,0.206199511885643
``,-0.01591024175286293,0.012824942357838154,-0.05851166695356369,-0.05004847049713135,0.004888324998319149,-0.03274054825305939,0.0087600601837039,0.036644238978624344,0.006090171169489622,-0.03316771239042282,0.01270448137074709,0.05465886741876602,-0.019338076934218407,0.0685480609536171
contribution,0.24929377436637878,0.2057582437992096,0.13553808629512787,0.1317765712738037,0.21704578399658203,0.20621077716350555,0.1556401252746582,0.26662248373031616,0.1523805856704712,0.29880520701408386,0.33013731241226196,0.22751401364803314,0.3971453011035919,0.2527717649936676
representing,0.1614738553762436,0.2087293565273285,0.07103655487298965,0.18632397055625916,0.1422782689332962,0.21631364524364471,0.1171022355556488,0.28272590041160583,0.2345152348279953,0.23690970242023468,0.32728907465934753,0.19427205622196198,0.1523454189300537,0.10637413710355759
substantial,0.2740956246852875,0.33162087202072144,0.1567828208208084,0.15964943170547485,0.18541155755519867,0.2887311577796936,0.16164538264274597,0.2933623194694519,0.2671002447605133,0.21830666065216064,0.28212249279022217,0.29880258440971375,0.3026939034461975,0.25194647908210754
progress,0.35345694422721863,0.24344156682491302,0.09430631250143051,0.18935340642929077,0.20742042362689972,0.24566367268562317,0.2553721070289612,0.2616768479347229,0.14981898665428162,0.25927722454071045,0.26635557413101196,0.1699187457561493,0.36305487155914307,0.20267242193222046
to,0.44169697165489197,0.40243685245513916,0.22723354399204254,0.25925201177597046,0.22712917625904083,0.41031414270401,0.29123765230178833,0.48971283435821533,0.31913647055625916,0.2792680859565735,0.4451248347759247,0.44619059562683105,0.36228540539741516,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.197182759642601,0.2620144784450531,0.24495907127857208,0.5107308030128479,0.26288601756095886,0.5171257257461548,0.3906462490558624,0.25468435883522034,0.4739971458911896,0.516537070274353,0.26890742778778076,0.22068053483963013
nasa,0.20395343005657196,0.15574845671653748,0.5660800933837891,0.16085511445999146,0.4611377716064453,0.18220403790473938,0.38373640179634094,0.12810774147510529,0.13781481981277466,0.10754638910293579,0.17481353878974915,0.15060406923294067,0.1649291217327118,0.1809994876384735
mission,0.17383652925491333,0.160925030708313,0.4084945619106293,0.2679159343242645,0.3416440784931183,0.21317659318447113,0.8248506784439087,0.16932862997055054,0.16210246086120605,0.23175257444381714,0.18326549232006073,0.15849071741104126,0.3571210503578186,0.19506393373012543
'',-0.0029843549709767103,-0.016843097284436226,-0.057609882205724716,-0.0052223894745111465,-0.03227292746305466,0.04238596186041832,-0.06900215893983841,0.021612688899040222,0.007215402089059353,0.02323286607861519,-0.04479556903243065,0.011550518684089184,-0.1055019423365593,0.018684765323996544
.,0.3287222981452942,0.3974229395389557,0.23320762813091278,0.24154354631900787,0.2385488897562027,0.49257001280784607,0.2895781993865967,0.588965117931366,0.3378238379955292,0.23058851063251495,0.4726039469242096,0.34427863359451294,0.22250142693519592,0.4130953550338745
