,what,force,changes,an,objects,direction,of,travel,?
speeding,0.2987384498119354,0.23636728525161743,0.24859508872032166,0.1892623007297516,0.1796880066394806,0.27967163920402527,0.20808519423007965,0.2808283567428589,0.27124330401420593
it,0.45803478360176086,0.22565218806266785,0.29838016629219055,0.39472338557243347,0.2569741904735565,0.2525825798511505,0.38761502504348755,0.21181634068489075,0.25732165575027466
up,0.28591108322143555,0.17141667008399963,0.30755317211151123,0.2649265229701996,0.24242882430553436,0.21194936335086823,0.32945773005485535,0.20870238542556763,0.1819818764925003
",",0.3087472915649414,0.22091743350028992,0.23045918345451355,0.3581022024154663,0.21213118731975555,0.23287029564380646,0.4946078956127167,0.2159072756767273,0.31091248989105225
and,0.31309178471565247,0.24372100830078125,0.27557092905044556,0.2838519215583801,0.2794862985610962,0.2529398798942566,0.5116966962814331,0.24324584007263184,0.20544172823429108
the,0.42745697498321533,0.2800885736942291,0.3427845537662506,0.4207492768764496,0.24716724455356598,0.28851455450057983,0.733189046382904,0.2857808768749237,0.22068053483963013
radial,0.20605061948299408,0.15625914931297302,0.16363850235939026,0.11592885851860046,0.31642091274261475,0.31889966130256653,0.21160298585891724,0.13006046414375305,0.1197361871600151
(,0.2411840260028839,0.17529799044132233,0.20370477437973022,0.286407470703125,0.11311083287000656,0.18099737167358398,0.35032153129577637,0.1326044797897339,0.40561532974243164
centripetal,0.2808138430118561,0.4636375606060028,0.3015662133693695,0.2685655653476715,0.4565081298351288,0.4352365732192993,0.31895577907562256,0.25666457414627075,0.16282214224338531
),0.26259949803352356,0.19671578705310822,0.20408746600151062,0.2873353958129883,0.10009772330522537,0.19041664898395538,0.3680361211299896,0.15050293505191803,0.42300865054130554
force,0.16915984451770782,1.0000001192092896,0.180230513215065,0.21655116975307465,0.27373945713043213,0.28222864866256714,0.27094775438308716,0.1950242668390274,0.1650998443365097
",",0.3087472915649414,0.22091743350028992,0.23045918345451355,0.3581022024154663,0.21213118731975555,0.23287029564380646,0.4946078956127167,0.2159072756767273,0.31091248989105225
which,0.5261979103088379,0.22571609914302826,0.3407791256904602,0.3611921966075897,0.30641767382621765,0.2687985599040985,0.5011631846427917,0.24070590734481812,0.25814583897590637
changes,0.2740466892719269,0.180230513215065,1.0,0.17787626385688782,0.26151859760284424,0.21358667314052582,0.25827232003211975,0.19778016209602356,0.21264225244522095
its,0.30393704771995544,0.2075270563364029,0.27386775612831116,0.28139030933380127,0.23373836278915405,0.21673481166362762,0.48690423369407654,0.18343901634216309,0.15103481709957123
direction,0.25776705145835876,0.28222864866256714,0.21358667314052582,0.21845301985740662,0.28017258644104004,1.0000001192092896,0.18922415375709534,0.2855987250804901,0.10739318281412125
.,0.3567904531955719,0.2783275842666626,0.29733169078826904,0.3581749200820923,0.23188386857509613,0.23911777138710022,0.5352458953857422,0.22954578697681427,0.4130953550338745
,what,force,changes,an,objects,direction,of,travel,?
this,0.5489566326141357,0.2764977812767029,0.4571877419948578,0.41881775856018066,0.29637277126312256,0.29708150029182434,0.45148900151252747,0.25282320380210876,0.3155723512172699
means,0.2553325295448303,0.19849766790866852,0.21884089708328247,0.256989985704422,0.28626748919487,0.19751788675785065,0.29942914843559265,0.13370753824710846,0.21233566105365753
that,0.6297725439071655,0.26810982823371887,0.33237403631210327,0.365763783454895,0.33961281180381775,0.2797742784023285,0.41498205065727234,0.24002446234226227,0.32716336846351624
the,0.42745697498321533,0.2800885736942291,0.3427845537662506,0.4207492768764496,0.24716724455356598,0.28851455450057983,0.733189046382904,0.2857808768749237,0.22068053483963013
unbalanced,0.36308881640434265,0.36507895588874817,0.3264210820198059,0.2875579297542572,0.24057206511497498,0.34211888909339905,0.2506867051124573,0.23151887953281403,0.32915836572647095
centripetal,0.2808138430118561,0.4636375606060028,0.3015662133693695,0.2685655653476715,0.4565081298351288,0.4352365732192993,0.31895577907562256,0.25666457414627075,0.16282214224338531
force,0.16915984451770782,1.0000001192092896,0.180230513215065,0.21655116975307465,0.27373945713043213,0.28222864866256714,0.27094775438308716,0.1950242668390274,0.1650998443365097
felt,0.31107643246650696,0.23138555884361267,0.1926601231098175,0.20745687186717987,0.18500187993049622,0.24940939247608185,0.2637780010700226,0.1960718184709549,0.17489777505397797
by,0.2455483376979828,0.24997374415397644,0.220808207988739,0.2719563841819763,0.22672481834888458,0.27348291873931885,0.3646814823150635,0.20530667901039124,0.17966607213020325
any,0.43670421838760376,0.2569030225276947,0.36320820450782776,0.3555181324481964,0.3752741515636444,0.2316451519727707,0.3769088089466095,0.21658051013946533,0.4113408327102661
object,0.25733083486557007,0.32587239146232605,0.26538312435150146,0.2576858103275299,0.7614457607269287,0.36791664361953735,0.1993778944015503,0.20082668960094452,0.19573666155338287
is,0.28837618231773376,0.22036980092525482,0.23356598615646362,0.4654068350791931,0.23756065964698792,0.2159055918455124,0.4854315221309662,0.20692875981330872,0.22961433231830597
always,0.413568377494812,0.1581536829471588,0.2970633804798126,0.2647438943386078,0.2850256860256195,0.29144296050071716,0.25258868932724,0.23889148235321045,0.26136693358421326
directed,0.1783117949962616,0.16409249603748322,0.0795440822839737,0.14493584632873535,0.09126652777194977,0.39655014872550964,0.14901293814182281,0.17468398809432983,0.1359327733516693
toward,0.2619364559650421,0.2225111573934555,0.13920509815216064,0.15470409393310547,0.2946917712688446,0.4263666868209839,0.25209522247314453,0.2280302196741104,0.09989774227142334
the,0.42745697498321533,0.2800885736942291,0.3427845537662506,0.4207492768764496,0.24716724455356598,0.28851455450057983,0.733189046382904,0.2857808768749237,0.22068053483963013
center,0.1908310204744339,0.16836872696876526,0.16760843992233276,0.14463786780834198,0.18078668415546417,0.2154354751110077,0.24526838958263397,0.126405730843544,0.12538520991802216
of,0.33290785551071167,0.27094775438308716,0.25827232003211975,0.32280945777893066,0.23814009130001068,0.18922415375709534,1.0,0.23167268931865692,0.1826142966747284
the,0.42745697498321533,0.2800885736942291,0.3427845537662506,0.4207492768764496,0.24716724455356598,0.28851455450057983,0.733189046382904,0.2857808768749237,0.22068053483963013
curving,0.22544245421886444,0.1982126235961914,0.21968911588191986,0.20648391544818878,0.3499632477760315,0.4084114730358124,0.31337252259254456,0.2477964460849762,0.16050224006175995
path,0.25106123089790344,0.14555533230304718,0.12589684128761292,0.20252758264541626,0.18444792926311493,0.34672561287879944,0.19203445315361023,0.31430622935295105,0.12429215013980865
.,0.3567904531955719,0.2783275842666626,0.29733169078826904,0.3581749200820923,0.23188386857509613,0.23911777138710022,0.5352458953857422,0.22954578697681427,0.4130953550338745
