,what,is,the,revised,version,of,the,book,of,common,prayer,called,?
the,0.42745697498321533,0.5823672413825989,1.0,0.2513941526412964,0.27268242835998535,0.733189046382904,1.0,0.2652374505996704,0.733189046382904,0.2705984115600586,0.2471906840801239,0.489897221326828,0.22068053483963013
sunday,0.2246854603290558,0.16147230565547943,0.21692955493927002,0.11560247093439102,0.18777234852313995,0.13926826417446136,0.21692955493927002,0.20067410171031952,0.13926826417446136,0.27020499110221863,0.34908586740493774,0.1905267834663391,0.23753786087036133
service,0.16857224702835083,0.15705204010009766,0.22661015391349792,0.14786522090435028,0.1770605593919754,0.18425606191158295,0.22661015391349792,0.2236805558204651,0.18425606191158295,0.11895917356014252,0.24568748474121094,0.17257089912891388,0.1676298975944519
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2270628809928894,0.14166875183582306,1.0,0.733189046382904,0.22602593898773193,1.0,0.2949881851673126,0.18775463104248047,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2513941526412964,0.27268242835998535,0.733189046382904,1.0,0.2652374505996704,0.733189046382904,0.2705984115600586,0.2471906840801239,0.489897221326828,0.22068053483963013
methodists,0.2476986199617386,0.18406468629837036,0.25832629203796387,0.21522365510463715,0.1350763440132141,0.3035426437854767,0.25832629203796387,0.16192014515399933,0.3035426437854767,0.26041457056999207,0.355816513299942,0.26121893525123596,0.1608453392982483
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.19535814225673676,0.19599339365959167,0.5696388483047485,0.6662389636039734,0.2527170181274414,0.5696388483047485,0.23149342834949493,0.1749745011329651,0.40847352147102356,0.20430970191955566
north,0.18673177063465118,0.2993389368057251,0.36298373341560364,0.10927785933017731,0.11561998724937439,0.3604778051376343,0.36298373341560364,0.12667620182037354,0.3604778051376343,0.16007031500339508,0.17538371682167053,0.20414142310619354,0.11829731613397598
america,0.2517423629760742,0.1998184472322464,0.37090015411376953,0.15376989543437958,0.17900756001472473,0.28803038597106934,0.37090015411376953,0.20473574101924896,0.28803038597106934,0.25098279118537903,0.12857285141944885,0.2626006305217743,0.19333907961845398
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.21657389402389526,0.2754054665565491,0.5352458953857422,0.5934505462646484,0.21435262262821198,0.5352458953857422,0.21817955374717712,0.14948903024196625,0.300344854593277,0.4130953550338745
