,which,section,of,the,rhine,is,most,factories,found,?
as,0.41006597876548767,0.21584227681159973,0.3886612355709076,0.48381632566452026,0.18380387127399445,0.43216490745544434,0.3548237979412079,0.21602179110050201,0.20543651282787323,0.27043893933296204
the,0.6521818041801453,0.3365345895290375,0.733189046382904,1.0,0.30735138058662415,0.5823672413825989,0.47635307908058167,0.2603243589401245,0.3452354073524475,0.22068053483963013
river,0.25416892766952515,0.15955285727977753,0.19903257489204407,0.2894456386566162,0.3672541379928589,0.20670881867408752,0.11601572483778,0.22809690237045288,0.18605612218379974,0.15390869975090027
passes,0.30248111486434937,0.2762831747531891,0.31505411863327026,0.3752402365207672,0.18002983927726746,0.2950793206691742,0.18525317311286926,0.14709477126598358,0.13515789806842804,0.09716983139514923
the,0.6521818041801453,0.3365345895290375,0.733189046382904,1.0,0.30735138058662415,0.5823672413825989,0.47635307908058167,0.2603243589401245,0.3452354073524475,0.22068053483963013
major,0.31470122933387756,0.27708250284194946,0.2641255557537079,0.31775903701782227,0.10607928037643433,0.19079607725143433,0.28731590509414673,0.22545289993286133,0.15146303176879883,0.19788557291030884
cities,0.21391116082668304,0.10337762534618378,0.29528072476387024,0.2621172070503235,0.21865984797477722,0.21770904958248138,0.20601113140583038,0.37220409512519836,0.11298276484012604,0.13339310884475708
of,0.5011631846427917,0.21215301752090454,1.0,0.733189046382904,0.2548927664756775,0.4854315221309662,0.4178851246833801,0.28616368770599365,0.2982911467552185,0.1826142966747284
cologne,0.19538089632987976,0.10736072063446045,0.24717497825622559,0.1949973702430725,0.47460702061653137,0.1849222332239151,0.1273614913225174,0.28024744987487793,0.18829351663589478,0.12676802277565002
",",0.3658004403114319,0.2615945339202881,0.4946078956127167,0.4933079481124878,0.167837992310524,0.4691906273365021,0.3636029064655304,0.25142666697502136,0.27385151386260986,0.31091248989105225
düsseldorf,0.17012257874011993,0.1492328941822052,0.24068215489387512,0.23592178523540497,0.5152241587638855,0.1893610805273056,0.22270753979682922,0.2830691933631897,0.10082495957612991,0.11610876768827438
and,0.506277859210968,0.262373685836792,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.3859752118587494,0.4309377074241638,0.33217841386795044,0.27978911995887756,0.20544172823429108
duisburg,0.24764001369476318,0.166183739900589,0.18909306824207306,0.2369861900806427,0.5019469261169434,0.14250098168849945,0.20382371544837952,0.24028544127941132,0.08898255228996277,0.18542204797267914
.,0.45942068099975586,0.26206159591674805,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.4569662809371948,0.35404038429260254,0.2724924683570862,0.3618174195289612,0.4130953550338745
