,what,reality,series,was,the,first,spinoff,of,the,bachelor,for,abc,?
as,0.31749409437179565,0.2083183377981186,0.2641415596008301,0.3677520453929901,0.48381632566452026,0.33842000365257263,0.31232771277427673,0.3886612355709076,0.48381632566452026,0.19775135815143585,0.44774648547172546,0.2286096066236496,0.27043893933296204
well,0.4154493808746338,0.19600462913513184,0.2632865905761719,0.3130364418029785,0.42630070447921753,0.320014625787735,0.26736515760421753,0.3343164324760437,0.42630070447921753,0.2317223995923996,0.46352139115333557,0.11003991216421127,0.24815571308135986
as,0.31749409437179565,0.2083183377981186,0.2641415596008301,0.3677520453929901,0.48381632566452026,0.33842000365257263,0.31232771277427673,0.3886612355709076,0.48381632566452026,0.19775135815143585,0.44774648547172546,0.2286096066236496,0.27043893933296204
two,0.23363454639911652,0.21050068736076355,0.27629992365837097,0.27166637778282166,0.43858039379119873,0.3794230818748474,0.2602521479129791,0.37726253271102905,0.43858039379119873,0.2386183738708496,0.34734001755714417,0.15247683227062225,0.19645625352859497
additional,0.20172064006328583,0.17444145679473877,0.20449763536453247,0.10680072009563446,0.2539002597332001,0.1945257931947708,0.266206830739975,0.2518594264984131,0.2539002597332001,0.1642603576183319,0.3404708206653595,0.1623675376176834,0.24309562146663666
spinoffs,0.16890618205070496,0.29021206498146057,0.484945684671402,0.2580815553665161,0.2711740732192993,0.269265741109848,0.8943243622779846,0.2345636636018753,0.2711740732192993,0.1915118247270584,0.26747220754623413,0.33773311972618103,0.17021238803863525
that,0.6297725439071655,0.3472827672958374,0.24595457315444946,0.33670201897621155,0.5473989248275757,0.3482176661491394,0.28691938519477844,0.41498205065727234,0.5473989248275757,0.2003856748342514,0.4137635827064514,0.17440107464790344,0.32716336846351624
later,0.2517229914665222,0.1917833387851715,0.2303348183631897,0.5684447288513184,0.4060266613960266,0.48412203788757324,0.33106642961502075,0.3458743393421173,0.4060266613960266,0.26323869824409485,0.3573088049888611,0.20194683969020844,0.1417175978422165
debuted,0.08543460816144943,0.27921563386917114,0.2802524268627167,0.3357197344303131,0.28418588638305664,0.35306718945503235,0.23084144294261932,0.18094587326049805,0.28418588638305664,0.16484123468399048,0.19117262959480286,0.27247121930122375,0.12089905142784119
in,0.30808621644973755,0.22399139404296875,0.2914260923862457,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.2422005534172058,0.5696388483047485,0.6662389636039734,0.2620902359485626,0.4322226941585541,0.1697147786617279,0.20430970191955566
the,0.42745697498321533,0.2677460014820099,0.31376904249191284,0.48711544275283813,1.0,0.49448907375335693,0.27353307604789734,0.733189046382904,1.0,0.17960217595100403,0.4739971458911896,0.2068762183189392,0.22068053483963013
early,0.2454567849636078,0.1361134648323059,0.23002704977989197,0.4148794412612915,0.34442198276519775,0.4007106125354767,0.22247064113616943,0.30937549471855164,0.34442198276519775,0.16566549241542816,0.2892865538597107,0.17947594821453094,0.15272949635982513
2010s,0.349970281124115,0.11085323244333267,0.05602115020155907,0.15642209351062775,0.10304112732410431,0.12960681319236755,0.09626352041959763,0.016881609335541725,0.10304112732410431,0.003772775875404477,0.12327884882688522,0.0555400587618351,0.4054040312767029
),0.26259949803352356,0.16314257681369781,0.20434704422950745,0.3267642855644226,0.3456730246543884,0.27228695154190063,0.19019821286201477,0.3680361211299896,0.3456730246543884,0.14537712931632996,0.3639558255672455,0.18381085991859436,0.42300865054130554
.,0.3567904531955719,0.20469018816947937,0.3121925890445709,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.31168410181999207,0.5352458953857422,0.5934505462646484,0.14136318862438202,0.4726039469242096,0.2567209303379059,0.4130953550338745
