,what,issues,do,member,states,say,the,court,of,justice,does,not,have,the,final,say,on,?
",",0.3087472915649414,0.2560703754425049,0.3283645510673523,0.25757819414138794,0.3315127193927765,0.35129812359809875,0.4933079481124878,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.28617382049560547,0.3769696354866028,0.3541618287563324,0.4933079481124878,0.24864837527275085,0.35129812359809875,0.49057599902153015,0.31091248989105225
they,0.4431931674480438,0.21873126924037933,0.4667694866657257,0.18650034070014954,0.23871077597141266,0.3993258774280548,0.49925389885902405,0.20706503093242645,0.3426007330417633,0.15341687202453613,0.34390902519226074,0.5804335474967957,0.6542890071868896,0.49925389885902405,0.1924978792667389,0.3993258774280548,0.31295230984687805,0.2753053903579712
do,0.4609605669975281,0.25844764709472656,1.0,0.07755962759256363,0.1594211608171463,0.47272729873657227,0.30239659547805786,0.09375496953725815,0.26150479912757874,0.015849685296416283,0.5148232579231262,0.6619802713394165,0.49831271171569824,0.30239659547805786,0.09494265913963318,0.47272729873657227,0.3025321364402771,0.4093979299068451
not,0.5449194312095642,0.3357628285884857,0.6619802713394165,0.1560761034488678,0.24589264392852783,0.5230055451393127,0.4310511648654938,0.21835780143737793,0.3307090103626251,0.12427773326635361,0.6355478763580322,0.9999999403953552,0.5619372129440308,0.4310511648654938,0.19054581224918365,0.5230055451393127,0.3516409695148468,0.41942933201789856
accept,0.40259191393852234,0.275708943605423,0.3259050250053406,0.23196512460708618,0.1740695834159851,0.42278027534484863,0.22203093767166138,0.1575557440519333,0.2346213310956955,0.15583842992782593,0.3267243802547455,0.3977087140083313,0.28488168120384216,0.22203093767166138,0.15382981300354004,0.42278027534484863,0.207546204328537,0.2590680420398712
that,0.6297725439071655,0.326042115688324,0.44533252716064453,0.17725452780723572,0.291576623916626,0.5852095484733582,0.5473989248275757,0.2474849969148636,0.41498205065727234,0.23929592967033386,0.4764937460422516,0.6600887179374695,0.6182622313499451,0.5473989248275757,0.2579914331436157,0.5852095484733582,0.42569106817245483,0.32716336846351624
the,0.42745697498321533,0.2638932764530182,0.30239659547805786,0.2806392312049866,0.3463578522205353,0.3200206458568573,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.35928019881248474,0.4310511648654938,0.40389683842658997,1.0,0.3543182611465454,0.3200206458568573,0.5107308030128479,0.22068053483963013
court,0.23440583050251007,0.2151578962802887,0.09375496953725815,0.21980570256710052,0.3169350028038025,0.183060422539711,0.2812081575393677,1.0,0.28835242986679077,0.5483176112174988,0.14233313500881195,0.21835780143737793,0.1848815530538559,0.2812081575393677,0.26997432112693787,0.183060422539711,0.23630931973457336,0.17100423574447632
of,0.33290785551071167,0.2288406491279602,0.26150479912757874,0.2701796889305115,0.30884552001953125,0.30290520191192627,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,0.3119818866252899,0.3307090103626251,0.3802283704280853,0.733189046382904,0.24563951790332794,0.30290520191192627,0.3966929316520691,0.1826142966747284
justice,0.21462921798229218,0.22506792843341827,0.015849685296416283,0.26324737071990967,0.30231809616088867,0.19651475548744202,0.23470892012119293,0.5483176112174988,0.2658293545246124,1.0,0.16091451048851013,0.12427773326635361,0.11963403224945068,0.23470892012119293,0.21418903768062592,0.19651475548744202,0.1708904355764389,0.19269752502441406
has,0.20338068902492523,0.2341945469379425,0.22084827721118927,0.2241092026233673,0.1958659142255783,0.25303637981414795,0.4177538752555847,0.18286947906017303,0.3909035325050354,0.09370297193527222,0.42885294556617737,0.32239022850990295,0.6353569626808167,0.4177538752555847,0.15146847069263458,0.25303637981414795,0.34604379534721375,0.15994466841220856
the,0.42745697498321533,0.2638932764530182,0.30239659547805786,0.2806392312049866,0.3463578522205353,0.3200206458568573,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.35928019881248474,0.4310511648654938,0.40389683842658997,1.0,0.3543182611465454,0.3200206458568573,0.5107308030128479,0.22068053483963013
final,0.20972409844398499,0.1246073842048645,0.09494265913963318,0.15144231915473938,0.18431155383586884,0.15260401368141174,0.3543182611465454,0.26997432112693787,0.24563951790332794,0.21418903768062592,0.1768365204334259,0.19054581224918365,0.13584725558757782,0.3543182611465454,1.0000001192092896,0.15260401368141174,0.20678670704364777,0.17315025627613068
say,0.5386801958084106,0.27853742241859436,0.47272729873657227,0.1825171709060669,0.20788736641407013,1.0,0.3200206458568573,0.183060422539711,0.30290520191192627,0.19651475548744202,0.39987829327583313,0.5230055451393127,0.517315149307251,0.3200206458568573,0.15260401368141174,1.0,0.2754344344139099,0.4357808530330658
on,0.34226128458976746,0.2723107933998108,0.3025321364402771,0.1643621176481247,0.2692825198173523,0.2754344344139099,0.5107308030128479,0.23630931973457336,0.3966929316520691,0.1708904355764389,0.2568802833557129,0.3516409695148468,0.36494916677474976,0.5107308030128479,0.20678670704364777,0.2754344344139099,0.9999999403953552,0.2714994251728058
foundational,0.20548680424690247,0.24341261386871338,0.19801819324493408,0.21743829548358917,0.2270399034023285,0.20359140634536743,0.2316216677427292,0.11855880916118622,0.31792545318603516,0.239358052611351,0.18225546181201935,0.18900428712368011,0.23183640837669373,0.2316216677427292,0.09807410091161728,0.20359140634536743,0.2014928162097931,0.16650104522705078
constitutional,0.24835939705371857,0.3237932324409485,0.19990244507789612,0.20804935693740845,0.36130639910697937,0.22029583156108856,0.2926941215991974,0.49154651165008545,0.3563419580459595,0.39548954367637634,0.20616592466831207,0.2985531687736511,0.2192072570323944,0.2926941215991974,0.22850431501865387,0.22029583156108856,0.21524028480052948,0.2199033498764038
questions,0.4857400059700012,0.45940569043159485,0.3485393822193146,0.12796320021152496,0.2007436454296112,0.41198408603668213,0.23562853038311005,0.2456977665424347,0.2210283875465393,0.2597486972808838,0.26290979981422424,0.35035616159439087,0.31187528371810913,0.23562853038311005,0.19196566939353943,0.41198408603668213,0.2166581153869629,0.42967134714126587
affecting,0.308133989572525,0.3528468906879425,0.2458633929491043,0.1353006809949875,0.2277032732963562,0.26546773314476013,0.35604503750801086,0.13513754308223724,0.38214564323425293,0.1721658855676651,0.24330158531665802,0.29169899225234985,0.3481268882751465,0.35604503750801086,0.09736263006925583,0.26546773314476013,0.28643909096717834,0.1855245977640152
democracy,0.22238294780254364,0.2385643720626831,0.14181070029735565,0.24814553558826447,0.22862820327281952,0.20572200417518616,0.22284646332263947,0.3067341446876526,0.2194477766752243,0.38073477149009705,0.12154521048069,0.21274015307426453,0.17592957615852356,0.22284646332263947,0.10222937166690826,0.20572200417518616,0.1325356364250183,0.20770417153835297
and,0.31309178471565247,0.2817770540714264,0.276123583316803,0.28606608510017395,0.2974761426448822,0.3314565122127533,0.5171257257461548,0.22896502912044525,0.5116966962814331,0.22812503576278687,0.3461615741252899,0.39099299907684326,0.4711785912513733,0.5171257257461548,0.2635152339935303,0.3314565122127533,0.4077630043029785,0.20544172823429108
human,0.24243313074111938,0.3058127462863922,0.1670915186405182,0.14544154703617096,0.22311946749687195,0.27660462260246277,0.3103327453136444,0.14844733476638794,0.3083189129829407,0.31278032064437866,0.23807655274868011,0.26186084747314453,0.2910007834434509,0.3103327453136444,0.1579405665397644,0.27660462260246277,0.18558697402477264,0.19748784601688385
rights,0.2386135458946228,0.3745838403701782,0.1529831737279892,0.18115058541297913,0.26858797669410706,0.21245385706424713,0.2579100430011749,0.2824671268463135,0.19425496459007263,0.2867013216018677,0.19725890457630157,0.26897159218788147,0.23298367857933044,0.2579100430011749,0.16842219233512878,0.21245385706424713,0.22401921451091766,0.21814769506454468
.,0.3567904531955719,0.23493336141109467,0.3613996207714081,0.19907453656196594,0.33941102027893066,0.33481550216674805,0.5934505462646484,0.2742154598236084,0.5352458953857422,0.24642124772071838,0.3022993505001068,0.4824007451534271,0.41614407300949097,0.5934505462646484,0.24325628578662872,0.33481550216674805,0.49257001280784607,0.4130953550338745
