,in,computational,complexity,theory,",",what,is,the,term,given,to,describe,the,baseline,abstract,question,needing,to,be,solved,?
a,0.539380669593811,0.29858994483947754,0.27206721901893616,0.2233850657939911,0.427140474319458,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3080509603023529,0.3335871398448944,0.45503583550453186,0.3062607944011688,0.5829201340675354,0.3275701701641083,0.22289444506168365,0.3184618055820465,0.2794986665248871,0.45503583550453186,0.39883795380592346,0.18525584042072296,0.23916715383529663
problem,0.16969570517539978,0.41473615169525146,0.5039530992507935,0.32978713512420654,0.23938199877738953,0.42183366417884827,0.23238427937030792,0.24928659200668335,0.21863089501857758,0.2566664516925812,0.2502208352088928,0.25103363394737244,0.24928659200668335,0.2251773476600647,0.3003849685192108,0.5284451246261597,0.40649178624153137,0.2502208352088928,0.347878634929657,0.5690774321556091,0.3762950301170349
instance,0.23631897568702698,0.35700780153274536,0.4233102798461914,0.2979219853878021,0.3124626874923706,0.3862040638923645,0.33154773712158203,0.3539782464504242,0.3378012776374817,0.30268949270248413,0.3533851206302643,0.36338892579078674,0.3539782464504242,0.33317136764526367,0.3416447043418884,0.4045165181159973,0.324050635099411,0.3533851206302643,0.43630778789520264,0.30417802929878235,0.30205854773521423
",",0.5201468467712402,0.28742313385009766,0.27822354435920715,0.18095813691616058,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21599270403385162,0.2843315005302429,0.44245919585227966,0.18910212814807892,0.4933079481124878,0.19671417772769928,0.19542241096496582,0.2616102993488312,0.18434473872184753,0.44245919585227966,0.39254459738731384,0.25483599305152893,0.31091248989105225
and,0.4954058527946472,0.28914058208465576,0.2520415782928467,0.1765792816877365,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22272127866744995,0.30185943841934204,0.48971283435821533,0.24788004159927368,0.5171257257461548,0.2678537666797638,0.1804940551519394,0.20355750620365143,0.2961346507072449,0.48971283435821533,0.41766801476478577,0.20209883153438568,0.20544172823429108
should,0.23054338991641998,0.28790608048439026,0.31180158257484436,0.20318785309791565,0.2706286907196045,0.43830034136772156,0.33635082840919495,0.32399165630340576,0.2080947309732437,0.2872958481311798,0.44452130794525146,0.23365198075771332,0.32399165630340576,0.26226937770843506,0.2053188681602478,0.4190307557582855,0.49426645040512085,0.44452130794525146,0.6527681946754456,0.23009663820266724,0.4442402422428131
not,0.3403114080429077,0.2649179995059967,0.2915634512901306,0.24455146491527557,0.3769696354866028,0.5449194312095642,0.3776007890701294,0.4310511648654938,0.2823779284954071,0.30521225929260254,0.5149973034858704,0.2714465856552124,0.4310511648654938,0.22045940160751343,0.20475958287715912,0.40132758021354675,0.4364211857318878,0.5149973034858704,0.5788898468017578,0.21357275545597076,0.41942933201789856
be,0.3481820821762085,0.2993409335613251,0.34982410073280334,0.2076098620891571,0.39254459738731384,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.2703228294849396,0.2965909540653229,0.4972836375236511,0.3610440790653229,0.4248143136501312,0.22135001420974731,0.204709991812706,0.3342532515525818,0.43023377656936646,0.4972836375236511,1.0,0.26658907532691956,0.3324260413646698
confused,0.21754570305347443,0.2173468917608261,0.23405341804027557,0.12613296508789062,0.3220633864402771,0.3294311761856079,0.3364868462085724,0.26122042536735535,0.2776253819465637,0.23785905539989471,0.29771703481674194,0.3535820543766022,0.26122042536735535,0.14873889088630676,0.20737867057323456,0.27286839485168457,0.24063177406787872,0.29771703481674194,0.3760944902896881,0.15813635289669037,0.20451921224594116
with,0.4080928862094879,0.17668114602565765,0.2387731969356537,0.21627245843410492,0.4120737314224243,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.18053050339221954,0.29518163204193115,0.4239959120750427,0.27238842844963074,0.4223487675189972,0.2831457853317261,0.20072177052497864,0.21963532269001007,0.3033394515514374,0.4239959120750427,0.36101722717285156,0.2131630778312683,0.2433311939239502
the,0.6662389636039734,0.18477948009967804,0.21171598136425018,0.2277156263589859,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.2740369141101837,0.37508252263069153,0.535392165184021,0.26495152711868286,1.0,0.31602901220321655,0.1658366620540619,0.28031662106513977,0.24663177132606506,0.535392165184021,0.4248143136501312,0.21140827238559723,0.22068053483963013
problem,0.16969570517539978,0.41473615169525146,0.5039530992507935,0.32978713512420654,0.23938199877738953,0.42183366417884827,0.23238427937030792,0.24928659200668335,0.21863089501857758,0.2566664516925812,0.2502208352088928,0.25103363394737244,0.24928659200668335,0.2251773476600647,0.3003849685192108,0.5284451246261597,0.40649178624153137,0.2502208352088928,0.347878634929657,0.5690774321556091,0.3762950301170349
itself,0.28042417764663696,0.2751229703426361,0.3424626290798187,0.2445046752691269,0.2783147692680359,0.3625122308731079,0.3638126254081726,0.45971640944480896,0.3084380030632019,0.21900679171085358,0.340527206659317,0.28269702196121216,0.45971640944480896,0.24385523796081543,0.3085066080093384,0.266368567943573,0.2899821698665619,0.340527206659317,0.34821414947509766,0.25189632177352905,0.17933900654315948
.,0.5591574311256409,0.24047870934009552,0.21340465545654297,0.18047811090946198,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18456575274467468,0.3169408142566681,0.4645031690597534,0.17917026579380035,0.5934505462646484,0.28349512815475464,0.21998687088489532,0.2639329135417938,0.24451756477355957,0.4645031690597534,0.4383580684661865,0.23306991159915924,0.4130953550338745
,in,computational,complexity,theory,",",what,is,the,term,given,to,describe,the,baseline,abstract,question,needing,to,be,solved,?
in,1.0,0.2346334308385849,0.20012179017066956,0.16955126821994781,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.27866655588150024,0.2528568208217621,0.45010748505592346,0.2910135090351105,0.6662389636039734,0.278023362159729,0.22153513133525848,0.207119882106781,0.18066610395908356,0.45010748505592346,0.3481820821762085,0.17707815766334534,0.20430970191955566
computational,0.2346334308385849,1.0,0.6165810823440552,0.4716552495956421,0.28742313385009766,0.29464593529701233,0.2470806986093521,0.18477948009967804,0.2597770094871521,0.26848718523979187,0.246933713555336,0.32838425040245056,0.18477948009967804,0.3969987630844116,0.49083101749420166,0.36608853936195374,0.30910348892211914,0.246933713555336,0.2993409335613251,0.39239147305488586,0.21617397665977478
complexity,0.20012179017066956,0.6165810823440552,1.0,0.42510488629341125,0.27822354435920715,0.33747240900993347,0.2541271150112152,0.21171598136425018,0.29115718603134155,0.19106194376945496,0.28336837887763977,0.3380301594734192,0.21171598136425018,0.34542033076286316,0.4880460500717163,0.39443567395210266,0.3713863492012024,0.28336837887763977,0.34982410073280334,0.4075605869293213,0.23062916100025177
theory,0.16955126821994781,0.4716552495956421,0.42510488629341125,0.9999999403953552,0.18095813691616058,0.297923743724823,0.19279582798480988,0.2277156263589859,0.25713178515434265,0.20776313543319702,0.21947365999221802,0.32290297746658325,0.2277156263589859,0.23432311415672302,0.33565956354141235,0.306242436170578,0.1312706470489502,0.21947365999221802,0.2076098620891571,0.25994056463241577,0.1387292891740799
",",0.5201468467712402,0.28742313385009766,0.27822354435920715,0.18095813691616058,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21599270403385162,0.2843315005302429,0.44245919585227966,0.18910212814807892,0.4933079481124878,0.19671417772769928,0.19542241096496582,0.2616102993488312,0.18434473872184753,0.44245919585227966,0.39254459738731384,0.25483599305152893,0.31091248989105225
a,0.539380669593811,0.29858994483947754,0.27206721901893616,0.2233850657939911,0.427140474319458,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3080509603023529,0.3335871398448944,0.45503583550453186,0.3062607944011688,0.5829201340675354,0.3275701701641083,0.22289444506168365,0.3184618055820465,0.2794986665248871,0.45503583550453186,0.39883795380592346,0.18525584042072296,0.23916715383529663
problem,0.16969570517539978,0.41473615169525146,0.5039530992507935,0.32978713512420654,0.23938199877738953,0.42183366417884827,0.23238427937030792,0.24928659200668335,0.21863089501857758,0.2566664516925812,0.2502208352088928,0.25103363394737244,0.24928659200668335,0.2251773476600647,0.3003849685192108,0.5284451246261597,0.40649178624153137,0.2502208352088928,0.347878634929657,0.5690774321556091,0.3762950301170349
refers,0.31722337007522583,0.2746318578720093,0.2758054733276367,0.19736577570438385,0.24580217897891998,0.200907364487648,0.4262860119342804,0.3041703402996063,0.508431613445282,0.26869988441467285,0.2604694068431854,0.5567930936813354,0.3041703402996063,0.21835853159427643,0.2901858985424042,0.1849934607744217,0.21119263768196106,0.2604694068431854,0.3023742437362671,0.11908544600009918,0.07924893498420715
to,0.45010748505592346,0.246933713555336,0.28336837887763977,0.21947365999221802,0.44245919585227966,0.455847829580307,0.42745086550712585,0.535392165184021,0.3310292959213257,0.3428947925567627,1.0,0.3167092204093933,0.535392165184021,0.2620600759983063,0.20593324303627014,0.33945542573928833,0.3268548548221588,1.0,0.4972836375236511,0.1576203852891922,0.29463258385658264
the,0.6662389636039734,0.18477948009967804,0.21171598136425018,0.2277156263589859,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.2740369141101837,0.37508252263069153,0.535392165184021,0.26495152711868286,1.0,0.31602901220321655,0.1658366620540619,0.28031662106513977,0.24663177132606506,0.535392165184021,0.4248143136501312,0.21140827238559723,0.22068053483963013
abstract,0.22153513133525848,0.49083101749420166,0.4880460500717163,0.33565956354141235,0.19542241096496582,0.27616068720817566,0.19140587747097015,0.1658366620540619,0.2761342227458954,0.12924356758594513,0.20593324303627014,0.35021448135375977,0.1658366620540619,0.23018628358840942,1.0,0.2847496569156647,0.17996646463871002,0.20593324303627014,0.204709991812706,0.29325440526008606,0.18420998752117157
question,0.207119882106781,0.36608853936195374,0.39443567395210266,0.306242436170578,0.2616102993488312,0.5285786390304565,0.2606692314147949,0.28031662106513977,0.267291784286499,0.32980021834373474,0.33945542573928833,0.26700878143310547,0.28031662106513977,0.22938813269138336,0.2847496569156647,1.0,0.28568196296691895,0.33945542573928833,0.3342532515525818,0.3632281720638275,0.48000848293304443
to,0.45010748505592346,0.246933713555336,0.28336837887763977,0.21947365999221802,0.44245919585227966,0.455847829580307,0.42745086550712585,0.535392165184021,0.3310292959213257,0.3428947925567627,1.0,0.3167092204093933,0.535392165184021,0.2620600759983063,0.20593324303627014,0.33945542573928833,0.3268548548221588,1.0,0.4972836375236511,0.1576203852891922,0.29463258385658264
be,0.3481820821762085,0.2993409335613251,0.34982410073280334,0.2076098620891571,0.39254459738731384,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.2703228294849396,0.2965909540653229,0.4972836375236511,0.3610440790653229,0.4248143136501312,0.22135001420974731,0.204709991812706,0.3342532515525818,0.43023377656936646,0.4972836375236511,1.0,0.26658907532691956,0.3324260413646698
solved,0.17707815766334534,0.39239147305488586,0.4075605869293213,0.25994056463241577,0.25483599305152893,0.247396320104599,0.16888999938964844,0.21140827238559723,0.1327420473098755,0.25071197748184204,0.1576203852891922,0.1618117392063141,0.21140827238559723,0.2066676914691925,0.29325440526008606,0.3632281720638275,0.28593629598617554,0.1576203852891922,0.26658907532691956,1.0,0.2692696750164032
.,0.5591574311256409,0.24047870934009552,0.21340465545654297,0.18047811090946198,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18456575274467468,0.3169408142566681,0.4645031690597534,0.17917026579380035,0.5934505462646484,0.28349512815475464,0.21998687088489532,0.2639329135417938,0.24451756477355957,0.4645031690597534,0.4383580684661865,0.23306991159915924,0.4130953550338745
