,what,leader,of,the,swiss,reformation,was,a,student,of,lefevre,?
by,0.2455483376979828,0.16688144207000732,0.3646814823150635,0.4408751428127289,0.21864043176174164,0.1930273026227951,0.4752357602119446,0.32094135880470276,0.170615091919899,0.3646814823150635,0.26996004581451416,0.17966607213020325
the,0.42745697498321533,0.27799519896507263,0.733189046382904,1.0,0.17452241480350494,0.3290504217147827,0.48711544275283813,0.5829201340675354,0.21259291470050812,0.733189046382904,0.3053997755050659,0.22068053483963013
whole,0.38441845774650574,0.1333286613225937,0.4001069962978363,0.4517841339111328,0.10337423533201218,0.28500449657440186,0.22826434671878815,0.4061710238456726,0.19611676037311554,0.4001069962978363,0.2157047688961029,0.21052291989326477
bible,0.33710888028144836,0.14225441217422485,0.25664499402046204,0.27647915482521057,0.1417631059885025,0.35913655161857605,0.21726252138614655,0.15878930687904358,0.18335537612438202,0.25664499402046204,0.3249147832393646,0.22667601704597473
in,0.30808621644973755,0.22669851779937744,0.5696388483047485,0.6662389636039734,0.18513751029968262,0.2716333270072937,0.45514053106307983,0.539380669593811,0.254856139421463,0.5696388483047485,0.21739047765731812,0.20430970191955566
the,0.42745697498321533,0.27799519896507263,0.733189046382904,1.0,0.17452241480350494,0.3290504217147827,0.48711544275283813,0.5829201340675354,0.21259291470050812,0.733189046382904,0.3053997755050659,0.22068053483963013
french,0.17393042147159576,0.14621324837207794,0.19450366497039795,0.2555147111415863,0.4302447438240051,0.18808822333812714,0.2523815333843231,0.24285779893398285,0.19784365594387054,0.19450366497039795,0.43989819288253784,0.1386883556842804
language,0.28220435976982117,0.1666065901517868,0.25272229313850403,0.30198320746421814,0.12671667337417603,0.24294036626815796,0.20423492789268494,0.21064592897891998,0.19745762646198273,0.25272229313850403,0.1848800629377365,0.25349316000938416
in,0.30808621644973755,0.22669851779937744,0.5696388483047485,0.6662389636039734,0.18513751029968262,0.2716333270072937,0.45514053106307983,0.539380669593811,0.254856139421463,0.5696388483047485,0.21739047765731812,0.20430970191955566
1530,-0.12592312693595886,0.1264352947473526,-0.03948625549674034,-0.16544051468372345,0.06190558522939682,-0.01790427602827549,-4.96999709866941e-05,-0.13779620826244354,0.021777961403131485,-0.03948625549674034,0.023604778572916985,-0.001345398253761232
.,0.3567904531955719,0.21285216510295868,0.5352458953857422,0.5934505462646484,0.2041017711162567,0.29916802048683167,0.40146201848983765,0.50484299659729,0.20994822680950165,0.5352458953857422,0.35155609250068665,0.4130953550338745
