,when,did,the,league,go,from,15,to,16,games,in,the,regular,season,?
best,0.15734568238258362,0.25550925731658936,0.3134109377861023,0.15160122513771057,0.21471154689788818,0.19474449753761292,0.10830166935920715,0.21715646982192993,0.028324000537395477,0.20401866734027863,0.2813531160354614,0.3134109377861023,0.22961202263832092,0.20042479038238525,0.2799045741558075
regular,0.25887250900268555,0.26963475346565247,0.3214086890220642,0.2909901440143585,0.188042551279068,0.16285312175750732,-0.009971684776246548,0.30861178040504456,0.09565220028162003,0.24902638792991638,0.23172755539417267,0.3214086890220642,1.0,0.4002528786659241,0.18334713578224182
season,0.1977832019329071,0.19368280470371246,0.2507155239582062,0.41418924927711487,0.12825250625610352,0.16452011466026306,0.058130551129579544,0.22382742166519165,0.036940135061740875,0.34330427646636963,0.2184021919965744,0.2507155239582062,0.4002528786659241,1.0,0.16793298721313477
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.22963495552539825,0.22233200073242188,0.4274188280105591,0.02424248494207859,0.45010748505592346,0.03388594090938568,0.24802106618881226,1.0,0.6662389636039734,0.23172755539417267,0.2184021919965744,0.20430970191955566
franchise,0.20166108012199402,0.1293107569217682,0.30872398614883423,0.31421056389808655,0.11394467204809189,0.19910928606987,0.00134706636890769,0.26970288157463074,0.046769775450229645,0.410045862197876,0.29437172412872314,0.30872398614883423,0.2792651951313019,0.3754488229751587,0.13445523381233215
history,0.24001719057559967,0.24950987100601196,0.33215048909187317,0.21382752060890198,0.15090589225292206,0.23008158802986145,0.04248737171292305,0.24226762354373932,0.04685687646269798,0.21494947373867035,0.29215577244758606,0.33215048909187317,0.14632843434810638,0.13905751705169678,0.2501974403858185
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20757631957530975,0.3043581247329712,0.39760664105415344,-0.03563398867845535,0.44245919585227966,0.04709499701857567,0.2778109014034271,0.5201468467712402,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.31091248989105225
becoming,0.4152827262878418,0.26583778858184814,0.333665668964386,0.19553044438362122,0.16400794684886932,0.25372451543807983,-0.022408416494727135,0.3192594647407532,0.06124385818839073,0.1749436855316162,0.2425609976053238,0.333665668964386,0.21880695223808289,0.22846610844135284,0.17354105412960052
the,0.5091903209686279,0.34736719727516174,1.0,0.2724147439002991,0.29801803827285767,0.40150508284568787,-0.011810222640633583,0.535392165184021,0.0058518932200968266,0.2676136791706085,0.6662389636039734,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
seventh,0.21543417870998383,0.15575523674488068,0.36732497811317444,0.22644510865211487,0.11036435514688492,0.2511565685272217,0.07022400200366974,0.23148073256015778,0.11353932321071625,0.1653379201889038,0.27526944875717163,0.36732497811317444,0.15266725420951843,0.25105464458465576,0.10981480032205582
team,0.19886156916618347,0.1497787982225418,0.22564226388931274,0.49221307039260864,0.15905721485614777,0.21108146011829376,0.11882986128330231,0.23889471590518951,0.04165928065776825,0.39249375462532043,0.18841172754764557,0.22564226388931274,0.2476644068956375,0.3451383709907532,0.11243411153554916
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.18720030784606934,0.384844571352005,0.4069952368736267,-0.047946229577064514,1.0,0.055442724376916885,0.23381441831588745,0.45010748505592346,0.535392165184021,0.30861178040504456,0.22382742166519165,0.29463258385658264
win,0.2105821818113327,0.303374707698822,0.28308698534965515,0.2930522859096527,0.24254566431045532,0.13466323912143707,0.08942259103059769,0.2910063862800598,0.13108934462070465,0.34960049390792847,0.2503834664821625,0.28308698534965515,0.19661571085453033,0.2685241401195526,0.1873117983341217
at,0.38876327872276306,0.28390252590179443,0.457212895154953,0.21134859323501587,0.2909104526042938,0.3447161316871643,-0.010676056146621704,0.36524343490600586,0.004100513178855181,0.23006781935691833,0.4374977946281433,0.457212895154953,0.25247499346733093,0.18120098114013672,0.21978627145290375
least,0.30486100912094116,0.2185145616531372,0.3428877890110016,0.19652226567268372,0.12225477397441864,0.2534012496471405,-0.06307157874107361,0.35133054852485657,0.08265683054924011,0.22819775342941284,0.3232700824737549,0.3428877890110016,0.32447779178619385,0.19100981950759888,0.28866854310035706
15,-0.04047394171357155,0.03605250269174576,-0.011810222640633583,0.07203315198421478,0.07630524784326553,-0.013154181651771069,0.9999999403953552,-0.047946229577064514,-0.04602760076522827,-0.0022258590906858444,0.02424248494207859,-0.011810222640633583,-0.009971684776246548,0.058130551129579544,-0.010706285014748573
regular,0.25887250900268555,0.26963475346565247,0.3214086890220642,0.2909901440143585,0.188042551279068,0.16285312175750732,-0.009971684776246548,0.30861178040504456,0.09565220028162003,0.24902638792991638,0.23172755539417267,0.3214086890220642,1.0,0.4002528786659241,0.18334713578224182
season,0.1977832019329071,0.19368280470371246,0.2507155239582062,0.41418924927711487,0.12825250625610352,0.16452011466026306,0.058130551129579544,0.22382742166519165,0.036940135061740875,0.34330427646636963,0.2184021919965744,0.2507155239582062,0.4002528786659241,1.0,0.16793298721313477
games,0.19408148527145386,0.18056219816207886,0.2676136791706085,0.3706570565700531,0.12412780523300171,0.17923329770565033,-0.0022258590906858444,0.23381441831588745,0.0333370566368103,1.0000001192092896,0.24802106618881226,0.2676136791706085,0.24902638792991638,0.34330427646636963,0.1360001415014267
since,0.42774689197540283,0.27613121271133423,0.4054957628250122,0.22373780608177185,0.10352586209774017,0.34118619561195374,-0.003095693653449416,0.3733763098716736,0.04042600840330124,0.3160925507545471,0.4325680434703827,0.4054957628250122,0.2647797167301178,0.25668418407440186,0.2876587212085724
the,0.5091903209686279,0.34736719727516174,1.0,0.2724147439002991,0.29801803827285767,0.40150508284568787,-0.011810222640633583,0.535392165184021,0.0058518932200968266,0.2676136791706085,0.6662389636039734,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
league,0.2000882774591446,0.17557655274868011,0.2724147439002991,1.0000001192092896,0.11962755024433136,0.18873094022274017,0.07203315198421478,0.18720030784606934,0.012586573138833046,0.3706570565700531,0.22963495552539825,0.2724147439002991,0.2909901440143585,0.41418924927711487,0.15941482782363892
expanded,0.19404000043869019,0.20851697027683258,0.3258892893791199,0.15564985573291779,0.1712290346622467,0.16591379046440125,-0.11713818460702896,0.29032543301582336,0.02260490320622921,0.1471816450357437,0.27289336919784546,0.3258892893791199,0.20705881714820862,0.1161201074719429,0.2124357968568802
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.18720030784606934,0.384844571352005,0.4069952368736267,-0.047946229577064514,1.0,0.055442724376916885,0.23381441831588745,0.45010748505592346,0.535392165184021,0.30861178040504456,0.22382742166519165,0.29463258385658264
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.17562834918498993,0.24019409716129303,0.322764128446579,-0.052463941276073456,0.45503583550453186,0.09943632781505585,0.19753754138946533,0.539380669593811,0.5829201340675354,0.313107967376709,0.1855505406856537,0.23916715383529663
16-game,0.24053114652633667,0.2209806740283966,0.3390442430973053,0.34583115577697754,0.22546716034412384,0.1781318485736847,0.06507556140422821,0.2950660288333893,0.07174871861934662,0.6299633979797363,0.2743573784828186,0.3390442430973053,0.26340222358703613,0.31891191005706787,0.26639387011528015
schedule,0.24275629222393036,0.2402072250843048,0.21986375749111176,0.1332518756389618,0.1924445778131485,0.17183858156204224,0.03127877041697502,0.2847902476787567,0.09501515328884125,0.20216061174869537,0.20525701344013214,0.21986375749111176,0.3617466986179352,0.29308274388313293,0.16743622720241547
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.22963495552539825,0.22233200073242188,0.4274188280105591,0.02424248494207859,0.45010748505592346,0.03388594090938568,0.24802106618881226,1.0,0.6662389636039734,0.23172755539417267,0.2184021919965744,0.20430970191955566
1978,0.07017435133457184,0.043191809207201004,0.1314823180437088,0.026382530108094215,-0.04667222872376442,0.07028820365667343,-0.08576139807701111,0.08089005202054977,0.013742412440478802,0.07423122227191925,0.20181521773338318,0.1314823180437088,0.04264671355485916,0.08949889242649078,0.06364871561527252
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.29573896527290344,0.3313661813735962,0.41536515951156616,-0.05741225555539131,0.4645031690597534,0.08594998717308044,0.27173087000846863,0.5591574311256409,0.5934505462646484,0.2778880000114441,0.24674734473228455,0.4130953550338745
