,what,type,of,undergarment,",",if,any,",",was,included,into,the,apollo,spacesuit,?
fishbowl,0.18173322081565857,0.21923665702342987,0.2431785613298416,0.16443565487861633,0.24929645657539368,0.2033810168504715,0.24233098328113556,0.24929645657539368,0.15114852786064148,0.24355652928352356,0.17045024037361145,0.2610507309436798,0.2607107162475586,0.2653017044067383,0.2973794937133789
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.031859371811151505,-0.037358131259679794,-0.010894154198467731,-0.013354322873055935,-0.037358131259679794,0.04456103965640068,0.07290441542863846,-0.043979667127132416,0.041273195296525955,-0.057827021926641464,-0.01220101211220026,0.018684765323996544
type,0.2722663879394531,1.0000001192092896,0.18112817406654358,0.22379952669143677,0.1804078221321106,0.2994624078273773,0.27895575761795044,0.1804078221321106,0.14348182082176208,0.09611519426107407,0.14269600808620453,0.21819381415843964,0.1257288157939911,0.26802247762680054,0.17536182701587677
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.2865188419818878,0.4464869201183319,0.3609124422073364,0.3944643437862396,0.4464869201183319,0.3863949179649353,0.3889397978782654,0.231735959649086,0.4739971458911896,0.18462510406970978,0.2991313934326172,0.264628142118454
greater,0.1946859508752823,0.11788910627365112,0.34470728039741516,0.19518426060676575,0.25035545229911804,0.20989656448364258,0.3009572923183441,0.25035545229911804,0.1568739414215088,0.17737393081188202,0.18935972452163696,0.2814446687698364,0.10427148640155792,0.16505463421344757,0.09723397344350815
visibility,0.3029073178768158,0.2390419989824295,0.25243079662323,0.30684739351272583,0.26769179105758667,0.34593915939331055,0.38803818821907043,0.26769179105758667,0.11820320039987564,0.12887325882911682,0.24753902852535248,0.31353068351745605,0.16714262962341309,0.35879793763160706,0.23034073412418365
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21806155145168304,1.0000001192092896,0.257730096578598,0.3237466514110565,1.0000001192092896,0.45456063747406006,0.3679811954498291,0.2826121151447296,0.4933079481124878,0.19808128476142883,0.28344178199768066,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.3028487265110016,0.6633074283599854,0.3498523235321045,0.3363793194293976,0.6633074283599854,0.3740963041782379,0.3643590211868286,0.36597734689712524,0.5171257257461548,0.15251155197620392,0.3347585201263428,0.20544172823429108
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.29081714153289795,0.4933079481124878,0.33724796772003174,0.4525727927684784,0.4933079481124878,0.48711544275283813,0.3825419843196869,0.39493247866630554,1.0,0.2169172167778015,0.26034942269325256,0.22068053483963013
lunar,0.18274477124214172,0.13063104450702667,0.204553484916687,0.17162877321243286,0.19076566398143768,0.14707612991333008,0.1265193074941635,0.19076566398143768,0.17547959089279175,0.17201824486255646,0.16345204412937164,0.23309995234012604,0.48109763860702515,0.38549157977104187,0.1628302037715912
surface,0.23580394685268402,0.2185751497745514,0.24204103648662567,0.27365848422050476,0.23000483214855194,0.2542034685611725,0.29178285598754883,0.23000483214855194,0.15540370345115662,0.15272566676139832,0.2576831877231598,0.2555135488510132,0.19678367674350739,0.4127137064933777,0.14613434672355652
eva,0.1055561825633049,0.061923492699861526,0.06766078621149063,0.1693004071712494,0.21735459566116333,0.11704591661691666,0.03742210194468498,0.21735459566116333,0.19374816119670868,0.05236872285604477,0.10746320337057114,0.0991697907447815,0.2407463639974594,0.17785532772541046,0.1840759515762329
suit,0.1746450662612915,0.17149798572063446,0.15855711698532104,0.3632468581199646,0.21944370865821838,0.24182723462581635,0.2540588676929474,0.21944370865821838,0.14824222028255463,0.19569727778434753,0.1221047192811966,0.21465148031711578,0.13849027454853058,0.5355806350708008,0.1362915337085724
would,0.45766422152519226,0.13977667689323425,0.3353942930698395,0.2165619283914566,0.32586824893951416,0.5543612837791443,0.4657389223575592,0.32586824893951416,0.41663143038749695,0.29065564274787903,0.2832599878311157,0.4133751392364502,0.20719991624355316,0.27255600690841675,0.37178951501846313
include,0.1535889357328415,0.20810997486114502,0.37431180477142334,0.1833133101463318,0.35606324672698975,0.16433319449424744,0.2761237621307373,0.35606324672698975,0.10680413991212845,0.6415448784828186,0.210683211684227,0.2951717972755432,0.0740443542599678,0.1569550484418869,0.14925788342952728
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.2796683609485626,0.427140474319458,0.41272827982902527,0.45031747221946716,0.427140474319458,0.4508470594882965,0.23032639920711517,0.3461161255836487,0.5829201340675354,0.19996169209480286,0.28736045956611633,0.23916715383529663
water-cooled,0.24825391173362732,0.2485993504524231,0.2673574388027191,0.28777244687080383,0.29218199849128723,0.3009900748729706,0.29250821471214294,0.29218199849128723,0.24539753794670105,0.16228722035884857,0.3352016508579254,0.30894410610198975,0.2281707227230072,0.3946848511695862,0.22962722182273865
undergarment,0.25765132904052734,0.22379952669143677,0.2835412621498108,1.0,0.21806155145168304,0.27980270981788635,0.2923206686973572,0.21806155145168304,0.18769873678684235,0.15044373273849487,0.1819687783718109,0.29081714153289795,0.15053001046180725,0.3242594301700592,0.19430547952651978
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.23593050241470337,0.6812511086463928,0.421799898147583,0.39295488595962524,0.6812511086463928,0.40146201848983765,0.25865867733955383,0.26250120997428894,0.5934505462646484,0.22384987771511078,0.3268231749534607,0.4130953550338745
