,what,additional,membranes,do,secondary,chloroplasts,have,?
sometimes,0.34229418635368347,0.1985509991645813,0.291771799325943,0.32188543677330017,0.1994035392999649,0.256771057844162,0.3968924283981323,0.1751544177532196
its,0.30393704771995544,0.1736358255147934,0.2205040156841278,0.18495778739452362,0.1844489574432373,0.24104106426239014,0.3852778375148773,0.15103481709957123
cell,0.19222842156887054,0.21193814277648926,0.5867394804954529,0.19975709915161133,0.23243623971939087,0.5408841967582703,0.21540969610214233,0.2058541625738144
membrane,0.1647152304649353,0.20345109701156616,0.9437052011489868,0.2031068652868271,0.190712109208107,0.6331068873405457,0.303412526845932,0.18908235430717468
and,0.31309178471565247,0.3180832266807556,0.2664068639278412,0.276123583316803,0.25317713618278503,0.21511349081993103,0.4711785912513733,0.20544172823429108
nucleus,0.2337055206298828,0.1682228147983551,0.5649851560592651,0.21864192187786102,0.19523075222969055,0.5944722890853882,0.29158270359039307,0.1512926071882248
",",0.3087472915649414,0.30316734313964844,0.22312511503696442,0.3283645510673523,0.2158004194498062,0.20794041454792023,0.3541618287563324,0.31091248989105225
forming,0.18138349056243896,0.14380960166454315,0.29981759190559387,0.21139582991600037,0.15400829911231995,0.32840949296951294,0.25057512521743774,0.11404796689748764
a,0.3320399522781372,0.21921908855438232,0.1770123988389969,0.26237669587135315,0.225028395652771,0.24622295796871185,0.338716596364975,0.23916715383529663
chloroplast,0.23505516350269318,0.18407313525676727,0.6360809803009033,0.2310386300086975,0.2597424387931824,0.9777651429176331,0.26476383209228516,0.12532055377960205
with,0.2464839518070221,0.29758456349372864,0.23237307369709015,0.23744353652000427,0.21208807826042175,0.20506612956523895,0.48046383261680603,0.2433311939239502
three,0.24888746440410614,0.314209520816803,0.19707408547401428,0.21283186972141266,0.15680445730686188,0.24092958867549896,0.3712083399295807,0.20928427577018738
or,0.33867141604423523,0.2824913561344147,0.3592965006828308,0.39439281821250916,0.25993385910987854,0.3088610768318176,0.46389055252075195,0.32389625906944275
four,0.18057085573673248,0.29207298159599304,0.19410061836242676,0.1615660935640335,0.16819080710411072,0.221937894821167,0.3544043302536011,0.14532537758350372
membranes—the,0.23621341586112976,0.21928991377353668,0.9691036939620972,0.28952479362487793,0.22090639173984528,0.6670215725898743,0.3692196011543274,0.23806138336658478
two,0.23363454639911652,0.32668912410736084,0.2547849714756012,0.22086432576179504,0.22640569508075714,0.2635502219200134,0.4498785734176636,0.19645625352859497
cyanobacterial,0.2474752515554428,0.21889176964759827,0.555797815322876,0.26984429359436035,0.25627198815345764,0.708339273929596,0.3840905725955963,0.19054965674877167
membranes,0.18834297358989716,0.20283345878124237,0.9999999403953552,0.2719106078147888,0.20510739088058472,0.6635266542434692,0.3564684987068176,0.20524227619171143
",",0.3087472915649414,0.30316734313964844,0.22312511503696442,0.3283645510673523,0.2158004194498062,0.20794041454792023,0.3541618287563324,0.31091248989105225
sometimes,0.34229418635368347,0.1985509991645813,0.291771799325943,0.32188543677330017,0.1994035392999649,0.256771057844162,0.3968924283981323,0.1751544177532196
the,0.42745697498321533,0.2539002597332001,0.2330547422170639,0.30239659547805786,0.21037471294403076,0.23062430322170258,0.40389683842658997,0.22068053483963013
eaten,0.22660933434963226,0.08539842069149017,0.3650802969932556,0.2768072187900543,0.15280213952064514,0.38181623816490173,0.29508793354034424,0.19809049367904663
alga,0.12795694172382355,0.20740367472171783,0.40578585863113403,0.25086095929145813,0.26107949018478394,0.6178844571113586,0.26862144470214844,0.15664592385292053
's,0.02692362666130066,-0.0743386447429657,-0.0862593725323677,-0.01994597539305687,-0.1052255854010582,-0.026035647839307785,-0.02807004563510418,-0.023395681753754616
cell,0.19222842156887054,0.21193814277648926,0.5867394804954529,0.19975709915161133,0.23243623971939087,0.5408841967582703,0.21540969610214233,0.2058541625738144
membrane,0.1647152304649353,0.20345109701156616,0.9437052011489868,0.2031068652868271,0.190712109208107,0.6331068873405457,0.303412526845932,0.18908235430717468
",",0.3087472915649414,0.30316734313964844,0.22312511503696442,0.3283645510673523,0.2158004194498062,0.20794041454792023,0.3541618287563324,0.31091248989105225
and,0.31309178471565247,0.3180832266807556,0.2664068639278412,0.276123583316803,0.25317713618278503,0.21511349081993103,0.4711785912513733,0.20544172823429108
the,0.42745697498321533,0.2539002597332001,0.2330547422170639,0.30239659547805786,0.21037471294403076,0.23062430322170258,0.40389683842658997,0.22068053483963013
phagosomal,0.24508218467235565,0.20180650055408478,0.6017859578132629,0.2720796763896942,0.21685510873794556,0.5749658942222595,0.30104750394821167,0.2133897840976715
vacuole,0.23653627932071686,0.143524169921875,0.6385308504104614,0.29756444692611694,0.27981361746788025,0.6673945188522339,0.29696378111839294,0.2012493908405304
from,0.2737620174884796,0.13113704323768616,0.19746801257133484,0.20424067974090576,0.18837624788284302,0.21740731596946716,0.30702701210975647,0.19969791173934937
the,0.42745697498321533,0.2539002597332001,0.2330547422170639,0.30239659547805786,0.21037471294403076,0.23062430322170258,0.40389683842658997,0.22068053483963013
host,0.12779991328716278,0.15486617386341095,0.2300373613834381,0.16446317732334137,0.19139134883880615,0.2900705635547638,0.1926749348640442,0.1021634042263031
's,0.02692362666130066,-0.0743386447429657,-0.0862593725323677,-0.01994597539305687,-0.1052255854010582,-0.026035647839307785,-0.02807004563510418,-0.023395681753754616
cell,0.19222842156887054,0.21193814277648926,0.5867394804954529,0.19975709915161133,0.23243623971939087,0.5408841967582703,0.21540969610214233,0.2058541625738144
membrane,0.1647152304649353,0.20345109701156616,0.9437052011489868,0.2031068652868271,0.190712109208107,0.6331068873405457,0.303412526845932,0.18908235430717468
.,0.3567904531955719,0.189470574259758,0.23524518311023712,0.3613996207714081,0.195527583360672,0.23868323862552643,0.41614407300949097,0.4130953550338745
