,which,performers,joined,the,headliner,during,the,super,bowl,50,halftime,show,?
",",0.3658004403114319,0.2566743791103363,0.23146051168441772,0.4933079481124878,0.2775314450263977,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3626100420951843,0.31928569078445435,0.31091248989105225
who,0.3688730001449585,0.3387889564037323,0.18540184199810028,0.3733934462070465,0.1575728803873062,0.30551859736442566,0.3733934462070465,0.1819351613521576,0.09189514070749283,0.0322180911898613,0.19379067420959473,0.2095358669757843,0.26220351457595825
headlined,0.23312006890773773,0.37757447361946106,0.2817322015762329,0.2894550859928131,0.8674444556236267,0.22189125418663025,0.2894550859928131,0.18724042177200317,0.1954048126935959,0.07918412983417511,0.4387337267398834,0.2542087435722351,0.26601076126098633
the,0.6521818041801453,0.2311975508928299,0.2943263649940491,1.0,0.2527426779270172,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31780552864074707,0.319829523563385,0.22068053483963013
super,0.25759580731391907,0.18863414227962494,0.126203253865242,0.21959073841571808,0.17622950673103333,0.16951335966587067,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.23468568921089172,0.21752095222473145,0.10326999425888062,0.21576224267482758,0.17323504388332367,0.22041946649551392,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.4822790324687958,0.19135026633739471,0.21118052303791046
xlvii,0.2609062194824219,0.19964797794818878,0.20961254835128784,0.2988950312137604,0.23790985345840454,0.22946162521839142,0.2988950312137604,0.5601666569709778,0.5970584154129028,0.13962267339229584,0.5093367695808411,0.21301409602165222,0.19350703060626984
and,0.506277859210968,0.26166966557502747,0.31977471709251404,0.5171257257461548,0.21078087389469147,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.34601953625679016,0.3455478549003601,0.20544172823429108
super,0.25759580731391907,0.18863414227962494,0.126203253865242,0.21959073841571808,0.17622950673103333,0.16951335966587067,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.23468568921089172,0.21752095222473145,0.10326999425888062,0.21576224267482758,0.17323504388332367,0.22041946649551392,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.4822790324687958,0.19135026633739471,0.21118052303791046
xlviii,0.25636178255081177,0.18685030937194824,0.16082541644573212,0.2765132784843445,0.21083451807498932,0.21198585629463196,0.2765132784843445,0.5269481539726257,0.5582984089851379,0.1264488399028778,0.46320661902427673,0.1775490939617157,0.18409758806228638
halftime,0.27708420157432556,0.4207268953323364,0.22569529712200165,0.31780552864074707,0.45072028040885925,0.4305741488933563,0.31780552864074707,0.4056760370731354,0.4822790324687958,0.010851318016648293,1.0000001192092896,0.3664279878139496,0.21138669550418854
shows,0.33303946256637573,0.33970531821250916,0.16071045398712158,0.36348509788513184,0.20618800818920135,0.23531271517276764,0.36348509788513184,0.09714256972074509,0.16048383712768555,0.1053934171795845,0.23730841279029846,0.6561359167098999,0.2040930688381195
",",0.3658004403114319,0.2566743791103363,0.23146051168441772,0.4933079481124878,0.2775314450263977,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3626100420951843,0.31928569078445435,0.31091248989105225
respectively,0.28874409198760986,0.19633401930332184,0.21884900331497192,0.3498423993587494,0.16735635697841644,0.22112803161144257,0.3498423993587494,0.17725007236003876,0.08850861340761185,0.018622776493430138,0.2488977015018463,0.1875137835741043,0.1307799071073532
.,0.45942068099975586,0.20598925650119781,0.23954392969608307,0.5934505462646484,0.23397517204284668,0.3485563397407532,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.33941835165023804,0.3016606271266937,0.4130953550338745
