,what,was,the,name,of,the,doctor,who-related,song,released,in,1988,?
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.17422905564308167,0.2778359353542328,0.2080031931400299,0.21291524171829224,0.3887844979763031,0.0906476229429245,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2820442318916321,0.31703755259513855,0.300855815410614,0.24578391015529633,0.6662389636039734,-0.009787061251699924,0.22068053483963013
klf,0.12415748834609985,0.2811066508293152,0.2811334431171417,0.1865203082561493,0.19535084068775177,0.2811334431171417,0.16580379009246826,0.16435441374778748,0.2804678678512573,0.21770834922790527,0.27670812606811523,0.1081794947385788,0.16018347442150116
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.1509941965341568,0.2443048059940338,0.18759728968143463,0.2337164580821991,0.3326910734176636,0.21679435670375824,0.42300865054130554
released,0.20228935778141022,0.32720035314559937,0.24578391015529633,0.16281646490097046,0.17721395194530487,0.24578391015529633,0.16010989248752594,0.15421564877033234,0.44778215885162354,1.0,0.2659924626350403,0.04629207402467728,0.20329579710960388
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2820442318916321,0.31703755259513855,0.300855815410614,0.24578391015529633,0.6662389636039734,-0.009787061251699924,0.22068053483963013
single,0.24458327889442444,0.22785933315753937,0.29338565468788147,0.14425750076770782,0.22455744445323944,0.29338565468788147,0.08707979321479797,0.1870766431093216,0.47767189145088196,0.4411131739616394,0.23017926514148712,0.017381174489855766,0.2151121199131012
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,0.03718610852956772,0.11696965992450714,-0.009448634460568428,-0.0885908380150795,0.04765888676047325,-0.0038517024368047714,0.0685480609536171
doctorin,0.24339787662029266,0.21982456743717194,0.22734308242797852,0.21401110291481018,0.21287034451961517,0.22734308242797852,0.7548366785049438,0.16204556822776794,0.1802222728729248,0.17373250424861908,0.26908648014068604,0.036139827221632004,0.1730569303035736
',0.3245812654495239,0.33675912022590637,0.474788099527359,0.3737941086292267,0.39136970043182373,0.474788099527359,0.2026606649160385,0.27623337507247925,0.2279684841632843,0.2033740133047104,0.4158826768398285,0.1515248864889145,0.330942302942276
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2820442318916321,0.31703755259513855,0.300855815410614,0.24578391015529633,0.6662389636039734,-0.009787061251699924,0.22068053483963013
tardis,0.21426796913146973,0.1628473550081253,0.29145124554634094,0.20668943226337433,0.1735842525959015,0.29145124554634094,0.5026617050170898,0.1815539449453354,0.22433823347091675,0.24949060380458832,0.1960487961769104,0.010357438586652279,0.14893783628940582
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,0.06782495975494385,0.005050965119153261,-0.0036455560475587845,-0.023787548765540123,0.07432962208986282,-0.044948965311050415,0.018684765323996544
under,0.20154598355293274,0.2672741413116455,0.3348022699356079,0.28553691506385803,0.32766106724739075,0.3348022699356079,0.13024459779262543,0.22768081724643707,0.10891950130462646,0.20054972171783447,0.2535393238067627,0.002573128789663315,0.18233340978622437
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2820442318916321,0.31703755259513855,0.300855815410614,0.24578391015529633,0.6662389636039734,-0.009787061251699924,0.22068053483963013
name,0.18623162806034088,0.2646567225456238,0.3171212375164032,1.0,0.24075818061828613,0.3171212375164032,0.19494794309139252,0.2224152684211731,0.22463563084602356,0.16281646490097046,0.2459065467119217,0.09384620189666748,0.15381577610969543
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2820442318916321,0.31703755259513855,0.300855815410614,0.24578391015529633,0.6662389636039734,-0.009787061251699924,0.22068053483963013
timelords,0.37547507882118225,0.2821864187717438,0.3687637746334076,0.26854828000068665,0.329308420419693,0.3687637746334076,0.27697426080703735,0.29128536581993103,0.2702226936817169,0.2634177505970001,0.29140138626098633,-5.917554517509416e-05,0.2589876055717468
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.3326083719730377,0.24119161069393158,0.2775750756263733,0.5201468467712402,0.1665962189435959,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.2972666025161743,0.5011631846427917,0.6521818041801453,0.19030126929283142,0.45939528942108154,0.26685473322868347,0.2545137405395508,0.4840516746044159,-0.08652377128601074,0.25814583897590637
reached,0.20202487707138062,0.3110939562320709,0.29860952496528625,0.1430899202823639,0.18604008853435516,0.29860952496528625,0.106363445520401,0.1478840559720993,0.33693021535873413,0.3505682945251465,0.24389809370040894,0.09432976692914963,0.1518019139766693
no,0.339326947927475,0.19955526292324066,0.3461136817932129,0.21853291988372803,0.24809792637825012,0.3461136817932129,0.13980649411678314,0.21786648035049438,0.18227185308933258,0.1509285569190979,0.24372287094593048,-0.025131750851869583,0.32165053486824036
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.22361043095588684,0.2887718081474304,0.2374095469713211,0.298698753118515,0.5591574311256409,0.09279745072126389,0.4130953550338745
