,what,session,is,the,scottish,parliament,in,?
opportunities,0.2428092211484909,0.2084473967552185,0.13409724831581116,0.2523994743824005,0.11228769272565842,0.15587759017944336,0.19241002202033997,0.18024922907352448
;,0.10986888408660889,-0.0031926322262734175,0.05324986204504967,0.09152708947658539,0.01846458949148655,0.03756367042660713,0.092739537358284,0.10349778085947037
european,0.15324164927005768,0.1365765929222107,0.16083641350269318,0.3423081040382385,0.28370338678359985,0.2812108099460602,0.23319172859191895,0.14560863375663757
and,0.31309178471565247,0.19851624965667725,0.3859752118587494,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.4954058527946472,0.20544172823429108
external,0.2436257004737854,0.19492179155349731,0.11640631407499313,0.22874414920806885,0.11851149797439575,0.16266661882400513,0.1451910436153412,0.18867096304893494
relations,0.184731587767601,0.1970401257276535,0.1847245991230011,0.2259310483932495,0.0706113949418068,0.24140873551368713,0.22494478523731232,0.13942402601242065
;,0.10986888408660889,-0.0031926322262734175,0.05324986204504967,0.09152708947658539,0.01846458949148655,0.03756367042660713,0.092739537358284,0.10349778085947037
finance,0.20704226195812225,0.1915208101272583,0.1709752231836319,0.26623332500457764,0.1888468861579895,0.35188981890678406,0.24185222387313843,0.1273542046546936
;,0.10986888408660889,-0.0031926322262734175,0.05324986204504967,0.09152708947658539,0.01846458949148655,0.03756367042660713,0.092739537358284,0.10349778085947037
public,0.1729622185230255,0.285380095243454,0.1980048567056656,0.22857438027858734,0.11026261746883392,0.26356351375579834,0.29074716567993164,0.19872993230819702
petitions,0.21739013493061066,0.30450183153152466,0.1507042944431305,0.26148080825805664,0.15133599936962128,0.36102548241615295,0.2393772304058075,0.2089788168668747
;,0.10986888408660889,-0.0031926322262734175,0.05324986204504967,0.09152708947658539,0.01846458949148655,0.03756367042660713,0.092739537358284,0.10349778085947037
standards,0.2855789363384247,0.23484238982200623,0.19850283861160278,0.2433546632528305,0.1868697553873062,0.17210562527179718,0.17966534197330475,0.2011813372373581
",",0.3087472915649414,0.20594055950641632,0.4691906273365021,0.4933079481124878,0.21369139850139618,0.25442883372306824,0.5201468467712402,0.31091248989105225
procedures,0.33542415499687195,0.3300047814846039,0.18770210444927216,0.23226140439510345,0.16357864439487457,0.2772231996059418,0.15578332543373108,0.2716922461986542
and,0.31309178471565247,0.19851624965667725,0.3859752118587494,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.4954058527946472,0.20544172823429108
public,0.1729622185230255,0.285380095243454,0.1980048567056656,0.22857438027858734,0.11026261746883392,0.26356351375579834,0.29074716567993164,0.19872993230819702
appointments,0.22869615256786346,0.27720677852630615,0.0920238122344017,0.2608503997325897,0.22273215651512146,0.38784006237983704,0.17355433106422424,0.1699383556842804
;,0.10986888408660889,-0.0031926322262734175,0.05324986204504967,0.09152708947658539,0.01846458949148655,0.03756367042660713,0.092739537358284,0.10349778085947037
and,0.31309178471565247,0.19851624965667725,0.3859752118587494,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.4954058527946472,0.20544172823429108
delegated,0.18640203773975372,0.30392464995384216,0.08612251281738281,0.2847515940666199,0.23033080995082855,0.4783622622489929,0.22077558934688568,0.136549174785614
powers,0.24108682572841644,0.16393975913524628,0.16329245269298553,0.25233519077301025,0.09824219346046448,0.3280940353870392,0.16362762451171875,0.17269276082515717
and,0.31309178471565247,0.19851624965667725,0.3859752118587494,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.4954058527946472,0.20544172823429108
law,0.2145031988620758,0.120944544672966,0.18597714602947235,0.24548950791358948,0.13914988934993744,0.35454997420310974,0.24850773811340332,0.1528988480567932
reform,0.20049384236335754,0.23313800990581512,0.188787043094635,0.28116169571876526,0.19127392768859863,0.3529011607170105,0.22404487431049347,0.14216484129428864
.,0.3567904531955719,0.20088720321655273,0.4569662809371948,0.5934505462646484,0.20125295221805573,0.23747818171977997,0.5591574311256409,0.4130953550338745
