,what,is,one,of,the,reason,that,underdeveloped,nations,received,aid,from,the,oil,income,?
nations,0.19211222231388092,0.19151805341243744,0.23449482023715973,0.27521562576293945,0.3506215214729309,0.14359387755393982,0.23122698068618774,0.363305002450943,0.9999998807907104,0.18605993688106537,0.2846266031265259,0.18500196933746338,0.3506215214729309,0.1692916601896286,0.22440767288208008,0.20999202132225037
whose,0.22831642627716064,0.26491984724998474,0.38778331875801086,0.37058958411216736,0.38253846764564514,0.2169714868068695,0.3740115463733673,0.29303160309791565,0.1640336513519287,0.16092616319656372,0.1275302916765213,0.2266867458820343,0.38253846764564514,0.137062668800354,0.18512916564941406,0.16990536451339722
economies,0.20860779285430908,0.20516782999038696,0.24743644893169403,0.22326010465621948,0.2587427496910095,0.203870490193367,0.27847394347190857,0.44691169261932373,0.4012766480445862,0.12757037580013275,0.24210602045059204,0.17140553891658783,0.2587427496910095,0.3358696699142456,0.43743231892585754,0.16836115717887878
had,0.23849567770957947,0.2932159900665283,0.3595404326915741,0.37755560874938965,0.3875846862792969,0.27359437942504883,0.4407361149787903,0.40560364723205566,0.21610978245735168,0.3640618324279785,0.14559978246688843,0.3075238764286041,0.3875846862792969,0.1329135298728943,0.21663664281368256,0.20728366076946259
been,0.2567804455757141,0.39566612243652344,0.3407197892665863,0.31685134768486023,0.3563927710056305,0.3334571421146393,0.4152003228664398,0.33980298042297363,0.28579169511795044,0.2685248851776123,0.18388061225414276,0.27624839544296265,0.3563927710056305,0.1410050392150879,0.14217017590999603,0.24354910850524902
caught,0.19015973806381226,0.14473357796669006,0.2618158459663391,0.20060649514198303,0.2087310254573822,0.18854990601539612,0.2821810841560364,0.22701624035835266,0.13952647149562836,0.13695690035820007,0.1443430632352829,0.1952694058418274,0.2087310254573822,0.20075881481170654,0.12488529086112976,0.20266211032867432
between,0.2462156116962433,0.26809602975845337,0.3030317425727844,0.3737983703613281,0.39067012071609497,0.1495082825422287,0.299440860748291,0.3014669120311737,0.24194000661373138,0.12230419367551804,0.1760808527469635,0.3269653618335724,0.39067012071609497,0.13989733159542084,0.22600169479846954,0.12887074053287506
higher,0.2538340389728546,0.24683357775211334,0.28364863991737366,0.3096220791339874,0.3292480409145355,0.21830454468727112,0.31370723247528076,0.26930415630340576,0.23021118342876434,0.16738255321979523,0.1088247075676918,0.2177213728427887,0.3292480409145355,0.1341117024421692,0.2679516673088074,0.15679465234279633
oil,0.14842186868190765,0.20966008305549622,0.14028391242027283,0.22900764644145966,0.21849922835826874,0.17725326120853424,0.2114400863647461,0.22780822217464447,0.1692916601896286,0.043723076581954956,0.1583620011806488,0.22372330725193024,0.21849922835826874,1.0,0.2985721230506897,0.14867261052131653
prices,0.23893781006336212,0.1964217573404312,0.1797015368938446,0.168605774641037,0.24549299478530884,0.20821353793144226,0.28032994270324707,0.3148171901702881,0.2717074751853943,0.14661718904972076,0.20726118981838226,0.21742145717144012,0.24549299478530884,0.39236316084861755,0.46240392327308655,0.14604969322681427
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.26490068435668945,0.4731321930885315,0.3539849519729614,0.2505394220352173,0.24762246012687683,0.2158033847808838,0.3601827025413513,0.5171257257461548,0.19239190220832825,0.2518245577812195,0.20544172823429108
lower,0.20079238712787628,0.20806168019771576,0.2072933465242386,0.31757521629333496,0.3463275134563446,0.09825963526964188,0.25661587715148926,0.2563909888267517,0.11888173222541809,0.09583407640457153,0.0911320298910141,0.2286408692598343,0.3463275134563446,0.1496061533689499,0.25601446628570557,0.08471795171499252
prices,0.23893781006336212,0.1964217573404312,0.1797015368938446,0.168605774641037,0.24549299478530884,0.20821353793144226,0.28032994270324707,0.3148171901702881,0.2717074751853943,0.14661718904972076,0.20726118981838226,0.21742145717144012,0.24549299478530884,0.39236316084861755,0.46240392327308655,0.14604969322681427
for,0.3017193675041199,0.43268078565597534,0.384836345911026,0.4185989499092102,0.4739971458911896,0.42787787318229675,0.4137635827064514,0.38675573468208313,0.2684409022331238,0.30396392941474915,0.28007441759109497,0.314039945602417,0.4739971458911896,0.19440194964408875,0.27512091398239136,0.264628142118454
their,0.35142919421195984,0.2101074606180191,0.3991999328136444,0.4329940676689148,0.516537070274353,0.27609744668006897,0.4266771972179413,0.39602506160736084,0.2184963822364807,0.18160586059093475,0.21167044341564178,0.3038119673728943,0.516537070274353,0.1690470576286316,0.21846599876880646,0.1898253709077835
own,0.35062843561172485,0.2145606279373169,0.34935763478279114,0.3269667625427246,0.334675133228302,0.2611411511898041,0.37425005435943604,0.35300642251968384,0.2101840078830719,0.13741926848888397,0.11356580257415771,0.23242637515068054,0.334675133228302,0.10596317052841187,0.2038610726594925,0.1937696635723114
export,0.10666708648204803,0.22622261941432953,0.1823335438966751,0.19053134322166443,0.17034074664115906,0.15636222064495087,0.18076054751873016,0.2817457616329193,0.33087119460105896,0.09304000437259674,0.1907564252614975,0.23246417939662933,0.17034074664115906,0.33421510457992554,0.38633498549461365,0.12363827228546143
commodities,0.1862771064043045,0.2267184555530548,0.2438151240348816,0.18926386535167694,0.19182176887989044,0.23595774173736572,0.3061284124851227,0.39096975326538086,0.3108159601688385,0.16046498715877533,0.20824718475341797,0.20998026430606842,0.19182176887989044,0.3056020140647888,0.42179980874061584,0.18083880841732025
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.24553878605365753,0.4137537479400635,0.26517775654792786,0.24394330382347107,0.2926693558692932,0.1953202486038208,0.39760664105415344,0.4933079481124878,0.20043784379959106,0.19703416526317596,0.31091248989105225
amid,0.16013745963573456,0.15438199043273926,0.1930806040763855,0.24606820940971375,0.23778973519802094,0.15265367925167084,0.19145628809928894,0.2345949411392212,0.2782686948776245,0.1996799111366272,0.20873892307281494,0.22228115797042847,0.23778973519802094,0.11168038100004196,0.19582737982273102,0.1181706115603447
shrinking,0.23110218346118927,0.20833833515644073,0.28882741928100586,0.3156881034374237,0.34527891874313354,0.19566373527050018,0.34156349301338196,0.2943962812423706,0.16278637945652008,0.1059684157371521,0.16882401704788208,0.26129278540611267,0.34527891874313354,0.24827983975410461,0.23279564082622528,0.2101638913154602
western,0.2454150915145874,0.2572968304157257,0.22375954687595367,0.32974064350128174,0.37920868396759033,0.1261833757162094,0.21672776341438293,0.24479861557483673,0.20073860883712769,0.10045568645000458,0.06943329423666,0.21337518095970154,0.37920868396759033,0.15428419411182404,0.16629558801651,0.17439141869544983
demand,0.2007312774658203,0.20401930809020996,0.2063092440366745,0.2345065176486969,0.27194610238075256,0.28088879585266113,0.31761109828948975,0.26583996415138245,0.24061423540115356,0.19866402447223663,0.2609303295612335,0.20165932178497314,0.27194610238075256,0.24773111939430237,0.34710395336151123,0.13359291851520538
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.3219331204891205,0.4460422694683075,0.3132288455963135,0.2933122515678406,0.25050681829452515,0.21699096262454987,0.41536515951156616,0.5934505462646484,0.22117017209529877,0.26448529958724976,0.4130953550338745
