,when,was,the,third,period,of,high,viewership,for,the,doctor,who,series,?
the,0.5091903209686279,0.48711544275283813,1.0,0.4229298532009125,0.3125074505805969,0.733189046382904,0.28034812211990356,0.30921506881713867,0.4739971458911896,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.22068053483963013
soap,0.1590038686990738,0.13256825506687164,0.19385820627212524,0.12379521131515503,0.058840636163949966,0.20267286896705627,0.15464025735855103,0.19768764078617096,0.26051539182662964,0.19385820627212524,0.2037750631570816,0.13830624520778656,0.34729132056236267,0.1800997406244278
opera,0.19735561311244965,0.24672111868858337,0.21712259948253632,0.11812976002693176,0.18177208304405212,0.2148524820804596,0.0773717388510704,0.19669340550899506,0.22579056024551392,0.21712259948253632,0.17378202080726624,0.20698651671409607,0.22588227689266205,0.12079104036092758
coronation,0.24086837470531464,0.29637712240219116,0.27051475644111633,0.17459574341773987,0.24224476516246796,0.2707429528236389,0.139135479927063,0.20447570085525513,0.23881255090236664,0.27051475644111633,0.16949065029621124,0.17903457581996918,0.22772525250911713,0.14919395744800568
street,0.15712179243564606,0.21281053125858307,0.20947860181331635,0.05079251155257225,0.09508391469717026,0.18984536826610565,0.25391656160354614,0.21791066229343414,0.24031898379325867,0.20947860181331635,0.14731790125370026,0.2008773535490036,0.22306816279888153,0.07315441966056824
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.283071368932724,0.25030651688575745,0.4946078956127167,0.27938312292099,0.2360859364271164,0.4464869201183319,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.24060699343681335,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,1.0,0.4229298532009125,0.3125074505805969,0.733189046382904,0.28034812211990356,0.30921506881713867,0.4739971458911896,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.22068053483963013
most,0.299309104681015,0.29933857917785645,0.47635307908058167,0.27510353922843933,0.22773921489715576,0.4178851246833801,0.20456670224666595,0.2500669062137604,0.3906237483024597,0.47635307908058167,0.17011499404907227,0.35393568873405457,0.20793810486793518,0.2107497900724411
popular,0.18394137918949127,0.2916531562805176,0.2724021077156067,0.2574259340763092,0.18534919619560242,0.25281813740730286,0.21958932280540466,0.2841426134109497,0.30736467242240906,0.2724021077156067,0.11902014166116714,0.23977619409561157,0.2586348354816437,0.13108457624912262
show,0.2859477698802948,0.20142383873462677,0.319829523563385,0.14648211002349854,0.24650990962982178,0.21383242309093475,0.13599787652492523,0.36840367317199707,0.3141973614692688,0.319829523563385,0.2094513326883316,0.2095358669757843,0.41789430379867554,0.2520138621330261
at,0.38876327872276306,0.36707764863967896,0.457212895154953,0.20907244086265564,0.20980304479599,0.42558613419532776,0.2874184250831604,0.22966299951076508,0.34237727522850037,0.457212895154953,0.2165924310684204,0.22096660733222961,0.1310107558965683,0.21978627145290375
the,0.5091903209686279,0.48711544275283813,1.0,0.4229298532009125,0.3125074505805969,0.733189046382904,0.28034812211990356,0.30921506881713867,0.4739971458911896,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.22068053483963013
time,0.4363728165626526,0.3641340136528015,0.43061500787734985,0.2474765032529831,0.46082159876823425,0.35127586126327515,0.2222239226102829,0.25192078948020935,0.3992156386375427,0.43061500787734985,0.22827142477035522,0.36634087562561035,0.2359362095594406,0.27391523122787476
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.3039522171020508,0.2575049102306366,0.5352458953857422,0.24301011860370636,0.3083479702472687,0.4726039469242096,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.3121925890445709,0.4130953550338745
,when,was,the,third,period,of,high,viewership,for,the,doctor,who,series,?
after,0.5331412553787231,0.49306565523147583,0.4565047025680542,0.283749520778656,0.34399178624153137,0.3867455720901489,0.14164119958877563,0.19557762145996094,0.3650246858596802,0.4565047025680542,0.1885940581560135,0.32549580931663513,0.22890618443489075,0.16608688235282898
the,0.5091903209686279,0.48711544275283813,1.0,0.4229298532009125,0.3125074505805969,0.733189046382904,0.28034812211990356,0.30921506881713867,0.4739971458911896,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.22068053483963013
series,0.2194245308637619,0.2261398285627365,0.31376904249191284,0.22608651220798492,0.19910156726837158,0.22268271446228027,0.16274327039718628,0.31301599740982056,0.2715710699558258,0.31376904249191284,0.2712797522544861,0.21484537422657013,1.0000001192092896,0.1709602326154709
',0.2558356821537018,0.33675912022590637,0.474788099527359,0.25814083218574524,0.19865968823432922,0.39136970043182373,0.146336168050766,0.1820487678050995,0.31184524297714233,0.474788099527359,0.2026606649160385,0.22534559667110443,0.22980502247810364,0.330942302942276
revival,0.11794339865446091,0.3003317415714264,0.30452626943588257,0.20380961894989014,0.2593640089035034,0.2109367549419403,0.14829327166080475,0.26107051968574524,0.24443419277668,0.30452626943588257,0.13733609020709991,0.1408388912677765,0.22159305214881897,0.09967152029275894
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.3309578001499176,0.23051127791404724,0.5696388483047485,0.2652597725391388,0.23857662081718445,0.4322226941585541,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.2914260923862457,0.20430970191955566
2005,0.001997772604227066,0.11356307566165924,0.037273142486810684,0.10097410529851913,0.10244698822498322,0.017815761268138885,-0.06763540953397751,0.029807329177856445,0.04140647128224373,0.037273142486810684,0.07635467499494553,0.18423187732696533,0.04714697599411011,0.10709824413061142
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.2346733808517456,0.22779083251953125,0.35032153129577637,0.20521607995033264,0.13954228162765503,0.3357032239437103,0.33289089798927307,0.1570640504360199,0.2443375140428543,0.21145714819431305,0.40561532974243164
the,0.5091903209686279,0.48711544275283813,1.0,0.4229298532009125,0.3125074505805969,0.733189046382904,0.28034812211990356,0.30921506881713867,0.4739971458911896,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.22068053483963013
third,0.23858320713043213,0.3460187017917633,0.4229298532009125,1.0,0.21811054646968842,0.30602210760116577,0.113444484770298,0.19499775767326355,0.2187870591878891,0.4229298532009125,0.19177944958209991,0.20739443600177765,0.22608651220798492,0.15394791960716248
notable,0.1340717375278473,0.175777867436409,0.20948168635368347,0.14683398604393005,0.18228553235530853,0.1985267549753189,0.18937893211841583,0.22924567759037018,0.2551795244216919,0.20948168635368347,0.14618422091007233,0.23320899903774261,0.1356934756040573,0.31928157806396484
period,0.3356073200702667,0.2820133864879608,0.3125074505805969,0.21811054646968842,1.0,0.2698146104812622,0.11772013455629349,0.17527662217617035,0.27999383211135864,0.3125074505805969,0.11125180125236511,0.2116105854511261,0.19910156726837158,0.18706195056438446
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.30602210760116577,0.2698146104812622,1.0,0.2803038954734802,0.20606210827827454,0.4185989499092102,0.733189046382904,0.16895952820777893,0.2827862501144409,0.22268271446228027,0.1826142966747284
high,0.20577524602413177,0.19978567957878113,0.28034812211990356,0.113444484770298,0.11772013455629349,0.2803038954734802,1.0,0.1934102475643158,0.1925620585680008,0.28034812211990356,0.07957974821329117,0.14553065598011017,0.16274327039718628,0.11137914657592773
ratings,0.23672962188720703,0.2160990834236145,0.23356813192367554,0.1541464626789093,0.22611050307750702,0.15600527822971344,0.29762858152389526,0.5089206695556641,0.2655225098133087,0.23356813192367554,0.08232710510492325,0.1265973597764969,0.34094566106796265,0.19248855113983154
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.2612932324409485,0.2531823217868805,0.3680361211299896,0.18911464512348175,0.16872641444206238,0.3639558255672455,0.3456730246543884,0.1509941965341568,0.2457384318113327,0.20434704422950745,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.283071368932724,0.25030651688575745,0.4946078956127167,0.27938312292099,0.2360859364271164,0.4464869201183319,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.24060699343681335,0.31091248989105225
it,0.4775012135505676,0.4577186405658722,0.6251175999641418,0.27641743421554565,0.2586527168750763,0.38761502504348755,0.22461844980716705,0.3149981200695038,0.32171204686164856,0.6251175999641418,0.24568085372447968,0.2868398427963257,0.20531252026557922,0.25732165575027466
has,0.34538573026657104,0.40313825011253357,0.4177538752555847,0.19454029202461243,0.1387886255979538,0.3909035325050354,0.21330732107162476,0.2580954432487488,0.450642853975296,0.4177538752555847,0.1778179407119751,0.2558172643184662,0.16834278404712677,0.15994466841220856
consistently,0.32875797152519226,0.2781817615032196,0.2695158123970032,0.21764406561851501,0.2355557531118393,0.2553209662437439,0.2075916826725006,0.3248875141143799,0.3542441427707672,0.2695158123970032,0.13236993551254272,0.3571816384792328,0.19852371513843536,0.2656213045120239
had,0.37526828050613403,0.5927209258079529,0.3875846862792969,0.22559253871440887,0.23601923882961273,0.37755560874938965,0.1883465200662613,0.2675802409648895,0.3270139992237091,0.3875846862792969,0.19423192739486694,0.36173108220100403,0.17813511192798615,0.20728366076946259
high,0.20577524602413177,0.19978567957878113,0.28034812211990356,0.113444484770298,0.11772013455629349,0.2803038954734802,1.0,0.1934102475643158,0.1925620585680008,0.28034812211990356,0.07957974821329117,0.14553065598011017,0.16274327039718628,0.11137914657592773
viewership,0.1621217429637909,0.2425418645143509,0.30921506881713867,0.19499775767326355,0.17527662217617035,0.20606210827827454,0.1934102475643158,1.0,0.3187984824180603,0.30921506881713867,0.13985763490200043,0.19972029328346252,0.31301599740982056,0.23784568905830383
levels,0.2584584951400757,0.10329693555831909,0.286034494638443,0.07159922271966934,0.25167468190193176,0.23668165504932404,0.37835693359375,0.23467573523521423,0.24535854160785675,0.286034494638443,0.11185028403997421,0.1666090190410614,0.18863597512245178,0.1541307419538498
for,0.43402108550071716,0.3863949179649353,0.4739971458911896,0.2187870591878891,0.27999383211135864,0.4185989499092102,0.1925620585680008,0.3187984824180603,0.9999999403953552,0.4739971458911896,0.1556548923254013,0.37110671401023865,0.2715710699558258,0.264628142118454
the,0.5091903209686279,0.48711544275283813,1.0,0.4229298532009125,0.3125074505805969,0.733189046382904,0.28034812211990356,0.30921506881713867,0.4739971458911896,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.22068053483963013
evening,0.3180263638496399,0.25208455324172974,0.26509222388267517,0.12683357298374176,0.1926213651895523,0.16574963927268982,0.12619653344154358,0.27805984020233154,0.21980729699134827,0.26509222388267517,0.1793222278356552,0.16211169958114624,0.2015887349843979,0.15503956377506256
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.24143609404563904,0.16633686423301697,0.3966929316520691,0.20843200385570526,0.3019605576992035,0.36199691891670227,0.5107308030128479,0.1636410653591156,0.2340552806854248,0.23828625679016113,0.2714994251728058
which,0.572554349899292,0.2830964922904968,0.6521818041801453,0.29048746824264526,0.31679004430770874,0.5011631846427917,0.25426656007766724,0.2867162525653839,0.44095608592033386,0.6521818041801453,0.19030126929283142,0.3688730001449585,0.2484029233455658,0.25814583897590637
the,0.5091903209686279,0.48711544275283813,1.0,0.4229298532009125,0.3125074505805969,0.733189046382904,0.28034812211990356,0.30921506881713867,0.4739971458911896,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.22068053483963013
episode,0.2618144154548645,0.1706574261188507,0.25342556834220886,0.18859826028347015,0.2108885794878006,0.17369085550308228,0.129866823554039,0.36550238728523254,0.17981192469596863,0.25342556834220886,0.2940889000892639,0.2015407234430313,0.4687832295894623,0.23978739976882935
is,0.3471449911594391,0.5810302495956421,0.5823672413825989,0.31551501154899597,0.1838376820087433,0.4854315221309662,0.2383800595998764,0.20909328758716583,0.43268078565597534,0.5823672413825989,0.19875872135162354,0.24293622374534607,0.20355552434921265,0.22961433231830597
broadcast,0.2190258502960205,0.24068336188793182,0.2713715434074402,0.10768557339906693,0.16413988173007965,0.20155203342437744,0.21441663801670074,0.42592132091522217,0.2546502649784088,0.2713715434074402,0.18613839149475098,0.18632595241069794,0.4289170503616333,0.15760008990764618
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.3039522171020508,0.2575049102306366,0.5352458953857422,0.24301011860370636,0.3083479702472687,0.4726039469242096,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.3121925890445709,0.4130953550338745
