,what,denver,player,had,109,tackels,for,the,2015,season,?
his,0.26976513862609863,0.1710202693939209,0.24347680807113647,0.4401516616344452,0.021032802760601044,0.18259967863559723,0.39312878251075745,0.4394008219242096,0.0642445981502533,0.20986881852149963,0.18075084686279297
career,0.0917418897151947,0.28915703296661377,0.26366010308265686,0.2950170934200287,0.10614846646785736,0.16337850689888,0.3036307394504547,0.19230268895626068,-0.026470793411135674,0.3396436870098114,0.1300809234380722
",",0.3087472915649414,0.25173696875572205,0.25826331973075867,0.35487717390060425,0.1693473905324936,0.3432158827781677,0.4464869201183319,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
ranking,0.16402585804462433,0.15566851198673248,0.21884998679161072,0.2049030214548111,0.13517828285694122,0.18572376668453217,0.22423076629638672,0.3187980651855469,0.07888562232255936,0.18517830967903137,0.18589437007904053
second,0.19948028028011322,0.15075258910655975,0.24186576902866364,0.2551495432853699,0.06247095391154289,0.12599360942840576,0.25438159704208374,0.4620301127433777,0.10960257053375244,0.2726087272167206,0.17239587008953094
on,0.34226128458976746,0.1561855524778366,0.2081262320280075,0.36692994832992554,0.08553416281938553,0.1869819313287735,0.36199691891670227,0.5107308030128479,-0.02457386814057827,0.2107619047164917,0.2714994251728058
the,0.42745697498321533,0.2052404284477234,0.19900773465633392,0.3875846862792969,0.02574852481484413,0.20688873529434204,0.4739971458911896,1.0,0.1466771513223648,0.2507155239582062,0.22068053483963013
team,0.17632107436656952,0.18347741663455963,0.4632323682308197,0.11808160692453384,0.14057420194149017,0.2482973337173462,0.25615394115448,0.22564226388931274,-0.009967954829335213,0.3451383709907532,0.11243411153554916
with,0.2464839518070221,0.20079316198825836,0.15822981297969818,0.4739086329936981,-0.05576226860284805,0.2022918164730072,0.39140474796295166,0.4223487675189972,-0.05818283185362816,0.26700887084007263,0.2433311939239502
7½,-0.04267220199108124,0.017585070803761482,0.017386866733431816,-0.046352073550224304,0.07842588424682617,0.0940796360373497,0.09128996729850769,0.06379561871290207,-0.05258946493268013,0.052086569368839264,-0.06016818434000015
sacks,0.0888017937541008,0.27507340908050537,0.21186310052871704,0.2547798454761505,0.1292698085308075,0.3987647294998169,0.2247573584318161,0.23296904563903809,0.14142829179763794,0.23347769677639008,0.0761517658829689
.,0.3567904531955719,0.2573630213737488,0.22491109371185303,0.37348684668540955,0.10854354500770569,0.3182221055030823,0.4726039469242096,0.5934505462646484,0.06607602536678314,0.24674734473228455,0.4130953550338745
,what,denver,player,had,109,tackels,for,the,2015,season,?
linebacker,0.15475627779960632,0.48220956325531006,0.44545871019363403,0.17168013751506805,0.16831783950328827,0.4924722909927368,0.27424296736717224,0.19719967246055603,-0.05198060721158981,0.30305373668670654,0.15540370345115662
brandon,0.1862802505493164,0.35859453678131104,0.3245055377483368,0.2164214849472046,0.18708840012550354,0.29138755798339844,0.1954781413078308,0.1588345170021057,-0.02871580608189106,0.23047097027301788,0.2774931490421295
marshall,0.17371580004692078,0.26461681723594666,0.15699486434459686,0.24330919981002808,0.20326225459575653,0.2737255394458771,0.14276862144470215,0.22928133606910706,-0.0089423144236207,0.14412374794483185,0.18167579174041748
led,0.12112844735383987,0.20768572390079498,0.15605029463768005,0.38557857275009155,0.03612547740340233,0.20739205181598663,0.2628403306007385,0.3267505168914795,0.1679353564977646,0.16559264063835144,0.09273858368396759
the,0.42745697498321533,0.2052404284477234,0.19900773465633392,0.3875846862792969,0.02574852481484413,0.20688873529434204,0.4739971458911896,1.0,0.1466771513223648,0.2507155239582062,0.22068053483963013
team,0.17632107436656952,0.18347741663455963,0.4632323682308197,0.11808160692453384,0.14057420194149017,0.2482973337173462,0.25615394115448,0.22564226388931274,-0.009967954829335213,0.3451383709907532,0.11243411153554916
in,0.30808621644973755,0.2221570909023285,0.1851271539926529,0.385026752948761,0.05819336697459221,0.24163304269313812,0.4322226941585541,0.6662389636039734,0.0891268327832222,0.2184021919965744,0.20430970191955566
total,0.19850242137908936,0.1672368049621582,0.06791325658559799,0.24812166392803192,0.04216969013214111,0.17019307613372803,0.18924455344676971,0.27068960666656494,0.037357207387685776,0.17375686764717102,0.14396025240421295
tackles,0.17651943862438202,0.4180256724357605,0.26949015259742737,0.2658616602420807,0.18589657545089722,0.551831066608429,0.27664637565612793,0.19076409935951233,-0.00910274963825941,0.30535760521888733,0.20188532769680023
with,0.2464839518070221,0.20079316198825836,0.15822981297969818,0.4739086329936981,-0.05576226860284805,0.2022918164730072,0.39140474796295166,0.4223487675189972,-0.05818283185362816,0.26700887084007263,0.2433311939239502
109,-0.04498317465186119,0.19822897017002106,0.06533942371606827,-0.072113037109375,1.0000001192092896,0.22232425212860107,-0.013920155353844166,0.02574852481484413,0.13120116293430328,0.09153012931346893,0.12295328080654144
",",0.3087472915649414,0.25173696875572205,0.25826331973075867,0.35487717390060425,0.1693473905324936,0.3432158827781677,0.4464869201183319,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
while,0.35511791706085205,0.20923270285129547,0.17724208533763885,0.3406333029270172,-0.05361771583557129,0.24331629276275635,0.4232339859008789,0.39804592728614807,-0.013383761048316956,0.21403980255126953,0.21076419949531555
danny,0.18977122008800507,0.22701716423034668,0.23722288012504578,0.16531546413898468,0.11228807270526886,0.18092381954193115,0.20191757380962372,0.24839186668395996,-0.09550897032022476,0.23191186785697937,0.12230359762907028
trevathan,0.22558240592479706,0.23901797831058502,0.202168270945549,0.2592661678791046,0.20219379663467407,0.25046417117118835,0.22892795503139496,0.3371354937553406,0.20858187973499298,0.25790950655937195,0.19781902432441711
ranked,0.15636610984802246,0.17321541905403137,0.1628865897655487,0.21833230555057526,0.14693601429462433,0.16647452116012573,0.17654775083065033,0.2711145281791687,0.044366784393787384,0.16869261860847473,0.12953443825244904
second,0.19948028028011322,0.15075258910655975,0.24186576902866364,0.2551495432853699,0.06247095391154289,0.12599360942840576,0.25438159704208374,0.4620301127433777,0.10960257053375244,0.2726087272167206,0.17239587008953094
with,0.2464839518070221,0.20079316198825836,0.15822981297969818,0.4739086329936981,-0.05576226860284805,0.2022918164730072,0.39140474796295166,0.4223487675189972,-0.05818283185362816,0.26700887084007263,0.2433311939239502
102,0.10143127292394638,0.1401112973690033,0.07665799558162689,0.18607719242572784,-0.2168715000152588,0.11294285953044891,0.26279187202453613,0.14157715439796448,-0.2652398645877838,-0.001092430087737739,-0.019286835566163063
.,0.3567904531955719,0.2573630213737488,0.22491109371185303,0.37348684668540955,0.10854354500770569,0.3182221055030823,0.4726039469242096,0.5934505462646484,0.06607602536678314,0.24674734473228455,0.4130953550338745
