,downtown,santa,monica,and,downtown,glendale,are,a,part,of,which,area,?
of,0.21455974876880646,0.2417823076248169,0.12303479015827179,0.5116966962814331,0.21455974876880646,0.18101286888122559,0.39081433415412903,0.5052502155303955,0.452393114566803,1.0,0.5011631846427917,0.3409860134124756,0.1826142966747284
downtown,1.0,0.2728801667690277,0.208622008562088,0.20503629744052887,1.0,0.3624505400657654,0.16882547736167908,0.20975551009178162,0.20520244538784027,0.21455974876880646,0.22559411823749542,0.37015464901924133,0.15638743340969086
burbank,0.4039080739021301,0.3714533746242523,0.46034905314445496,0.2853164076805115,0.4039080739021301,0.5364441871643066,0.11613211035728455,0.18698742985725403,0.16277268528938293,0.20478573441505432,0.13956603407859802,0.1797579973936081,0.17736202478408813
",",0.2289871871471405,0.25609585642814636,0.2767350375652313,0.6633074283599854,0.2289871871471405,0.32901474833488464,0.4062570035457611,0.427140474319458,0.3376222252845764,0.4946078956127167,0.3658004403114319,0.2664283812046051,0.31091248989105225
downtown,1.0,0.2728801667690277,0.208622008562088,0.20503629744052887,1.0,0.3624505400657654,0.16882547736167908,0.20975551009178162,0.20520244538784027,0.21455974876880646,0.22559411823749542,0.37015464901924133,0.15638743340969086
santa,0.2728801667690277,1.0,0.5813220143318176,0.1827874481678009,0.2728801667690277,0.39192402362823486,0.13769486546516418,0.1996532380580902,0.1995963156223297,0.2417823076248169,0.21508361399173737,0.1734604388475418,0.17321589589118958
monica,0.208622008562088,0.5813220143318176,1.0,0.19502249360084534,0.208622008562088,0.4335586428642273,0.12627607583999634,0.16431881487369537,0.1385740041732788,0.12303479015827179,0.13486407697200775,0.15003648400306702,0.14569255709648132
",",0.2289871871471405,0.25609585642814636,0.2767350375652313,0.6633074283599854,0.2289871871471405,0.32901474833488464,0.4062570035457611,0.427140474319458,0.3376222252845764,0.4946078956127167,0.3658004403114319,0.2664283812046051,0.31091248989105225
downtown,1.0,0.2728801667690277,0.208622008562088,0.20503629744052887,1.0,0.3624505400657654,0.16882547736167908,0.20975551009178162,0.20520244538784027,0.21455974876880646,0.22559411823749542,0.37015464901924133,0.15638743340969086
glendale,0.3624505400657654,0.39192402362823486,0.4335586428642273,0.2511388957500458,0.3624505400657654,1.0,0.1706472486257553,0.21335469186306,0.18839477002620697,0.18101286888122559,0.16313031315803528,0.23385228216648102,0.17165428400039673
and,0.20503629744052887,0.1827874481678009,0.19502249360084534,1.0,0.20503629744052887,0.2511388957500458,0.48576638102531433,0.3739250600337982,0.35301485657691956,0.5116966962814331,0.506277859210968,0.3044000566005707,0.20544172823429108
downtown,1.0,0.2728801667690277,0.208622008562088,0.20503629744052887,1.0,0.3624505400657654,0.16882547736167908,0.20975551009178162,0.20520244538784027,0.21455974876880646,0.22559411823749542,0.37015464901924133,0.15638743340969086
long,0.15527887642383575,0.22460590302944183,0.15489190816879272,0.3395216166973114,0.15527887642383575,0.14356748759746552,0.23909839987754822,0.3795371353626251,0.3009910583496094,0.2567519545555115,0.34186381101608276,0.21540464460849762,0.19699987769126892
beach,0.3346199095249176,0.3125265836715698,0.2660825252532959,0.2650700807571411,0.3346199095249176,0.37336596846580505,0.1654755175113678,0.22942881286144257,0.18301880359649658,0.20727382600307465,0.20106564462184906,0.24635569751262665,0.16120761632919312
.,0.2247719168663025,0.22195746004581451,0.17333891987800598,0.588965117931366,0.2247719168663025,0.29439565539360046,0.3452940285205841,0.50484299659729,0.32817673683166504,0.5352458953857422,0.45942068099975586,0.2760866582393646,0.4130953550338745
